"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"CAMK protein kinase QIK subfamily","Qik","cell differentiation",0.0113213599469154,0,27
"CAMK protein kinase QIK subfamily","Qik","cellular protein modification process",0.0113213599469154,0,46
"CAMK protein kinase QIK subfamily","Qik","multicellular organismal development",0.0113213599469154,0,29
"CAMK protein kinase QIK subfamily","Qik","phosphorylation",0.0113213599469154,0,46
"CAMK protein kinase QIK subfamily","Qik","positive regulation of apoptotic process",0.0113213599469154,0,8
"CAMK protein kinase QIK subfamily","Qik","signal transduction",0.0113213599469154,0,39
"CAMK protein kinase RSKb subfamily","Rskb","cell cycle",0.07012953522672595,0,11
"CAMK protein kinase RSKb subfamily","Rskb","cell death",0.07012953522672595,0,16
"CAMK protein kinase RSKb subfamily","Rskb","cellular protein modification process",0.07012953522672595,0,46
"CAMK protein kinase RSKb subfamily","Rskb","immune system process",0.07012953522672595,0,21
"CAMK protein kinase RSKb subfamily","Rskb","multicellular organismal development",0.07012953522672595,0,29
"CAMK protein kinase RSKb subfamily","Rskb","negative regulation of endopeptidase activity",0.07012953522672595,0,4
"CAMK protein kinase RSKb subfamily","Rskb","phosphorylation",0.07012953522672595,0,46
"CAMK protein kinase RSKb subfamily","Rskb","response to stress",0.07012953522672595,0,24
"CAMK protein kinase RSKb subfamily","Rskb","signal transduction",0.07012953522672595,0,39
"CK1 protein kinase CK1 family","Ck1","cell-cell signaling",0.004402751090467101,0,10
"CK1 protein kinase CK1 family","Ck1","cellular protein modification process",0.004402751090467101,0,46
"CK1 protein kinase CK1 family","Ck1","phosphorylation",0.004402751090467101,0,46
"CK1 protein kinase CK1 family","Ck1","signal transduction",0.004402751090467101,0,39
"CK1 protein kinase CK1 family","Ck1","vesicle-mediated transport",0.004402751090467101,0,7
"CMGC protein kinase CDK8 subfamily","Cdk8","biosynthetic process",0.057235764176072304,0,9
"CMGC protein kinase CDK8 subfamily","Cdk8","cellular nitrogen compound metabolic process",0.057235764176072304,0,6
"CMGC protein kinase CDK8 subfamily","Cdk8","cellular protein modification process",0.057235764176072304,0,46
"CMGC protein kinase CDK8 subfamily","Cdk8","phosphorylation",0.057235764176072304,0,46
"CMGC protein kinase CDK8 subfamily","Cdk8","positive regulation of apoptotic process",0.057235764176072304,0,8
"CMGC protein kinase CDKL family","Cdkl","cell differentiation",0.0037737866489718002,0,27
"CMGC protein kinase CDKL family","Cdkl","cell motility",0.0037737866489718002,0,10
"CMGC protein kinase CDKL family","Cdkl","cellular protein modification process",0.0037737866489718002,0,46
"CMGC protein kinase CDKL family","Cdkl","multicellular organismal development",0.0037737866489718002,0,29
"CMGC protein kinase CDKL family","Cdkl","phosphorylation",0.0037737866489718002,0,46
"CMGC protein kinase CDKL family","Cdkl","positive regulation of catalytic activity",0.0037737866489718002,0,24
"CMGC protein kinase Dyrk1 subfamily","Dyrk1","cellular protein modification process",0.11101222392392046,0,46
"CMGC protein kinase Dyrk1 subfamily","Dyrk1","multicellular organismal development",0.11101222392392046,0,29
"CMGC protein kinase Dyrk1 subfamily","Dyrk1","phosphorylation",0.11101222392392046,0,46
"CMGC protein kinase JNK subfamily","Jnk","cellular protein modification process",0.13365494381775125,0,46
"CMGC protein kinase JNK subfamily","Jnk","phosphorylation",0.13365494381775125,0,46
"CMGC protein kinase JNK subfamily","Jnk","positive regulation of catalytic activity",0.13365494381775125,0,24
"CMGC protein kinase JNK subfamily","Jnk","response to stress",0.13365494381775125,0,24
"CMGC protein kinase JNK subfamily","Jnk","signal transduction",0.13365494381775125,0,39
"CMGC protein kinase TAIRE subfamily","Taire","cell differentiation",0.01289377105065365,0,27
"CMGC protein kinase TAIRE subfamily","Taire","cell-cell signaling",0.01289377105065365,0,10
"CMGC protein kinase TAIRE subfamily","Taire","cellular protein modification process",0.01289377105065365,0,46
"CMGC protein kinase TAIRE subfamily","Taire","multicellular organismal development",0.01289377105065365,0,29
"CMGC protein kinase TAIRE subfamily","Taire","phosphorylation",0.01289377105065365,0,46
"CMGC protein kinase TAIRE subfamily","Taire","regulation of protein localization",0.01289377105065365,0,7
"CMGC protein kinase TAIRE subfamily","Taire","reproduction",0.01289377105065365,0,10
"CMGC protein kinase TAIRE subfamily","Taire","transport",0.01289377105065365,0,5
"CMGC protein kinase TAIRE subfamily","Taire","vesicle-mediated transport",0.01289377105065365,0,7
"Other protein kinase CK2 family","Ck2","biosynthetic process",0.16636109477550687,1,9
"Other protein kinase CK2 family","Ck2","cell cycle",0.16636109477550687,1,11
"Other protein kinase CK2 family","Ck2","cell death",0.16636109477550687,1,16
"Other protein kinase CK2 family","Ck2","cellular nitrogen compound metabolic process",0.16636109477550687,1,6
"Other protein kinase CK2 family","Ck2","cellular protein modification process",0.16636109477550687,1,46
"Other protein kinase CK2 family","Ck2","negative regulation of endopeptidase activity",0.16636109477550687,1,4
"Other protein kinase CK2 family","Ck2","phosphorylation",0.16636109477550687,1,46
"Other protein kinase CK2 family","Ck2","protein folding",0.16636109477550687,1,1
"Other protein kinase CK2 family","Ck2","signal transduction",0.16636109477550687,1,39
"Other protein kinase NEK family","Nek","anatomical structure formation involved in morphogenesis",0.006289644414953001,0,12
"Other protein kinase NEK family","Nek","cell cycle",0.006289644414953001,0,11
"Other protein kinase NEK family","Nek","cell division",0.006289644414953001,0,3
"Other protein kinase NEK family","Nek","cell morphogenesis",0.006289644414953001,0,10
"Other protein kinase NEK family","Nek","cellular component assembly",0.006289644414953001,0,4
"Other protein kinase NEK family","Nek","cellular protein modification process",0.006289644414953001,0,46
"Other protein kinase NEK family","Nek","mitotic nuclear division",0.006289644414953001,0,1
"Other protein kinase NEK family","Nek","phosphorylation",0.006289644414953001,0,46
"Other protein kinase NEK family","Nek","signal transduction",0.006289644414953001,0,39
"Other protein kinase PEK subfamily","Pek","anatomical structure formation involved in morphogenesis",0.01478066437513955,0,12
"Other protein kinase PEK subfamily","Pek","cell differentiation",0.01478066437513955,0,27
"Other protein kinase PEK subfamily","Pek","cell-cell signaling",0.01478066437513955,0,10
"Other protein kinase PEK subfamily","Pek","cellular protein modification process",0.01478066437513955,0,46
"Other protein kinase PEK subfamily","Pek","multicellular organismal development",0.01478066437513955,0,29
"Other protein kinase PEK subfamily","Pek","phosphorylation",0.01478066437513955,0,46
"Other protein kinase PEK subfamily","Pek","positive regulation of apoptotic process",0.01478066437513955,0,8
"Other protein kinase PEK subfamily","Pek","positive regulation of catalytic activity",0.01478066437513955,0,24
"Other protein kinase PEK subfamily","Pek","protein complex assembly",0.01478066437513955,0,7
"Other protein kinase PEK subfamily","Pek","regulation of protein localization",0.01478066437513955,0,7
"Other protein kinase PEK subfamily","Pek","response to stress",0.01478066437513955,0,24
"Other protein kinase PEK subfamily","Pek","signal transduction",0.01478066437513955,0,39
"Other protein kinase PEK subfamily","Pek","transport",0.01478066437513955,0,5
"Other protein kinase PEK subfamily","Pek","zymogen activation",0.01478066437513955,0,2
"Other protein kinase PLK family","Plk","cell cycle",0.050946119761119305,1,11
"Other protein kinase PLK family","Plk","cell differentiation",0.050946119761119305,1,27
"Other protein kinase PLK family","Plk","cellular component assembly",0.050946119761119305,1,4
"Other protein kinase PLK family","Plk","cellular protein modification process",0.050946119761119305,1,46
"Other protein kinase PLK family","Plk","cytoskeleton organization",0.050946119761119305,1,5
"Other protein kinase PLK family","Plk","embryo development",0.050946119761119305,1,9
"Other protein kinase PLK family","Plk","microtubule-based process",0.050946119761119305,1,2
"Other protein kinase PLK family","Plk","phosphorylation",0.050946119761119305,1,46
"Other protein kinase PLK family","Plk","reproduction",0.050946119761119305,1,10
"Other protein kinase TLK family","Tlk","cell cycle",0.0047172333112147505,0,11
"Other protein kinase TLK family","Tlk","cellular protein modification process",0.0047172333112147505,0,46
"Other protein kinase TLK family","Tlk","chromosome organization",0.0047172333112147505,0,2
"Other protein kinase TLK family","Tlk","chromosome segregation",0.0047172333112147505,0,2
"Other protein kinase TLK family","Tlk","phosphorylation",0.0047172333112147505,0,46
"Other protein kinase TLK family","Tlk","response to stress",0.0047172333112147505,0,24
"Other protein kinase TLK family","Tlk","signal transduction",0.0047172333112147505,0,39
"Other protein kinase Wnk family","Wnk","cellular protein modification process",3.1448222074765E-4,0,46
"Other protein kinase Wnk family","Wnk","phosphorylation",3.1448222074765E-4,0,46
"Other protein kinase Wnk family","Wnk","regulation of protein localization",3.1448222074765E-4,0,7
"Other protein kinase Wnk family","Wnk","signal transduction",3.1448222074765E-4,0,39
"Other protein kinase group","Other","anatomical structure development",0.028617882088036152,0,13
"Other protein kinase group","Other","cell differentiation",0.028617882088036152,0,27
"Other protein kinase group","Other","cellular protein modification process",0.028617882088036152,0,46
"Other protein kinase group","Other","immune system process",0.028617882088036152,0,21
"Other protein kinase group","Other","phosphorylation",0.028617882088036152,0,46
"Other protein kinase group","Other","response to stress",0.028617882088036152,0,24
"Other protein kinase group","Other","response to toxic substance",0.028617882088036152,0,2
"Other protein kinase group","Other","signal transduction",0.028617882088036152,0,39
"STE protein kinase ASK","Ask","cellular protein modification process",0.0025158577659812,0,46
"STE protein kinase ASK","Ask","phosphorylation",0.0025158577659812,0,46
"STE protein kinase ASK","Ask","positive regulation of catalytic activity",0.0025158577659812,0,24
"STE protein kinase ASK","Ask","signal transduction",0.0025158577659812,0,39
"STE protein kinase MSN subfamily","Msn","autophagy",0.025473059880559652,0,3
"STE protein kinase MSN subfamily","Msn","cell differentiation",0.025473059880559652,0,27
"STE protein kinase MSN subfamily","Msn","cellular component assembly",0.025473059880559652,0,4
"STE protein kinase MSN subfamily","Msn","cellular protein modification process",0.025473059880559652,0,46
"STE protein kinase MSN subfamily","Msn","cytoskeleton organization",0.025473059880559652,0,5
"STE protein kinase MSN subfamily","Msn","multicellular organismal development",0.025473059880559652,0,29
"STE protein kinase MSN subfamily","Msn","phosphorylation",0.025473059880559652,0,46
"STE protein kinase MSN subfamily","Msn","plasma membrane organization",0.025473059880559652,0,2
"STE protein kinase MSN subfamily","Msn","positive regulation of catalytic activity",0.025473059880559652,0,24
"STE protein kinase MSN subfamily","Msn","response to stress",0.025473059880559652,0,24
"STE protein kinase MSN subfamily","Msn","signal transduction",0.025473059880559652,0,39
"STE protein kinase PAKA subfamily","Paka","cell differentiation",0.0100634310639248,0,27
"STE protein kinase PAKA subfamily","Paka","cell morphogenesis",0.0100634310639248,0,10
"STE protein kinase PAKA subfamily","Paka","cellular protein modification process",0.0100634310639248,0,46
"STE protein kinase PAKA subfamily","Paka","immune system process",0.0100634310639248,0,21
"STE protein kinase PAKA subfamily","Paka","metabolic process",0.0100634310639248,0,3
"STE protein kinase PAKA subfamily","Paka","multicellular organismal development",0.0100634310639248,0,29
"STE protein kinase PAKA subfamily","Paka","phosphorylation",0.0100634310639248,0,46
"STE protein kinase PAKA subfamily","Paka","positive regulation of apoptotic process",0.0100634310639248,0,8
"STE protein kinase PAKA subfamily","Paka","positive regulation of catalytic activity",0.0100634310639248,0,24
"STE protein kinase PAKA subfamily","Paka","signal transduction",0.0100634310639248,0,39
"STE protein kinase STE11 family","Ste11","cell death",0.0037737866489718002,0,16
"STE protein kinase STE11 family","Ste11","cellular protein modification process",0.0037737866489718002,0,46
"STE protein kinase STE11 family","Ste11","immune system process",0.0037737866489718002,0,21
"STE protein kinase STE11 family","Ste11","phosphorylation",0.0037737866489718002,0,46
"STE protein kinase STE11 family","Ste11","positive regulation of catalytic activity",0.0037737866489718002,0,24
"STE protein kinase STE11 family","Ste11","signal transduction",0.0037737866489718002,0,39
"STE protein kinase STE7 family","Ste7","aging",0.13522735492148952,9,6
"STE protein kinase STE7 family","Ste7","anatomical structure development",0.13522735492148952,9,13
"STE protein kinase STE7 family","Ste7","anatomical structure formation involved in morphogenesis",0.13522735492148952,9,12
"STE protein kinase STE7 family","Ste7","autophagy",0.13522735492148952,9,3
"STE protein kinase STE7 family","Ste7","catabolic process",0.13522735492148952,9,3
"STE protein kinase STE7 family","Ste7","cell cycle",0.13522735492148952,9,11
"STE protein kinase STE7 family","Ste7","cell differentiation",0.13522735492148952,9,27
"STE protein kinase STE7 family","Ste7","cell motility",0.13522735492148952,9,10
"STE protein kinase STE7 family","Ste7","cell proliferation",0.13522735492148952,9,9
"STE protein kinase STE7 family","Ste7","cellular protein modification process",0.13522735492148952,9,46
"STE protein kinase STE7 family","Ste7","embryo development",0.13522735492148952,9,9
"STE protein kinase STE7 family","Ste7","immune system process",0.13522735492148952,9,21
"STE protein kinase STE7 family","Ste7","locomotion",0.13522735492148952,9,5
"STE protein kinase STE7 family","Ste7","mitochondrion organization",0.13522735492148952,9,4
"STE protein kinase STE7 family","Ste7","multicellular organismal development",0.13522735492148952,9,29
"STE protein kinase STE7 family","Ste7","phosphorylation",0.13522735492148952,9,46
"STE protein kinase STE7 family","Ste7","positive regulation of catalytic activity",0.13522735492148952,9,24
"STE protein kinase STE7 family","Ste7","proteolysis",0.13522735492148952,9,2
"STE protein kinase STE7 family","Ste7","reproduction",0.13522735492148952,9,10
"STE protein kinase STE7 family","Ste7","response to stress",0.13522735492148952,9,24
"STE protein kinase STE7 family","Ste7","signal transduction",0.13522735492148952,9,39
"STE protein kinase TAO subfamily","Tao","DNA metabolic process",0.009748948843177152,0,1
"STE protein kinase TAO subfamily","Tao","cell cycle",0.009748948843177152,0,11
"STE protein kinase TAO subfamily","Tao","cell death",0.009748948843177152,0,16
"STE protein kinase TAO subfamily","Tao","cellular protein modification process",0.009748948843177152,0,46
"STE protein kinase TAO subfamily","Tao","chromosome organization",0.009748948843177152,0,2
"STE protein kinase TAO subfamily","Tao","chromosome segregation",0.009748948843177152,0,2
"STE protein kinase TAO subfamily","Tao","phosphorylation",0.009748948843177152,0,46
"STE protein kinase TAO subfamily","Tao","response to stress",0.009748948843177152,0,24
"STE protein kinase TAO subfamily","Tao","signal transduction",0.009748948843177152,0,39
"TKL protein kinase IRAK family","Irak","aging",0.01478066437513955,0,6
"TKL protein kinase IRAK family","Irak","cellular protein modification process",0.01478066437513955,0,46
"TKL protein kinase IRAK family","Irak","immune system process",0.01478066437513955,0,21
"TKL protein kinase IRAK family","Irak","phosphorylation",0.01478066437513955,0,46
"TKL protein kinase IRAK family","Irak","positive regulation of catalytic activity",0.01478066437513955,0,24
"TKL protein kinase IRAK family","Irak","protein complex assembly",0.01478066437513955,0,7
"TKL protein kinase IRAK family","Irak","response to stress",0.01478066437513955,0,24
"TKL protein kinase IRAK family","Irak","signal transduction",0.01478066437513955,0,39
"TKL protein kinase LIMK subfamily","Limk","cell differentiation",0.0742178040964454,0,27
"TKL protein kinase LIMK subfamily","Limk","cellular protein modification process",0.0742178040964454,0,46
"TKL protein kinase LIMK subfamily","Limk","cytoskeleton organization",0.0742178040964454,0,5
"TKL protein kinase LIMK subfamily","Limk","immune system process",0.0742178040964454,0,21
"TKL protein kinase LIMK subfamily","Limk","multicellular organismal development",0.0742178040964454,0,29
"TKL protein kinase LIMK subfamily","Limk","phosphorylation",0.0742178040964454,0,46
"TKL protein kinase LIMK subfamily","Limk","regulation of catalytic activity",0.0742178040964454,0,5
"TKL protein kinase LIMK subfamily","Limk","signal transduction",0.0742178040964454,0,39
"TKL protein kinase LIMK subfamily","Limk","vesicle-mediated transport",0.0742178040964454,0,7
"TKL protein kinase LRRK family","Lrrk","aging",0.24340923885868113,0,6
"TKL protein kinase LRRK family","Lrrk","autophagy",0.24340923885868113,0,3
"TKL protein kinase LRRK family","Lrrk","cell death",0.24340923885868113,0,16
"TKL protein kinase LRRK family","Lrrk","cell differentiation",0.24340923885868113,0,27
"TKL protein kinase LRRK family","Lrrk","cell morphogenesis",0.24340923885868113,0,10
"TKL protein kinase LRRK family","Lrrk","cell motility",0.24340923885868113,0,10
"TKL protein kinase LRRK family","Lrrk","cell-cell signaling",0.24340923885868113,0,10
"TKL protein kinase LRRK family","Lrrk","cellular nitrogen compound metabolic process",0.24340923885868113,0,6
"TKL protein kinase LRRK family","Lrrk","cellular protein modification process",0.24340923885868113,0,46
"TKL protein kinase LRRK family","Lrrk","homeostatic process",0.24340923885868113,0,7
"TKL protein kinase LRRK family","Lrrk","metabolic process",0.24340923885868113,0,3
"TKL protein kinase LRRK family","Lrrk","mitochondrion organization",0.24340923885868113,0,4
"TKL protein kinase LRRK family","Lrrk","multicellular organismal development",0.24340923885868113,0,29
"TKL protein kinase LRRK family","Lrrk","phosphorylation",0.24340923885868113,0,46
"TKL protein kinase LRRK family","Lrrk","positive regulation of catalytic activity",0.24340923885868113,0,24
"TKL protein kinase LRRK family","Lrrk","protein complex assembly",0.24340923885868113,0,7
"TKL protein kinase LRRK family","Lrrk","regulation of catalytic activity",0.24340923885868113,0,5
"TKL protein kinase LRRK family","Lrrk","regulation of protein localization",0.24340923885868113,0,7
"TKL protein kinase LRRK family","Lrrk","response to stress",0.24340923885868113,0,24
"TKL protein kinase LRRK family","Lrrk","signal transduction",0.24340923885868113,0,39
"TKL protein kinase LRRK family","Lrrk","small molecule metabolic process",0.24340923885868113,0,2
"TKL protein kinase LRRK family","Lrrk","vesicle-mediated transport",0.24340923885868113,0,7
"TKL protein kinase RAF family","Raf","anatomical structure development",0.6069506860429645,3,13
"TKL protein kinase RAF family","Raf","cell adhesion",0.6069506860429645,3,5
"TKL protein kinase RAF family","Raf","cell death",0.6069506860429645,3,16
"TKL protein kinase RAF family","Raf","cell differentiation",0.6069506860429645,3,27
"TKL protein kinase RAF family","Raf","cell proliferation",0.6069506860429645,3,9
"TKL protein kinase RAF family","Raf","cell-cell signaling",0.6069506860429645,3,10
"TKL protein kinase RAF family","Raf","cellular protein modification process",0.6069506860429645,3,46
"TKL protein kinase RAF family","Raf","cellular response to drug",0.6069506860429645,3,1
"TKL protein kinase RAF family","Raf","cytoskeleton organization",0.6069506860429645,3,5
"TKL protein kinase RAF family","Raf","homeostatic process",0.6069506860429645,3,7
"TKL protein kinase RAF family","Raf","immune system process",0.6069506860429645,3,21
"TKL protein kinase RAF family","Raf","membrane organization",0.6069506860429645,3,3
"TKL protein kinase RAF family","Raf","multicellular organismal development",0.6069506860429645,3,29
"TKL protein kinase RAF family","Raf","negative regulation of endopeptidase activity",0.6069506860429645,3,4
"TKL protein kinase RAF family","Raf","neurological system process",0.6069506860429645,3,5
"TKL protein kinase RAF family","Raf","phosphorylation",0.6069506860429645,3,46
"TKL protein kinase RAF family","Raf","positive regulation of catalytic activity",0.6069506860429645,3,24
"TKL protein kinase RAF family","Raf","protein complex assembly",0.6069506860429645,3,7
"TKL protein kinase RAF family","Raf","response to stress",0.6069506860429645,3,24
"TKL protein kinase RAF family","Raf","signal transduction",0.6069506860429645,3,39
"TKL protein kinase RAF family","Raf","transmembrane transport",0.6069506860429645,3,1
"TKL protein kinase RAF family","Raf","transport",0.6069506860429645,3,5
"TKL protein kinase RIPK family","Ripk","anatomical structure development",0.0056606799734577,0,13
"TKL protein kinase RIPK family","Ripk","cellular protein modification process",0.0056606799734577,0,46
"TKL protein kinase RIPK family","Ripk","phosphorylation",0.0056606799734577,0,46
"TKL protein kinase STKR Type 1 subfamily","Type1","anatomical structure development",0.18806036800709472,1,13
"TKL protein kinase STKR Type 1 subfamily","Type1","anatomical structure formation involved in morphogenesis",0.18806036800709472,1,12
"TKL protein kinase STKR Type 1 subfamily","Type1","biosynthetic process",0.18806036800709472,1,9
"TKL protein kinase STKR Type 1 subfamily","Type1","cell cycle",0.18806036800709472,1,11
"TKL protein kinase STKR Type 1 subfamily","Type1","cell death",0.18806036800709472,1,16
"TKL protein kinase STKR Type 1 subfamily","Type1","cell differentiation",0.18806036800709472,1,27
"TKL protein kinase STKR Type 1 subfamily","Type1","cell morphogenesis",0.18806036800709472,1,10
"TKL protein kinase STKR Type 1 subfamily","Type1","cell motility",0.18806036800709472,1,10
"TKL protein kinase STKR Type 1 subfamily","Type1","cellular protein modification process",0.18806036800709472,1,46
"TKL protein kinase STKR Type 1 subfamily","Type1","embryo development",0.18806036800709472,1,9
"TKL protein kinase STKR Type 1 subfamily","Type1","extracellular matrix organization",0.18806036800709472,1,2
"TKL protein kinase STKR Type 1 subfamily","Type1","growth",0.18806036800709472,1,4
"TKL protein kinase STKR Type 1 subfamily","Type1","immune system process",0.18806036800709472,1,21
"TKL protein kinase STKR Type 1 subfamily","Type1","locomotion",0.18806036800709472,1,5
"TKL protein kinase STKR Type 1 subfamily","Type1","multicellular organismal development",0.18806036800709472,1,29
