"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Other protein kinase AUR family","Aur","chromosome organization",0.0056606799734577,0,1
"Other protein kinase AUR family","Aur","cytoskeleton organization",0.0056606799734577,0,3
"Other protein kinase AUR family","Aur","growth",0.0056606799734577,0,1
"Other protein kinase AUR family","Aur","microtubule-based process",0.0056606799734577,0,2
"Other protein kinase AUR family","Aur","mitotic nuclear division",0.0056606799734577,0,2
"Other protein kinase AUR family","Aur","multicellular organismal development",0.0056606799734577,0,10
"Other protein kinase AUR family","Aur","phosphorylation",0.0056606799734577,0,11
"Other protein kinase AUR family","Aur","protein complex assembly",0.0056606799734577,0,2
"Other protein kinase AUR family","Aur","proteolysis",0.0056606799734577,0,2
"Other protein kinase AUR family","Aur","reproduction",0.0056606799734577,0,5
"Other protein kinase AUR family","Aur","response to stress",0.0056606799734577,0,8
"Other protein kinase AUR family","Aur","signal transduction",0.0056606799734577,0,11
"STE protein kinase STE7 family","Ste7","aging",0.0072330910771959515,0,3
"STE protein kinase STE7 family","Ste7","anatomical structure development",0.0072330910771959515,0,7
"STE protein kinase STE7 family","Ste7","anatomical structure formation involved in morphogenesis",0.0072330910771959515,0,4
"STE protein kinase STE7 family","Ste7","autophagy",0.0072330910771959515,0,1
"STE protein kinase STE7 family","Ste7","catabolic process",0.0072330910771959515,0,4
"STE protein kinase STE7 family","Ste7","cell cycle",0.0072330910771959515,0,4
"STE protein kinase STE7 family","Ste7","cell differentiation",0.0072330910771959515,0,10
"STE protein kinase STE7 family","Ste7","cell motility",0.0072330910771959515,0,6
"STE protein kinase STE7 family","Ste7","cell proliferation",0.0072330910771959515,0,7
"STE protein kinase STE7 family","Ste7","cellular protein modification process",0.0072330910771959515,0,11
"STE protein kinase STE7 family","Ste7","embryo development",0.0072330910771959515,0,7
"STE protein kinase STE7 family","Ste7","immune system process",0.0072330910771959515,0,6
"STE protein kinase STE7 family","Ste7","locomotion",0.0072330910771959515,0,4
"STE protein kinase STE7 family","Ste7","mitochondrion organization",0.0072330910771959515,0,2
"STE protein kinase STE7 family","Ste7","multicellular organismal development",0.0072330910771959515,0,10
"STE protein kinase STE7 family","Ste7","phosphorylation",0.0072330910771959515,0,11
"STE protein kinase STE7 family","Ste7","positive regulation of catalytic activity",0.0072330910771959515,0,6
"STE protein kinase STE7 family","Ste7","proteolysis",0.0072330910771959515,0,2
"STE protein kinase STE7 family","Ste7","reproduction",0.0072330910771959515,0,5
"STE protein kinase STE7 family","Ste7","response to stress",0.0072330910771959515,0,8
"STE protein kinase STE7 family","Ste7","signal transduction",0.0072330910771959515,0,11
"Tyrosine protein kinase EGFR family","Egfr","anatomical structure development",0.19026174355232828,4,7
"Tyrosine protein kinase EGFR family","Egfr","biosynthetic process",0.19026174355232828,4,4
"Tyrosine protein kinase EGFR family","Egfr","cell adhesion",0.19026174355232828,4,4
"Tyrosine protein kinase EGFR family","Egfr","cell differentiation",0.19026174355232828,4,10
"Tyrosine protein kinase EGFR family","Egfr","cell morphogenesis",0.19026174355232828,4,5
"Tyrosine protein kinase EGFR family","Egfr","cell motility",0.19026174355232828,4,6
"Tyrosine protein kinase EGFR family","Egfr","cell proliferation",0.19026174355232828,4,7
"Tyrosine protein kinase EGFR family","Egfr","cellular nitrogen compound metabolic process",0.19026174355232828,4,4
"Tyrosine protein kinase EGFR family","Egfr","cellular protein modification process",0.19026174355232828,4,11
"Tyrosine protein kinase EGFR family","Egfr","embryo development",0.19026174355232828,4,7
"Tyrosine protein kinase EGFR family","Egfr","lipid metabolic process",0.19026174355232828,4,3
"Tyrosine protein kinase EGFR family","Egfr","locomotion",0.19026174355232828,4,4
"Tyrosine protein kinase EGFR family","Egfr","membrane organization",0.19026174355232828,4,1
"Tyrosine protein kinase EGFR family","Egfr","multicellular organismal development",0.19026174355232828,4,10
"Tyrosine protein kinase EGFR family","Egfr","neurological system process",0.19026174355232828,4,3
"Tyrosine protein kinase EGFR family","Egfr","phosphorylation",0.19026174355232828,4,11
"Tyrosine protein kinase EGFR family","Egfr","positive regulation of catalytic activity",0.19026174355232828,4,6
"Tyrosine protein kinase EGFR family","Egfr","regulation of catalytic activity",0.19026174355232828,4,4
"Tyrosine protein kinase EGFR family","Egfr","regulation of protein localization",0.19026174355232828,4,4
"Tyrosine protein kinase EGFR family","Egfr","reproduction",0.19026174355232828,4,5
"Tyrosine protein kinase EGFR family","Egfr","response to stress",0.19026174355232828,4,8
"Tyrosine protein kinase EGFR family","Egfr","signal transduction",0.19026174355232828,4,11
"Tyrosine protein kinase Eph family","Eph","anatomical structure development",0.0037737866489718002,0,7
"Tyrosine protein kinase Eph family","Eph","anatomical structure formation involved in morphogenesis",0.0037737866489718002,0,4
"Tyrosine protein kinase Eph family","Eph","cell adhesion",0.0037737866489718002,0,4
"Tyrosine protein kinase Eph family","Eph","cell death",0.0037737866489718002,0,4
"Tyrosine protein kinase Eph family","Eph","cell differentiation",0.0037737866489718002,0,10
"Tyrosine protein kinase Eph family","Eph","cell morphogenesis",0.0037737866489718002,0,5
"Tyrosine protein kinase Eph family","Eph","cell motility",0.0037737866489718002,0,6
"Tyrosine protein kinase Eph family","Eph","cell proliferation",0.0037737866489718002,0,7
"Tyrosine protein kinase Eph family","Eph","cellular protein modification process",0.0037737866489718002,0,11
"Tyrosine protein kinase Eph family","Eph","embryo development",0.0037737866489718002,0,7
"Tyrosine protein kinase Eph family","Eph","immune system process",0.0037737866489718002,0,6
"Tyrosine protein kinase Eph family","Eph","multicellular organismal development",0.0037737866489718002,0,10
"Tyrosine protein kinase Eph family","Eph","phosphorylation",0.0037737866489718002,0,11
"Tyrosine protein kinase Eph family","Eph","positive regulation of catalytic activity",0.0037737866489718002,0,6
"Tyrosine protein kinase Eph family","Eph","regulation of catalytic activity",0.0037737866489718002,0,4
"Tyrosine protein kinase Eph family","Eph","regulation of protein localization",0.0037737866489718002,0,4
"Tyrosine protein kinase Eph family","Eph","response to stress",0.0037737866489718002,0,8
"Tyrosine protein kinase Eph family","Eph","signal transduction",0.0037737866489718002,0,11
"Tyrosine protein kinase Eph family","Eph","symbiosis, encompassing mutualism through parasitism",0.0037737866489718002,0,2
"Tyrosine protein kinase FGFR family","Fgfr","anatomical structure development",0.0283033998672885,0,7
"Tyrosine protein kinase FGFR family","Fgfr","anatomical structure formation involved in morphogenesis",0.0283033998672885,0,4
"Tyrosine protein kinase FGFR family","Fgfr","biosynthetic process",0.0283033998672885,0,4
"Tyrosine protein kinase FGFR family","Fgfr","cell differentiation",0.0283033998672885,0,10
"Tyrosine protein kinase FGFR family","Fgfr","cell division",0.0283033998672885,0,5
"Tyrosine protein kinase FGFR family","Fgfr","cell motility",0.0283033998672885,0,6
"Tyrosine protein kinase FGFR family","Fgfr","cell proliferation",0.0283033998672885,0,7
"Tyrosine protein kinase FGFR family","Fgfr","cell-cell signaling",0.0283033998672885,0,2
"Tyrosine protein kinase FGFR family","Fgfr","cellular nitrogen compound metabolic process",0.0283033998672885,0,4
"Tyrosine protein kinase FGFR family","Fgfr","cellular protein modification process",0.0283033998672885,0,11
"Tyrosine protein kinase FGFR family","Fgfr","developmental maturation",0.0283033998672885,0,1
"Tyrosine protein kinase FGFR family","Fgfr","embryo development",0.0283033998672885,0,7
"Tyrosine protein kinase FGFR family","Fgfr","lipid metabolic process",0.0283033998672885,0,3
"Tyrosine protein kinase FGFR family","Fgfr","multicellular organismal development",0.0283033998672885,0,10
"Tyrosine protein kinase FGFR family","Fgfr","neurological system process",0.0283033998672885,0,3
"Tyrosine protein kinase FGFR family","Fgfr","phosphorylation",0.0283033998672885,0,11
"Tyrosine protein kinase FGFR family","Fgfr","positive regulation of catalytic activity",0.0283033998672885,0,6
"Tyrosine protein kinase FGFR family","Fgfr","signal transduction",0.0283033998672885,0,11
"Tyrosine protein kinase Met family","Met","cell differentiation",6.289644414953E-4,0,10
"Tyrosine protein kinase Met family","Met","cell morphogenesis",6.289644414953E-4,0,5
"Tyrosine protein kinase Met family","Met","cell proliferation",6.289644414953E-4,0,7
"Tyrosine protein kinase Met family","Met","cellular protein modification process",6.289644414953E-4,0,11
"Tyrosine protein kinase Met family","Met","locomotion",6.289644414953E-4,0,4
"Tyrosine protein kinase Met family","Met","multicellular organismal development",6.289644414953E-4,0,10
"Tyrosine protein kinase Met family","Met","phosphorylation",6.289644414953E-4,0,11
"Tyrosine protein kinase Met family","Met","signal transduction",6.289644414953E-4,0,11
"Tyrosine protein kinase PDGFR family","Pdgfr","anatomical structure development",0.025158577659812005,4,7
"Tyrosine protein kinase PDGFR family","Pdgfr","cell adhesion",0.025158577659812005,4,4
"Tyrosine protein kinase PDGFR family","Pdgfr","cell death",0.025158577659812005,4,4
"Tyrosine protein kinase PDGFR family","Pdgfr","cell differentiation",0.025158577659812005,4,10
"Tyrosine protein kinase PDGFR family","Pdgfr","cell division",0.025158577659812005,4,5
"Tyrosine protein kinase PDGFR family","Pdgfr","cell junction organization",0.025158577659812005,4,1
"Tyrosine protein kinase PDGFR family","Pdgfr","cell morphogenesis",0.025158577659812005,4,5
"Tyrosine protein kinase PDGFR family","Pdgfr","cell motility",0.025158577659812005,4,6
"Tyrosine protein kinase PDGFR family","Pdgfr","cell proliferation",0.025158577659812005,4,7
"Tyrosine protein kinase PDGFR family","Pdgfr","cellular component assembly",0.025158577659812005,4,1
"Tyrosine protein kinase PDGFR family","Pdgfr","cellular protein modification process",0.025158577659812005,4,11
"Tyrosine protein kinase PDGFR family","Pdgfr","cytoskeleton organization",0.025158577659812005,4,3
"Tyrosine protein kinase PDGFR family","Pdgfr","embryo development",0.025158577659812005,4,7
"Tyrosine protein kinase PDGFR family","Pdgfr","homeostatic process",0.025158577659812005,4,2
"Tyrosine protein kinase PDGFR family","Pdgfr","immune system process",0.025158577659812005,4,6
"Tyrosine protein kinase PDGFR family","Pdgfr","lipid metabolic process",0.025158577659812005,4,3
"Tyrosine protein kinase PDGFR family","Pdgfr","locomotion",0.025158577659812005,4,4
"Tyrosine protein kinase PDGFR family","Pdgfr","multicellular organismal development",0.025158577659812005,4,10
"Tyrosine protein kinase PDGFR family","Pdgfr","neurological system process",0.025158577659812005,4,3
"Tyrosine protein kinase PDGFR family","Pdgfr","phosphorylation",0.025158577659812005,4,11
"Tyrosine protein kinase PDGFR family","Pdgfr","pigmentation",0.025158577659812005,4,1
"Tyrosine protein kinase PDGFR family","Pdgfr","positive regulation of catalytic activity",0.025158577659812005,4,6
"Tyrosine protein kinase PDGFR family","Pdgfr","regulation of protein localization",0.025158577659812005,4,4
"Tyrosine protein kinase PDGFR family","Pdgfr","reproduction",0.025158577659812005,4,5
"Tyrosine protein kinase PDGFR family","Pdgfr","response to stress",0.025158577659812005,4,8
"Tyrosine protein kinase PDGFR family","Pdgfr","signal transduction",0.025158577659812005,4,11
"Tyrosine protein kinase PDGFR family","Pdgfr","vesicle-mediated transport",0.025158577659812005,4,1
"Tyrosine protein kinase VEGFR family","Vegfr","anatomical structure development",0.16321627256803037,0,7
"Tyrosine protein kinase VEGFR family","Vegfr","anatomical structure formation involved in morphogenesis",0.16321627256803037,0,4
"Tyrosine protein kinase VEGFR family","Vegfr","cell differentiation",0.16321627256803037,0,10
"Tyrosine protein kinase VEGFR family","Vegfr","cell motility",0.16321627256803037,0,6
"Tyrosine protein kinase VEGFR family","Vegfr","cellular protein modification process",0.16321627256803037,0,11
"Tyrosine protein kinase VEGFR family","Vegfr","embryo development",0.16321627256803037,0,7
"Tyrosine protein kinase VEGFR family","Vegfr","extracellular matrix organization",0.16321627256803037,0,1
"Tyrosine protein kinase VEGFR family","Vegfr","immune system process",0.16321627256803037,0,6
"Tyrosine protein kinase VEGFR family","Vegfr","multicellular organismal development",0.16321627256803037,0,10
"Tyrosine protein kinase VEGFR family","Vegfr","phosphorylation",0.16321627256803037,0,11
"Tyrosine protein kinase VEGFR family","Vegfr","signal transduction",0.16321627256803037,0,11
"Tyrosine protein kinase VEGFR family","Vegfr","symbiosis, encompassing mutualism through parasitism",0.16321627256803037,0,2
