"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"carbohydrate metabolic process","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,3
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,3
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT2",0.18617347468260884,0,3
"catabolic process","Serine-protein kinase ATM",0.016353075478877804,0,4
"catabolic process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,4
"catabolic process","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,4
"catabolic process","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,4
"cell adhesion","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,9
"cell adhesion","Casein kinase I delta",0.046857850891399856,0,9
"cell adhesion","Ephrin type-B receptor 4",0.043713028683923356,0,9
"cell adhesion","Epidermal growth factor receptor erbB1",0.8535047471091222,9,9
"cell adhesion","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,9
"cell adhesion","Stem cell growth factor receptor",0.17831141916391757,12,9
"cell adhesion","Tyrosine-protein kinase ABL",0.35316353389961097,4,9
"cell adhesion","Tyrosine-protein kinase SRC",0.28177606978989445,3,9
"cell adhesion","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,9
"cell cycle","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,12
"cell cycle","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,12
"cell cycle","Activin receptor type-1",0.020441344348597252,0,12
"cell cycle","Casein kinase I delta",0.046857850891399856,0,12
"cell cycle","Ribosomal protein S6 kinase alpha 3",0.07012953522672595,0,12
"cell cycle","Serine-protein kinase ATM",0.016353075478877804,0,12
"cell cycle","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,12
"cell cycle","Serine/threonine-protein kinase Chk1",0.2748574609334461,3,12
"cell cycle","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,12
"cell cycle","Serine/threonine-protein kinase PIM1",0.25441611658484886,0,12
"cell cycle","Tyrosine-protein kinase ABL",0.35316353389961097,4,12
"cell cycle","Tyrosine-protein kinase SRC",0.28177606978989445,3,12
"cell death","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,19
"cell death","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,19
"cell death","Dual specificity mitogen-activated protein kinase kinase 4",0.008805502180934201,0,19
"cell death","Dual specificity mitogen-activated protein kinase kinase 7",0.0025158577659812,0,19
"cell death","Fibroblast growth factor receptor 2",0.08019296629065076,0,19
"cell death","Mitogen-activated protein kinase kinase kinase 1",0.0037737866489718002,0,19
"cell death","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,19
"cell death","Receptor tyrosine-protein kinase erbB-3",0.0075475732979436005,1,19
"cell death","Ribosomal protein S6 kinase alpha 3",0.07012953522672595,0,19
"cell death","Serine-protein kinase ATM",0.016353075478877804,0,19
"cell death","Serine/threonine-protein kinase AKT",0.5097756798319407,0,19
"cell death","Serine/threonine-protein kinase AKT2",0.18617347468260884,0,19
"cell death","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,19
"cell death","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,19
"cell death","Serine/threonine-protein kinase PIM1",0.25441611658484886,0,19
"cell death","Serine/threonine-protein kinase RAF",0.09874741731476211,0,19
"cell death","Stem cell growth factor receptor",0.17831141916391757,12,19
"cell death","Tyrosine-protein kinase ABL",0.35316353389961097,4,19
"cell death","Tyrosine-protein kinase BTK",0.2078727479141967,1,19
"cell differentiation","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,24
"cell differentiation","Activin receptor type-1",0.020441344348597252,0,24
"cell differentiation","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,24
"cell differentiation","Fibroblast growth factor receptor 1",0.19151967243531887,1,24
"cell differentiation","Fibroblast growth factor receptor 2",0.08019296629065076,0,24
"cell differentiation","Inhibitor of nuclear factor kappa B kinase beta subunit",0.18271417025438466,1,24
"cell differentiation","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,24
"cell differentiation","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,24
"cell differentiation","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,24
"cell differentiation","Receptor tyrosine-protein kinase erbB-3",0.0075475732979436005,1,24
"cell differentiation","Serine-protein kinase ATM",0.016353075478877804,0,24
"cell differentiation","Serine/threonine-protein kinase AKT",0.5097756798319407,0,24
"cell differentiation","Serine/threonine-protein kinase AKT2",0.18617347468260884,0,24
"cell differentiation","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,24
"cell differentiation","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,24
"cell differentiation","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,24
"cell differentiation","Serine/threonine-protein kinase RAF",0.09874741731476211,0,24
"cell differentiation","Stem cell growth factor receptor",0.17831141916391757,12,24
"cell differentiation","Tyrosine-protein kinase ABL",0.35316353389961097,4,24
"cell differentiation","Tyrosine-protein kinase BTK",0.2078727479141967,1,24
"cell differentiation","Tyrosine-protein kinase SRC",0.28177606978989445,3,24
"cell differentiation","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,24
"cell differentiation","Vascular endothelial growth factor receptor 1",0.12076117276709761,0,24
"cell differentiation","Vascular endothelial growth factor receptor 2",1.1138960258881765,5,24
"cell division","Fibroblast growth factor receptor 1",0.19151967243531887,1,5
"cell division","Fibroblast growth factor receptor 2",0.08019296629065076,0,5
"cell division","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,5
"cell division","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,5
"cell division","Stem cell growth factor receptor",0.17831141916391757,12,5
"cell junction organization","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,3
"cell junction organization","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,3
"cell junction organization","Tyrosine-protein kinase SRC",0.28177606978989445,3,3
"cell morphogenesis","Casein kinase I delta",0.046857850891399856,0,10
"cell morphogenesis","Epidermal growth factor receptor erbB1",0.8535047471091222,9,10
"cell morphogenesis","Fibroblast growth factor receptor 2",0.08019296629065076,0,10
"cell morphogenesis","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,10
"cell morphogenesis","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,10
"cell morphogenesis","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,10
"cell morphogenesis","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,10
"cell morphogenesis","Tyrosine-protein kinase ABL",0.35316353389961097,4,10
"cell morphogenesis","Tyrosine-protein kinase SRC",0.28177606978989445,3,10
"cell morphogenesis","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,10
"cell motility","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,11
"cell motility","Activin receptor type-1",0.020441344348597252,0,11
"cell motility","Ephrin type-B receptor 4",0.043713028683923356,0,11
"cell motility","Epidermal growth factor receptor erbB1",0.8535047471091222,9,11
"cell motility","Fibroblast growth factor receptor 1",0.19151967243531887,1,11
"cell motility","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,11
"cell motility","Stem cell growth factor receptor",0.17831141916391757,12,11
"cell motility","Tyrosine-protein kinase SRC",0.28177606978989445,3,11
"cell motility","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,11
"cell motility","Vascular endothelial growth factor receptor 1",0.12076117276709761,0,11
"cell motility","Vascular endothelial growth factor receptor 2",1.1138960258881765,5,11
"cell proliferation","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,14
"cell proliferation","Epidermal growth factor receptor erbB1",0.8535047471091222,9,14
"cell proliferation","Fibroblast growth factor receptor 1",0.19151967243531887,1,14
"cell proliferation","Fibroblast growth factor receptor 2",0.08019296629065076,0,14
"cell proliferation","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,14
"cell proliferation","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,14
"cell proliferation","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,14
"cell proliferation","Serine/threonine-protein kinase AKT",0.5097756798319407,0,14
"cell proliferation","Serine/threonine-protein kinase PIM1",0.25441611658484886,0,14
"cell proliferation","Serine/threonine-protein kinase RAF",0.09874741731476211,0,14
"cell proliferation","Stem cell growth factor receptor",0.17831141916391757,12,14
"cell proliferation","Tyrosine-protein kinase ABL",0.35316353389961097,4,14
"cell proliferation","Tyrosine-protein kinase SRC",0.28177606978989445,3,14
"cell proliferation","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,14
"cell-cell signaling","Fibroblast growth factor receptor 1",0.19151967243531887,1,5
"cell-cell signaling","Fibroblast growth factor receptor 2",0.08019296629065076,0,5
"cell-cell signaling","Serine/threonine-protein kinase AKT",0.5097756798319407,0,5
"cell-cell signaling","Serine/threonine-protein kinase RAF",0.09874741731476211,0,5
"cell-cell signaling","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,5
"cellular component assembly","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,5
"cellular component assembly","Casein kinase I delta",0.046857850891399856,0,5
"cellular component assembly","Stem cell growth factor receptor",0.17831141916391757,12,5
"cellular component assembly","Tyrosine-protein kinase ABL",0.35316353389961097,4,5
"cellular component assembly","Tyrosine-protein kinase SRC",0.28177606978989445,3,5
"cellular nitrogen compound metabolic process","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,11
"cellular nitrogen compound metabolic process","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,11
"cellular nitrogen compound metabolic process","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,11
"cellular nitrogen compound metabolic process","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,11
"cellular nitrogen compound metabolic process","Casein kinase I delta",0.046857850891399856,0,11
"cellular nitrogen compound metabolic process","Fibroblast growth factor receptor 1",0.19151967243531887,1,11
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,11
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,11
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,11
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,11
"cellular nitrogen compound metabolic process","Tyrosine-protein kinase BTK",0.2078727479141967,1,11
"cellular protein modification process","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,43
"cellular protein modification process","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,43
"cellular protein modification process","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,43
"cellular protein modification process","Activin receptor type-1",0.020441344348597252,0,43
"cellular protein modification process","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,43
"cellular protein modification process","Casein kinase I delta",0.046857850891399856,0,43
"cellular protein modification process","Dual specificity mitogen-activated protein kinase kinase 4",0.008805502180934201,0,43
"cellular protein modification process","Dual specificity mitogen-activated protein kinase kinase 7",0.0025158577659812,0,43
"cellular protein modification process","Dual specificity testis-specific protein kinase 1",0.008805502180934201,0,43
"cellular protein modification process","Ephrin type-B receptor 4",0.043713028683923356,0,43
"cellular protein modification process","Epidermal growth factor receptor erbB1",0.8535047471091222,9,43
"cellular protein modification process","Fibroblast growth factor receptor 1",0.19151967243531887,1,43
"cellular protein modification process","Fibroblast growth factor receptor 2",0.08019296629065076,0,43
"cellular protein modification process","Inhibitor of nuclear factor kappa B kinase beta subunit",0.18271417025438466,1,43
"cellular protein modification process","Insulin-like growth factor I receptor",0.40065034923250614,2,43
"cellular protein modification process","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,43
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 1",0.0037737866489718002,0,43
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 13",0.0056606799734577,0,43
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 6",0.0012579288829906,0,43
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,43
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,43
"cellular protein modification process","Receptor tyrosine-protein kinase erbB-3",0.0075475732979436005,1,43
"cellular protein modification process","Ribosomal protein S6 kinase alpha 3",0.07012953522672595,0,43
"cellular protein modification process","Serine-protein kinase ATM",0.016353075478877804,0,43
"cellular protein modification process","Serine/threonine-protein kinase A-Raf",9.434466622429501E-4,0,43
"cellular protein modification process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,43
"cellular protein modification process","Serine/threonine-protein kinase AKT2",0.18617347468260884,0,43
"cellular protein modification process","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,43
"cellular protein modification process","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,43
"cellular protein modification process","Serine/threonine-protein kinase Chk1",0.2748574609334461,3,43
"cellular protein modification process","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,43
"cellular protein modification process","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,43
"cellular protein modification process","Serine/threonine-protein kinase PIM1",0.25441611658484886,0,43
"cellular protein modification process","Serine/threonine-protein kinase RAF",0.09874741731476211,0,43
"cellular protein modification process","Serine/threonine-protein kinase SIK3",0.004402751090467101,0,43
"cellular protein modification process","Serine/threonine-protein kinase Sgk3",0.005346197752710051,0,43
"cellular protein modification process","Stem cell growth factor receptor",0.17831141916391757,12,43
"cellular protein modification process","Tyrosine-protein kinase ABL",0.35316353389961097,4,43
"cellular protein modification process","Tyrosine-protein kinase BTK",0.2078727479141967,1,43
"cellular protein modification process","Tyrosine-protein kinase SRC",0.28177606978989445,3,43
"cellular protein modification process","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,43
"cellular protein modification process","Vascular endothelial growth factor receptor 1",0.12076117276709761,0,43
"cellular protein modification process","Vascular endothelial growth factor receptor 2",1.1138960258881765,5,43
"cellular response to drug","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,3
"cellular response to drug","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,3
"cellular response to drug","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,3
"chromosome organization","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,5
"chromosome organization","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,5
"chromosome organization","Serine-protein kinase ATM",0.016353075478877804,0,5
"chromosome organization","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,5
"chromosome organization","Serine/threonine-protein kinase Chk1",0.2748574609334461,3,5
"chromosome segregation","Serine-protein kinase ATM",0.016353075478877804,0,1
"circulatory system process","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,4
"circulatory system process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,4
"circulatory system process","Tyrosine-protein kinase SRC",0.28177606978989445,3,4
"circulatory system process","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,4
"cytoskeleton organization","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,10
"cytoskeleton organization","Casein kinase I delta",0.046857850891399856,0,10
"cytoskeleton organization","Inhibitor of nuclear factor kappa B kinase beta subunit",0.18271417025438466,1,10
"cytoskeleton organization","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,10
"cytoskeleton organization","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,10
"cytoskeleton organization","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,10
"cytoskeleton organization","Serine/threonine-protein kinase RAF",0.09874741731476211,0,10
"cytoskeleton organization","Stem cell growth factor receptor",0.17831141916391757,12,10
"cytoskeleton organization","Tyrosine-protein kinase ABL",0.35316353389961097,4,10
"cytoskeleton organization","Tyrosine-protein kinase SRC",0.28177606978989445,3,10
"developmental maturation","Fibroblast growth factor receptor 1",0.19151967243531887,1,2
"developmental maturation","Tyrosine-protein kinase BTK",0.2078727479141967,1,2
"embryo development","Activin receptor type-1",0.020441344348597252,0,11
"embryo development","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,11
"embryo development","Epidermal growth factor receptor erbB1",0.8535047471091222,9,11
"embryo development","Fibroblast growth factor receptor 1",0.19151967243531887,1,11
"embryo development","Fibroblast growth factor receptor 2",0.08019296629065076,0,11
"embryo development","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,11
"embryo development","Serine-protein kinase ATM",0.016353075478877804,0,11
"embryo development","Serine/threonine-protein kinase AKT",0.5097756798319407,0,11
"embryo development","Stem cell growth factor receptor",0.17831141916391757,12,11
"embryo development","Vascular endothelial growth factor receptor 1",0.12076117276709761,0,11
"embryo development","Vascular endothelial growth factor receptor 2",1.1138960258881765,5,11
"extracellular matrix organization","Vascular endothelial growth factor receptor 2",1.1138960258881765,5,1
"female pregnancy","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,2
"female pregnancy","Serine/threonine-protein kinase AKT",0.5097756798319407,0,2
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",0.5097756798319407,0,2
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT2",0.18617347468260884,0,2
"growth","Fibroblast growth factor receptor 2",0.08019296629065076,0,4
"growth","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,4
"growth","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,4
"growth","Tyrosine-protein kinase ABL",0.35316353389961097,4,4
"homeostatic process","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,9
"homeostatic process","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,9
"homeostatic process","Serine-protein kinase ATM",0.016353075478877804,0,9
"homeostatic process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,9
"homeostatic process","Serine/threonine-protein kinase RAF",0.09874741731476211,0,9
"homeostatic process","Serine/threonine-protein kinase Sgk3",0.005346197752710051,0,9
"homeostatic process","Stem cell growth factor receptor",0.17831141916391757,12,9
"homeostatic process","Tyrosine-protein kinase ABL",0.35316353389961097,4,9
"homeostatic process","Tyrosine-protein kinase SRC",0.28177606978989445,3,9
"immune system process","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,19
"immune system process","Fibroblast growth factor receptor 2",0.08019296629065076,0,19
"immune system process","Inhibitor of nuclear factor kappa B kinase beta subunit",0.18271417025438466,1,19
"immune system process","Insulin-like growth factor I receptor",0.40065034923250614,2,19
"immune system process","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,19
"immune system process","Mitogen-activated protein kinase kinase kinase 1",0.0037737866489718002,0,19
"immune system process","Ribosomal protein S6 kinase alpha 3",0.07012953522672595,0,19
"immune system process","Serine-protein kinase ATM",0.016353075478877804,0,19
"immune system process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,19
"immune system process","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,19
"immune system process","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,19
"immune system process","Serine/threonine-protein kinase RAF",0.09874741731476211,0,19
"immune system process","Stem cell growth factor receptor",0.17831141916391757,12,19
"immune system process","Tyrosine-protein kinase ABL",0.35316353389961097,4,19
"immune system process","Tyrosine-protein kinase BTK",0.2078727479141967,1,19
"immune system process","Tyrosine-protein kinase SRC",0.28177606978989445,3,19
"immune system process","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,19
"immune system process","Vascular endothelial growth factor receptor 1",0.12076117276709761,0,19
"immune system process","Vascular endothelial growth factor receptor 2",1.1138960258881765,5,19
"lipid metabolic process","AMP-activated protein kinase, alpha-1 subunit",0.010692395505420102,0,11
"lipid metabolic process","AMP-activated protein kinase, alpha-2 subunit",0.0072330910771959515,0,11
"lipid metabolic process","Epidermal growth factor receptor erbB1",0.8535047471091222,9,11
"lipid metabolic process","Fibroblast growth factor receptor 1",0.19151967243531887,1,11
"lipid metabolic process","Fibroblast growth factor receptor 2",0.08019296629065076,0,11
"lipid metabolic process","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,11
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,11
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,11
"lipid metabolic process","Receptor tyrosine-protein kinase erbB-3",0.0075475732979436005,1,11
"lipid metabolic process","Serine-protein kinase ATM",0.016353075478877804,0,11
"lipid metabolic process","Stem cell growth factor receptor",0.17831141916391757,12,11
"locomotion","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,3
"locomotion","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,3
"locomotion","Vascular endothelial growth factor receptor 1",0.12076117276709761,0,3
"membrane organization","Casein kinase I delta",0.046857850891399856,0,3
"membrane organization","Epidermal growth factor receptor erbB1",0.8535047471091222,9,3
"membrane organization","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,3
"metabolic process","Serine/threonine-protein kinase AKT",0.5097756798319407,0,3
"metabolic process","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,3
"metabolic process","Serine/threonine-protein kinase PIM1",0.25441611658484886,0,3
"microtubule-based process","Casein kinase I delta",0.046857850891399856,0,3
"microtubule-based process","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,3
"microtubule-based process","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,3
"mitochondrion organization","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,2
"mitochondrion organization","Serine/threonine-protein kinase AKT",0.5097756798319407,0,2
"mitotic nuclear division","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,3
"mitotic nuclear division","Serine/threonine-protein kinase Chk2",0.028617882088036152,0,3
"mitotic nuclear division","Tyrosine-protein kinase ABL",0.35316353389961097,4,3
"multicellular organismal development","3-phosphoinositide dependent protein kinase-1",0.21416239232914966,1,27
"multicellular organismal development","Activin receptor type-1",0.020441344348597252,0,27
"multicellular organismal development","Bone morphogenetic protein receptor type-2",0.00911998440168185,0,27
"multicellular organismal development","Ephrin type-B receptor 4",0.043713028683923356,0,27
"multicellular organismal development","Epidermal growth factor receptor erbB1",0.8535047471091222,9,27
"multicellular organismal development","Fibroblast growth factor receptor 1",0.19151967243531887,1,27
"multicellular organismal development","Fibroblast growth factor receptor 2",0.08019296629065076,0,27
"multicellular organismal development","Inhibitor of nuclear factor kappa B kinase beta subunit",0.18271417025438466,1,27
"multicellular organismal development","Macrophage colony stimulating factor  receptor",0.17516659695644107,3,27
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-2",0.2528437054811106,5,27
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-4",0.022957202114578454,1,27
"multicellular organismal development","Receptor tyrosine-protein kinase erbB-3",0.0075475732979436005,1,27
"multicellular organismal development","Ribosomal protein S6 kinase alpha 3",0.07012953522672595,0,27
"multicellular organismal development","Serine-protein kinase ATM",0.016353075478877804,0,27
"multicellular organismal development","Serine/threonine-protein kinase AKT",0.5097756798319407,0,27
"multicellular organismal development","Serine/threonine-protein kinase AKT2",0.18617347468260884,0,27
"multicellular organismal development","Serine/threonine-protein kinase Aurora-A",0.44247648459194366,6,27
"multicellular organismal development","Serine/threonine-protein kinase B-raf",0.5082032687282025,3,27
"multicellular organismal development","Serine/threonine-protein kinase PAK 1",0.06383989081177295,0,27
"multicellular organismal development","Serine/threonine-protein kinase PIM1",0.25441611658484886,0,27
"multicellular organismal development","Serine/threonine-protein kinase RAF",0.09874741731476211,0,27
"multicellular organismal development","Stem cell growth factor receptor",0.17831141916391757,12,27
"multicellular organismal development","Tyrosine-protein kinase ABL",0.35316353389961097,4,27
"multicellular organismal development","Tyrosine-protein kinase SRC",0.28177606978989445,3,27
"multicellular organismal development","Tyrosine-protein kinase TIE-2",0.09560259510728561,3,27
