"protein_class_pref_name","protein_class_short_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_class_Connectivity"
"AGC protein kinase PKC alpha subfamily","Alpha","Autistic Disorder",0.3677597303095311,2,1
"AGC protein kinase PKC alpha subfamily","Alpha","Cardiac Hypertrophy",0.3677597303095311,2,3
"AGC protein kinase PKC alpha subfamily","Alpha","Cardiomegaly",0.3677597303095311,2,3
"AGC protein kinase PKC alpha subfamily","Alpha","Colorectal Cancer",0.3677597303095311,2,8
"AGC protein kinase PKC alpha subfamily","Alpha","Colorectal Carcinoma",0.3677597303095311,2,6
"AGC protein kinase PKC alpha subfamily","Alpha","Colorectal Neoplasms",0.3677597303095311,2,6
"AGC protein kinase PKC alpha subfamily","Alpha","Diabetes Mellitus, Non-Insulin-Dependent",0.3677597303095311,2,2
"AGC protein kinase PKC alpha subfamily","Alpha","Familial Ménière disease",0.3677597303095311,2,2
"AGC protein kinase PKC alpha subfamily","Alpha","Glioblastoma Multiforme",0.3677597303095311,2,4
"AGC protein kinase PKC alpha subfamily","Alpha","Hereditary Diffuse Gastric Cancer",0.3677597303095311,2,4
"AGC protein kinase PKC alpha subfamily","Alpha","Hyperglycemia",0.3677597303095311,2,1
"AGC protein kinase PKC alpha subfamily","Alpha","Hyperglycemia, Postprandial",0.3677597303095311,2,1
"AGC protein kinase PKC alpha subfamily","Alpha","Liver Cirrhosis, Experimental",0.3677597303095311,2,11
"AGC protein kinase PKC alpha subfamily","Alpha","Major Depressive Disorder",0.3677597303095311,2,6
"AGC protein kinase PKC alpha subfamily","Alpha","Malignant neoplasm of stomach",0.3677597303095311,2,4
"AGC protein kinase PKC alpha subfamily","Alpha","Stomach Neoplasms",0.3677597303095311,2,4
"AGC protein kinase PKC alpha subfamily","Alpha","Unipolar Depression",0.3677597303095311,2,7
"AGC protein kinase PKC delta subfamily","Delta","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Absence Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Adenocarcinoma of large intestine",0.25283481458780266,0,11
"AGC protein kinase PKC delta subfamily","Delta","Alloxan Diabetes",0.25283481458780266,0,4
"AGC protein kinase PKC delta subfamily","Delta","Atonic Absence Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Autoimmune Lymphoproliferative Syndrome",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Autosomal Dominant Juvenile Parkinson Disease",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Autosomal Dominant Parkinsonism",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Autosomal Recessive Parkinsonism",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Brittle diabetes",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Common Variable Immunodeficiency",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Complex partial seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Convulsions",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Convulsive Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Diabetes Mellitus, Experimental",0.25283481458780266,0,4
"AGC protein kinase PKC delta subfamily","Delta","Diabetes Mellitus, Insulin-Dependent",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Diabetes Mellitus, Ketosis-Prone",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Diabetes, Autoimmune",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Encephalopathy, Toxic",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Epileptic Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Epileptic drop attack",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Familial Juvenile Parkinsonism",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Generalized Absence Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Generalized seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Granulomatous Slack Skin",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Gustatory seizure",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Hypertensive disease",0.25283481458780266,0,4
"AGC protein kinase PKC delta subfamily","Delta","Intestinal Cancer",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Intestinal Neoplasms",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Jacksonian Seizure",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Liver Cirrhosis, Experimental",0.25283481458780266,0,11
"AGC protein kinase PKC delta subfamily","Delta","Lymphoma, T-Cell, Cutaneous",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Myoclonic Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Neurotoxicity Syndromes",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Non-epileptic convulsion",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Nonepileptic Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Olfactory seizure",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Parkinsonian Disorders",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Parkinsonism, Experimental",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Parkinsonism, Juvenile",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Ramsay Hunt Paralysis Syndrome",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Retinal Detachment",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Retinal Pigment Epithelial Detachment",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Rheumatoid Arthritis",0.25283481458780266,0,7
"AGC protein kinase PKC delta subfamily","Delta","SYSTEMIC LUPUS ERYTHEMATOSUS 16",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Auditory",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Clonic",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Focal",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Sensory",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Somatosensory",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Single Seizure",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Streptozotocin Diabetes",0.25283481458780266,0,4
"AGC protein kinase PKC delta subfamily","Delta","Tonic - clonic seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Tonic Seizures",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Toxic Encephalitis",0.25283481458780266,0,1
"AGC protein kinase PKC delta subfamily","Delta","Vertiginous seizure",0.25283481458780266,0,2
"AGC protein kinase PKC delta subfamily","Delta","Visual seizure",0.25283481458780266,0,2
"AGC protein kinase PKC eta subfamily","Eta","Allodynia",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Alloxan Diabetes",0.20686484829911125,0,4
"AGC protein kinase PKC eta subfamily","Eta","Cardiomyopathies",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Cardiomyopathies, Primary",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Colorectal Cancer",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Colorectal Carcinoma",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Colorectal Neoplasms",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Coronary Stenosis",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Diabetes Mellitus, Experimental",0.20686484829911125,0,4
"AGC protein kinase PKC eta subfamily","Eta","Diabetic Nephropathy",0.20686484829911125,0,3
"AGC protein kinase PKC eta subfamily","Eta","Drug Dependence",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Drug Use Disorders",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Drug abuse",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Drug habituation",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia, Primary",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia, Secondary",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia, Thermal",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Liver neoplasms",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Malignant neoplasm of liver",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Mechanical Allodynia",0.20686484829911125,0,8
"AGC protein kinase PKC eta subfamily","Eta","Myocardial Diseases, Secondary",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Myocardial Infarction",0.20686484829911125,0,1
"AGC protein kinase PKC eta subfamily","Eta","Myocardial Ischemia",0.20686484829911125,0,6
"AGC protein kinase PKC eta subfamily","Eta","Nodular glomerulosclerosis",0.20686484829911125,0,3
"AGC protein kinase PKC eta subfamily","Eta","Organic Mental Disorders, Substance-Induced",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Peripheral Neuropathy",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Prescription Drug Abuse",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Streptozotocin Diabetes",0.20686484829911125,0,4
"AGC protein kinase PKC eta subfamily","Eta","Substance Dependence",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Substance Use Disorders",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Substance abuse problem",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Substance-Related Disorders",0.20686484829911125,0,2
"AGC protein kinase PKC eta subfamily","Eta","Tactile Allodynia",0.20686484829911125,0,8
"AGC protein kinase ROCK subfamily","Rock","Prenatal Injuries",0.005107774032076821,0,2
"Anaphylatoxin receptor","Anaphylatoxin","Endotoxic shock",0.028092757176422515,0,1
"Anaphylatoxin receptor","Anaphylatoxin","Liver Cirrhosis, Experimental",0.028092757176422515,0,11
"Anaphylatoxin receptor","Anaphylatoxin","Septic Shock",0.028092757176422515,0,1
"Anaphylatoxin receptor","Anaphylatoxin","Toxic Shock Syndrome",0.028092757176422515,0,1
"Atypical protein kinase PIKK family","Pikk","Adenocarcinoma of large intestine",0.3881908264378384,0,11
"Atypical protein kinase PIKK family","Pikk","Adenocarcinoma of lung (disorder)",0.3881908264378384,0,8
"Atypical protein kinase PIKK family","Pikk","Adenoid Cystic Carcinoma",0.3881908264378384,0,1
"Atypical protein kinase PIKK family","Pikk","Chemical and Drug Induced Liver Injury",0.3881908264378384,0,6
"Atypical protein kinase PIKK family","Pikk","Chemically-Induced Liver Toxicity",0.3881908264378384,0,6
"Atypical protein kinase PIKK family","Pikk","Drug-Induced Acute Liver Injury",0.3881908264378384,0,6
"Atypical protein kinase PIKK family","Pikk","Drug-Induced Liver Disease",0.3881908264378384,0,6
"Atypical protein kinase PIKK family","Pikk","Fulminant Hepatic Failure with Cerebral Edema",0.3881908264378384,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatic Coma",0.3881908264378384,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatic Encephalopathy",0.3881908264378384,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatic Stupor",0.3881908264378384,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatitis, Drug-Induced",0.3881908264378384,0,6
"Atypical protein kinase PIKK family","Pikk","Hepatitis, Toxic",0.3881908264378384,0,6
"Atypical protein kinase PIKK family","Pikk","IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES",0.3881908264378384,0,1
"Atypical protein kinase PIKK family","Pikk","Lung diseases",0.3881908264378384,0,3
"Atypical protein kinase PIKK family","Pikk","Malignant neoplasm of prostate",0.3881908264378384,0,5
"Atypical protein kinase PIKK family","Pikk","Massive Hepatic Necrosis",0.3881908264378384,0,1
"Atypical protein kinase PIKK family","Pikk","Metastatic melanoma",0.3881908264378384,0,4
"Atypical protein kinase PIKK family","Pikk","Poisoning",0.3881908264378384,0,1
"Atypical protein kinase PIKK family","Pikk","Prostatic Neoplasms",0.3881908264378384,0,5
"Atypical protein kinase PIKK family","Pikk","Squamous cell carcinoma",0.3881908264378384,0,4
"Atypical protein kinase PIKK family","Pikk","Squamous cell carcinoma of lung",0.3881908264378384,0,6
"Bradykinin receptor","Bradykinin receptor","Ache",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Active Hyperemia",0.035754418224537746,0,1
"Bradykinin receptor","Bradykinin receptor","Acute Kidney Insufficiency",0.035754418224537746,0,2
"Bradykinin receptor","Bradykinin receptor","Acute kidney injury",0.035754418224537746,0,2
"Bradykinin receptor","Bradykinin receptor","Allodynia",0.035754418224537746,0,8
"Bradykinin receptor","Bradykinin receptor","Bipolar Disorder",0.035754418224537746,0,9
"Bradykinin receptor","Bradykinin receptor","Cardiomyopathies",0.035754418224537746,0,6
"Bradykinin receptor","Bradykinin receptor","Cardiomyopathies, Primary",0.035754418224537746,0,6
"Bradykinin receptor","Bradykinin receptor","Epilepsy, Benign Psychomotor, Childhood",0.035754418224537746,0,3
"Bradykinin receptor","Bradykinin receptor","Epilepsy, Lateral Temporal",0.035754418224537746,0,3
"Bradykinin receptor","Bradykinin receptor","Epilepsy, Temporal Lobe",0.035754418224537746,0,3
"Bradykinin receptor","Bradykinin receptor","Extravasation of Contrast Media",0.035754418224537746,0,1
"Bradykinin receptor","Bradykinin receptor","Extravasation of Diagnostic and Therapeutic Materials",0.035754418224537746,0,1
"Bradykinin receptor","Bradykinin receptor","Hemorrhage",0.035754418224537746,0,1
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia",0.035754418224537746,0,8
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia, Primary",0.035754418224537746,0,8
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia, Secondary",0.035754418224537746,0,8
"Bradykinin receptor","Bradykinin receptor","Hyperalgesia, Thermal",0.035754418224537746,0,8
"Bradykinin receptor","Bradykinin receptor","Hyperemia",0.035754418224537746,0,1
"Bradykinin receptor","Bradykinin receptor","Hypertensive disease",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Hypotension",0.035754418224537746,0,2
"Bradykinin receptor","Bradykinin receptor","Inflammation",0.035754418224537746,0,6
"Bradykinin receptor","Bradykinin receptor","Kidney Failure, Acute",0.035754418224537746,0,2
"Bradykinin receptor","Bradykinin receptor","Major Depressive Disorder",0.035754418224537746,0,6
"Bradykinin receptor","Bradykinin receptor","Mechanical Allodynia",0.035754418224537746,0,8
"Bradykinin receptor","Bradykinin receptor","Myocardial Diseases, Secondary",0.035754418224537746,0,6
"Bradykinin receptor","Bradykinin receptor","Pain",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Pain, Burning",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Pain, Crushing",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Pain, Migratory",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Pain, Splitting",0.035754418224537746,0,4
"Bradykinin receptor","Bradykinin receptor","Radiating pain",0.035754418224537746,0,4
