"target_pref_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"Adenosine A1 receptor","Withdrawal Symptoms",1.325467361323935,1
"Adenosine A2a receptor","Absence Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Action Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Adverse reaction to drug",1.1492491572172847,3
"Adenosine A2a receptor","Amphetamine Abuse",1.1492491572172847,3
"Adenosine A2a receptor","Amphetamine Addiction",1.1492491572172847,3
"Adenosine A2a receptor","Amphetamine-Related Disorders",1.1492491572172847,3
"Adenosine A2a receptor","Anxiety Disorders",1.1492491572172847,3
"Adenosine A2a receptor","Anxiety States, Neurotic",1.1492491572172847,3
"Adenosine A2a receptor","Anxiety neurosis (finding)",1.1492491572172847,3
"Adenosine A2a receptor","Atonic Absence Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Cardiomyopathies",1.1492491572172847,3
"Adenosine A2a receptor","Cardiomyopathies, Primary",1.1492491572172847,3
"Adenosine A2a receptor","Chronic Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Coarse Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Complex partial seizures",1.1492491572172847,3
"Adenosine A2a receptor","Continuous Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Convulsions",1.1492491572172847,3
"Adenosine A2a receptor","Convulsive Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Darkness Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Depression, Neurotic",1.1492491572172847,3
"Adenosine A2a receptor","Depressive Syndrome",1.1492491572172847,3
"Adenosine A2a receptor","Depressive disorder",1.1492491572172847,3
"Adenosine A2a receptor","Drug Allergy",1.1492491572172847,3
"Adenosine A2a receptor","Drug Withdrawal Symptoms",1.1492491572172847,3
"Adenosine A2a receptor","Drug toxicity",1.1492491572172847,3
"Adenosine A2a receptor","Early Awakening",1.1492491572172847,3
"Adenosine A2a receptor","Endogenous depression",1.1492491572172847,3
"Adenosine A2a receptor","Epileptic Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Epileptic drop attack",1.1492491572172847,3
"Adenosine A2a receptor","Etat Marbre",1.1492491572172847,3
"Adenosine A2a receptor","Fine Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Generalized Absence Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Generalized seizures",1.1492491572172847,3
"Adenosine A2a receptor","Gustatory seizure",1.1492491572172847,3
"Adenosine A2a receptor","Hyperactive behavior",1.1492491572172847,3
"Adenosine A2a receptor","Hyperkinesia, Generalized",1.1492491572172847,3
"Adenosine A2a receptor","Hypotension",1.1492491572172847,3
"Adenosine A2a receptor","Intermittent Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Involuntary Quiver",1.1492491572172847,3
"Adenosine A2a receptor","Jacksonian Seizure",1.1492491572172847,3
"Adenosine A2a receptor","Liver Cirrhosis, Experimental",1.1492491572172847,3
"Adenosine A2a receptor","Massive Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Melancholia",1.1492491572172847,3
"Adenosine A2a receptor","Mood Disorders",1.1492491572172847,3
"Adenosine A2a receptor","Movement Disorders",1.1492491572172847,3
"Adenosine A2a receptor","Myocardial Diseases, Secondary",1.1492491572172847,3
"Adenosine A2a receptor","Myoclonic Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Nerve Tremors",1.1492491572172847,3
"Adenosine A2a receptor","Non-epileptic convulsion",1.1492491572172847,3
"Adenosine A2a receptor","Nonepileptic Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Nonorganic Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Olfactory seizure",1.1492491572172847,3
"Adenosine A2a receptor","Panic Attacks",1.1492491572172847,3
"Adenosine A2a receptor","Panic Disorder",1.1492491572172847,3
"Adenosine A2a receptor","Passive Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Persistent Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Pill Rolling Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Primary Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Psychophysiological Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Psychoses, Drug",1.1492491572172847,3
"Adenosine A2a receptor","Psychoses, Substance-Induced",1.1492491572172847,3
"Adenosine A2a receptor","Pyemia",1.1492491572172847,3
"Adenosine A2a receptor","Rebound Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Reperfusion Injury",1.1492491572172847,3
"Adenosine A2a receptor","Resting Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Rheumatoid Arthritis",1.1492491572172847,3
"Adenosine A2a receptor","Saturnine Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Schizophrenia",1.1492491572172847,3
"Adenosine A2a receptor","Secondary Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Seizures, Auditory",1.1492491572172847,3
"Adenosine A2a receptor","Seizures, Clonic",1.1492491572172847,3
"Adenosine A2a receptor","Seizures, Focal",1.1492491572172847,3
"Adenosine A2a receptor","Seizures, Sensory",1.1492491572172847,3
"Adenosine A2a receptor","Seizures, Somatosensory",1.1492491572172847,3
"Adenosine A2a receptor","Senile Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Sepsis",1.1492491572172847,3
"Adenosine A2a receptor","Septicemia",1.1492491572172847,3
"Adenosine A2a receptor","Severe Sepsis",1.1492491572172847,3
"Adenosine A2a receptor","Single Seizure",1.1492491572172847,3
"Adenosine A2a receptor","Sleep Initiation Dysfunction",1.1492491572172847,3
"Adenosine A2a receptor","Sleep Initiation and Maintenance Disorders",1.1492491572172847,3
"Adenosine A2a receptor","Sleeplessness",1.1492491572172847,3
"Adenosine A2a receptor","Static Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Substance Withdrawal Syndrome",1.1492491572172847,3
"Adenosine A2a receptor","Tonic - clonic seizures",1.1492491572172847,3
"Adenosine A2a receptor","Tonic Seizures",1.1492491572172847,3
"Adenosine A2a receptor","Transient Insomnia",1.1492491572172847,3
"Adenosine A2a receptor","Tremor",1.1492491572172847,3
"Adenosine A2a receptor","Tremor, Limb",1.1492491572172847,3
"Adenosine A2a receptor","Tremor, Muscle",1.1492491572172847,3
"Adenosine A2a receptor","Tremor, Neonatal",1.1492491572172847,3
"Adenosine A2a receptor","Tremor, Perioral",1.1492491572172847,3
"Adenosine A2a receptor","Tremor, Semirhythmic",1.1492491572172847,3
"Adenosine A2a receptor","Unipolar Depression",1.1492491572172847,3
"Adenosine A2a receptor","Ventricular Dysfunction",1.1492491572172847,3
"Adenosine A2a receptor","Vertiginous seizure",1.1492491572172847,3
"Adenosine A2a receptor","Visual seizure",1.1492491572172847,3
"Adenosine A2a receptor","Weight decreased",1.1492491572172847,3
"Adenosine A2a receptor","Withdrawal Symptoms",1.1492491572172847,3
"Adenosine A2b receptor","Neoplasm Metastasis",0.7099805904586781,0
"Adenosine A2b receptor","Pyemia",0.7099805904586781,0
"Adenosine A2b receptor","Reperfusion Injury",0.7099805904586781,0
"Adenosine A2b receptor","Sepsis",0.7099805904586781,0
"Adenosine A2b receptor","Septicemia",0.7099805904586781,0
"Adenosine A2b receptor","Severe Sepsis",0.7099805904586781,0
"Alpha-1a adrenergic receptor","Alloxan Diabetes",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Bipolar Disorder",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Cannabis Dependence",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Cocaine Abuse",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Cocaine Dependence",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Diabetes Mellitus, Experimental",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Fibrosis, Liver",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Left Ventricle Remodeling",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Liver Cirrhosis",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Major Depressive Disorder",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Malignant neoplasm of breast",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Schizophrenia",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Streptozotocin Diabetes",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Unipolar Depression",0.6767800592501788,1
"Alpha-1a adrenergic receptor","Ventricular Remodeling",0.6767800592501788,1
"Alpha-1a adrenergic receptor","cocaine use",0.6767800592501788,1
"Alpha-1b adrenergic receptor","Absence Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Atonic Absence Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Cardiac Hypertrophy",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Cardiomegaly",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Complex partial seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Convulsions",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Convulsive Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Encephalopathy, Toxic",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Epileptic Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Epileptic drop attack",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Generalized Absence Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Generalized seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Gustatory seizure",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Hypotension",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Jacksonian Seizure",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Kidney Diseases",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Liver Cirrhosis, Experimental",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Mood Disorders",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Myoclonic Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Nerve Degeneration",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Neurotoxicity Syndromes",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Non-epileptic convulsion",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Nonepileptic Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Olfactory seizure",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Seizures, Auditory",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Seizures, Clonic",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Seizures, Focal",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Seizures, Sensory",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Seizures, Somatosensory",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Single Seizure",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Tonic - clonic seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Tonic Seizures",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Toxic Encephalitis",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Vertiginous seizure",0.3703136173255695,0
"Alpha-1b adrenergic receptor","Visual seizure",0.3703136173255695,0
"Alpha-2a adrenergic receptor","Alcoholic Intoxication, Chronic",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Aura",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Awakening Epilepsy",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Cardiac Hypertrophy",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Cardiomegaly",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Cirrhosis",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Depressive disorder",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Epilepsy",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Epilepsy, Cryptogenic",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Fibrosis",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Heart Diseases",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Hypertensive disease",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Hypotension",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Mental Depression",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Mood Disorders",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Panic Attacks",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Panic Disorder",0.5363162733680662,0
"Alpha-2a adrenergic receptor","Schizophrenia",0.5363162733680662,0
"Alpha-2b adrenergic receptor","Cyanosis",0.199203187250996,0
"Alpha-2b adrenergic receptor","EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1",0.199203187250996,0
"Alpha-2b adrenergic receptor","EPILEPSY, MYOCLONIC, BENIGN ADULT FAMILIAL, TYPE 2",0.199203187250996,0
"Alpha-2b adrenergic receptor","Intellectual Disability",0.199203187250996,0
"Alpha-2b adrenergic receptor","Lung diseases",0.199203187250996,0
"Alpha-2b adrenergic receptor","Mental Retardation, Psychosocial",0.199203187250996,0
"Alpha-2b adrenergic receptor","Mental deficiency",0.199203187250996,0
"Alpha-2b adrenergic receptor","Profound Mental Retardation",0.199203187250996,0
"Alpha-2c adrenergic receptor","Bipolar Disorder",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Cardiac Hypertrophy",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Cardiomegaly",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Cirrhosis",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Congestive heart failure",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Fibrosis",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Heart Decompensation",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Heart Failure, Right-Sided",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Heart failure",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Left-Sided Heart Failure",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Mood Disorders",0.3447747471651854,0
"Alpha-2c adrenergic receptor","Myocardial Failure",0.3447747471651854,0
"Angiotensin II type 2 (AT-2) receptor","Carcinoma, Lobular",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Corpus Luteum Cyst",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Diabetic Cardiomyopathies",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Hereditary Diffuse Gastric Cancer",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Hypertensive disease",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Intellectual Disability",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Left Ventricular Hypertrophy",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Malignant neoplasm of stomach",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Mammary Neoplasms, Experimental",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Mental Retardation, X-Linked",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Mental Retardation, X-Linked 1",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Neoplasm Metastasis",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Ovarian Cysts",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Stomach Neoplasms",0.007661661048115231,0
"Angiotensin II type 2 (AT-2) receptor","Vascular System Injuries",0.007661661048115231,0
"Beta-1 adrenergic receptor","Active Hyperemia",0.199203187250996,0
"Beta-1 adrenergic receptor","Birth Weight",0.199203187250996,0
"Beta-1 adrenergic receptor","Cardiomyopathy, Dilated",0.199203187250996,0
"Beta-1 adrenergic receptor","Cardiomyopathy, Familial Idiopathic",0.199203187250996,0
"Beta-1 adrenergic receptor","Cardiovascular Diseases",0.199203187250996,0
"Beta-1 adrenergic receptor","Congestive heart failure",0.199203187250996,0
"Beta-1 adrenergic receptor","Depressive disorder",0.199203187250996,0
"Beta-1 adrenergic receptor","Diabetes Mellitus",0.199203187250996,0
"Beta-1 adrenergic receptor","Endomyocardial Fibrosis",0.199203187250996,0
"Beta-1 adrenergic receptor","Heart Decompensation",0.199203187250996,0
"Beta-1 adrenergic receptor","Heart Failure, Right-Sided",0.199203187250996,0
"Beta-1 adrenergic receptor","Heart failure",0.199203187250996,0
"Beta-1 adrenergic receptor","Hereditary Diffuse Gastric Cancer",0.199203187250996,0
"Beta-1 adrenergic receptor","Hyperemia",0.199203187250996,0
"Beta-1 adrenergic receptor","Hypertensive disease",0.199203187250996,0
"Beta-1 adrenergic receptor","Left-Sided Heart Failure",0.199203187250996,0
"Beta-1 adrenergic receptor","Malignant neoplasm of stomach",0.199203187250996,0
"Beta-1 adrenergic receptor","Mental Depression",0.199203187250996,0
"Beta-1 adrenergic receptor","Mood Disorders",0.199203187250996,0
"Beta-1 adrenergic receptor","Myocardial Failure",0.199203187250996,0
"Beta-1 adrenergic receptor","Myocardial Ischemia",0.199203187250996,0
"Beta-1 adrenergic receptor","Myocardial Reperfusion Injury",0.199203187250996,0
"Beta-1 adrenergic receptor","Obesity",0.199203187250996,0
"Beta-1 adrenergic receptor","Reactive Hyperemia",0.199203187250996,0
"Beta-1 adrenergic receptor","Stomach Neoplasms",0.199203187250996,0
"Beta-1 adrenergic receptor","Venous Engorgement",0.199203187250996,0
"Beta-1 adrenergic receptor","Ventricular Dysfunction",0.199203187250996,0
"Beta-2 adrenergic receptor","AIDS Dementia Complex",0.2656042496679947,0
"Beta-2 adrenergic receptor","Action Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Asthma",0.2656042496679947,0
"Beta-2 adrenergic receptor","Autistic Disorder",0.2656042496679947,0
"Beta-2 adrenergic receptor","Bipolar Disorder",0.2656042496679947,0
"Beta-2 adrenergic receptor","Cardiomyopathies",0.2656042496679947,0
"Beta-2 adrenergic receptor","Cardiomyopathies, Primary",0.2656042496679947,0
"Beta-2 adrenergic receptor","Cardiomyopathy, Dilated",0.2656042496679947,0
"Beta-2 adrenergic receptor","Cardiomyopathy, Familial Idiopathic",0.2656042496679947,0
"Beta-2 adrenergic receptor","Cirrhosis",0.2656042496679947,0
"Beta-2 adrenergic receptor","Coarse Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Continuous Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Darkness Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Fibrosis",0.2656042496679947,0
"Beta-2 adrenergic receptor","Fine Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","HIV Coinfection",0.2656042496679947,0
"Beta-2 adrenergic receptor","HIV Encephalopathy",0.2656042496679947,0
"Beta-2 adrenergic receptor","HIV Infections",0.2656042496679947,0
"Beta-2 adrenergic receptor","HIV-1-Associated Cognitive Motor Complex",0.2656042496679947,0
"Beta-2 adrenergic receptor","Hereditary Diffuse Gastric Cancer",0.2656042496679947,0
"Beta-2 adrenergic receptor","Hyperlipidemia",0.2656042496679947,0
"Beta-2 adrenergic receptor","Hypokalemia",0.2656042496679947,0
"Beta-2 adrenergic receptor","Insulin Resistance",0.2656042496679947,0
"Beta-2 adrenergic receptor","Insulin Sensitivity",0.2656042496679947,0
"Beta-2 adrenergic receptor","Intermittent Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Involuntary Quiver",0.2656042496679947,0
"Beta-2 adrenergic receptor","Lipidemias",0.2656042496679947,0
"Beta-2 adrenergic receptor","Lung diseases",0.2656042496679947,0
"Beta-2 adrenergic receptor","Malignant neoplasm of prostate",0.2656042496679947,0
"Beta-2 adrenergic receptor","Malignant neoplasm of stomach",0.2656042496679947,0
"Beta-2 adrenergic receptor","Massive Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Myocardial Diseases, Secondary",0.2656042496679947,0
"Beta-2 adrenergic receptor","Myocardial Ischemia",0.2656042496679947,0
"Beta-2 adrenergic receptor","Nerve Tremors",0.2656042496679947,0
"Beta-2 adrenergic receptor","Obesity",0.2656042496679947,0
"Beta-2 adrenergic receptor","Passive Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Persistent Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Pill Rolling Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Prostatic Neoplasms",0.2656042496679947,0
"Beta-2 adrenergic receptor","Resting Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Saturnine Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Senile Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Static Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Stomach Neoplasms",0.2656042496679947,0
"Beta-2 adrenergic receptor","Tremor",0.2656042496679947,0
"Beta-2 adrenergic receptor","Tremor, Limb",0.2656042496679947,0
"Beta-2 adrenergic receptor","Tremor, Muscle",0.2656042496679947,0
"Beta-2 adrenergic receptor","Tremor, Neonatal",0.2656042496679947,0
"Beta-2 adrenergic receptor","Tremor, Perioral",0.2656042496679947,0
"Beta-2 adrenergic receptor","Tremor, Semirhythmic",0.2656042496679947,0
"Beta-2 adrenergic receptor","Ventricular Dysfunction, Left",0.2656042496679947,0
"Beta-2 adrenergic receptor","Viral Encephalitis",0.2656042496679947,0
"Beta-2 adrenergic receptor","nervous system disorder",0.2656042496679947,0
"Beta-3 adrenergic receptor","Alloxan Diabetes",0.3575441822453775,1
"Beta-3 adrenergic receptor","Congestive heart failure",0.3575441822453775,1
"Beta-3 adrenergic receptor","Diabetes Mellitus, Experimental",0.3575441822453775,1
"Beta-3 adrenergic receptor","Heart Decompensation",0.3575441822453775,1
"Beta-3 adrenergic receptor","Heart Failure, Right-Sided",0.3575441822453775,1
"Beta-3 adrenergic receptor","Heart failure",0.3575441822453775,1
"Beta-3 adrenergic receptor","Hyperlipidemia",0.3575441822453775,1
"Beta-3 adrenergic receptor","Left Ventricular Hypertrophy",0.3575441822453775,1
"Beta-3 adrenergic receptor","Left-Sided Heart Failure",0.3575441822453775,1
"Beta-3 adrenergic receptor","Lipidemias",0.3575441822453775,1
"Beta-3 adrenergic receptor","Myocardial Failure",0.3575441822453775,1
"Beta-3 adrenergic receptor","Obesity",0.3575441822453775,1
"Beta-3 adrenergic receptor","Streptozotocin Diabetes",0.3575441822453775,1
"Bradykinin B1 receptor","Ache",0.15834099499438145,0
"Bradykinin B1 receptor","Allodynia",0.15834099499438145,0
"Bradykinin B1 receptor","Alloxan Diabetes",0.15834099499438145,0
"Bradykinin B1 receptor","Diabetes Mellitus, Experimental",0.15834099499438145,0
"Bradykinin B1 receptor","Epilepsy, Benign Psychomotor, Childhood",0.15834099499438145,0
"Bradykinin B1 receptor","Epilepsy, Lateral Temporal",0.15834099499438145,0
"Bradykinin B1 receptor","Epilepsy, Temporal Lobe",0.15834099499438145,0
"Bradykinin B1 receptor","Hyperalgesia",0.15834099499438145,0
"Bradykinin B1 receptor","Hyperalgesia, Primary",0.15834099499438145,0
"Bradykinin B1 receptor","Hyperalgesia, Secondary",0.15834099499438145,0
"Bradykinin B1 receptor","Hyperalgesia, Thermal",0.15834099499438145,0
"Bradykinin B1 receptor","Inflammation",0.15834099499438145,0
"Bradykinin B1 receptor","Mechanical Allodynia",0.15834099499438145,0
"Bradykinin B1 receptor","Pain",0.15834099499438145,0
"Bradykinin B1 receptor","Pain, Burning",0.15834099499438145,0
"Bradykinin B1 receptor","Pain, Crushing",0.15834099499438145,0
"Bradykinin B1 receptor","Pain, Migratory",0.15834099499438145,0
"Bradykinin B1 receptor","Pain, Splitting",0.15834099499438145,0
"Bradykinin B1 receptor","Radiating pain",0.15834099499438145,0
"Bradykinin B1 receptor","Splenomegaly",0.15834099499438145,0
"Bradykinin B1 receptor","Streptozotocin Diabetes",0.15834099499438145,0
"Bradykinin B1 receptor","Suffering, Physical",0.15834099499438145,0
"Bradykinin B1 receptor","Tactile Allodynia",0.15834099499438145,0
"Bradykinin B1 receptor","Uncinate Epilepsy",0.15834099499438145,0
"Bradykinin B1 receptor","Vascular System Injuries",0.15834099499438145,0
"Bradykinin B2 receptor","Ache",0.035754418224537746,0
"Bradykinin B2 receptor","Active Hyperemia",0.035754418224537746,0
"Bradykinin B2 receptor","Acute Kidney Insufficiency",0.035754418224537746,0
"Bradykinin B2 receptor","Acute kidney injury",0.035754418224537746,0
"Bradykinin B2 receptor","Allodynia",0.035754418224537746,0
"Bradykinin B2 receptor","Bipolar Disorder",0.035754418224537746,0
"Bradykinin B2 receptor","Cardiomyopathies",0.035754418224537746,0
"Bradykinin B2 receptor","Cardiomyopathies, Primary",0.035754418224537746,0
"Bradykinin B2 receptor","Epilepsy, Benign Psychomotor, Childhood",0.035754418224537746,0
