"protein_class_pref_name","protein_class_short_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_class_Connectivity"
"AGC protein kinase AKT family","Akt","Malignant neoplasm of prostate",0.5097756798319407,0,11
"AGC protein kinase AKT family","Akt","Malignant neoplasm of skin",0.5097756798319407,0,7
"AGC protein kinase AKT family","Akt","Mammary Neoplasms",0.5097756798319407,0,17
"AGC protein kinase AKT family","Akt","Mammary Neoplasms, Human",0.5097756798319407,0,16
"AGC protein kinase AKT family","Akt","Marijuana Abuse",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Meningiomas, Multiple",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Meningothelial meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Mental Depression",0.5097756798319407,0,6
"AGC protein kinase AKT family","Akt","Microcystic meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Mood Disorders",0.5097756798319407,0,2
"AGC protein kinase AKT family","Akt","Muscular Atrophy",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Myocardial Diseases, Secondary",0.5097756798319407,0,6
"AGC protein kinase AKT family","Akt","Neoplasm of uncertain or unknown behavior of breast",0.5097756798319407,0,5
"AGC protein kinase AKT family","Akt","Neoplasm of uncertain or unknown behavior of ovary",0.5097756798319407,0,5
"AGC protein kinase AKT family","Akt","Neurogenic Muscular Atrophy",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Non-Small Cell Lung Carcinoma",0.5097756798319407,0,10
"AGC protein kinase AKT family","Akt","Obesity",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Olfactory Groove Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Osteosarcoma",0.5097756798319407,0,2
"AGC protein kinase AKT family","Akt","Ovarian Carcinoma",0.5097756798319407,0,5
"AGC protein kinase AKT family","Akt","Pain",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Pain, Burning",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Pain, Crushing",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Pain, Migratory",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Pain, Splitting",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Papillary Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Parasagittal Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Polyposis, Adenomatous Intestinal",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Posterior Fossa Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Precancerous Conditions",0.5097756798319407,0,3
"AGC protein kinase AKT family","Akt","Prostatic Neoplasms",0.5097756798319407,0,11
"AGC protein kinase AKT family","Akt","Proteus Syndrome",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Proteus-Like Syndrome (disorder)",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Psammomatous Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Psychoses, Drug",0.5097756798319407,0,3
"AGC protein kinase AKT family","Akt","Psychoses, Substance-Induced",0.5097756798319407,0,3
"AGC protein kinase AKT family","Akt","Radiating pain",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Schizophrenia",0.5097756798319407,0,15
"AGC protein kinase AKT family","Akt","Secretory meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Skin Neoplasms",0.5097756798319407,0,7
"AGC protein kinase AKT family","Akt","Small cell carcinoma of lung",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","Sphenoid Wing Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Spinal Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Squamous cell carcinoma",0.5097756798319407,0,7
"AGC protein kinase AKT family","Akt","Squamous cell carcinoma of the head and neck",0.5097756798319407,0,2
"AGC protein kinase AKT family","Akt","Suffering, Physical",0.5097756798319407,0,4
"AGC protein kinase AKT family","Akt","T-Cell Lymphoma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Transitional Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","Xanthomatous Meningioma",0.5097756798319407,0,1
"AGC protein kinase AKT family","Akt","melanoma",0.5097756798319407,0,14
"AGC protein kinase AKT family","Akt","ovarian neoplasm",0.5097756798319407,0,6
"AGC protein kinase PDK1 subfamily","Pdk1","Breast Carcinoma",0.21416239232914966,1,17
"AGC protein kinase PDK1 subfamily","Pdk1","Breast adenocarcinoma",0.21416239232914966,1,5
"AGC protein kinase PDK1 subfamily","Pdk1","Congestive heart failure",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Diffuse Large B-Cell Lymphoma",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Heart Decompensation",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Heart Failure, Right-Sided",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Heart failure",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Left-Sided Heart Failure",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Malignant neoplasm of breast",0.21416239232914966,1,20
"AGC protein kinase PDK1 subfamily","Pdk1","Mammary Neoplasms",0.21416239232914966,1,17
"AGC protein kinase PDK1 subfamily","Pdk1","Mammary Neoplasms, Human",0.21416239232914966,1,16
"AGC protein kinase PDK1 subfamily","Pdk1","Myocardial Failure",0.21416239232914966,1,2
"AGC protein kinase PDK1 subfamily","Pdk1","Neoplasm of uncertain or unknown behavior of breast",0.21416239232914966,1,5
"AGC protein kinase PKA family","Pka","Adrenal Cancer",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Adrenal Gland Neoplasms",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Biliary Tract Cancer",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Biliary Tract Neoplasm",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","CUSHING SYNDROME, ACTH-INDEPENDENT ADRENAL, SOMATIC",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Cholangiocarcinoma",0.0201268621278496,0,3
"AGC protein kinase PKA family","Pka","Extrahepatic Cholangiocarcinoma",0.0201268621278496,0,2
"AGC protein kinase PKA family","Pka","Fibrolamellar Hepatocellular Carcinoma",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Intrahepatic Cholangiocarcinoma",0.0201268621278496,0,2
"AGC protein kinase PKA family","Pka","Malignant neoplasm of prostate",0.0201268621278496,0,11
"AGC protein kinase PKA family","Pka","PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Primary pigmented nodular adrenocortical disease",0.0201268621278496,0,1
"AGC protein kinase PKA family","Pka","Prostatic Neoplasms",0.0201268621278496,0,11
"AGC protein kinase PKC alpha subfamily","Alpha","Adenocarcinoma of large intestine",0.09182880845831382,0,17
"AGC protein kinase PKC alpha subfamily","Alpha","Adult T-Cell Lymphoma/Leukemia",0.09182880845831382,0,4
"AGC protein kinase PKC alpha subfamily","Alpha","Autistic Disorder",0.09182880845831382,0,1
"AGC protein kinase PKC alpha subfamily","Alpha","Cardiac Hypertrophy",0.09182880845831382,0,3
"AGC protein kinase PKC alpha subfamily","Alpha","Cardiomegaly",0.09182880845831382,0,3
"AGC protein kinase PKC alpha subfamily","Alpha","Colorectal Cancer",0.09182880845831382,0,13
"AGC protein kinase PKC alpha subfamily","Alpha","Colorectal Carcinoma",0.09182880845831382,0,9
"AGC protein kinase PKC alpha subfamily","Alpha","Colorectal Neoplasms",0.09182880845831382,0,9
"AGC protein kinase PKC alpha subfamily","Alpha","Diabetes Mellitus, Non-Insulin-Dependent",0.09182880845831382,0,3
"AGC protein kinase PKC alpha subfamily","Alpha","Familial Ménière disease",0.09182880845831382,0,2
"AGC protein kinase PKC alpha subfamily","Alpha","Glioblastoma Multiforme",0.09182880845831382,0,7
"AGC protein kinase PKC alpha subfamily","Alpha","Hereditary Diffuse Gastric Cancer",0.09182880845831382,0,5
"AGC protein kinase PKC alpha subfamily","Alpha","Hyperglycemia",0.09182880845831382,0,1
"AGC protein kinase PKC alpha subfamily","Alpha","Hyperglycemia, Postprandial",0.09182880845831382,0,1
"AGC protein kinase PKC alpha subfamily","Alpha","Liver Cirrhosis, Experimental",0.09182880845831382,0,13
"AGC protein kinase PKC alpha subfamily","Alpha","Major Depressive Disorder",0.09182880845831382,0,8
"AGC protein kinase PKC alpha subfamily","Alpha","Malignant neoplasm of stomach",0.09182880845831382,0,6
"AGC protein kinase PKC alpha subfamily","Alpha","Stomach Neoplasms",0.09182880845831382,0,6
"AGC protein kinase PKC alpha subfamily","Alpha","Unipolar Depression",0.09182880845831382,0,9
"AGC protein kinase PKC delta subfamily","Delta","AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Absence Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Adenocarcinoma of large intestine",0.1421459637779378,0,17
"AGC protein kinase PKC delta subfamily","Delta","Alloxan Diabetes",0.1421459637779378,0,4
"AGC protein kinase PKC delta subfamily","Delta","Atonic Absence Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Autoimmune Lymphoproliferative Syndrome",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Autosomal Dominant Juvenile Parkinson Disease",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Autosomal Dominant Parkinsonism",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Autosomal Recessive Parkinsonism",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Brittle diabetes",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Common Variable Immunodeficiency",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Complex partial seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Convulsions",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Convulsive Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Diabetes Mellitus, Experimental",0.1421459637779378,0,4
"AGC protein kinase PKC delta subfamily","Delta","Diabetes Mellitus, Insulin-Dependent",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Diabetes Mellitus, Ketosis-Prone",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Diabetes, Autoimmune",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Encephalopathy, Toxic",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Epileptic Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Epileptic drop attack",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Familial Juvenile Parkinsonism",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Generalized Absence Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Generalized seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Granulomatous Slack Skin",0.1421459637779378,0,3
"AGC protein kinase PKC delta subfamily","Delta","Gustatory seizure",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Hypertensive disease",0.1421459637779378,0,6
"AGC protein kinase PKC delta subfamily","Delta","Intestinal Cancer",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Intestinal Neoplasms",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Jacksonian Seizure",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Liver Cirrhosis, Experimental",0.1421459637779378,0,13
"AGC protein kinase PKC delta subfamily","Delta","Lymphoma, T-Cell, Cutaneous",0.1421459637779378,0,3
"AGC protein kinase PKC delta subfamily","Delta","Myoclonic Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Neurotoxicity Syndromes",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Non-epileptic convulsion",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Nonepileptic Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Olfactory seizure",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Parkinsonian Disorders",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Parkinsonism, Experimental",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Parkinsonism, Juvenile",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Ramsay Hunt Paralysis Syndrome",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Retinal Detachment",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Retinal Pigment Epithelial Detachment",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Rheumatoid Arthritis",0.1421459637779378,0,9
"AGC protein kinase PKC delta subfamily","Delta","SYSTEMIC LUPUS ERYTHEMATOSUS 16",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Auditory",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Clonic",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Focal",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Sensory",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Seizures, Somatosensory",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Single Seizure",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Streptozotocin Diabetes",0.1421459637779378,0,4
"AGC protein kinase PKC delta subfamily","Delta","Tonic - clonic seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Tonic Seizures",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Toxic Encephalitis",0.1421459637779378,0,1
"AGC protein kinase PKC delta subfamily","Delta","Vertiginous seizure",0.1421459637779378,0,2
"AGC protein kinase PKC delta subfamily","Delta","Visual seizure",0.1421459637779378,0,2
"AGC protein kinase PKC eta subfamily","Eta","Allodynia",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Alloxan Diabetes",0.034593044282241504,0,4
"AGC protein kinase PKC eta subfamily","Eta","Cardiomyopathies",0.034593044282241504,0,6
"AGC protein kinase PKC eta subfamily","Eta","Cardiomyopathies, Primary",0.034593044282241504,0,6
"AGC protein kinase PKC eta subfamily","Eta","Colorectal Cancer",0.034593044282241504,0,13
"AGC protein kinase PKC eta subfamily","Eta","Colorectal Carcinoma",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Colorectal Neoplasms",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Coronary Stenosis",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Diabetes Mellitus, Experimental",0.034593044282241504,0,4
"AGC protein kinase PKC eta subfamily","Eta","Diabetic Nephropathy",0.034593044282241504,0,5
"AGC protein kinase PKC eta subfamily","Eta","Drug Dependence",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Drug Use Disorders",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Drug abuse",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Drug habituation",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia, Primary",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia, Secondary",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Hyperalgesia, Thermal",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Liver neoplasms",0.034593044282241504,0,7
"AGC protein kinase PKC eta subfamily","Eta","Malignant neoplasm of liver",0.034593044282241504,0,7
"AGC protein kinase PKC eta subfamily","Eta","Mechanical Allodynia",0.034593044282241504,0,9
"AGC protein kinase PKC eta subfamily","Eta","Myocardial Diseases, Secondary",0.034593044282241504,0,6
"AGC protein kinase PKC eta subfamily","Eta","Myocardial Infarction",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Myocardial Ischemia",0.034593044282241504,0,8
"AGC protein kinase PKC eta subfamily","Eta","Nodular glomerulosclerosis",0.034593044282241504,0,5
"AGC protein kinase PKC eta subfamily","Eta","Organic Mental Disorders, Substance-Induced",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Peripheral Neuropathy",0.034593044282241504,0,3
"AGC protein kinase PKC eta subfamily","Eta","Prescription Drug Abuse",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Streptozotocin Diabetes",0.034593044282241504,0,4
"AGC protein kinase PKC eta subfamily","Eta","Substance Dependence",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Substance Use Disorders",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Substance abuse problem",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Substance-Related Disorders",0.034593044282241504,0,2
"AGC protein kinase PKC eta subfamily","Eta","Tactile Allodynia",0.034593044282241504,0,9
"AGC protein kinase PKN family","Pkn","Adenocarcinoma of large intestine",0.013522735492148953,0,17
"AGC protein kinase PKN family","Pkn","Infiltrating duct carcinoma of female breast",0.013522735492148953,0,1
"AGC protein kinase PKN family","Pkn","Metastatic melanoma",0.013522735492148953,0,8
"AGC protein kinase ROCK subfamily","Rock","Prenatal Injuries",0.11289911724840637,0,2
"Anaphylatoxin receptor","Anaphylatoxin","Endotoxic shock",0.040882688697194504,0,1
"Anaphylatoxin receptor","Anaphylatoxin","Liver Cirrhosis, Experimental",0.040882688697194504,0,13
"Anaphylatoxin receptor","Anaphylatoxin","Septic Shock",0.040882688697194504,0,1
"Anaphylatoxin receptor","Anaphylatoxin","Toxic Shock Syndrome",0.040882688697194504,0,1
"Atypical protein kinase PIKK family","Pikk","Adenocarcinoma of large intestine",0.09780397065251917,0,17
"Atypical protein kinase PIKK family","Pikk","Adenocarcinoma of lung (disorder)",0.09780397065251917,0,15
"Atypical protein kinase PIKK family","Pikk","Adenocarcinoma of prostate",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Adenoid Cystic Carcinoma",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Ataxia Telangiectasia",0.09780397065251917,0,1
"Atypical protein kinase PIKK family","Pikk","Ataxia-Telangiectasia Variant",0.09780397065251917,0,1
"Atypical protein kinase PIKK family","Pikk","B-CELL MALIGNANCY, LOW-GRADE",0.09780397065251917,0,1
"Atypical protein kinase PIKK family","Pikk","Benign Neoplasm",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Benign neoplasm of bladder",0.09780397065251917,0,1
"Atypical protein kinase PIKK family","Pikk","Benign neoplasm of stomach",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Bladder Neoplasm",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Breast Cancer, Familial",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Breast Carcinoma",0.09780397065251917,0,17
"Atypical protein kinase PIKK family","Pikk","Breast adenocarcinoma",0.09780397065251917,0,5
"Atypical protein kinase PIKK family","Pikk","Carcinoma in situ of bladder",0.09780397065251917,0,1
"Atypical protein kinase PIKK family","Pikk","Carcinoma in situ of stomach",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Carcinoma of bladder",0.09780397065251917,0,1
"Atypical protein kinase PIKK family","Pikk","Cardiomyopathy, Dilated",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Cardiomyopathy, Familial Idiopathic",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Cataract",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Chemical and Drug Induced Liver Injury",0.09780397065251917,0,8
"Atypical protein kinase PIKK family","Pikk","Chemically-Induced Liver Toxicity",0.09780397065251917,0,8
"Atypical protein kinase PIKK family","Pikk","Chronic Lymphocytic Leukemia",0.09780397065251917,0,5
"Atypical protein kinase PIKK family","Pikk","Cirrhosis",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Conventional (Clear Cell) Renal Cell Carcinoma",0.09780397065251917,0,7
"Atypical protein kinase PIKK family","Pikk","Drug-Induced Acute Liver Injury",0.09780397065251917,0,8
"Atypical protein kinase PIKK family","Pikk","Drug-Induced Liver Disease",0.09780397065251917,0,8
"Atypical protein kinase PIKK family","Pikk","Fibrosis",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Fulminant Hepatic Failure with Cerebral Edema",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Gastric Adenocarcinoma",0.09780397065251917,0,11
"Atypical protein kinase PIKK family","Pikk","Glioma",0.09780397065251917,0,4
"Atypical protein kinase PIKK family","Pikk","Granulomatous Slack Skin",0.09780397065251917,0,3
"Atypical protein kinase PIKK family","Pikk","Hepatic Coma",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatic Encephalopathy",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatic Stupor",0.09780397065251917,0,2
"Atypical protein kinase PIKK family","Pikk","Hepatitis, Drug-Induced",0.09780397065251917,0,8
