"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"cell differentiation","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,13
"cell differentiation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,13
"cell differentiation","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,13
"cell differentiation","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,13
"cell differentiation","Stem cell growth factor receptor",0.0226427198938308,4,13
"cell differentiation","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,13
"cell division","Cyclin-dependent kinase 4",0.012579288829906003,0,6
"cell division","Cyclin-dependent kinase 6",0.0018868933244859001,1,6
"cell division","Fibroblast growth factor receptor 1",0.0283033998672885,0,6
"cell division","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,6
"cell division","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,6
"cell division","Stem cell growth factor receptor",0.0226427198938308,4,6
"cell junction organization","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,1
"cell morphogenesis","Ephrin type-A receptor 2",0.0015724111037382503,0,6
"cell morphogenesis","Epidermal growth factor receptor erbB1",0.13082460383102243,3,6
"cell morphogenesis","Hepatocyte growth factor receptor",6.289644414953E-4,0,6
"cell morphogenesis","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,6
"cell morphogenesis","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,6
"cell morphogenesis","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,6
"cell motility","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,7
"cell motility","Ephrin type-A receptor 2",0.0015724111037382503,0,7
"cell motility","Ephrin type-A receptor 3",0.0022013755452335504,0,7
"cell motility","Epidermal growth factor receptor erbB1",0.13082460383102243,3,7
"cell motility","Fibroblast growth factor receptor 1",0.0283033998672885,0,7
"cell motility","Stem cell growth factor receptor",0.0226427198938308,4,7
"cell motility","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,7
"cell proliferation","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,9
"cell proliferation","Ephrin type-A receptor 2",0.0015724111037382503,0,9
"cell proliferation","Epidermal growth factor receptor erbB1",0.13082460383102243,3,9
"cell proliferation","Fibroblast growth factor receptor 1",0.0283033998672885,0,9
"cell proliferation","Hepatocyte growth factor receptor",6.289644414953E-4,0,9
"cell proliferation","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,9
"cell proliferation","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,9
"cell proliferation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,9
"cell proliferation","Stem cell growth factor receptor",0.0226427198938308,4,9
"cell-cell signaling","Fibroblast growth factor receptor 1",0.0283033998672885,0,2
"cell-cell signaling","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"cellular component assembly","Stem cell growth factor receptor",0.0226427198938308,4,1
"cellular nitrogen compound metabolic process","Fibroblast growth factor receptor 1",0.0283033998672885,0,4
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,4
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,4
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,4
"cellular protein modification process","Cyclin-dependent kinase 4",0.012579288829906003,0,16
"cellular protein modification process","Cyclin-dependent kinase 6",0.0018868933244859001,1,16
"cellular protein modification process","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,16
"cellular protein modification process","Ephrin type-A receptor 2",0.0015724111037382503,0,16
"cellular protein modification process","Ephrin type-A receptor 3",0.0022013755452335504,0,16
"cellular protein modification process","Epidermal growth factor receptor erbB1",0.13082460383102243,3,16
"cellular protein modification process","Fibroblast growth factor receptor 1",0.0283033998672885,0,16
"cellular protein modification process","Hepatocyte growth factor receptor",6.289644414953E-4,0,16
"cellular protein modification process","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,16
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,16
"cellular protein modification process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,16
"cellular protein modification process","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,16
"cellular protein modification process","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,16
"cellular protein modification process","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,16
"cellular protein modification process","Stem cell growth factor receptor",0.0226427198938308,4,16
"cellular protein modification process","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,16
"cellular response to drug","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,1
"chromosome organization","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,1
"circulatory system process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,1
"cytoskeleton organization","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,3
"cytoskeleton organization","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,3
"cytoskeleton organization","Stem cell growth factor receptor",0.0226427198938308,4,3
"developmental maturation","Fibroblast growth factor receptor 1",0.0283033998672885,0,1
"embryo development","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,7
"embryo development","Ephrin type-A receptor 2",0.0015724111037382503,0,7
"embryo development","Epidermal growth factor receptor erbB1",0.13082460383102243,3,7
"embryo development","Fibroblast growth factor receptor 1",0.0283033998672885,0,7
"embryo development","Serine/threonine-protein kinase AKT",0.01289377105065365,0,7
"embryo development","Stem cell growth factor receptor",0.0226427198938308,4,7
"embryo development","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,7
"extracellular matrix organization","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,1
"female pregnancy","Serine/threonine-protein kinase AKT",0.01289377105065365,0,1
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,2
"growth","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,1
"homeostatic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"homeostatic process","Stem cell growth factor receptor",0.0226427198938308,4,2
"immune system process","Cyclin-dependent kinase 6",0.0018868933244859001,1,7
"immune system process","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,7
"immune system process","Ephrin type-A receptor 2",0.0015724111037382503,0,7
"immune system process","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,7
"immune system process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,7
"immune system process","Stem cell growth factor receptor",0.0226427198938308,4,7
"immune system process","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,7
"lipid metabolic process","Epidermal growth factor receptor erbB1",0.13082460383102243,3,5
"lipid metabolic process","Fibroblast growth factor receptor 1",0.0283033998672885,0,5
"lipid metabolic process","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,5
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,5
"lipid metabolic process","Stem cell growth factor receptor",0.0226427198938308,4,5
"locomotion","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,4
"locomotion","Hepatocyte growth factor receptor",6.289644414953E-4,0,4
"locomotion","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,4
"locomotion","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,4
"membrane organization","Epidermal growth factor receptor erbB1",0.13082460383102243,3,1
"metabolic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,1
"microtubule-based process","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,2
"microtubule-based process","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,2
"mitochondrion organization","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,2
"mitochondrion organization","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"mitotic nuclear division","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,2
"mitotic nuclear division","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,2
"multicellular organismal development","Cyclin-dependent kinase 4",0.012579288829906003,0,15
"multicellular organismal development","Cyclin-dependent kinase 6",0.0018868933244859001,1,15
"multicellular organismal development","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,15
"multicellular organismal development","Ephrin type-A receptor 2",0.0015724111037382503,0,15
"multicellular organismal development","Ephrin type-A receptor 3",0.0022013755452335504,0,15
"multicellular organismal development","Epidermal growth factor receptor erbB1",0.13082460383102243,3,15
"multicellular organismal development","Fibroblast growth factor receptor 1",0.0283033998672885,0,15
"multicellular organismal development","Hepatocyte growth factor receptor",6.289644414953E-4,0,15
"multicellular organismal development","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,15
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,15
"multicellular organismal development","Serine/threonine-protein kinase AKT",0.01289377105065365,0,15
"multicellular organismal development","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,15
"multicellular organismal development","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,15
"multicellular organismal development","Stem cell growth factor receptor",0.0226427198938308,4,15
"multicellular organismal development","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,15
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,2
"neurological system process","Epidermal growth factor receptor erbB1",0.13082460383102243,3,3
"neurological system process","Fibroblast growth factor receptor 1",0.0283033998672885,0,3
"neurological system process","Stem cell growth factor receptor",0.0226427198938308,4,3
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",0.01289377105065365,0,1
"phosphorylation","Cyclin-dependent kinase 4",0.012579288829906003,0,16
"phosphorylation","Cyclin-dependent kinase 6",0.0018868933244859001,1,16
"phosphorylation","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,16
"phosphorylation","Ephrin type-A receptor 2",0.0015724111037382503,0,16
"phosphorylation","Ephrin type-A receptor 3",0.0022013755452335504,0,16
"phosphorylation","Epidermal growth factor receptor erbB1",0.13082460383102243,3,16
"phosphorylation","Fibroblast growth factor receptor 1",0.0283033998672885,0,16
"phosphorylation","Hepatocyte growth factor receptor",6.289644414953E-4,0,16
"phosphorylation","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,16
"phosphorylation","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,16
"phosphorylation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,16
"phosphorylation","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,16
"phosphorylation","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,16
"phosphorylation","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,16
"phosphorylation","Stem cell growth factor receptor",0.0226427198938308,4,16
"phosphorylation","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,16
"pigmentation","Stem cell growth factor receptor",0.0226427198938308,4,1
"plasma membrane organization","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"plasma membrane organization","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,2
"positive regulation of apoptotic process","Cyclin-dependent kinase 4",0.012579288829906003,0,3
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,3
"positive regulation of apoptotic process","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,3
"positive regulation of catalytic activity","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,9
"positive regulation of catalytic activity","Ephrin type-A receptor 2",0.0015724111037382503,0,9
"positive regulation of catalytic activity","Epidermal growth factor receptor erbB1",0.13082460383102243,3,9
"positive regulation of catalytic activity","Fibroblast growth factor receptor 1",0.0283033998672885,0,9
"positive regulation of catalytic activity","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,9
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,9
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",0.01289377105065365,0,9
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,9
"positive regulation of catalytic activity","Stem cell growth factor receptor",0.0226427198938308,4,9
"protein complex assembly","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,2
"protein complex assembly","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,2
"protein stabilization","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,1
"protein targeting","Serine/threonine-protein kinase AKT",0.01289377105065365,0,1
"proteolysis","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,2
"proteolysis","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,2
"regulation of catalytic activity","Cyclin-dependent kinase 4",0.012579288829906003,0,4
"regulation of catalytic activity","Ephrin type-A receptor 3",0.0022013755452335504,0,4
"regulation of catalytic activity","Epidermal growth factor receptor erbB1",0.13082460383102243,3,4
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",0.01289377105065365,0,4
"regulation of protein localization","Ephrin type-A receptor 2",0.0015724111037382503,0,6
"regulation of protein localization","Epidermal growth factor receptor erbB1",0.13082460383102243,3,6
"regulation of protein localization","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,6
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,6
"regulation of protein localization","Serine/threonine-protein kinase AKT",0.01289377105065365,0,6
"regulation of protein localization","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,6
"reproduction","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,5
"reproduction","Epidermal growth factor receptor erbB1",0.13082460383102243,3,5
"reproduction","Serine/threonine-protein kinase AKT",0.01289377105065365,0,5
"reproduction","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,5
"reproduction","Stem cell growth factor receptor",0.0226427198938308,4,5
"response to stress","Cyclin-dependent kinase 4",0.012579288829906003,0,11
"response to stress","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,11
"response to stress","Ephrin type-A receptor 2",0.0015724111037382503,0,11
"response to stress","Epidermal growth factor receptor erbB1",0.13082460383102243,3,11
"response to stress","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,11
"response to stress","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,11
"response to stress","Serine/threonine-protein kinase AKT",0.01289377105065365,0,11
"response to stress","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,11
"response to stress","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,11
"response to stress","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,11
"response to stress","Stem cell growth factor receptor",0.0226427198938308,4,11
"response to toxic substance","Cyclin-dependent kinase 4",0.012579288829906003,0,1
"signal transduction","Cyclin-dependent kinase 4",0.012579288829906003,0,16
"signal transduction","Cyclin-dependent kinase 6",0.0018868933244859001,1,16
"signal transduction","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,16
"signal transduction","Ephrin type-A receptor 2",0.0015724111037382503,0,16
"signal transduction","Ephrin type-A receptor 3",0.0022013755452335504,0,16
"signal transduction","Epidermal growth factor receptor erbB1",0.13082460383102243,3,16
"signal transduction","Fibroblast growth factor receptor 1",0.0283033998672885,0,16
"signal transduction","Hepatocyte growth factor receptor",6.289644414953E-4,0,16
"signal transduction","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,16
"signal transduction","Receptor protein-tyrosine kinase erbB-2",0.059437139721305855,1,16
"signal transduction","Serine/threonine-protein kinase AKT",0.01289377105065365,0,16
"signal transduction","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,16
"signal transduction","Serine/threonine-protein kinase Aurora-A",0.0056606799734577,0,16
"signal transduction","Serine/threonine-protein kinase Chk2",0.015095146595887201,0,16
"signal transduction","Stem cell growth factor receptor",0.0226427198938308,4,16
"signal transduction","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,16
"small molecule metabolic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"small molecule metabolic process","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,2
"symbiosis, encompassing mutualism through parasitism","Ephrin type-A receptor 2",0.0015724111037382503,0,2
"symbiosis, encompassing mutualism through parasitism","Vascular endothelial growth factor receptor 2",0.16321627256803037,0,2
"translation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,1
"transmembrane transport","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,1
"transport","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"transport","Serine/threonine-protein kinase AKT2",0.005975162194205351,0,2
"vesicle-mediated transport","Stem cell growth factor receptor",0.0226427198938308,4,1
