"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"CAMK protein kinase PIM family","Pim","multicellular organismal development",0.25441611658484886,0,19
"CAMK protein kinase PIM family","Pim","phosphorylation",0.25441611658484886,0,32
"CAMK protein kinase PIM family","Pim","positive regulation of catalytic activity",0.25441611658484886,0,17
"CAMK protein kinase PIM family","Pim","signal transduction",0.25441611658484886,0,29
"CAMK protein kinase QIK subfamily","Qik","cellular protein modification process",0.004402751090467101,0,32
"CAMK protein kinase QIK subfamily","Qik","phosphorylation",0.004402751090467101,0,32
"CAMK protein kinase RAD53 family","Rad53","DNA metabolic process",0.028617882088036152,0,5
"CAMK protein kinase RAD53 family","Rad53","aging",0.028617882088036152,0,4
"CAMK protein kinase RAD53 family","Rad53","biosynthetic process",0.028617882088036152,0,10
"CAMK protein kinase RAD53 family","Rad53","catabolic process",0.028617882088036152,0,4
"CAMK protein kinase RAD53 family","Rad53","cell cycle",0.028617882088036152,0,11
"CAMK protein kinase RAD53 family","Rad53","cell death",0.028617882088036152,0,16
"CAMK protein kinase RAD53 family","Rad53","cell division",0.028617882088036152,0,4
"CAMK protein kinase RAD53 family","Rad53","cellular nitrogen compound metabolic process",0.028617882088036152,0,9
"CAMK protein kinase RAD53 family","Rad53","cellular protein modification process",0.028617882088036152,0,32
"CAMK protein kinase RAD53 family","Rad53","cellular response to drug",0.028617882088036152,0,3
"CAMK protein kinase RAD53 family","Rad53","cytoskeleton organization",0.028617882088036152,0,10
"CAMK protein kinase RAD53 family","Rad53","microtubule-based process",0.028617882088036152,0,3
"CAMK protein kinase RAD53 family","Rad53","mitotic nuclear division",0.028617882088036152,0,3
"CAMK protein kinase RAD53 family","Rad53","phosphorylation",0.028617882088036152,0,32
"CAMK protein kinase RAD53 family","Rad53","positive regulation of apoptotic process",0.028617882088036152,0,6
"CAMK protein kinase RAD53 family","Rad53","protein complex assembly",0.028617882088036152,0,8
"CAMK protein kinase RAD53 family","Rad53","protein stabilization",0.028617882088036152,0,1
"CAMK protein kinase RAD53 family","Rad53","response to stress",0.028617882088036152,0,25
"CAMK protein kinase RAD53 family","Rad53","signal transduction",0.028617882088036152,0,29
"CAMK protein kinase RSKb subfamily","Rskb","cell cycle",0.07012953522672595,0,11
"CAMK protein kinase RSKb subfamily","Rskb","cell death",0.07012953522672595,0,16
"CAMK protein kinase RSKb subfamily","Rskb","cellular protein modification process",0.07012953522672595,0,32
"CAMK protein kinase RSKb subfamily","Rskb","immune system process",0.07012953522672595,0,16
"CAMK protein kinase RSKb subfamily","Rskb","multicellular organismal development",0.07012953522672595,0,19
"CAMK protein kinase RSKb subfamily","Rskb","negative regulation of endopeptidase activity",0.07012953522672595,0,4
"CAMK protein kinase RSKb subfamily","Rskb","phosphorylation",0.07012953522672595,0,32
"CAMK protein kinase RSKb subfamily","Rskb","response to stress",0.07012953522672595,0,25
"CAMK protein kinase RSKb subfamily","Rskb","signal transduction",0.07012953522672595,0,29
"CK1 protein kinase CK1 family","Ck1","DNA metabolic process",0.046857850891399856,0,5
"CK1 protein kinase CK1 family","Ck1","anatomical structure formation involved in morphogenesis",0.046857850891399856,0,8
"CK1 protein kinase CK1 family","Ck1","cell adhesion",0.046857850891399856,0,9
"CK1 protein kinase CK1 family","Ck1","cell cycle",0.046857850891399856,0,11
"CK1 protein kinase CK1 family","Ck1","cell morphogenesis",0.046857850891399856,0,9
"CK1 protein kinase CK1 family","Ck1","cellular component assembly",0.046857850891399856,0,5
"CK1 protein kinase CK1 family","Ck1","cellular nitrogen compound metabolic process",0.046857850891399856,0,9
"CK1 protein kinase CK1 family","Ck1","cellular protein modification process",0.046857850891399856,0,32
"CK1 protein kinase CK1 family","Ck1","cytoskeleton organization",0.046857850891399856,0,10
"CK1 protein kinase CK1 family","Ck1","membrane organization",0.046857850891399856,0,3
"CK1 protein kinase CK1 family","Ck1","microtubule-based process",0.046857850891399856,0,3
"CK1 protein kinase CK1 family","Ck1","phosphorylation",0.046857850891399856,0,32
"CK1 protein kinase CK1 family","Ck1","protein complex assembly",0.046857850891399856,0,8
"CK1 protein kinase CK1 family","Ck1","response to stress",0.046857850891399856,0,25
"CK1 protein kinase CK1 family","Ck1","ribosome biogenesis",0.046857850891399856,0,1
"CK1 protein kinase CK1 family","Ck1","signal transduction",0.046857850891399856,0,29
"CK1 protein kinase CK1 family","Ck1","vesicle-mediated transport",0.046857850891399856,0,5
"Other protein kinase AUR family","Aur","catabolic process",0.44247648459194366,6,4
"Other protein kinase AUR family","Aur","cell cycle",0.44247648459194366,6,11
"Other protein kinase AUR family","Aur","cell differentiation",0.44247648459194366,6,17
"Other protein kinase AUR family","Aur","cell division",0.44247648459194366,6,4
"Other protein kinase AUR family","Aur","cell morphogenesis",0.44247648459194366,6,9
"Other protein kinase AUR family","Aur","cellular protein modification process",0.44247648459194366,6,32
"Other protein kinase AUR family","Aur","chromosome organization",0.44247648459194366,6,4
"Other protein kinase AUR family","Aur","cytoskeleton organization",0.44247648459194366,6,10
"Other protein kinase AUR family","Aur","growth",0.44247648459194366,6,4
"Other protein kinase AUR family","Aur","microtubule-based process",0.44247648459194366,6,3
"Other protein kinase AUR family","Aur","mitotic nuclear division",0.44247648459194366,6,3
"Other protein kinase AUR family","Aur","multicellular organismal development",0.44247648459194366,6,19
"Other protein kinase AUR family","Aur","phosphorylation",0.44247648459194366,6,32
"Other protein kinase AUR family","Aur","protein complex assembly",0.44247648459194366,6,8
"Other protein kinase AUR family","Aur","proteolysis",0.44247648459194366,6,2
"Other protein kinase AUR family","Aur","reproduction",0.44247648459194366,6,9
"Other protein kinase AUR family","Aur","response to stress",0.44247648459194366,6,25
"Other protein kinase AUR family","Aur","signal transduction",0.44247648459194366,6,29
"Other protein kinase group","Other","cell differentiation",0.18271417025438466,1,17
"Other protein kinase group","Other","cellular protein modification process",0.18271417025438466,1,32
"Other protein kinase group","Other","cytoskeleton organization",0.18271417025438466,1,10
"Other protein kinase group","Other","immune system process",0.18271417025438466,1,16
"Other protein kinase group","Other","multicellular organismal development",0.18271417025438466,1,19
"Other protein kinase group","Other","phosphorylation",0.18271417025438466,1,32
"Other protein kinase group","Other","plasma membrane organization",0.18271417025438466,1,2
"Other protein kinase group","Other","regulation of catalytic activity",0.18271417025438466,1,7
"Other protein kinase group","Other","response to stress",0.18271417025438466,1,25
"Other protein kinase group","Other","response to toxic substance",0.18271417025438466,1,1
"Other protein kinase group","Other","signal transduction",0.18271417025438466,1,29
"STE protein kinase ASK","Ask","cellular protein modification process",0.0012579288829906,0,32
"STE protein kinase ASK","Ask","phosphorylation",0.0012579288829906,0,32
"STE protein kinase ASK","Ask","positive regulation of catalytic activity",0.0012579288829906,0,17
"STE protein kinase ASK","Ask","response to stress",0.0012579288829906,0,25
"STE protein kinase ASK","Ask","signal transduction",0.0012579288829906,0,29
"STE protein kinase PAKA subfamily","Paka","cell death",0.06383989081177295,0,16
"STE protein kinase PAKA subfamily","Paka","cell differentiation",0.06383989081177295,0,17
"STE protein kinase PAKA subfamily","Paka","cell morphogenesis",0.06383989081177295,0,9
"STE protein kinase PAKA subfamily","Paka","cellular protein modification process",0.06383989081177295,0,32
"STE protein kinase PAKA subfamily","Paka","cytoskeleton organization",0.06383989081177295,0,10
"STE protein kinase PAKA subfamily","Paka","immune system process",0.06383989081177295,0,16
"STE protein kinase PAKA subfamily","Paka","metabolic process",0.06383989081177295,0,3
"STE protein kinase PAKA subfamily","Paka","multicellular organismal development",0.06383989081177295,0,19
"STE protein kinase PAKA subfamily","Paka","phosphorylation",0.06383989081177295,0,32
"STE protein kinase PAKA subfamily","Paka","positive regulation of catalytic activity",0.06383989081177295,0,17
"STE protein kinase PAKA subfamily","Paka","response to stress",0.06383989081177295,0,25
"STE protein kinase PAKA subfamily","Paka","signal transduction",0.06383989081177295,0,29
"STE protein kinase PAKA subfamily","Paka","vesicle-mediated transport",0.06383989081177295,0,5
"STE protein kinase STE11 family","Ste11","cell death",0.0037737866489718002,0,16
"STE protein kinase STE11 family","Ste11","cellular protein modification process",0.0037737866489718002,0,32
"STE protein kinase STE11 family","Ste11","immune system process",0.0037737866489718002,0,16
"STE protein kinase STE11 family","Ste11","phosphorylation",0.0037737866489718002,0,32
"STE protein kinase STE11 family","Ste11","positive regulation of catalytic activity",0.0037737866489718002,0,17
"STE protein kinase STE11 family","Ste11","signal transduction",0.0037737866489718002,0,29
"STE protein kinase STE7 family","Ste7","cell death",0.0113213599469154,0,16
"STE protein kinase STE7 family","Ste7","cellular protein modification process",0.0113213599469154,0,32
"STE protein kinase STE7 family","Ste7","phosphorylation",0.0113213599469154,0,32
"STE protein kinase STE7 family","Ste7","positive regulation of apoptotic process",0.0113213599469154,0,6
"STE protein kinase STE7 family","Ste7","positive regulation of catalytic activity",0.0113213599469154,0,17
"STE protein kinase STE7 family","Ste7","proteolysis",0.0113213599469154,0,2
"STE protein kinase STE7 family","Ste7","response to stress",0.0113213599469154,0,25
"STE protein kinase STE7 family","Ste7","signal transduction",0.0113213599469154,0,29
"TKL protein kinase LZK subfamily","Lzk","cellular protein modification process",0.0056606799734577,0,32
"TKL protein kinase LZK subfamily","Lzk","phosphorylation",0.0056606799734577,0,32
"TKL protein kinase LZK subfamily","Lzk","positive regulation of catalytic activity",0.0056606799734577,0,17
"TKL protein kinase LZK subfamily","Lzk","response to stress",0.0056606799734577,0,25
"TKL protein kinase LZK subfamily","Lzk","signal transduction",0.0056606799734577,0,29
"TKL protein kinase RAF family","Raf","anatomical structure development",0.6078941327052074,3,10
"TKL protein kinase RAF family","Raf","cell adhesion",0.6078941327052074,3,9
"TKL protein kinase RAF family","Raf","cell death",0.6078941327052074,3,16
"TKL protein kinase RAF family","Raf","cell differentiation",0.6078941327052074,3,17
"TKL protein kinase RAF family","Raf","cell proliferation",0.6078941327052074,3,10
"TKL protein kinase RAF family","Raf","cell-cell signaling",0.6078941327052074,3,4
"TKL protein kinase RAF family","Raf","cellular protein modification process",0.6078941327052074,3,32
"TKL protein kinase RAF family","Raf","cellular response to drug",0.6078941327052074,3,3
"TKL protein kinase RAF family","Raf","cytoskeleton organization",0.6078941327052074,3,10
"TKL protein kinase RAF family","Raf","homeostatic process",0.6078941327052074,3,8
"TKL protein kinase RAF family","Raf","immune system process",0.6078941327052074,3,16
"TKL protein kinase RAF family","Raf","membrane organization",0.6078941327052074,3,3
"TKL protein kinase RAF family","Raf","multicellular organismal development",0.6078941327052074,3,19
"TKL protein kinase RAF family","Raf","negative regulation of endopeptidase activity",0.6078941327052074,3,4
"TKL protein kinase RAF family","Raf","neurological system process",0.6078941327052074,3,5
"TKL protein kinase RAF family","Raf","phosphorylation",0.6078941327052074,3,32
"TKL protein kinase RAF family","Raf","positive regulation of catalytic activity",0.6078941327052074,3,17
"TKL protein kinase RAF family","Raf","protein complex assembly",0.6078941327052074,3,8
"TKL protein kinase RAF family","Raf","response to stress",0.6078941327052074,3,25
"TKL protein kinase RAF family","Raf","signal transduction",0.6078941327052074,3,29
"TKL protein kinase RAF family","Raf","transmembrane transport",0.6078941327052074,3,4
"TKL protein kinase RAF family","Raf","transport",0.6078941327052074,3,3
"TKL protein kinase STKR Type 2 subfamily","Type2","anatomical structure formation involved in morphogenesis",0.00911998440168185,0,8
"TKL protein kinase STKR Type 2 subfamily","Type2","biosynthetic process",0.00911998440168185,0,10
"TKL protein kinase STKR Type 2 subfamily","Type2","cell death",0.00911998440168185,0,16
"TKL protein kinase STKR Type 2 subfamily","Type2","cell differentiation",0.00911998440168185,0,17
"TKL protein kinase STKR Type 2 subfamily","Type2","cell proliferation",0.00911998440168185,0,10
"TKL protein kinase STKR Type 2 subfamily","Type2","cellular nitrogen compound metabolic process",0.00911998440168185,0,9
"TKL protein kinase STKR Type 2 subfamily","Type2","cellular protein modification process",0.00911998440168185,0,32
"TKL protein kinase STKR Type 2 subfamily","Type2","circulatory system process",0.00911998440168185,0,4
"TKL protein kinase STKR Type 2 subfamily","Type2","embryo development",0.00911998440168185,0,8
"TKL protein kinase STKR Type 2 subfamily","Type2","female pregnancy",0.00911998440168185,0,2
"TKL protein kinase STKR Type 2 subfamily","Type2","multicellular organismal development",0.00911998440168185,0,19
"TKL protein kinase STKR Type 2 subfamily","Type2","phosphorylation",0.00911998440168185,0,32
"TKL protein kinase STKR Type 2 subfamily","Type2","response to stress",0.00911998440168185,0,25
"TKL protein kinase STKR Type 2 subfamily","Type2","signal transduction",0.00911998440168185,0,29
"TKL protein kinase STKR1","Stkr1","anatomical structure development",0.020441344348597252,0,10
"TKL protein kinase STKR1","Stkr1","anatomical structure formation involved in morphogenesis",0.020441344348597252,0,8
"TKL protein kinase STKR1","Stkr1","cell cycle",0.020441344348597252,0,11
"TKL protein kinase STKR1","Stkr1","cell differentiation",0.020441344348597252,0,17
"TKL protein kinase STKR1","Stkr1","cell motility",0.020441344348597252,0,9
"TKL protein kinase STKR1","Stkr1","cellular protein modification process",0.020441344348597252,0,32
"TKL protein kinase STKR1","Stkr1","embryo development",0.020441344348597252,0,8
"TKL protein kinase STKR1","Stkr1","multicellular organismal development",0.020441344348597252,0,19
"TKL protein kinase STKR1","Stkr1","phosphorylation",0.020441344348597252,0,32
"TKL protein kinase STKR1","Stkr1","reproduction",0.020441344348597252,0,9
"TKL protein kinase STKR1","Stkr1","response to stress",0.020441344348597252,0,25
"TKL protein kinase STKR1","Stkr1","signal transduction",0.020441344348597252,0,29
"TKL protein kinase TESK subfamily","Tesk","cellular protein modification process",0.008805502180934201,0,32
"TKL protein kinase TESK subfamily","Tesk","phosphorylation",0.008805502180934201,0,32
"TKL protein kinase TESK subfamily","Tesk","reproduction",0.008805502180934201,0,9
"Tyrosine protein kinase Abl family","Abl","DNA metabolic process",0.35316353389961097,4,5
"Tyrosine protein kinase Abl family","Abl","autophagy",0.35316353389961097,4,2
"Tyrosine protein kinase Abl family","Abl","cell adhesion",0.35316353389961097,4,9
"Tyrosine protein kinase Abl family","Abl","cell cycle",0.35316353389961097,4,11
"Tyrosine protein kinase Abl family","Abl","cell death",0.35316353389961097,4,16
"Tyrosine protein kinase Abl family","Abl","cell differentiation",0.35316353389961097,4,17
"Tyrosine protein kinase Abl family","Abl","cell morphogenesis",0.35316353389961097,4,9
"Tyrosine protein kinase Abl family","Abl","cell proliferation",0.35316353389961097,4,10
"Tyrosine protein kinase Abl family","Abl","cellular component assembly",0.35316353389961097,4,5
"Tyrosine protein kinase Abl family","Abl","cellular protein modification process",0.35316353389961097,4,32
"Tyrosine protein kinase Abl family","Abl","cytoskeleton organization",0.35316353389961097,4,10
"Tyrosine protein kinase Abl family","Abl","growth",0.35316353389961097,4,4
"Tyrosine protein kinase Abl family","Abl","homeostatic process",0.35316353389961097,4,8
"Tyrosine protein kinase Abl family","Abl","immune system process",0.35316353389961097,4,16
"Tyrosine protein kinase Abl family","Abl","mitotic nuclear division",0.35316353389961097,4,3
"Tyrosine protein kinase Abl family","Abl","multicellular organismal development",0.35316353389961097,4,19
"Tyrosine protein kinase Abl family","Abl","neurological system process",0.35316353389961097,4,5
"Tyrosine protein kinase Abl family","Abl","phosphorylation",0.35316353389961097,4,32
"Tyrosine protein kinase Abl family","Abl","positive regulation of apoptotic process",0.35316353389961097,4,6
"Tyrosine protein kinase Abl family","Abl","positive regulation of catalytic activity",0.35316353389961097,4,17
"Tyrosine protein kinase Abl family","Abl","regulation of catalytic activity",0.35316353389961097,4,7
"Tyrosine protein kinase Abl family","Abl","regulation of protein localization",0.35316353389961097,4,6
"Tyrosine protein kinase Abl family","Abl","response to stress",0.35316353389961097,4,25
"Tyrosine protein kinase Abl family","Abl","signal transduction",0.35316353389961097,4,29
"Tyrosine protein kinase Abl family","Abl","vesicle-mediated transport",0.35316353389961097,4,5
"Tyrosine protein kinase EGFR family","Egfr","anatomical structure development",1.1368532280027548,16,10
"Tyrosine protein kinase EGFR family","Egfr","biosynthetic process",1.1368532280027548,16,10
"Tyrosine protein kinase EGFR family","Egfr","cell adhesion",1.1368532280027548,16,9
"Tyrosine protein kinase EGFR family","Egfr","cell death",1.1368532280027548,16,16
"Tyrosine protein kinase EGFR family","Egfr","cell differentiation",1.1368532280027548,16,17
"Tyrosine protein kinase EGFR family","Egfr","cell morphogenesis",1.1368532280027548,16,9
"Tyrosine protein kinase EGFR family","Egfr","cell motility",1.1368532280027548,16,9
"Tyrosine protein kinase EGFR family","Egfr","cell proliferation",1.1368532280027548,16,10
"Tyrosine protein kinase EGFR family","Egfr","cellular nitrogen compound metabolic process",1.1368532280027548,16,9
"Tyrosine protein kinase EGFR family","Egfr","cellular protein modification process",1.1368532280027548,16,32
"Tyrosine protein kinase EGFR family","Egfr","embryo development",1.1368532280027548,16,8
"Tyrosine protein kinase EGFR family","Egfr","growth",1.1368532280027548,16,4
"Tyrosine protein kinase EGFR family","Egfr","lipid metabolic process",1.1368532280027548,16,5
"Tyrosine protein kinase EGFR family","Egfr","locomotion",1.1368532280027548,16,3
"Tyrosine protein kinase EGFR family","Egfr","membrane organization",1.1368532280027548,16,3
"Tyrosine protein kinase EGFR family","Egfr","mitochondrion organization",1.1368532280027548,16,2
"Tyrosine protein kinase EGFR family","Egfr","multicellular organismal development",1.1368532280027548,16,19
"Tyrosine protein kinase EGFR family","Egfr","neurological system process",1.1368532280027548,16,5
"Tyrosine protein kinase EGFR family","Egfr","phosphorylation",1.1368532280027548,16,32
"Tyrosine protein kinase EGFR family","Egfr","positive regulation of catalytic activity",1.1368532280027548,16,17
"Tyrosine protein kinase EGFR family","Egfr","regulation of catalytic activity",1.1368532280027548,16,7
"Tyrosine protein kinase EGFR family","Egfr","regulation of protein localization",1.1368532280027548,16,6
"Tyrosine protein kinase EGFR family","Egfr","reproduction",1.1368532280027548,16,9
"Tyrosine protein kinase EGFR family","Egfr","response to stress",1.1368532280027548,16,25
"Tyrosine protein kinase EGFR family","Egfr","signal transduction",1.1368532280027548,16,29
"Tyrosine protein kinase EGFR family","Egfr","transport",1.1368532280027548,16,3
"Tyrosine protein kinase Eph family","Eph","anatomical structure formation involved in morphogenesis",0.043713028683923356,0,8
