"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Atypical protein kinase PIKK family","Pikk","signal transduction",0.12988115716877946,0,23
"CAMK protein kinase RAD53 family","Rad53","DNA metabolic process",0.028617882088036152,0,2
"CAMK protein kinase RAD53 family","Rad53","aging",0.028617882088036152,0,5
"CAMK protein kinase RAD53 family","Rad53","biosynthetic process",0.028617882088036152,0,9
"CAMK protein kinase RAD53 family","Rad53","catabolic process",0.028617882088036152,0,5
"CAMK protein kinase RAD53 family","Rad53","cell cycle",0.028617882088036152,0,5
"CAMK protein kinase RAD53 family","Rad53","cell death",0.028617882088036152,0,11
"CAMK protein kinase RAD53 family","Rad53","cell division",0.028617882088036152,0,2
"CAMK protein kinase RAD53 family","Rad53","cellular nitrogen compound metabolic process",0.028617882088036152,0,7
"CAMK protein kinase RAD53 family","Rad53","cellular protein modification process",0.028617882088036152,0,23
"CAMK protein kinase RAD53 family","Rad53","cellular response to drug",0.028617882088036152,0,2
"CAMK protein kinase RAD53 family","Rad53","cytoskeleton organization",0.028617882088036152,0,5
"CAMK protein kinase RAD53 family","Rad53","microtubule-based process",0.028617882088036152,0,3
"CAMK protein kinase RAD53 family","Rad53","mitotic nuclear division",0.028617882088036152,0,2
"CAMK protein kinase RAD53 family","Rad53","phosphorylation",0.028617882088036152,0,23
"CAMK protein kinase RAD53 family","Rad53","positive regulation of apoptotic process",0.028617882088036152,0,7
"CAMK protein kinase RAD53 family","Rad53","protein complex assembly",0.028617882088036152,0,7
"CAMK protein kinase RAD53 family","Rad53","protein stabilization",0.028617882088036152,0,1
"CAMK protein kinase RAD53 family","Rad53","response to stress",0.028617882088036152,0,16
"CAMK protein kinase RAD53 family","Rad53","signal transduction",0.028617882088036152,0,23
"CMGC protein kinase ERK subfamily","Erk","anatomical structure development",0.0295613287502791,1,10
"CMGC protein kinase ERK subfamily","Erk","anatomical structure formation involved in morphogenesis",0.0295613287502791,1,6
"CMGC protein kinase ERK subfamily","Erk","biosynthetic process",0.0295613287502791,1,9
"CMGC protein kinase ERK subfamily","Erk","cell cycle",0.0295613287502791,1,5
"CMGC protein kinase ERK subfamily","Erk","cell death",0.0295613287502791,1,11
"CMGC protein kinase ERK subfamily","Erk","cell differentiation",0.0295613287502791,1,13
"CMGC protein kinase ERK subfamily","Erk","cell morphogenesis",0.0295613287502791,1,8
"CMGC protein kinase ERK subfamily","Erk","cellular nitrogen compound metabolic process",0.0295613287502791,1,7
"CMGC protein kinase ERK subfamily","Erk","cellular protein modification process",0.0295613287502791,1,23
"CMGC protein kinase ERK subfamily","Erk","embryo development",0.0295613287502791,1,7
"CMGC protein kinase ERK subfamily","Erk","immune system process",0.0295613287502791,1,11
"CMGC protein kinase ERK subfamily","Erk","lipid metabolic process",0.0295613287502791,1,4
"CMGC protein kinase ERK subfamily","Erk","locomotion",0.0295613287502791,1,5
"CMGC protein kinase ERK subfamily","Erk","multicellular organismal development",0.0295613287502791,1,14
"CMGC protein kinase ERK subfamily","Erk","neurological system process",0.0295613287502791,1,5
"CMGC protein kinase ERK subfamily","Erk","nucleocytoplasmic transport",0.0295613287502791,1,4
"CMGC protein kinase ERK subfamily","Erk","phosphorylation",0.0295613287502791,1,23
"CMGC protein kinase ERK subfamily","Erk","positive regulation of catalytic activity",0.0295613287502791,1,13
"CMGC protein kinase ERK subfamily","Erk","protein complex assembly",0.0295613287502791,1,7
"CMGC protein kinase ERK subfamily","Erk","protein targeting",0.0295613287502791,1,3
"CMGC protein kinase ERK subfamily","Erk","response to stress",0.0295613287502791,1,16
"CMGC protein kinase ERK subfamily","Erk","response to toxic substance",0.0295613287502791,1,2
"CMGC protein kinase ERK subfamily","Erk","signal transduction",0.0295613287502791,1,23
"CMGC protein kinase ERK subfamily","Erk","small molecule metabolic process",0.0295613287502791,1,2
"CMGC protein kinase ERK subfamily","Erk","symbiosis, encompassing mutualism through parasitism",0.0295613287502791,1,2
"CMGC protein kinase ERK subfamily","Erk","vesicle-mediated transport",0.0295613287502791,1,2
"CMGC protein kinase GSK family","Gsk","aging",0.32454565181157485,2,5
"CMGC protein kinase GSK family","Gsk","anatomical structure development",0.32454565181157485,2,10
"CMGC protein kinase GSK family","Gsk","anatomical structure formation involved in morphogenesis",0.32454565181157485,2,6
"CMGC protein kinase GSK family","Gsk","carbohydrate metabolic process",0.32454565181157485,2,2
"CMGC protein kinase GSK family","Gsk","catabolic process",0.32454565181157485,2,5
"CMGC protein kinase GSK family","Gsk","cell cycle",0.32454565181157485,2,5
"CMGC protein kinase GSK family","Gsk","cell death",0.32454565181157485,2,11
"CMGC protein kinase GSK family","Gsk","cell differentiation",0.32454565181157485,2,13
"CMGC protein kinase GSK family","Gsk","cell morphogenesis",0.32454565181157485,2,8
"CMGC protein kinase GSK family","Gsk","cell motility",0.32454565181157485,2,7
"CMGC protein kinase GSK family","Gsk","cell-cell signaling",0.32454565181157485,2,3
"CMGC protein kinase GSK family","Gsk","cellular nitrogen compound metabolic process",0.32454565181157485,2,7
"CMGC protein kinase GSK family","Gsk","cellular protein modification process",0.32454565181157485,2,23
"CMGC protein kinase GSK family","Gsk","generation of precursor metabolites and energy",0.32454565181157485,2,2
"CMGC protein kinase GSK family","Gsk","membrane organization",0.32454565181157485,2,3
"CMGC protein kinase GSK family","Gsk","mitochondrion organization",0.32454565181157485,2,2
"CMGC protein kinase GSK family","Gsk","multicellular organismal development",0.32454565181157485,2,14
"CMGC protein kinase GSK family","Gsk","nucleocytoplasmic transport",0.32454565181157485,2,4
"CMGC protein kinase GSK family","Gsk","phosphorylation",0.32454565181157485,2,23
"CMGC protein kinase GSK family","Gsk","positive regulation of apoptotic process",0.32454565181157485,2,7
"CMGC protein kinase GSK family","Gsk","positive regulation of catalytic activity",0.32454565181157485,2,13
"CMGC protein kinase GSK family","Gsk","protein complex assembly",0.32454565181157485,2,7
"CMGC protein kinase GSK family","Gsk","proteolysis",0.32454565181157485,2,2
"CMGC protein kinase GSK family","Gsk","regulation of catalytic activity",0.32454565181157485,2,6
"CMGC protein kinase GSK family","Gsk","regulation of protein localization",0.32454565181157485,2,5
"CMGC protein kinase GSK family","Gsk","response to stress",0.32454565181157485,2,16
"CMGC protein kinase GSK family","Gsk","signal transduction",0.32454565181157485,2,23
"CMGC protein kinase GSK family","Gsk","transport",0.32454565181157485,2,4
"Other protein kinase AUR family","Aur","catabolic process",0.44247648459194366,6,5
"Other protein kinase AUR family","Aur","cell cycle",0.44247648459194366,6,5
"Other protein kinase AUR family","Aur","cell differentiation",0.44247648459194366,6,13
"Other protein kinase AUR family","Aur","cell division",0.44247648459194366,6,2
"Other protein kinase AUR family","Aur","cell morphogenesis",0.44247648459194366,6,8
"Other protein kinase AUR family","Aur","cellular protein modification process",0.44247648459194366,6,23
"Other protein kinase AUR family","Aur","chromosome organization",0.44247648459194366,6,4
"Other protein kinase AUR family","Aur","cytoskeleton organization",0.44247648459194366,6,5
"Other protein kinase AUR family","Aur","growth",0.44247648459194366,6,4
"Other protein kinase AUR family","Aur","microtubule-based process",0.44247648459194366,6,3
"Other protein kinase AUR family","Aur","mitotic nuclear division",0.44247648459194366,6,2
"Other protein kinase AUR family","Aur","multicellular organismal development",0.44247648459194366,6,14
"Other protein kinase AUR family","Aur","phosphorylation",0.44247648459194366,6,23
"Other protein kinase AUR family","Aur","protein complex assembly",0.44247648459194366,6,7
"Other protein kinase AUR family","Aur","proteolysis",0.44247648459194366,6,2
"Other protein kinase AUR family","Aur","reproduction",0.44247648459194366,6,5
"Other protein kinase AUR family","Aur","response to stress",0.44247648459194366,6,16
"Other protein kinase AUR family","Aur","signal transduction",0.44247648459194366,6,23
"Other protein kinase Meta subfamily","Meta","cellular protein modification process",0.010692395505420102,0,23
"Other protein kinase Meta subfamily","Meta","phosphorylation",0.010692395505420102,0,23
"Other protein kinase Meta subfamily","Meta","regulation of catalytic activity",0.010692395505420102,0,6
"Other protein kinase Meta subfamily","Meta","signal transduction",0.010692395505420102,0,23
"Other protein kinase PKR","Pkr","biosynthetic process",0.031448222074765005,0,9
"Other protein kinase PKR","Pkr","cellular nitrogen compound metabolic process",0.031448222074765005,0,7
"Other protein kinase PKR","Pkr","cellular protein modification process",0.031448222074765005,0,23
"Other protein kinase PKR","Pkr","immune system process",0.031448222074765005,0,11
"Other protein kinase PKR","Pkr","phosphorylation",0.031448222074765005,0,23
"Other protein kinase PKR","Pkr","positive regulation of apoptotic process",0.031448222074765005,0,7
"Other protein kinase PKR","Pkr","positive regulation of catalytic activity",0.031448222074765005,0,13
"Other protein kinase PKR","Pkr","regulation of catalytic activity",0.031448222074765005,0,6
"Other protein kinase PKR","Pkr","response to stress",0.031448222074765005,0,16
"Other protein kinase PKR","Pkr","response to toxic substance",0.031448222074765005,0,2
"Other protein kinase PKR","Pkr","signal transduction",0.031448222074765005,0,23
"Other protein kinase PKR","Pkr","symbiosis, encompassing mutualism through parasitism",0.031448222074765005,0,2
"Other protein kinase PKR","Pkr","translation",0.031448222074765005,0,2
"STE protein kinase PAKB subfamily","Pakb","cell adhesion",0.006289644414953001,0,5
"STE protein kinase PAKB subfamily","Pakb","cell death",0.006289644414953001,0,11
"STE protein kinase PAKB subfamily","Pakb","cellular protein modification process",0.006289644414953001,0,23
"STE protein kinase PAKB subfamily","Pakb","cytoskeleton organization",0.006289644414953001,0,5
"STE protein kinase PAKB subfamily","Pakb","phosphorylation",0.006289644414953001,0,23
"STE protein kinase PAKB subfamily","Pakb","signal transduction",0.006289644414953001,0,23
"STE protein kinase STE11 family","Ste11","cell death",0.0037737866489718002,0,11
"STE protein kinase STE11 family","Ste11","cellular protein modification process",0.0037737866489718002,0,23
"STE protein kinase STE11 family","Ste11","immune system process",0.0037737866489718002,0,11
"STE protein kinase STE11 family","Ste11","phosphorylation",0.0037737866489718002,0,23
"STE protein kinase STE11 family","Ste11","positive regulation of catalytic activity",0.0037737866489718002,0,13
"STE protein kinase STE11 family","Ste11","signal transduction",0.0037737866489718002,0,23
"TKL protein kinase IRAK family","Irak","cell motility",0.08805502180934201,0,7
"TKL protein kinase IRAK family","Irak","cellular protein modification process",0.08805502180934201,0,23
"TKL protein kinase IRAK family","Irak","immune system process",0.08805502180934201,0,11
"TKL protein kinase IRAK family","Irak","phosphorylation",0.08805502180934201,0,23
"TKL protein kinase IRAK family","Irak","response to stress",0.08805502180934201,0,16
"TKL protein kinase IRAK family","Irak","signal transduction",0.08805502180934201,0,23
"TKL protein kinase RAF family","Raf","anatomical structure development",0.5082032687282025,3,10
"TKL protein kinase RAF family","Raf","cell adhesion",0.5082032687282025,3,5
"TKL protein kinase RAF family","Raf","cell differentiation",0.5082032687282025,3,13
"TKL protein kinase RAF family","Raf","cellular protein modification process",0.5082032687282025,3,23
"TKL protein kinase RAF family","Raf","cellular response to drug",0.5082032687282025,3,2
"TKL protein kinase RAF family","Raf","immune system process",0.5082032687282025,3,11
"TKL protein kinase RAF family","Raf","membrane organization",0.5082032687282025,3,3
"TKL protein kinase RAF family","Raf","multicellular organismal development",0.5082032687282025,3,14
"TKL protein kinase RAF family","Raf","neurological system process",0.5082032687282025,3,5
"TKL protein kinase RAF family","Raf","phosphorylation",0.5082032687282025,3,23
"TKL protein kinase RAF family","Raf","positive regulation of catalytic activity",0.5082032687282025,3,13
"TKL protein kinase RAF family","Raf","protein complex assembly",0.5082032687282025,3,7
"TKL protein kinase RAF family","Raf","signal transduction",0.5082032687282025,3,23
"TKL protein kinase RAF family","Raf","transport",0.5082032687282025,3,4
"TKL protein kinase STKR Type 1 subfamily","Type1","biosynthetic process",0.011006877726167751,0,9
"TKL protein kinase STKR Type 1 subfamily","Type1","cell differentiation",0.011006877726167751,0,13
"TKL protein kinase STKR Type 1 subfamily","Type1","cell morphogenesis",0.011006877726167751,0,8
"TKL protein kinase STKR Type 1 subfamily","Type1","cellular protein modification process",0.011006877726167751,0,23
"TKL protein kinase STKR Type 1 subfamily","Type1","growth",0.011006877726167751,0,4
"TKL protein kinase STKR Type 1 subfamily","Type1","locomotion",0.011006877726167751,0,5
"TKL protein kinase STKR Type 1 subfamily","Type1","multicellular organismal development",0.011006877726167751,0,14
"TKL protein kinase STKR Type 1 subfamily","Type1","phosphorylation",0.011006877726167751,0,23
"TKL protein kinase STKR Type 1 subfamily","Type1","positive regulation of apoptotic process",0.011006877726167751,0,7
"TKL protein kinase STKR Type 1 subfamily","Type1","reproduction",0.011006877726167751,0,5
"TKL protein kinase STKR Type 1 subfamily","Type1","response to stress",0.011006877726167751,0,16
"TKL protein kinase STKR Type 1 subfamily","Type1","signal transduction",0.011006877726167751,0,23
"TKL protein kinase STKR Type 2 subfamily","Type2","aging",0.022957202114578454,0,5
"TKL protein kinase STKR Type 2 subfamily","Type2","anatomical structure development",0.022957202114578454,0,10
"TKL protein kinase STKR Type 2 subfamily","Type2","anatomical structure formation involved in morphogenesis",0.022957202114578454,0,6
"TKL protein kinase STKR Type 2 subfamily","Type2","cell death",0.022957202114578454,0,11
"TKL protein kinase STKR Type 2 subfamily","Type2","cell differentiation",0.022957202114578454,0,13
"TKL protein kinase STKR Type 2 subfamily","Type2","cellular protein modification process",0.022957202114578454,0,23
"TKL protein kinase STKR Type 2 subfamily","Type2","embryo development",0.022957202114578454,0,7
"TKL protein kinase STKR Type 2 subfamily","Type2","female pregnancy",0.022957202114578454,0,3
"TKL protein kinase STKR Type 2 subfamily","Type2","growth",0.022957202114578454,0,4
"TKL protein kinase STKR Type 2 subfamily","Type2","immune system process",0.022957202114578454,0,11
"TKL protein kinase STKR Type 2 subfamily","Type2","multicellular organismal development",0.022957202114578454,0,14
"TKL protein kinase STKR Type 2 subfamily","Type2","phosphorylation",0.022957202114578454,0,23
"TKL protein kinase STKR Type 2 subfamily","Type2","positive regulation of catalytic activity",0.022957202114578454,0,13
"TKL protein kinase STKR Type 2 subfamily","Type2","response to stress",0.022957202114578454,0,16
"TKL protein kinase STKR Type 2 subfamily","Type2","signal transduction",0.022957202114578454,0,23
"TKL protein kinase STKR Type 2 subfamily","Type2","vesicle-mediated transport",0.022957202114578454,0,2
"TKL protein kinase TAK1 subfamily","Tak1","biosynthetic process",0.03962475981420391,0,9
"TKL protein kinase TAK1 subfamily","Tak1","cell death",0.03962475981420391,0,11
"TKL protein kinase TAK1 subfamily","Tak1","cell-cell signaling",0.03962475981420391,0,3
"TKL protein kinase TAK1 subfamily","Tak1","cellular nitrogen compound metabolic process",0.03962475981420391,0,7
"TKL protein kinase TAK1 subfamily","Tak1","cellular protein modification process",0.03962475981420391,0,23
"TKL protein kinase TAK1 subfamily","Tak1","chromosome organization",0.03962475981420391,0,4
"TKL protein kinase TAK1 subfamily","Tak1","immune system process",0.03962475981420391,0,11
"TKL protein kinase TAK1 subfamily","Tak1","phosphorylation",0.03962475981420391,0,23
"TKL protein kinase TAK1 subfamily","Tak1","positive regulation of catalytic activity",0.03962475981420391,0,13
"TKL protein kinase TAK1 subfamily","Tak1","response to stress",0.03962475981420391,0,16
"TKL protein kinase TAK1 subfamily","Tak1","signal transduction",0.03962475981420391,0,23
"Tyrosine protein kinase DDR family","Ddr","anatomical structure development",0.03899579537270861,0,10
"Tyrosine protein kinase DDR family","Ddr","cell adhesion",0.03899579537270861,0,5
"Tyrosine protein kinase DDR family","Ddr","cell motility",0.03899579537270861,0,7
"Tyrosine protein kinase DDR family","Ddr","cellular protein modification process",0.03899579537270861,0,23
"Tyrosine protein kinase DDR family","Ddr","extracellular matrix organization",0.03899579537270861,0,1
"Tyrosine protein kinase DDR family","Ddr","female pregnancy",0.03899579537270861,0,3
"Tyrosine protein kinase DDR family","Ddr","multicellular organismal development",0.03899579537270861,0,14
"Tyrosine protein kinase DDR family","Ddr","phosphorylation",0.03899579537270861,0,23
"Tyrosine protein kinase DDR family","Ddr","response to stress",0.03899579537270861,0,16
"Tyrosine protein kinase DDR family","Ddr","signal transduction",0.03899579537270861,0,23
"Tyrosine protein kinase DDR family","Ddr","transport",0.03899579537270861,0,4
"Tyrosine protein kinase EGFR family","Egfr","anatomical structure development",1.1138960258881765,15,10
"Tyrosine protein kinase EGFR family","Egfr","biosynthetic process",1.1138960258881765,15,9
"Tyrosine protein kinase EGFR family","Egfr","cell adhesion",1.1138960258881765,15,5
"Tyrosine protein kinase EGFR family","Egfr","cell death",1.1138960258881765,15,11
"Tyrosine protein kinase EGFR family","Egfr","cell differentiation",1.1138960258881765,15,13
"Tyrosine protein kinase EGFR family","Egfr","cell morphogenesis",1.1138960258881765,15,8
"Tyrosine protein kinase EGFR family","Egfr","cell motility",1.1138960258881765,15,7
"Tyrosine protein kinase EGFR family","Egfr","cell proliferation",1.1138960258881765,15,4
"Tyrosine protein kinase EGFR family","Egfr","cellular nitrogen compound metabolic process",1.1138960258881765,15,7
"Tyrosine protein kinase EGFR family","Egfr","cellular protein modification process",1.1138960258881765,15,23
"Tyrosine protein kinase EGFR family","Egfr","embryo development",1.1138960258881765,15,7
"Tyrosine protein kinase EGFR family","Egfr","lipid metabolic process",1.1138960258881765,15,4
"Tyrosine protein kinase EGFR family","Egfr","locomotion",1.1138960258881765,15,5
"Tyrosine protein kinase EGFR family","Egfr","membrane organization",1.1138960258881765,15,3
"Tyrosine protein kinase EGFR family","Egfr","multicellular organismal development",1.1138960258881765,15,14
"Tyrosine protein kinase EGFR family","Egfr","neurological system process",1.1138960258881765,15,5
"Tyrosine protein kinase EGFR family","Egfr","phosphorylation",1.1138960258881765,15,23
"Tyrosine protein kinase EGFR family","Egfr","positive regulation of catalytic activity",1.1138960258881765,15,13
"Tyrosine protein kinase EGFR family","Egfr","regulation of catalytic activity",1.1138960258881765,15,6
"Tyrosine protein kinase EGFR family","Egfr","regulation of protein localization",1.1138960258881765,15,5
"Tyrosine protein kinase EGFR family","Egfr","reproduction",1.1138960258881765,15,5
"Tyrosine protein kinase EGFR family","Egfr","response to stress",1.1138960258881765,15,16
"Tyrosine protein kinase EGFR family","Egfr","signal transduction",1.1138960258881765,15,23
"Tyrosine protein kinase Eph family","Eph","anatomical structure development",0.010692395505420102,0,10
"Tyrosine protein kinase Eph family","Eph","anatomical structure formation involved in morphogenesis",0.010692395505420102,0,6
"Tyrosine protein kinase Eph family","Eph","cell differentiation",0.010692395505420102,0,13
"Tyrosine protein kinase Eph family","Eph","cell morphogenesis",0.010692395505420102,0,8
"Tyrosine protein kinase Eph family","Eph","cellular protein modification process",0.010692395505420102,0,23
"Tyrosine protein kinase Eph family","Eph","embryo development",0.010692395505420102,0,7
"Tyrosine protein kinase Eph family","Eph","locomotion",0.010692395505420102,0,5
"Tyrosine protein kinase Eph family","Eph","multicellular organismal development",0.010692395505420102,0,14
"Tyrosine protein kinase Eph family","Eph","neurological system process",0.010692395505420102,0,5
"Tyrosine protein kinase Eph family","Eph","phosphorylation",0.010692395505420102,0,23
"Tyrosine protein kinase Eph family","Eph","signal transduction",0.010692395505420102,0,23
"Tyrosine protein kinase FGFR family","Fgfr","biosynthetic process",0.0132082532714013,0,9
"Tyrosine protein kinase FGFR family","Fgfr","cell motility",0.0132082532714013,0,7
"Tyrosine protein kinase FGFR family","Fgfr","cellular protein modification process",0.0132082532714013,0,23
"Tyrosine protein kinase FGFR family","Fgfr","homeostatic process",0.0132082532714013,0,5
"Tyrosine protein kinase FGFR family","Fgfr","lipid metabolic process",0.0132082532714013,0,4
"Tyrosine protein kinase FGFR family","Fgfr","phosphorylation",0.0132082532714013,0,23
"Tyrosine protein kinase FGFR family","Fgfr","positive regulation of catalytic activity",0.0132082532714013,0,13
"Tyrosine protein kinase FGFR family","Fgfr","signal transduction",0.0132082532714013,0,23
"Tyrosine protein kinase JakB family","Jakb","anatomical structure development",1.2692502429375154,9,10
"Tyrosine protein kinase JakB family","Jakb","cell death",1.2692502429375154,9,11
"Tyrosine protein kinase JakB family","Jakb","cell differentiation",1.2692502429375154,9,13
"Tyrosine protein kinase JakB family","Jakb","cell motility",1.2692502429375154,9,7
"Tyrosine protein kinase JakB family","Jakb","cellular protein modification process",1.2692502429375154,9,23
"Tyrosine protein kinase JakB family","Jakb","chromosome organization",1.2692502429375154,9,4
"Tyrosine protein kinase JakB family","Jakb","cytoskeleton organization",1.2692502429375154,9,5
"Tyrosine protein kinase JakB family","Jakb","homeostatic process",1.2692502429375154,9,5
"Tyrosine protein kinase JakB family","Jakb","immune system process",1.2692502429375154,9,11
"Tyrosine protein kinase JakB family","Jakb","multicellular organismal development",1.2692502429375154,9,14
