"target_pref_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Bradykinin B2 receptor","Kidney Failure, Acute",0.045599922008409254,0,2
"Bradykinin B2 receptor","Major Depressive Disorder",0.045599922008409254,0,8
"Bradykinin B2 receptor","Mechanical Allodynia",0.045599922008409254,0,10
"Bradykinin B2 receptor","Myocardial Diseases, Secondary",0.045599922008409254,0,7
"Bradykinin B2 receptor","Pain",0.045599922008409254,0,4
"Bradykinin B2 receptor","Pain, Burning",0.045599922008409254,0,4
"Bradykinin B2 receptor","Pain, Crushing",0.045599922008409254,0,4
"Bradykinin B2 receptor","Pain, Migratory",0.045599922008409254,0,4
"Bradykinin B2 receptor","Pain, Splitting",0.045599922008409254,0,4
"Bradykinin B2 receptor","Radiating pain",0.045599922008409254,0,4
"Bradykinin B2 receptor","Reactive Hyperemia",0.045599922008409254,0,1
"Bradykinin B2 receptor","Rheumatoid Arthritis",0.045599922008409254,0,9
"Bradykinin B2 receptor","Suffering, Physical",0.045599922008409254,0,4
"Bradykinin B2 receptor","Tactile Allodynia",0.045599922008409254,0,10
"Bradykinin B2 receptor","Thrombosis",0.045599922008409254,0,4
"Bradykinin B2 receptor","Thrombus",0.045599922008409254,0,4
"Bradykinin B2 receptor","Uncinate Epilepsy",0.045599922008409254,0,3
"Bradykinin B2 receptor","Unipolar Depression",0.045599922008409254,0,9
"Bradykinin B2 receptor","Vascular System Injuries",0.045599922008409254,0,1
"Bradykinin B2 receptor","Venous Engorgement",0.045599922008409254,0,1
"C-C chemokine receptor type 1","Allergic Reaction",0.13679976602522778,0,8
"C-C chemokine receptor type 1","Behcet Syndrome",0.13679976602522778,0,1
"C-C chemokine receptor type 1","Contact Dermatitis",0.13679976602522778,0,2
"C-C chemokine receptor type 1","Contact hypersensitivity",0.13679976602522778,0,2
"C-C chemokine receptor type 1","Experimental Lung Inflammation",0.13679976602522778,0,7
"C-C chemokine receptor type 1","Hypersensitivity",0.13679976602522778,0,8
"C-C chemokine receptor type 1","Liver Dysfunction",0.13679976602522778,0,3
"C-C chemokine receptor type 1","Liver carcinoma",0.13679976602522778,0,6
"C-C chemokine receptor type 1","Liver diseases",0.13679976602522778,0,3
"C-C chemokine receptor type 1","Lobar Pneumonia",0.13679976602522778,0,7
"C-C chemokine receptor type 1","Pneumonia",0.13679976602522778,0,7
"C-C chemokine receptor type 1","Pneumonitis",0.13679976602522778,0,7
"C-C chemokine receptor type 2","Allergic Reaction",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Chemical and Drug Induced Liver Injury",0.46323231116128843,0,9
"C-C chemokine receptor type 2","Chemically-Induced Liver Toxicity",0.46323231116128843,0,9
"C-C chemokine receptor type 2","Complex Partial Status Epilepticus",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Dermatitis, Allergic Contact",0.46323231116128843,0,1
"C-C chemokine receptor type 2","Drug-Induced Acute Liver Injury",0.46323231116128843,0,9
"C-C chemokine receptor type 2","Drug-Induced Liver Disease",0.46323231116128843,0,9
"C-C chemokine receptor type 2","Experimental Lung Inflammation",0.46323231116128843,0,7
"C-C chemokine receptor type 2","Grand Mal Status Epilepticus",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Hamman-Rich syndrome",0.46323231116128843,0,3
"C-C chemokine receptor type 2","Hepatitis, Drug-Induced",0.46323231116128843,0,9
"C-C chemokine receptor type 2","Hepatitis, Toxic",0.46323231116128843,0,9
"C-C chemokine receptor type 2","Hypersensitivity",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Liver Dysfunction",0.46323231116128843,0,3
"C-C chemokine receptor type 2","Liver diseases",0.46323231116128843,0,3
"C-C chemokine receptor type 2","Lobar Pneumonia",0.46323231116128843,0,7
"C-C chemokine receptor type 2","Non-Convulsive Status Epilepticus",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Petit mal status",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Pneumonia",0.46323231116128843,0,7
"C-C chemokine receptor type 2","Pneumonitis",0.46323231116128843,0,7
"C-C chemokine receptor type 2","Pulmonary Fibrosis",0.46323231116128843,0,3
"C-C chemokine receptor type 2","Simple Partial Status Epilepticus",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Status Epilepticus",0.46323231116128843,0,8
"C-C chemokine receptor type 2","Status Epilepticus, Subclinical",0.46323231116128843,0,8
"C-C chemokine receptor type 4","Adult T-Cell Lymphoma/Leukemia",0.07579021520018366,0,4
"C-C chemokine receptor type 4","Brain Ischemia",0.07579021520018366,0,5
"C-C chemokine receptor type 4","Celiac Disease",0.07579021520018366,0,1
"C-C chemokine receptor type 4","Cerebral Ischemia",0.07579021520018366,0,5
"C-C chemokine receptor type 4","Glioma",0.07579021520018366,0,5
"C-C chemokine receptor type 4","Liver neoplasms",0.07579021520018366,0,8
"C-C chemokine receptor type 4","Malignant Glioma",0.07579021520018366,0,4
"C-C chemokine receptor type 4","Malignant neoplasm of liver",0.07579021520018366,0,8
"C-C chemokine receptor type 4","Sezary Syndrome",0.07579021520018366,0,3
"C-C chemokine receptor type 4","mixed gliomas",0.07579021520018366,0,4
"C-C chemokine receptor type 5","Acute Kidney Insufficiency",0.29215398307456686,3,2
"C-C chemokine receptor type 5","Acute kidney injury",0.29215398307456686,3,2
"C-C chemokine receptor type 5","DIABETES MELLITUS, INSULIN-DEPENDENT, 22 (disorder)",0.29215398307456686,3,1
"C-C chemokine receptor type 5","Dermatitis, Atopic",0.29215398307456686,3,2
"C-C chemokine receptor type 5","Eczema, Infantile",0.29215398307456686,3,2
"C-C chemokine receptor type 5","Encephalitis, West Nile Fever",0.29215398307456686,3,1
"C-C chemokine receptor type 5","Familial Ménière disease",0.29215398307456686,3,3
"C-C chemokine receptor type 5","Hepatitis C",0.29215398307456686,3,2
"C-C chemokine receptor type 5","Kidney Failure, Acute",0.29215398307456686,3,2
"C-C chemokine receptor type 5","Nephritis",0.29215398307456686,3,1
"C-C chemokine receptor type 5","Schizophrenia",0.29215398307456686,3,17
"C-C chemokine receptor type 5","West Nile Fever",0.29215398307456686,3,1
"C-C chemokine receptor type 5","West Nile Fever Meningitis",0.29215398307456686,3,1
"C-C chemokine receptor type 5","West Nile Fever Meningoencephalitis",0.29215398307456686,3,1
"C-C chemokine receptor type 5","West Nile Fever Myelitis",0.29215398307456686,3,1
"C-C chemokine receptor type 6","Allergic Reaction",0.0015724111037382503,0,8
"C-C chemokine receptor type 6","Anhedonia",0.0015724111037382503,0,3
"C-C chemokine receptor type 6","CREST Syndrome",0.0015724111037382503,0,1
"C-C chemokine receptor type 6","Diffuse Scleroderma",0.0015724111037382503,0,1
"C-C chemokine receptor type 6","Experimental Lung Inflammation",0.0015724111037382503,0,7
"C-C chemokine receptor type 6","Hypersensitivity",0.0015724111037382503,0,8
"C-C chemokine receptor type 6","Lobar Pneumonia",0.0015724111037382503,0,7
"C-C chemokine receptor type 6","Pneumonia",0.0015724111037382503,0,7
"C-C chemokine receptor type 6","Pneumonitis",0.0015724111037382503,0,7
"C-C chemokine receptor type 6","Rheumatoid Arthritis",0.0015724111037382503,0,9
"C-C chemokine receptor type 6","Scleroderma, Limited",0.0015724111037382503,0,1
"C-C chemokine receptor type 6","Ulcerative Colitis",0.0015724111037382503,0,5
"C-C chemokine receptor type 6","Vitiligo",0.0015724111037382503,0,1
"C-C chemokine receptor type 8","Complex Partial Status Epilepticus",0.05377645974784816,0,8
"C-C chemokine receptor type 8","Grand Mal Status Epilepticus",0.05377645974784816,0,8
"C-C chemokine receptor type 8","Non-Convulsive Status Epilepticus",0.05377645974784816,0,8
"C-C chemokine receptor type 8","Petit mal status",0.05377645974784816,0,8
"C-C chemokine receptor type 8","Simple Partial Status Epilepticus",0.05377645974784816,0,8
"C-C chemokine receptor type 8","Status Epilepticus",0.05377645974784816,0,8
"C-C chemokine receptor type 8","Status Epilepticus, Subclinical",0.05377645974784816,0,8
"C-C chemokine receptor type 9","Allergic Reaction",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Complex Partial Status Epilepticus",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Experimental Lung Inflammation",0.03805234871046565,1,7
"C-C chemokine receptor type 9","Grand Mal Status Epilepticus",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Hypersensitivity",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Lobar Pneumonia",0.03805234871046565,1,7
"C-C chemokine receptor type 9","Non-Convulsive Status Epilepticus",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Petit mal status",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Pneumonia",0.03805234871046565,1,7
"C-C chemokine receptor type 9","Pneumonitis",0.03805234871046565,1,7
"C-C chemokine receptor type 9","Simple Partial Status Epilepticus",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Status Epilepticus",0.03805234871046565,1,8
"C-C chemokine receptor type 9","Status Epilepticus, Subclinical",0.03805234871046565,1,8
"C-C motif chemokine 2","Acrania",0.008176537739438902,0,1
"C-C motif chemokine 2","Allergic Reaction",0.008176537739438902,0,8
"C-C motif chemokine 2","Allodynia",0.008176537739438902,0,10
"C-C motif chemokine 2","Arterial Diseases, Common Carotid",0.008176537739438902,0,1
"C-C motif chemokine 2","Asthma",0.008176537739438902,0,2
"C-C motif chemokine 2","Atherogenesis",0.008176537739438902,0,3
"C-C motif chemokine 2","Atherosclerosis",0.008176537739438902,0,3
"C-C motif chemokine 2","Becker Muscular Dystrophy",0.008176537739438902,0,1
"C-C motif chemokine 2","Brain Injuries",0.008176537739438902,0,1
"C-C motif chemokine 2","Brain Injuries, Focal",0.008176537739438902,0,1
"C-C motif chemokine 2","Brain Ischemia",0.008176537739438902,0,5
"C-C motif chemokine 2","Brain Lacerations",0.008176537739438902,0,1
"C-C motif chemokine 2","Bright Disease",0.008176537739438902,0,2
"C-C motif chemokine 2","Bronchial Hyperreactivity",0.008176537739438902,0,1
"C-C motif chemokine 2","Calcinosis",0.008176537739438902,0,2
"C-C motif chemokine 2","Cardiovascular Diseases",0.008176537739438902,0,1
"C-C motif chemokine 2","Carotid Artery Diseases",0.008176537739438902,0,1
"C-C motif chemokine 2","Carotid Atherosclerosis",0.008176537739438902,0,1
"C-C motif chemokine 2","Cerebral Ischemia",0.008176537739438902,0,5
"C-C motif chemokine 2","Chemical and Drug Induced Liver Injury",0.008176537739438902,0,9
"C-C motif chemokine 2","Chemically-Induced Liver Toxicity",0.008176537739438902,0,9
"C-C motif chemokine 2","Chronic Lung Injury",0.008176537739438902,0,2
"C-C motif chemokine 2","Complex Partial Status Epilepticus",0.008176537739438902,0,8
"C-C motif chemokine 2","Compression of spinal cord",0.008176537739438902,0,1
"C-C motif chemokine 2","Conus Medullaris Syndrome",0.008176537739438902,0,1
"C-C motif chemokine 2","Coronary Arteriosclerosis",0.008176537739438902,0,2
"C-C motif chemokine 2","Coronary Artery Disease",0.008176537739438902,0,2
"C-C motif chemokine 2","Craniorachischisis",0.008176537739438902,0,1
"C-C motif chemokine 2","Crohn Disease",0.008176537739438902,0,2
"C-C motif chemokine 2","Crohn's disease of large bowel",0.008176537739438902,0,2
"C-C motif chemokine 2","Crohn's disease of the ileum",0.008176537739438902,0,2
"C-C motif chemokine 2","Diabetic Nephropathy",0.008176537739438902,0,5
"C-C motif chemokine 2","Diastematomyelia",0.008176537739438902,0,1
"C-C motif chemokine 2","Drug-Induced Acute Liver Injury",0.008176537739438902,0,9
"C-C motif chemokine 2","Drug-Induced Liver Disease",0.008176537739438902,0,9
"C-C motif chemokine 2","Duchenne and Becker Muscular Dystrophy",0.008176537739438902,0,1
"C-C motif chemokine 2","Embolic Infarction, Middle Cerebral Artery",0.008176537739438902,0,2
"C-C motif chemokine 2","Endometrial Carcinoma",0.008176537739438902,0,3
"C-C motif chemokine 2","Endometrial Neoplasms",0.008176537739438902,0,3
"C-C motif chemokine 2","Exencephaly",0.008176537739438902,0,1
"C-C motif chemokine 2","Experimental Lung Inflammation",0.008176537739438902,0,7
"C-C motif chemokine 2","External Carotid Artery Diseases",0.008176537739438902,0,1
"C-C motif chemokine 2","Familial Ménière disease",0.008176537739438902,0,3
"C-C motif chemokine 2","Fibrosis, Liver",0.008176537739438902,0,5
"C-C motif chemokine 2","Glomerulonephritis",0.008176537739438902,0,2
"C-C motif chemokine 2","Grand Mal Status Epilepticus",0.008176537739438902,0,8
"C-C motif chemokine 2","HIV Coinfection",0.008176537739438902,0,4
"C-C motif chemokine 2","HIV Infections",0.008176537739438902,0,4
"C-C motif chemokine 2","Hamman-Rich syndrome",0.008176537739438902,0,3
"C-C motif chemokine 2","Heart valve disease",0.008176537739438902,0,2
"C-C motif chemokine 2","Hepatitis, Autoimmune",0.008176537739438902,0,1
"C-C motif chemokine 2","Hepatitis, Drug-Induced",0.008176537739438902,0,9
"C-C motif chemokine 2","Hepatitis, Toxic",0.008176537739438902,0,9
"C-C motif chemokine 2","Hyperalgesia",0.008176537739438902,0,10
"C-C motif chemokine 2","Hyperalgesia, Primary",0.008176537739438902,0,10
"C-C motif chemokine 2","Hyperalgesia, Secondary",0.008176537739438902,0,10
"C-C motif chemokine 2","Hyperalgesia, Thermal",0.008176537739438902,0,10
"C-C motif chemokine 2","Hyperoxaluria",0.008176537739438902,0,1
"C-C motif chemokine 2","Hypersensitivity",0.008176537739438902,0,8
"C-C motif chemokine 2","Hypertensive disease",0.008176537739438902,0,6
"C-C motif chemokine 2","IIeocolitis",0.008176537739438902,0,2
"C-C motif chemokine 2","Infarction, Middle Cerebral Artery",0.008176537739438902,0,2
"C-C motif chemokine 2","Inflammation",0.008176537739438902,0,7
"C-C motif chemokine 2","Influenza",0.008176537739438902,0,2
"C-C motif chemokine 2","Iniencephaly",0.008176537739438902,0,1
"C-C motif chemokine 2","Injuries, Acute Brain",0.008176537739438902,0,1
"C-C motif chemokine 2","Internal Carotid Artery Diseases",0.008176537739438902,0,1
"C-C motif chemokine 2","Kidney Failure, Chronic",0.008176537739438902,0,1
"C-C motif chemokine 2","Left Middle Cerebral Artery Infarction",0.008176537739438902,0,2
"C-C motif chemokine 2","Leishmaniasis, Cutaneous",0.008176537739438902,0,1
"C-C motif chemokine 2","Leishmaniasis, New World",0.008176537739438902,0,1
"C-C motif chemokine 2","Liver Cirrhosis",0.008176537739438902,0,5
"C-C motif chemokine 2","Liver Cirrhosis, Experimental",0.008176537739438902,0,15
"C-C motif chemokine 2","Liver Dysfunction",0.008176537739438902,0,3
"C-C motif chemokine 2","Liver diseases",0.008176537739438902,0,3
"C-C motif chemokine 2","Lobar Pneumonia",0.008176537739438902,0,7
"C-C motif chemokine 2","Lung Injury",0.008176537739438902,0,2
"C-C motif chemokine 2","MYCOBACTERIUM TUBERCULOSIS, PROTECTION AGAINST",0.008176537739438902,0,1
"C-C motif chemokine 2","MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO (finding)",0.008176537739438902,0,1
"C-C motif chemokine 2","Major Depressive Disorder",0.008176537739438902,0,8
"C-C motif chemokine 2","Malignant neoplasm of mouth",0.008176537739438902,0,2
"C-C motif chemokine 2","Manic",0.008176537739438902,0,2
"C-C motif chemokine 2","Mechanical Allodynia",0.008176537739438902,0,10
"C-C motif chemokine 2","Metabolic Syndrome X",0.008176537739438902,0,1
"C-C motif chemokine 2","Microcalcification",0.008176537739438902,0,2
"C-C motif chemokine 2","Middle Cerebral Artery Embolus",0.008176537739438902,0,2
"C-C motif chemokine 2","Middle Cerebral Artery Occlusion",0.008176537739438902,0,2
"C-C motif chemokine 2","Middle Cerebral Artery Syndrome",0.008176537739438902,0,2
"C-C motif chemokine 2","Middle Cerebral Artery Thrombosis",0.008176537739438902,0,2
"C-C motif chemokine 2","Mouth Neoplasms",0.008176537739438902,0,2
"C-C motif chemokine 2","Multiple Myeloma",0.008176537739438902,0,2
"C-C motif chemokine 2","Muscular Dystrophy, Duchenne",0.008176537739438902,0,1
"C-C motif chemokine 2","Myocardial Ischemia",0.008176537739438902,0,8
"C-C motif chemokine 2","Myocardial Reperfusion Injury",0.008176537739438902,0,1
"C-C motif chemokine 2","Neoplasm Invasiveness",0.008176537739438902,0,9
"C-C motif chemokine 2","Nephritis, Interstitial",0.008176537739438902,0,1
"C-C motif chemokine 2","Nephritis, Tubulointerstitial",0.008176537739438902,0,1
"C-C motif chemokine 2","Neural Tube Defects",0.008176537739438902,0,1
"C-C motif chemokine 2","Neurenteric Cyst",0.008176537739438902,0,1
"C-C motif chemokine 2","Nodular glomerulosclerosis",0.008176537739438902,0,5
"C-C motif chemokine 2","Non-Convulsive Status Epilepticus",0.008176537739438902,0,8
"C-C motif chemokine 2","Oxalosis",0.008176537739438902,0,1
"C-C motif chemokine 2","Pancreatitis",0.008176537739438902,0,2
"C-C motif chemokine 2","Petit mal status",0.008176537739438902,0,8
"C-C motif chemokine 2","Pleural Diseases",0.008176537739438902,0,2
"C-C motif chemokine 2","Pneumonia",0.008176537739438902,0,7
"C-C motif chemokine 2","Pneumonitis",0.008176537739438902,0,7
"C-C motif chemokine 2","Premature Obstetric Labor",0.008176537739438902,0,1
"C-C motif chemokine 2","Pulmonary Fibrosis",0.008176537739438902,0,3
"C-C motif chemokine 2","Pulmonary Hypertension",0.008176537739438902,0,3
"C-C motif chemokine 2","Rachischisis",0.008176537739438902,0,2
"C-C motif chemokine 2","Regional enteritis",0.008176537739438902,0,2
"C-C motif chemokine 2","Reperfusion Injury",0.008176537739438902,0,3
"C-C motif chemokine 2","Respiratory Distress Syndrome, Adult",0.008176537739438902,0,2
"C-C motif chemokine 2","Retinal Degeneration",0.008176537739438902,0,2
"C-C motif chemokine 2","Right Middle Cerebral Artery Infarction",0.008176537739438902,0,2
"C-C motif chemokine 2","Schizophrenia",0.008176537739438902,0,17
"C-C motif chemokine 2","Silicosis",0.008176537739438902,0,1
"C-C motif chemokine 2","Simple Partial Status Epilepticus",0.008176537739438902,0,8
"C-C motif chemokine 2","Spina Bifida",0.008176537739438902,0,2
"C-C motif chemokine 2","Spinal Cord Myelodysplasia",0.008176537739438902,0,1
"C-C motif chemokine 2","Squamous cell carcinoma",0.008176537739438902,0,9
"C-C motif chemokine 2","Status Dysraphicus",0.008176537739438902,0,2
"C-C motif chemokine 2","Status Epilepticus",0.008176537739438902,0,8
"C-C motif chemokine 2","Status Epilepticus, Subclinical",0.008176537739438902,0,8
"C-C motif chemokine 2","Tactile Allodynia",0.008176537739438902,0,10
"C-C motif chemokine 2","Tethered Cord Syndrome",0.008176537739438902,0,1
"C-C motif chemokine 2","Thrombotic Infarction, Middle Cerebral Artery",0.008176537739438902,0,2
"C-C motif chemokine 2","Thyroid Diseases",0.008176537739438902,0,1
"C-C motif chemokine 2","Thyroid Gland Follicular Adenoma",0.008176537739438902,0,3
"C-C motif chemokine 2","Thyroid Neoplasm",0.008176537739438902,0,3
"C-C motif chemokine 2","Thyroid carcinoma",0.008176537739438902,0,3
"C-C motif chemokine 2","Tuberculosis, Pulmonary",0.008176537739438902,0,1
"C-C motif chemokine 2","Tumoral calcinosis",0.008176537739438902,0,2
"C-C motif chemokine 2","Unipolar Depression",0.008176537739438902,0,9
"C-C motif chemokine 2","Urban cutaneous leishmaniasis",0.008176537739438902,0,1
"C-X-C chemokine receptor type 3","Acute Cerebrovascular Accidents",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Allergic Reaction",0.23114443224952277,0,8
"C-X-C chemokine receptor type 3","Alopecia Areata",0.23114443224952277,0,1
"C-X-C chemokine receptor type 3","Autoimmune Diseases",0.23114443224952277,0,1
"C-X-C chemokine receptor type 3","Bright Disease",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Cerebrovascular accident",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Contact Dermatitis",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Contact hypersensitivity",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Dermatitis, Atopic",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Eczema, Infantile",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Experimental Lung Inflammation",0.23114443224952277,0,7
"C-X-C chemokine receptor type 3","Glomerulonephritis",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Hypersensitivity",0.23114443224952277,0,8
"C-X-C chemokine receptor type 3","Inflammation",0.23114443224952277,0,7
"C-X-C chemokine receptor type 3","Ischemia",0.23114443224952277,0,1
"C-X-C chemokine receptor type 3","Lobar Pneumonia",0.23114443224952277,0,7
"C-X-C chemokine receptor type 3","Pleural Diseases",0.23114443224952277,0,2
"C-X-C chemokine receptor type 3","Pneumonia",0.23114443224952277,0,7
"C-X-C chemokine receptor type 3","Pneumonitis",0.23114443224952277,0,7
"C-X-C chemokine receptor type 4","Breast Carcinoma",0.06415437303252061,1,20
"C-X-C chemokine receptor type 4","Congenital anemia",0.06415437303252061,1,7
"C-X-C chemokine receptor type 4","Cytopenia",0.06415437303252061,1,7
"C-X-C chemokine receptor type 4","Juvenile arthritis",0.06415437303252061,1,5
"C-X-C chemokine receptor type 4","Juvenile psoriatic arthritis",0.06415437303252061,1,5
"C-X-C chemokine receptor type 4","Juvenile-Onset Still Disease",0.06415437303252061,1,5
"C-X-C chemokine receptor type 4","Malignant neoplasm of breast",0.06415437303252061,1,23
"C-X-C chemokine receptor type 4","Mammary Neoplasms",0.06415437303252061,1,19
"C-X-C chemokine receptor type 4","Mammary Neoplasms, Human",0.06415437303252061,1,18
"C-X-C chemokine receptor type 4","Neoplasm Invasiveness",0.06415437303252061,1,9
"C-X-C chemokine receptor type 4","Neoplasm Metastasis",0.06415437303252061,1,10
"C-X-C chemokine receptor type 4","Neoplastic Cell Transformation",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Nerve Pain",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Atypical",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Iliohypogastric Nerve",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Ilioinguinal",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Perineal",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Stump",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Supraorbital",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Neuralgia, Vidian",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Paroxysmal Nerve Pain",0.06415437303252061,1,3
"C-X-C chemokine receptor type 4","Rheumatoid Arthritis",0.06415437303252061,1,9
"C-X-C chemokine receptor type 4","WHIM syndrome",0.06415437303252061,1,1
"C-X3-C chemokine receptor 1","Chloracne",0.016038593258130153,0,3
"C-X3-C chemokine receptor 1","Coronary heart disease",0.016038593258130153,0,1
