"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"TKL protein kinase STKR Type 2 subfamily","Type2","cellular protein modification process",9.434466622429501E-4,0,28
"TKL protein kinase STKR Type 2 subfamily","Type2","embryo development",9.434466622429501E-4,0,7
"TKL protein kinase STKR Type 2 subfamily","Type2","female pregnancy",9.434466622429501E-4,0,2
"TKL protein kinase STKR Type 2 subfamily","Type2","growth",9.434466622429501E-4,0,2
"TKL protein kinase STKR Type 2 subfamily","Type2","immune system process",9.434466622429501E-4,0,17
"TKL protein kinase STKR Type 2 subfamily","Type2","multicellular organismal development",9.434466622429501E-4,0,21
"TKL protein kinase STKR Type 2 subfamily","Type2","phosphorylation",9.434466622429501E-4,0,28
"TKL protein kinase STKR Type 2 subfamily","Type2","positive regulation of catalytic activity",9.434466622429501E-4,0,15
"TKL protein kinase STKR Type 2 subfamily","Type2","response to stress",9.434466622429501E-4,0,16
"TKL protein kinase STKR Type 2 subfamily","Type2","signal transduction",9.434466622429501E-4,0,24
"TKL protein kinase STKR Type 2 subfamily","Type2","vesicle-mediated transport",9.434466622429501E-4,0,5
"Tyrosine protein kinase FGFR family","Fgfr","anatomical structure development",0.03176270429551266,0,11
"Tyrosine protein kinase FGFR family","Fgfr","anatomical structure formation involved in morphogenesis",0.03176270429551266,0,7
"Tyrosine protein kinase FGFR family","Fgfr","biosynthetic process",0.03176270429551266,0,6
"Tyrosine protein kinase FGFR family","Fgfr","cell death",0.03176270429551266,0,11
"Tyrosine protein kinase FGFR family","Fgfr","cell differentiation",0.03176270429551266,0,20
"Tyrosine protein kinase FGFR family","Fgfr","cell division",0.03176270429551266,0,2
"Tyrosine protein kinase FGFR family","Fgfr","cell morphogenesis",0.03176270429551266,0,8
"Tyrosine protein kinase FGFR family","Fgfr","cell motility",0.03176270429551266,0,6
"Tyrosine protein kinase FGFR family","Fgfr","cell proliferation",0.03176270429551266,0,7
"Tyrosine protein kinase FGFR family","Fgfr","cell-cell signaling",0.03176270429551266,0,8
"Tyrosine protein kinase FGFR family","Fgfr","cellular nitrogen compound metabolic process",0.03176270429551266,0,4
"Tyrosine protein kinase FGFR family","Fgfr","cellular protein modification process",0.03176270429551266,0,28
"Tyrosine protein kinase FGFR family","Fgfr","developmental maturation",0.03176270429551266,0,2
"Tyrosine protein kinase FGFR family","Fgfr","embryo development",0.03176270429551266,0,7
"Tyrosine protein kinase FGFR family","Fgfr","growth",0.03176270429551266,0,2
"Tyrosine protein kinase FGFR family","Fgfr","immune system process",0.03176270429551266,0,17
"Tyrosine protein kinase FGFR family","Fgfr","lipid metabolic process",0.03176270429551266,0,2
"Tyrosine protein kinase FGFR family","Fgfr","multicellular organismal development",0.03176270429551266,0,21
"Tyrosine protein kinase FGFR family","Fgfr","neurological system process",0.03176270429551266,0,4
"Tyrosine protein kinase FGFR family","Fgfr","phosphorylation",0.03176270429551266,0,28
"Tyrosine protein kinase FGFR family","Fgfr","positive regulation of catalytic activity",0.03176270429551266,0,15
"Tyrosine protein kinase FGFR family","Fgfr","reproduction",0.03176270429551266,0,9
"Tyrosine protein kinase FGFR family","Fgfr","signal transduction",0.03176270429551266,0,24
"Tyrosine protein kinase InsR family","InsR","anatomical structure development",0.005975162194205351,0,11
"Tyrosine protein kinase InsR family","InsR","carbohydrate metabolic process",0.005975162194205351,0,3
"Tyrosine protein kinase InsR family","InsR","cell differentiation",0.005975162194205351,0,20
"Tyrosine protein kinase InsR family","InsR","cellular protein modification process",0.005975162194205351,0,28
"Tyrosine protein kinase InsR family","InsR","homeostatic process",0.005975162194205351,0,5
"Tyrosine protein kinase InsR family","InsR","immune system process",0.005975162194205351,0,17
"Tyrosine protein kinase InsR family","InsR","multicellular organismal development",0.005975162194205351,0,21
"Tyrosine protein kinase InsR family","InsR","phosphorylation",0.005975162194205351,0,28
"Tyrosine protein kinase InsR family","InsR","positive regulation of catalytic activity",0.005975162194205351,0,15
"Tyrosine protein kinase InsR family","InsR","protein complex assembly",0.005975162194205351,0,4
"Tyrosine protein kinase InsR family","InsR","regulation of catalytic activity",0.005975162194205351,0,3
"Tyrosine protein kinase InsR family","InsR","reproduction",0.005975162194205351,0,9
"Tyrosine protein kinase InsR family","InsR","signal transduction",0.005975162194205351,0,24
"Tyrosine protein kinase InsR family","InsR","symbiosis, encompassing mutualism through parasitism",0.005975162194205351,0,1
"Tyrosine protein kinase JakB family","Jakb","cell differentiation",3.1448222074765E-4,0,20
"Tyrosine protein kinase JakB family","Jakb","cell motility",3.1448222074765E-4,0,6
"Tyrosine protein kinase JakB family","Jakb","cellular protein modification process",3.1448222074765E-4,0,28
"Tyrosine protein kinase JakB family","Jakb","homeostatic process",3.1448222074765E-4,0,5
"Tyrosine protein kinase JakB family","Jakb","immune system process",3.1448222074765E-4,0,17
"Tyrosine protein kinase JakB family","Jakb","multicellular organismal development",3.1448222074765E-4,0,21
"Tyrosine protein kinase JakB family","Jakb","nucleocytoplasmic transport",3.1448222074765E-4,0,2
"Tyrosine protein kinase JakB family","Jakb","phosphorylation",3.1448222074765E-4,0,28
"Tyrosine protein kinase JakB family","Jakb","positive regulation of catalytic activity",3.1448222074765E-4,0,15
"Tyrosine protein kinase JakB family","Jakb","protein targeting",3.1448222074765E-4,0,2
"Tyrosine protein kinase JakB family","Jakb","response to stress",3.1448222074765E-4,0,16
"Tyrosine protein kinase JakB family","Jakb","signal transduction",3.1448222074765E-4,0,24
"Tyrosine protein kinase Met family","Met","cell differentiation",6.289644414953E-4,0,20
"Tyrosine protein kinase Met family","Met","cell morphogenesis",6.289644414953E-4,0,8
"Tyrosine protein kinase Met family","Met","cell proliferation",6.289644414953E-4,0,7
"Tyrosine protein kinase Met family","Met","cellular protein modification process",6.289644414953E-4,0,28
"Tyrosine protein kinase Met family","Met","locomotion",6.289644414953E-4,0,4
"Tyrosine protein kinase Met family","Met","multicellular organismal development",6.289644414953E-4,0,21
"Tyrosine protein kinase Met family","Met","phosphorylation",6.289644414953E-4,0,28
"Tyrosine protein kinase Met family","Met","signal transduction",6.289644414953E-4,0,24
"Tyrosine protein kinase PDGFR family","Pdgfr","anatomical structure development",0.06446885525326826,6,11
"Tyrosine protein kinase PDGFR family","Pdgfr","anatomical structure formation involved in morphogenesis",0.06446885525326826,6,7
"Tyrosine protein kinase PDGFR family","Pdgfr","biosynthetic process",0.06446885525326826,6,6
"Tyrosine protein kinase PDGFR family","Pdgfr","cell adhesion",0.06446885525326826,6,2
"Tyrosine protein kinase PDGFR family","Pdgfr","cell death",0.06446885525326826,6,11
"Tyrosine protein kinase PDGFR family","Pdgfr","cell differentiation",0.06446885525326826,6,20
"Tyrosine protein kinase PDGFR family","Pdgfr","cell division",0.06446885525326826,6,2
"Tyrosine protein kinase PDGFR family","Pdgfr","cell junction organization",0.06446885525326826,6,1
"Tyrosine protein kinase PDGFR family","Pdgfr","cell morphogenesis",0.06446885525326826,6,8
"Tyrosine protein kinase PDGFR family","Pdgfr","cell motility",0.06446885525326826,6,6
"Tyrosine protein kinase PDGFR family","Pdgfr","cell proliferation",0.06446885525326826,6,7
"Tyrosine protein kinase PDGFR family","Pdgfr","cellular component assembly",0.06446885525326826,6,3
"Tyrosine protein kinase PDGFR family","Pdgfr","cellular protein modification process",0.06446885525326826,6,28
"Tyrosine protein kinase PDGFR family","Pdgfr","cytoskeleton organization",0.06446885525326826,6,5
"Tyrosine protein kinase PDGFR family","Pdgfr","embryo development",0.06446885525326826,6,7
"Tyrosine protein kinase PDGFR family","Pdgfr","homeostatic process",0.06446885525326826,6,5
"Tyrosine protein kinase PDGFR family","Pdgfr","immune system process",0.06446885525326826,6,17
"Tyrosine protein kinase PDGFR family","Pdgfr","lipid metabolic process",0.06446885525326826,6,2
"Tyrosine protein kinase PDGFR family","Pdgfr","locomotion",0.06446885525326826,6,4
"Tyrosine protein kinase PDGFR family","Pdgfr","multicellular organismal development",0.06446885525326826,6,21
"Tyrosine protein kinase PDGFR family","Pdgfr","neurological system process",0.06446885525326826,6,4
"Tyrosine protein kinase PDGFR family","Pdgfr","phosphorylation",0.06446885525326826,6,28
"Tyrosine protein kinase PDGFR family","Pdgfr","pigmentation",0.06446885525326826,6,1
"Tyrosine protein kinase PDGFR family","Pdgfr","positive regulation of catalytic activity",0.06446885525326826,6,15
"Tyrosine protein kinase PDGFR family","Pdgfr","regulation of protein localization",0.06446885525326826,6,4
"Tyrosine protein kinase PDGFR family","Pdgfr","reproduction",0.06446885525326826,6,9
"Tyrosine protein kinase PDGFR family","Pdgfr","response to stress",0.06446885525326826,6,16
"Tyrosine protein kinase PDGFR family","Pdgfr","response to toxic substance",0.06446885525326826,6,2
"Tyrosine protein kinase PDGFR family","Pdgfr","signal transduction",0.06446885525326826,6,24
"Tyrosine protein kinase PDGFR family","Pdgfr","vesicle-mediated transport",0.06446885525326826,6,5
"Tyrosine protein kinase Tec family","Tec","anatomical structure development",9.434466622429501E-4,0,11
"Tyrosine protein kinase Tec family","Tec","biosynthetic process",9.434466622429501E-4,0,6
"Tyrosine protein kinase Tec family","Tec","cell death",9.434466622429501E-4,0,11
"Tyrosine protein kinase Tec family","Tec","cell differentiation",9.434466622429501E-4,0,20
"Tyrosine protein kinase Tec family","Tec","cellular nitrogen compound metabolic process",9.434466622429501E-4,0,4
"Tyrosine protein kinase Tec family","Tec","cellular protein modification process",9.434466622429501E-4,0,28
"Tyrosine protein kinase Tec family","Tec","developmental maturation",9.434466622429501E-4,0,2
"Tyrosine protein kinase Tec family","Tec","immune system process",9.434466622429501E-4,0,17
"Tyrosine protein kinase Tec family","Tec","phosphorylation",9.434466622429501E-4,0,28
