"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"signal transduction","Adenosine A2a receptor",0.14151699933644252,3,11
"signal transduction","Alpha-1b adrenergic receptor",0.045599922008409254,0,11
"signal transduction","Alpha-2a adrenergic receptor",0.06604126635700651,0,11
"signal transduction","Bradykinin B2 receptor",0.004402751090467101,0,11
"signal transduction","Cannabinoid CB1 receptor",0.06698471301924946,2,11
"signal transduction","Dopamine D1 receptor",0.012579288829906003,0,11
"signal transduction","Dopamine D2 receptor",0.17107832808672163,2,11
"signal transduction","Histamine H1 receptor",0.0226427198938308,2,11
"signal transduction","Serotonin 1b (5-HT1b) receptor",0.07453228631719307,1,11
"signal transduction","Serotonin 1d (5-HT1d) receptor",0.06383989081177295,1,11
"small molecule metabolic process","Adenosine A2a receptor",0.14151699933644252,3,1
"transmembrane transport","Dopamine D2 receptor",0.17107832808672163,2,1
"transport","Alpha-2a adrenergic receptor",0.06604126635700651,0,4
"transport","Bradykinin B2 receptor",0.004402751090467101,0,4
"transport","Dopamine D1 receptor",0.012579288829906003,0,4
"transport","Dopamine D2 receptor",0.17107832808672163,2,4
"vesicle-mediated transport","Adenosine A1 receptor",0.16321627256803037,1,4
"vesicle-mediated transport","Adenosine A2a receptor",0.14151699933644252,3,4
"vesicle-mediated transport","Dopamine D2 receptor",0.17107832808672163,2,4
"vesicle-mediated transport","Serotonin 1b (5-HT1b) receptor",0.07453228631719307,1,4
