"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Atypical protein kinase PIKK family","Pikk","cell death",0.016353075478877804,0,12
"Atypical protein kinase PIKK family","Pikk","cell differentiation",0.016353075478877804,0,21
"Atypical protein kinase PIKK family","Pikk","cellular protein modification process",0.016353075478877804,0,30
"Atypical protein kinase PIKK family","Pikk","chromosome organization",0.016353075478877804,0,3
"Atypical protein kinase PIKK family","Pikk","chromosome segregation",0.016353075478877804,0,1
"Atypical protein kinase PIKK family","Pikk","embryo development",0.016353075478877804,0,6
"Atypical protein kinase PIKK family","Pikk","homeostatic process",0.016353075478877804,0,2
"Atypical protein kinase PIKK family","Pikk","immune system process",0.016353075478877804,0,10
"Atypical protein kinase PIKK family","Pikk","lipid metabolic process",0.016353075478877804,0,7
"Atypical protein kinase PIKK family","Pikk","multicellular organismal development",0.016353075478877804,0,23
"Atypical protein kinase PIKK family","Pikk","nucleobase-containing compound catabolic process",0.016353075478877804,0,1
"Atypical protein kinase PIKK family","Pikk","phosphorylation",0.016353075478877804,0,30
"Atypical protein kinase PIKK family","Pikk","positive regulation of apoptotic process",0.016353075478877804,0,8
"Atypical protein kinase PIKK family","Pikk","reproduction",0.016353075478877804,0,7
"Atypical protein kinase PIKK family","Pikk","response to stress",0.016353075478877804,0,19
"Atypical protein kinase PIKK family","Pikk","signal transduction",0.016353075478877804,0,27
"CAMK protein kinase CAMK2 family","Camk2","cell differentiation",0.005975162194205351,0,21
"CAMK protein kinase CAMK2 family","Camk2","cell morphogenesis",0.005975162194205351,0,10
"CAMK protein kinase CAMK2 family","Camk2","cellular protein modification process",0.005975162194205351,0,30
"CAMK protein kinase CAMK2 family","Camk2","immune system process",0.005975162194205351,0,10
"CAMK protein kinase CAMK2 family","Camk2","multicellular organismal development",0.005975162194205351,0,23
"CAMK protein kinase CAMK2 family","Camk2","phosphorylation",0.005975162194205351,0,30
"CAMK protein kinase CAMK2 family","Camk2","positive regulation of catalytic activity",0.005975162194205351,0,18
"CAMK protein kinase CAMK2 family","Camk2","response to stress",0.005975162194205351,0,19
"CAMK protein kinase CAMK2 family","Camk2","signal transduction",0.005975162194205351,0,27
"CAMK protein kinase CHK1 subfamily","Chk1","DNA metabolic process",0.2748574609334461,3,3
"CAMK protein kinase CHK1 subfamily","Chk1","aging",0.2748574609334461,3,6
"CAMK protein kinase CHK1 subfamily","Chk1","biosynthetic process",0.2748574609334461,3,8
"CAMK protein kinase CHK1 subfamily","Chk1","cell cycle",0.2748574609334461,3,9
"CAMK protein kinase CHK1 subfamily","Chk1","cellular protein modification process",0.2748574609334461,3,30
"CAMK protein kinase CHK1 subfamily","Chk1","chromosome organization",0.2748574609334461,3,3
"CAMK protein kinase CHK1 subfamily","Chk1","phosphorylation",0.2748574609334461,3,30
"CAMK protein kinase CHK1 subfamily","Chk1","response to stress",0.2748574609334461,3,19
"CAMK protein kinase DCAMK1 family","Dcamkl","cell differentiation",0.0072330910771959515,0,21
"CAMK protein kinase DCAMK1 family","Dcamkl","cell morphogenesis",0.0072330910771959515,0,10
"CAMK protein kinase DCAMK1 family","Dcamkl","cell motility",0.0072330910771959515,0,11
"CAMK protein kinase DCAMK1 family","Dcamkl","cellular protein modification process",0.0072330910771959515,0,30
"CAMK protein kinase DCAMK1 family","Dcamkl","growth",0.0072330910771959515,0,5
"CAMK protein kinase DCAMK1 family","Dcamkl","multicellular organismal development",0.0072330910771959515,0,23
"CAMK protein kinase DCAMK1 family","Dcamkl","phosphorylation",0.0072330910771959515,0,30
"CAMK protein kinase DCAMK1 family","Dcamkl","signal transduction",0.0072330910771959515,0,27
"CAMK protein kinase DCAMK1 family","Dcamkl","vacuolar transport",0.0072330910771959515,0,1
"CAMK protein kinase MARK subfamily","Mark","autophagy",0.00849101996018655,0,2
"CAMK protein kinase MARK subfamily","Mark","catabolic process",0.00849101996018655,0,5
"CAMK protein kinase MARK subfamily","Mark","cell differentiation",0.00849101996018655,0,21
"CAMK protein kinase MARK subfamily","Mark","cell motility",0.00849101996018655,0,11
"CAMK protein kinase MARK subfamily","Mark","cellular protein modification process",0.00849101996018655,0,30
"CAMK protein kinase MARK subfamily","Mark","mitochondrion organization",0.00849101996018655,0,5
"CAMK protein kinase MARK subfamily","Mark","multicellular organismal development",0.00849101996018655,0,23
"CAMK protein kinase MARK subfamily","Mark","phosphorylation",0.00849101996018655,0,30
"CAMK protein kinase MARK subfamily","Mark","positive regulation of catalytic activity",0.00849101996018655,0,18
"CAMK protein kinase MARK subfamily","Mark","signal transduction",0.00849101996018655,0,27
"CK1 protein kinase CK1 family","Ck1","DNA metabolic process",0.020441344348597252,0,3
"CK1 protein kinase CK1 family","Ck1","cell cycle",0.020441344348597252,0,9
"CK1 protein kinase CK1 family","Ck1","cell differentiation",0.020441344348597252,0,21
"CK1 protein kinase CK1 family","Ck1","cellular nitrogen compound metabolic process",0.020441344348597252,0,7
"CK1 protein kinase CK1 family","Ck1","cellular protein modification process",0.020441344348597252,0,30
"CK1 protein kinase CK1 family","Ck1","multicellular organismal development",0.020441344348597252,0,23
"CK1 protein kinase CK1 family","Ck1","phosphorylation",0.020441344348597252,0,30
"CK1 protein kinase CK1 family","Ck1","regulation of protein localization",0.020441344348597252,0,11
"CK1 protein kinase CK1 family","Ck1","response to stress",0.020441344348597252,0,19
"CK1 protein kinase CK1 family","Ck1","ribosome biogenesis",0.020441344348597252,0,1
"CK1 protein kinase CK1 family","Ck1","signal transduction",0.020441344348597252,0,27
"CK1 protein kinase CK1 family","Ck1","vesicle-mediated transport",0.020441344348597252,0,5
"CMGC protein kinase CDK5 subfamily","Cdk5","anatomical structure formation involved in morphogenesis",0.02673098876355025,2,9
"CMGC protein kinase CDK5 subfamily","Cdk5","catabolic process",0.02673098876355025,2,5
"CMGC protein kinase CDK5 subfamily","Cdk5","cell adhesion",0.02673098876355025,2,4
"CMGC protein kinase CDK5 subfamily","Cdk5","cell cycle",0.02673098876355025,2,9
"CMGC protein kinase CDK5 subfamily","Cdk5","cell death",0.02673098876355025,2,12
"CMGC protein kinase CDK5 subfamily","Cdk5","cell differentiation",0.02673098876355025,2,21
"CMGC protein kinase CDK5 subfamily","Cdk5","cell division",0.02673098876355025,2,2
"CMGC protein kinase CDK5 subfamily","Cdk5","cell morphogenesis",0.02673098876355025,2,10
"CMGC protein kinase CDK5 subfamily","Cdk5","cell motility",0.02673098876355025,2,11
"CMGC protein kinase CDK5 subfamily","Cdk5","cell proliferation",0.02673098876355025,2,9
"CMGC protein kinase CDK5 subfamily","Cdk5","cell-cell signaling",0.02673098876355025,2,6
"CMGC protein kinase CDK5 subfamily","Cdk5","cellular component assembly",0.02673098876355025,2,4
"CMGC protein kinase CDK5 subfamily","Cdk5","cellular protein modification process",0.02673098876355025,2,30
"CMGC protein kinase CDK5 subfamily","Cdk5","cytoskeleton organization",0.02673098876355025,2,3
"CMGC protein kinase CDK5 subfamily","Cdk5","growth",0.02673098876355025,2,5
"CMGC protein kinase CDK5 subfamily","Cdk5","locomotion",0.02673098876355025,2,7
"CMGC protein kinase CDK5 subfamily","Cdk5","membrane organization",0.02673098876355025,2,4
"CMGC protein kinase CDK5 subfamily","Cdk5","multicellular organismal development",0.02673098876355025,2,23
"CMGC protein kinase CDK5 subfamily","Cdk5","neurological system process",0.02673098876355025,2,5
"CMGC protein kinase CDK5 subfamily","Cdk5","nucleocytoplasmic transport",0.02673098876355025,2,4
"CMGC protein kinase CDK5 subfamily","Cdk5","phosphorylation",0.02673098876355025,2,30
"CMGC protein kinase CDK5 subfamily","Cdk5","positive regulation of apoptotic process",0.02673098876355025,2,8
"CMGC protein kinase CDK5 subfamily","Cdk5","positive regulation of catalytic activity",0.02673098876355025,2,18
"CMGC protein kinase CDK5 subfamily","Cdk5","regulation of protein localization",0.02673098876355025,2,11
"CMGC protein kinase CDK5 subfamily","Cdk5","response to stress",0.02673098876355025,2,19
"CMGC protein kinase CDK5 subfamily","Cdk5","signal transduction",0.02673098876355025,2,27
"CMGC protein kinase CDK5 subfamily","Cdk5","transport",0.02673098876355025,2,9
"CMGC protein kinase CDK5 subfamily","Cdk5","vesicle-mediated transport",0.02673098876355025,2,5
"CMGC protein kinase ERK subfamily","Erk","anatomical structure development",0.3877565781818525,2,10
"CMGC protein kinase ERK subfamily","Erk","anatomical structure formation involved in morphogenesis",0.3877565781818525,2,9
"CMGC protein kinase ERK subfamily","Erk","biosynthetic process",0.3877565781818525,2,8
"CMGC protein kinase ERK subfamily","Erk","cell cycle",0.3877565781818525,2,9
"CMGC protein kinase ERK subfamily","Erk","cell death",0.3877565781818525,2,12
"CMGC protein kinase ERK subfamily","Erk","cell differentiation",0.3877565781818525,2,21
"CMGC protein kinase ERK subfamily","Erk","cell morphogenesis",0.3877565781818525,2,10
"CMGC protein kinase ERK subfamily","Erk","cell proliferation",0.3877565781818525,2,9
"CMGC protein kinase ERK subfamily","Erk","cell-cell signaling",0.3877565781818525,2,6
"CMGC protein kinase ERK subfamily","Erk","cellular nitrogen compound metabolic process",0.3877565781818525,2,7
"CMGC protein kinase ERK subfamily","Erk","cellular protein modification process",0.3877565781818525,2,30
"CMGC protein kinase ERK subfamily","Erk","embryo development",0.3877565781818525,2,6
"CMGC protein kinase ERK subfamily","Erk","immune system process",0.3877565781818525,2,10
"CMGC protein kinase ERK subfamily","Erk","lipid metabolic process",0.3877565781818525,2,7
"CMGC protein kinase ERK subfamily","Erk","locomotion",0.3877565781818525,2,7
"CMGC protein kinase ERK subfamily","Erk","multicellular organismal development",0.3877565781818525,2,23
"CMGC protein kinase ERK subfamily","Erk","neurological system process",0.3877565781818525,2,5
"CMGC protein kinase ERK subfamily","Erk","nucleocytoplasmic transport",0.3877565781818525,2,4
"CMGC protein kinase ERK subfamily","Erk","phosphorylation",0.3877565781818525,2,30
"CMGC protein kinase ERK subfamily","Erk","positive regulation of catalytic activity",0.3877565781818525,2,18
"CMGC protein kinase ERK subfamily","Erk","protein complex assembly",0.3877565781818525,2,2
"CMGC protein kinase ERK subfamily","Erk","protein targeting",0.3877565781818525,2,2
"CMGC protein kinase ERK subfamily","Erk","reproduction",0.3877565781818525,2,7
"CMGC protein kinase ERK subfamily","Erk","response to stress",0.3877565781818525,2,19
"CMGC protein kinase ERK subfamily","Erk","response to toxic substance",0.3877565781818525,2,2
"CMGC protein kinase ERK subfamily","Erk","signal transduction",0.3877565781818525,2,27
"CMGC protein kinase ERK subfamily","Erk","small molecule metabolic process",0.3877565781818525,2,3
"CMGC protein kinase ERK subfamily","Erk","symbiosis, encompassing mutualism through parasitism",0.3877565781818525,2,5
"CMGC protein kinase ERK subfamily","Erk","vesicle-mediated transport",0.3877565781818525,2,5
"CMGC protein kinase GSK family","Gsk","aging",0.3544214627826016,3,6
"CMGC protein kinase GSK family","Gsk","anatomical structure development",0.3544214627826016,3,10
"CMGC protein kinase GSK family","Gsk","anatomical structure formation involved in morphogenesis",0.3544214627826016,3,9
"CMGC protein kinase GSK family","Gsk","carbohydrate metabolic process",0.3544214627826016,3,3
"CMGC protein kinase GSK family","Gsk","catabolic process",0.3544214627826016,3,5
"CMGC protein kinase GSK family","Gsk","cell cycle",0.3544214627826016,3,9
"CMGC protein kinase GSK family","Gsk","cell death",0.3544214627826016,3,12
"CMGC protein kinase GSK family","Gsk","cell differentiation",0.3544214627826016,3,21
"CMGC protein kinase GSK family","Gsk","cell morphogenesis",0.3544214627826016,3,10
"CMGC protein kinase GSK family","Gsk","cell motility",0.3544214627826016,3,11
"CMGC protein kinase GSK family","Gsk","cell-cell signaling",0.3544214627826016,3,6
"CMGC protein kinase GSK family","Gsk","cellular nitrogen compound metabolic process",0.3544214627826016,3,7
"CMGC protein kinase GSK family","Gsk","cellular protein modification process",0.3544214627826016,3,30
"CMGC protein kinase GSK family","Gsk","circulatory system process",0.3544214627826016,3,2
"CMGC protein kinase GSK family","Gsk","generation of precursor metabolites and energy",0.3544214627826016,3,2
"CMGC protein kinase GSK family","Gsk","membrane organization",0.3544214627826016,3,4
"CMGC protein kinase GSK family","Gsk","mitochondrion organization",0.3544214627826016,3,5
"CMGC protein kinase GSK family","Gsk","multicellular organismal development",0.3544214627826016,3,23
"CMGC protein kinase GSK family","Gsk","nucleocytoplasmic transport",0.3544214627826016,3,4
"CMGC protein kinase GSK family","Gsk","phosphorylation",0.3544214627826016,3,30
"CMGC protein kinase GSK family","Gsk","positive regulation of apoptotic process",0.3544214627826016,3,8
"CMGC protein kinase GSK family","Gsk","positive regulation of catalytic activity",0.3544214627826016,3,18
"CMGC protein kinase GSK family","Gsk","protein complex assembly",0.3544214627826016,3,2
"CMGC protein kinase GSK family","Gsk","proteolysis",0.3544214627826016,3,2
"CMGC protein kinase GSK family","Gsk","regulation of catalytic activity",0.3544214627826016,3,6
"CMGC protein kinase GSK family","Gsk","regulation of protein localization",0.3544214627826016,3,11
"CMGC protein kinase GSK family","Gsk","response to stress",0.3544214627826016,3,19
"CMGC protein kinase GSK family","Gsk","signal transduction",0.3544214627826016,3,27
"CMGC protein kinase GSK family","Gsk","transport",0.3544214627826016,3,9
"CMGC protein kinase JNK subfamily","Jnk","cellular protein modification process",0.26479402986952133,0,30
"CMGC protein kinase JNK subfamily","Jnk","membrane organization",0.26479402986952133,0,4
"CMGC protein kinase JNK subfamily","Jnk","mitochondrion organization",0.26479402986952133,0,5
"CMGC protein kinase JNK subfamily","Jnk","phosphorylation",0.26479402986952133,0,30
"CMGC protein kinase JNK subfamily","Jnk","positive regulation of apoptotic process",0.26479402986952133,0,8
"CMGC protein kinase JNK subfamily","Jnk","positive regulation of catalytic activity",0.26479402986952133,0,18
"CMGC protein kinase JNK subfamily","Jnk","regulation of protein localization",0.26479402986952133,0,11
"CMGC protein kinase JNK subfamily","Jnk","response to stress",0.26479402986952133,0,19
"CMGC protein kinase JNK subfamily","Jnk","signal transduction",0.26479402986952133,0,27
"CMGC protein kinase JNK subfamily","Jnk","transport",0.26479402986952133,0,9
"CMGC protein kinase TAIRE subfamily","Taire","cell differentiation",0.01289377105065365,0,21
"CMGC protein kinase TAIRE subfamily","Taire","cell-cell signaling",0.01289377105065365,0,6
"CMGC protein kinase TAIRE subfamily","Taire","cellular protein modification process",0.01289377105065365,0,30
"CMGC protein kinase TAIRE subfamily","Taire","multicellular organismal development",0.01289377105065365,0,23
"CMGC protein kinase TAIRE subfamily","Taire","phosphorylation",0.01289377105065365,0,30
"CMGC protein kinase TAIRE subfamily","Taire","regulation of protein localization",0.01289377105065365,0,11
"CMGC protein kinase TAIRE subfamily","Taire","reproduction",0.01289377105065365,0,7
"CMGC protein kinase TAIRE subfamily","Taire","transport",0.01289377105065365,0,9
"CMGC protein kinase TAIRE subfamily","Taire","vesicle-mediated transport",0.01289377105065365,0,5
"CMGC protein kinase p38 subfamily","p38","aging",0.5780183217341808,11,6
"CMGC protein kinase p38 subfamily","p38","anatomical structure development",0.5780183217341808,11,10
"CMGC protein kinase p38 subfamily","p38","anatomical structure formation involved in morphogenesis",0.5780183217341808,11,9
"CMGC protein kinase p38 subfamily","p38","biosynthetic process",0.5780183217341808,11,8
"CMGC protein kinase p38 subfamily","p38","carbohydrate metabolic process",0.5780183217341808,11,3
"CMGC protein kinase p38 subfamily","p38","cell cycle",0.5780183217341808,11,9
"CMGC protein kinase p38 subfamily","p38","cell death",0.5780183217341808,11,12
"CMGC protein kinase p38 subfamily","p38","cell differentiation",0.5780183217341808,11,21
"CMGC protein kinase p38 subfamily","p38","cell morphogenesis",0.5780183217341808,11,10
"CMGC protein kinase p38 subfamily","p38","cellular nitrogen compound metabolic process",0.5780183217341808,11,7
"CMGC protein kinase p38 subfamily","p38","cellular protein modification process",0.5780183217341808,11,30
"CMGC protein kinase p38 subfamily","p38","growth",0.5780183217341808,11,5
"CMGC protein kinase p38 subfamily","p38","immune system process",0.5780183217341808,11,10
"CMGC protein kinase p38 subfamily","p38","lipid metabolic process",0.5780183217341808,11,7
"CMGC protein kinase p38 subfamily","p38","locomotion",0.5780183217341808,11,7
"CMGC protein kinase p38 subfamily","p38","multicellular organismal development",0.5780183217341808,11,23
"CMGC protein kinase p38 subfamily","p38","phosphorylation",0.5780183217341808,11,30
"CMGC protein kinase p38 subfamily","p38","positive regulation of catalytic activity",0.5780183217341808,11,18
"CMGC protein kinase p38 subfamily","p38","regulation of protein localization",0.5780183217341808,11,11
"CMGC protein kinase p38 subfamily","p38","reproduction",0.5780183217341808,11,7
"CMGC protein kinase p38 subfamily","p38","response to stress",0.5780183217341808,11,19
"CMGC protein kinase p38 subfamily","p38","signal transduction",0.5780183217341808,11,27
"CMGC protein kinase p38 subfamily","p38","small molecule metabolic process",0.5780183217341808,11,3
"Other protein kinase Meta subfamily","Meta","cellular protein modification process",0.010692395505420102,0,30
"Other protein kinase Meta subfamily","Meta","phosphorylation",0.010692395505420102,0,30
"Other protein kinase Meta subfamily","Meta","regulation of catalytic activity",0.010692395505420102,0,6
"Other protein kinase Meta subfamily","Meta","signal transduction",0.010692395505420102,0,27
"Other protein kinase Wnk family","Wnk","cellular protein modification process",3.1448222074765E-4,0,30
"Other protein kinase Wnk family","Wnk","phosphorylation",3.1448222074765E-4,0,30
"Other protein kinase Wnk family","Wnk","regulation of protein localization",3.1448222074765E-4,0,11
"Other protein kinase Wnk family","Wnk","signal transduction",3.1448222074765E-4,0,27
"STE protein kinase FRAY subfamily","Fray","cellular protein modification process",0.0037737866489718002,0,30
"STE protein kinase FRAY subfamily","Fray","phosphorylation",0.0037737866489718002,0,30
"STE protein kinase FRAY subfamily","Fray","response to stress",0.0037737866489718002,0,19
"STE protein kinase FRAY subfamily","Fray","signal transduction",0.0037737866489718002,0,27
"STE protein kinase MSN subfamily","Msn","autophagy",0.025473059880559652,0,2
"STE protein kinase MSN subfamily","Msn","cell differentiation",0.025473059880559652,0,21
"STE protein kinase MSN subfamily","Msn","cellular component assembly",0.025473059880559652,0,4
"STE protein kinase MSN subfamily","Msn","cellular protein modification process",0.025473059880559652,0,30
"STE protein kinase MSN subfamily","Msn","cytoskeleton organization",0.025473059880559652,0,3
"STE protein kinase MSN subfamily","Msn","multicellular organismal development",0.025473059880559652,0,23
"STE protein kinase MSN subfamily","Msn","phosphorylation",0.025473059880559652,0,30
"STE protein kinase MSN subfamily","Msn","plasma membrane organization",0.025473059880559652,0,2
"STE protein kinase MSN subfamily","Msn","positive regulation of catalytic activity",0.025473059880559652,0,18
"STE protein kinase MSN subfamily","Msn","response to stress",0.025473059880559652,0,19
"STE protein kinase MSN subfamily","Msn","signal transduction",0.025473059880559652,0,27
"STE protein kinase PAKA subfamily","Paka","cell cycle",0.012579288829906003,0,9
"STE protein kinase PAKA subfamily","Paka","cell death",0.012579288829906003,0,12
"STE protein kinase PAKA subfamily","Paka","cell differentiation",0.012579288829906003,0,21
"STE protein kinase PAKA subfamily","Paka","cellular protein modification process",0.012579288829906003,0,30
"STE protein kinase PAKA subfamily","Paka","immune system process",0.012579288829906003,0,10
"STE protein kinase PAKA subfamily","Paka","metabolic process",0.012579288829906003,0,2
"STE protein kinase PAKA subfamily","Paka","multicellular organismal development",0.012579288829906003,0,23
"STE protein kinase PAKA subfamily","Paka","negative regulation of endopeptidase activity",0.012579288829906003,0,2
"STE protein kinase PAKA subfamily","Paka","phosphorylation",0.012579288829906003,0,30
"STE protein kinase PAKA subfamily","Paka","positive regulation of apoptotic process",0.012579288829906003,0,8
"STE protein kinase PAKA subfamily","Paka","positive regulation of catalytic activity",0.012579288829906003,0,18
"STE protein kinase PAKA subfamily","Paka","regulation of catalytic activity",0.012579288829906003,0,6
"STE protein kinase PAKA subfamily","Paka","signal transduction",0.012579288829906003,0,27
"STE protein kinase PAKA subfamily","Paka","symbiosis, encompassing mutualism through parasitism",0.012579288829906003,0,5
"STE protein kinase STE7 family","Ste7","cell death",0.0025158577659812,0,12
"STE protein kinase STE7 family","Ste7","cellular protein modification process",0.0025158577659812,0,30
"STE protein kinase STE7 family","Ste7","phosphorylation",0.0025158577659812,0,30
"STE protein kinase STE7 family","Ste7","positive regulation of apoptotic process",0.0025158577659812,0,8
"STE protein kinase STE7 family","Ste7","positive regulation of catalytic activity",0.0025158577659812,0,18
"STE protein kinase STE7 family","Ste7","proteolysis",0.0025158577659812,0,2
"STE protein kinase STE7 family","Ste7","response to stress",0.0025158577659812,0,19
"STE protein kinase STE7 family","Ste7","signal transduction",0.0025158577659812,0,27
"TKL protein kinase RIPK family","Ripk","cellular protein modification process",0.00911998440168185,0,30
"TKL protein kinase RIPK family","Ripk","phosphorylation",0.00911998440168185,0,30
"TKL protein kinase STKR Type 1 subfamily","Type1","cell differentiation",0.24403820330017642,3,21
"TKL protein kinase STKR Type 1 subfamily","Type1","cell proliferation",0.24403820330017642,3,9
"TKL protein kinase STKR Type 1 subfamily","Type1","cellular protein modification process",0.24403820330017642,3,30
"TKL protein kinase STKR Type 1 subfamily","Type1","multicellular organismal development",0.24403820330017642,3,23
"TKL protein kinase STKR Type 1 subfamily","Type1","phosphorylation",0.24403820330017642,3,30
"TKL protein kinase STKR Type 1 subfamily","Type1","positive regulation of catalytic activity",0.24403820330017642,3,18
"TKL protein kinase STKR Type 1 subfamily","Type1","signal transduction",0.24403820330017642,3,27
"Tyrosine protein kinase DDR family","Ddr","anatomical structure development",0.03899579537270861,0,10
"Tyrosine protein kinase DDR family","Ddr","cell adhesion",0.03899579537270861,0,4
"Tyrosine protein kinase DDR family","Ddr","cell motility",0.03899579537270861,0,11
"Tyrosine protein kinase DDR family","Ddr","cellular protein modification process",0.03899579537270861,0,30
"Tyrosine protein kinase DDR family","Ddr","extracellular matrix organization",0.03899579537270861,0,2
"Tyrosine protein kinase DDR family","Ddr","female pregnancy",0.03899579537270861,0,2
"Tyrosine protein kinase DDR family","Ddr","multicellular organismal development",0.03899579537270861,0,23
"Tyrosine protein kinase DDR family","Ddr","phosphorylation",0.03899579537270861,0,30
"Tyrosine protein kinase DDR family","Ddr","response to stress",0.03899579537270861,0,19
"Tyrosine protein kinase DDR family","Ddr","signal transduction",0.03899579537270861,0,27
"Tyrosine protein kinase DDR family","Ddr","transport",0.03899579537270861,0,9
"Tyrosine protein kinase EGFR family","Egfr","anatomical structure development",0.030504775412522053,2,10
"Tyrosine protein kinase EGFR family","Egfr","biosynthetic process",0.030504775412522053,2,8
"Tyrosine protein kinase EGFR family","Egfr","cell death",0.030504775412522053,2,12
"Tyrosine protein kinase EGFR family","Egfr","cell differentiation",0.030504775412522053,2,21
"Tyrosine protein kinase EGFR family","Egfr","cell motility",0.030504775412522053,2,11
"Tyrosine protein kinase EGFR family","Egfr","cell proliferation",0.030504775412522053,2,9
"Tyrosine protein kinase EGFR family","Egfr","cellular nitrogen compound metabolic process",0.030504775412522053,2,7
