"protein_class_pref_name","protein_class_short_name","go_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Dopamine receptor","Dopamine receptor","lipid metabolic process",1.2978681250255517,7,2
"Dopamine receptor","Dopamine receptor","metabolic process",1.2978681250255517,7,3
"Dopamine receptor","Dopamine receptor","multicellular organismal development",1.2978681250255517,7,4
"Dopamine receptor","Dopamine receptor","neurological system process",1.2978681250255517,7,5
"Dopamine receptor","Dopamine receptor","nucleocytoplasmic transport",1.2978681250255517,7,1
"Dopamine receptor","Dopamine receptor","pigmentation",1.2978681250255517,7,1
"Dopamine receptor","Dopamine receptor","positive regulation of catalytic activity",1.2978681250255517,7,3
"Dopamine receptor","Dopamine receptor","protein targeting",1.2978681250255517,7,2
"Dopamine receptor","Dopamine receptor","regulation of catalytic activity",1.2978681250255517,7,3
"Dopamine receptor","Dopamine receptor","regulation of protein localization",1.2978681250255517,7,3
"Dopamine receptor","Dopamine receptor","reproduction",1.2978681250255517,7,2
"Dopamine receptor","Dopamine receptor","response to stress",1.2978681250255517,7,5
"Dopamine receptor","Dopamine receptor","response to toxic substance",1.2978681250255517,7,2
"Dopamine receptor","Dopamine receptor","signal transduction",1.2978681250255517,7,7
"Dopamine receptor","Dopamine receptor","transmembrane transport",1.2978681250255517,7,1
"Dopamine receptor","Dopamine receptor","transport",1.2978681250255517,7,3
"Dopamine receptor","Dopamine receptor","vesicle-mediated transport",1.2978681250255517,7,3
"Histamine receptor","Histamine receptor","cell motility",0.21604928565363557,2,2
"Histamine receptor","Histamine receptor","circulatory system process",0.21604928565363557,2,7
"Histamine receptor","Histamine receptor","immune system process",0.21604928565363557,2,2
"Histamine receptor","Histamine receptor","neurological system process",0.21604928565363557,2,5
"Histamine receptor","Histamine receptor","response to stress",0.21604928565363557,2,5
"Histamine receptor","Histamine receptor","signal transduction",0.21604928565363557,2,7
"Serotonin receptor","Serotonin receptor","cell-cell signaling",0.19435001242204772,4,4
"Serotonin receptor","Serotonin receptor","cellular response to drug",0.19435001242204772,4,1
"Serotonin receptor","Serotonin receptor","circulatory system process",0.19435001242204772,4,7
"Serotonin receptor","Serotonin receptor","metabolic process",0.19435001242204772,4,3
"Serotonin receptor","Serotonin receptor","response to toxic substance",0.19435001242204772,4,2
"Serotonin receptor","Serotonin receptor","signal transduction",0.19435001242204772,4,7
"Serotonin receptor","Serotonin receptor","vesicle-mediated transport",0.19435001242204772,4,3
