"target_pref_name","diseaseName","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"Bradykinin B2 receptor","Kidney Failure, Acute",0.035754418224537746,0,2
"Bradykinin B2 receptor","Major Depressive Disorder",0.035754418224537746,0,6
"Bradykinin B2 receptor","Mechanical Allodynia",0.035754418224537746,0,9
"Bradykinin B2 receptor","Myocardial Diseases, Secondary",0.035754418224537746,0,7
"Bradykinin B2 receptor","Pain",0.035754418224537746,0,4
"Bradykinin B2 receptor","Pain, Burning",0.035754418224537746,0,4
"Bradykinin B2 receptor","Pain, Crushing",0.035754418224537746,0,4
"Bradykinin B2 receptor","Pain, Migratory",0.035754418224537746,0,4
"Bradykinin B2 receptor","Pain, Splitting",0.035754418224537746,0,4
"Bradykinin B2 receptor","Radiating pain",0.035754418224537746,0,4
"Bradykinin B2 receptor","Reactive Hyperemia",0.035754418224537746,0,1
"Bradykinin B2 receptor","Rheumatoid Arthritis",0.035754418224537746,0,7
"Bradykinin B2 receptor","Suffering, Physical",0.035754418224537746,0,4
"Bradykinin B2 receptor","Tactile Allodynia",0.035754418224537746,0,9
"Bradykinin B2 receptor","Thrombosis",0.035754418224537746,0,2
"Bradykinin B2 receptor","Thrombus",0.035754418224537746,0,2
"Bradykinin B2 receptor","Uncinate Epilepsy",0.035754418224537746,0,3
"Bradykinin B2 receptor","Unipolar Depression",0.035754418224537746,0,7
"Bradykinin B2 receptor","Vascular System Injuries",0.035754418224537746,0,1
"Bradykinin B2 receptor","Venous Engorgement",0.035754418224537746,0,1
"C-C chemokine receptor type 1","Allergic Reaction",0.0740627234651139,0,4
"C-C chemokine receptor type 1","Behcet Syndrome",0.0740627234651139,0,1
"C-C chemokine receptor type 1","Contact Dermatitis",0.0740627234651139,0,2
"C-C chemokine receptor type 1","Contact hypersensitivity",0.0740627234651139,0,2
"C-C chemokine receptor type 1","Experimental Lung Inflammation",0.0740627234651139,0,4
"C-C chemokine receptor type 1","Hypersensitivity",0.0740627234651139,0,4
"C-C chemokine receptor type 1","Liver Dysfunction",0.0740627234651139,0,3
"C-C chemokine receptor type 1","Liver carcinoma",0.0740627234651139,0,4
"C-C chemokine receptor type 1","Liver diseases",0.0740627234651139,0,3
"C-C chemokine receptor type 1","Lobar Pneumonia",0.0740627234651139,0,4
"C-C chemokine receptor type 1","Pneumonia",0.0740627234651139,0,4
"C-C chemokine receptor type 1","Pneumonitis",0.0740627234651139,0,4
"C-C chemokine receptor type 2","Allergic Reaction",0.15323322096230463,0,4
"C-C chemokine receptor type 2","Chemical and Drug Induced Liver Injury",0.15323322096230463,0,6
"C-C chemokine receptor type 2","Chemically-Induced Liver Toxicity",0.15323322096230463,0,6
"C-C chemokine receptor type 2","Complex Partial Status Epilepticus",0.15323322096230463,0,2
"C-C chemokine receptor type 2","Dermatitis, Allergic Contact",0.15323322096230463,0,1
"C-C chemokine receptor type 2","Drug-Induced Acute Liver Injury",0.15323322096230463,0,6
"C-C chemokine receptor type 2","Drug-Induced Liver Disease",0.15323322096230463,0,6
"C-C chemokine receptor type 2","Experimental Lung Inflammation",0.15323322096230463,0,4
"C-C chemokine receptor type 2","Grand Mal Status Epilepticus",0.15323322096230463,0,2
"C-C chemokine receptor type 2","Hamman-Rich syndrome",0.15323322096230463,0,1
"C-C chemokine receptor type 2","Hepatitis, Drug-Induced",0.15323322096230463,0,6
"C-C chemokine receptor type 2","Hepatitis, Toxic",0.15323322096230463,0,6
"C-C chemokine receptor type 2","Hypersensitivity",0.15323322096230463,0,4
"C-C chemokine receptor type 2","Liver Dysfunction",0.15323322096230463,0,3
"C-C chemokine receptor type 2","Liver diseases",0.15323322096230463,0,3
"C-C chemokine receptor type 2","Lobar Pneumonia",0.15323322096230463,0,4
"C-C chemokine receptor type 2","Non-Convulsive Status Epilepticus",0.15323322096230463,0,2
"C-C chemokine receptor type 2","Petit mal status",0.15323322096230463,0,2
"C-C chemokine receptor type 2","Pneumonia",0.15323322096230463,0,4
"C-C chemokine receptor type 2","Pneumonitis",0.15323322096230463,0,4
"C-C chemokine receptor type 2","Pulmonary Fibrosis",0.15323322096230463,0,1
"C-C chemokine receptor type 2","Simple Partial Status Epilepticus",0.15323322096230463,0,2
"C-C chemokine receptor type 2","Status Epilepticus",0.15323322096230463,0,2
"C-C chemokine receptor type 2","Status Epilepticus, Subclinical",0.15323322096230463,0,2
"C-C chemokine receptor type 4","Adult T-Cell Lymphoma/Leukemia",0.0485238533047298,0,3
"C-C chemokine receptor type 4","Brain Ischemia",0.0485238533047298,0,4
"C-C chemokine receptor type 4","Celiac Disease",0.0485238533047298,0,1
"C-C chemokine receptor type 4","Cerebral Ischemia",0.0485238533047298,0,4
"C-C chemokine receptor type 4","Glioma",0.0485238533047298,0,3
"C-C chemokine receptor type 4","Liver neoplasms",0.0485238533047298,0,6
"C-C chemokine receptor type 4","Malignant Glioma",0.0485238533047298,0,3
"C-C chemokine receptor type 4","Malignant neoplasm of liver",0.0485238533047298,0,6
"C-C chemokine receptor type 4","Sezary Syndrome",0.0485238533047298,0,2
"C-C chemokine receptor type 4","mixed gliomas",0.0485238533047298,0,3
"C-C chemokine receptor type 5","Acute Kidney Insufficiency",0.5976095617529881,0,2
"C-C chemokine receptor type 5","Acute kidney injury",0.5976095617529881,0,2
"C-C chemokine receptor type 5","DIABETES MELLITUS, INSULIN-DEPENDENT, 22 (disorder)",0.5976095617529881,0,1
"C-C chemokine receptor type 5","Dermatitis, Atopic",0.5976095617529881,0,2
"C-C chemokine receptor type 5","Eczema, Infantile",0.5976095617529881,0,2
"C-C chemokine receptor type 5","Encephalitis, West Nile Fever",0.5976095617529881,0,1
"C-C chemokine receptor type 5","Familial Ménière disease",0.5976095617529881,0,2
"C-C chemokine receptor type 5","Hepatitis C",0.5976095617529881,0,2
"C-C chemokine receptor type 5","Kidney Failure, Acute",0.5976095617529881,0,2
"C-C chemokine receptor type 5","Nephritis",0.5976095617529881,0,1
"C-C chemokine receptor type 5","Schizophrenia",0.5976095617529881,0,13
"C-C chemokine receptor type 5","West Nile Fever",0.5976095617529881,0,1
"C-C chemokine receptor type 5","West Nile Fever Meningitis",0.5976095617529881,0,1
"C-C chemokine receptor type 5","West Nile Fever Meningoencephalitis",0.5976095617529881,0,1
"C-C chemokine receptor type 5","West Nile Fever Myelitis",0.5976095617529881,0,1
"C-X-C chemokine receptor type 3","Acute Cerebrovascular Accidents",0.017877209112268873,0,2
"C-X-C chemokine receptor type 3","Allergic Reaction",0.017877209112268873,0,4
"C-X-C chemokine receptor type 3","Alopecia Areata",0.017877209112268873,0,1
"C-X-C chemokine receptor type 3","Autoimmune Diseases",0.017877209112268873,0,1
"C-X-C chemokine receptor type 3","Bright Disease",0.017877209112268873,0,1
"C-X-C chemokine receptor type 3","Cerebrovascular accident",0.017877209112268873,0,2
"C-X-C chemokine receptor type 3","Contact Dermatitis",0.017877209112268873,0,2
"C-X-C chemokine receptor type 3","Contact hypersensitivity",0.017877209112268873,0,2
"C-X-C chemokine receptor type 3","Dermatitis, Atopic",0.017877209112268873,0,2
"C-X-C chemokine receptor type 3","Eczema, Infantile",0.017877209112268873,0,2
"C-X-C chemokine receptor type 3","Experimental Lung Inflammation",0.017877209112268873,0,4
"C-X-C chemokine receptor type 3","Glomerulonephritis",0.017877209112268873,0,1
"C-X-C chemokine receptor type 3","Hypersensitivity",0.017877209112268873,0,4
"C-X-C chemokine receptor type 3","Inflammation",0.017877209112268873,0,6
"C-X-C chemokine receptor type 3","Ischemia",0.017877209112268873,0,1
"C-X-C chemokine receptor type 3","Lobar Pneumonia",0.017877209112268873,0,4
"C-X-C chemokine receptor type 3","Pleural Diseases",0.017877209112268873,0,1
"C-X-C chemokine receptor type 3","Pneumonia",0.017877209112268873,0,4
"C-X-C chemokine receptor type 3","Pneumonitis",0.017877209112268873,0,4
"C-X-C chemokine receptor type 4","Breast Carcinoma",0.0025538870160384105,0,16
"C-X-C chemokine receptor type 4","Congenital anemia",0.0025538870160384105,0,6
"C-X-C chemokine receptor type 4","Cytopenia",0.0025538870160384105,0,6
"C-X-C chemokine receptor type 4","Juvenile arthritis",0.0025538870160384105,0,4
"C-X-C chemokine receptor type 4","Juvenile psoriatic arthritis",0.0025538870160384105,0,4
"C-X-C chemokine receptor type 4","Juvenile-Onset Still Disease",0.0025538870160384105,0,4
"C-X-C chemokine receptor type 4","Malignant neoplasm of breast",0.0025538870160384105,0,19
"C-X-C chemokine receptor type 4","Mammary Neoplasms",0.0025538870160384105,0,16
"C-X-C chemokine receptor type 4","Mammary Neoplasms, Human",0.0025538870160384105,0,15
"C-X-C chemokine receptor type 4","Neoplasm Invasiveness",0.0025538870160384105,0,7
"C-X-C chemokine receptor type 4","Neoplasm Metastasis",0.0025538870160384105,0,8
"C-X-C chemokine receptor type 4","Neoplastic Cell Transformation",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Nerve Pain",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Atypical",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Iliohypogastric Nerve",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Ilioinguinal",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Perineal",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Stump",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Supraorbital",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Neuralgia, Vidian",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Paroxysmal Nerve Pain",0.0025538870160384105,0,3
"C-X-C chemokine receptor type 4","Rheumatoid Arthritis",0.0025538870160384105,0,7
"C-X-C chemokine receptor type 4","WHIM syndrome",0.0025538870160384105,0,1
"C5a anaphylatoxin chemotactic receptor","Endotoxic shock",0.028092757176422515,0,1
"C5a anaphylatoxin chemotactic receptor","Liver Cirrhosis, Experimental",0.028092757176422515,0,13
"C5a anaphylatoxin chemotactic receptor","Septic Shock",0.028092757176422515,0,1
"C5a anaphylatoxin chemotactic receptor","Toxic Shock Syndrome",0.028092757176422515,0,1
"CaM kinase II alpha","Alcoholic Intoxication, Chronic",0.010215548064153642,0,6
"CaM kinase II alpha","Allodynia",0.010215548064153642,0,9
"CaM kinase II alpha","Bipolar Disorder",0.010215548064153642,0,9
"CaM kinase II alpha","Cocaine Abuse",0.010215548064153642,0,8
"CaM kinase II alpha","Cocaine Dependence",0.010215548064153642,0,9
"CaM kinase II alpha","Cocaine-Related Disorders",0.010215548064153642,0,8
"CaM kinase II alpha","Depressive disorder",0.010215548064153642,0,7
"CaM kinase II alpha","Hepatic Form of Wilson Disease",0.010215548064153642,0,1
"CaM kinase II alpha","Hepatolenticular Degeneration",0.010215548064153642,0,1
"CaM kinase II alpha","Hepatomegaly",0.010215548064153642,0,2
"CaM kinase II alpha","Hyperalgesia",0.010215548064153642,0,9
"CaM kinase II alpha","Hyperalgesia, Primary",0.010215548064153642,0,9
"CaM kinase II alpha","Hyperalgesia, Secondary",0.010215548064153642,0,9
"CaM kinase II alpha","Hyperalgesia, Thermal",0.010215548064153642,0,9
"CaM kinase II alpha","Intellectual Disability",0.010215548064153642,0,22
"CaM kinase II alpha","Major Depressive Disorder",0.010215548064153642,0,6
"CaM kinase II alpha","Mechanical Allodynia",0.010215548064153642,0,9
"CaM kinase II alpha","Mental Depression",0.010215548064153642,0,7
"CaM kinase II alpha","Tactile Allodynia",0.010215548064153642,0,9
"CaM kinase II alpha","Unipolar Depression",0.010215548064153642,0,7
"CaM kinase II beta","Adenocarcinoma of large intestine",0.007661661048115231,0,11
"CaM kinase II beta","Cannabis Abuse",0.007661661048115231,0,2
"CaM kinase II beta","Cannabis Dependence",0.007661661048115231,0,2
"CaM kinase II beta","Cannabis-Related Disorder",0.007661661048115231,0,2
"CaM kinase II beta","Cocaine Abuse",0.007661661048115231,0,8
"CaM kinase II beta","Cocaine Dependence",0.007661661048115231,0,9
"CaM kinase II beta","Cocaine-Related Disorders",0.007661661048115231,0,8
"CaM kinase II beta","Hashish Abuse",0.007661661048115231,0,2
"CaM kinase II beta","Intellectual Disability",0.007661661048115231,0,22
"CaM kinase II beta","Marijuana Abuse",0.007661661048115231,0,4
"CaM kinase II beta","Phencyclidine Abuse",0.007661661048115231,0,1
"CaM kinase II beta","Phencyclidine-Related Disorders",0.007661661048115231,0,1
"CaM kinase II beta","Psychoses, Drug",0.007661661048115231,0,3
"CaM kinase II beta","Psychoses, Substance-Induced",0.007661661048115231,0,3
"CaM kinase II beta","Schizophrenia",0.007661661048115231,0,13
"CaM kinase II delta","Liver Cirrhosis, Experimental",0.005107774032076821,0,13
"CaM kinase II delta","Myocardial Ischemia",0.005107774032076821,0,6
"CaM kinase II delta","Polycystic Ovary Syndrome",0.005107774032076821,0,2
"CaM kinase II delta","Sclerocystic Ovaries",0.005107774032076821,0,2
"CaM kinase II gamma","Intellectual Disability",0.005107774032076821,0,22
"Cannabinoid CB2 receptor","Acute Myeloid Leukemia (AML-M2)",0.3932986004699152,0,6
"Cannabinoid CB2 receptor","Acute Myeloid Leukemia, M1",0.3932986004699152,0,5
"Cannabinoid CB2 receptor","Alcohol abuse",0.3932986004699152,0,3
"Cannabinoid CB2 receptor","Alcoholic Intoxication, Chronic",0.3932986004699152,0,6
"Cannabinoid CB2 receptor","Allodynia",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Atherogenesis",0.3932986004699152,0,2
"Cannabinoid CB2 receptor","Atherosclerosis",0.3932986004699152,0,2
"Cannabinoid CB2 receptor","Atherosclerotic Parkinsonism",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Bipolar Disorder",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Breast Carcinoma",0.3932986004699152,0,16
"Cannabinoid CB2 receptor","Cannabis use",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Depression, Neurotic",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Depressive Syndrome",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Depressive disorder",0.3932986004699152,0,7
"Cannabinoid CB2 receptor","Endogenous depression",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Fibrosis, Liver",0.3932986004699152,0,4
"Cannabinoid CB2 receptor","Hyperalgesia",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Hyperalgesia, Primary",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Hyperalgesia, Secondary",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Hyperalgesia, Thermal",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Immune System Diseases",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Leukemia, Myelocytic, Acute",0.3932986004699152,0,7
"Cannabinoid CB2 receptor","Liver Cirrhosis",0.3932986004699152,0,4
"Cannabinoid CB2 receptor","Malignant neoplasm of breast",0.3932986004699152,0,19
"Cannabinoid CB2 receptor","Malignant neoplasm of pancreas",0.3932986004699152,0,2
"Cannabinoid CB2 receptor","Mammary Neoplasms",0.3932986004699152,0,16
"Cannabinoid CB2 receptor","Mammary Neoplasms, Human",0.3932986004699152,0,15
"Cannabinoid CB2 receptor","Marijuana Abuse",0.3932986004699152,0,4
"Cannabinoid CB2 receptor","Mechanical Allodynia",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Melancholia",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Mental Depression",0.3932986004699152,0,7
"Cannabinoid CB2 receptor","Pancreatic Neoplasm",0.3932986004699152,0,2
"Cannabinoid CB2 receptor","Pancreatitis",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Parkinson Disease, Secondary Vascular",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Schizophrenia",0.3932986004699152,0,13
"Cannabinoid CB2 receptor","Secondary Parkinson Disease",0.3932986004699152,0,1
"Cannabinoid CB2 receptor","Tactile Allodynia",0.3932986004699152,0,9
"Cannabinoid CB2 receptor","Unipolar Depression",0.3932986004699152,0,7
"Cyclin-dependent kinase 6","Acute Cerebrovascular Accidents",0.015323322096230461,1,2
"Cyclin-dependent kinase 6","Acute Myeloid Leukemia (AML-M2)",0.015323322096230461,1,6
"Cyclin-dependent kinase 6","Acute Myeloid Leukemia, M1",0.015323322096230461,1,5
"Cyclin-dependent kinase 6","Adult Medulloblastoma",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Anemia",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Autosomal Recessive Primary Microcephaly",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Autosome Abnormalities",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Brain Stem Neoplasms",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Brain Stem Neoplasms, Primary",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Cerebrovascular accident",0.015323322096230461,1,2
"Cyclin-dependent kinase 6","Childhood Acute Lymphoblastic Leukemia",0.015323322096230461,1,4
"Cyclin-dependent kinase 6","Childhood Medulloblastoma",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Chloracne",0.015323322096230461,1,2
"Cyclin-dependent kinase 6","Chromosome Aberrations",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Desmoplastic Medulloblastoma",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Giant Cell Glioblastoma",0.015323322096230461,1,2
"Cyclin-dependent kinase 6","Glioblastoma",0.015323322096230461,1,2
"Cyclin-dependent kinase 6","Glioblastoma Multiforme",0.015323322096230461,1,4
"Cyclin-dependent kinase 6","Leukemia, Lymphocytic, Acute, L2",0.015323322096230461,1,4
"Cyclin-dependent kinase 6","Leukemia, Myelocytic, Acute",0.015323322096230461,1,7
"Cyclin-dependent kinase 6","Lymphoma",0.015323322096230461,1,3
"Cyclin-dependent kinase 6","MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Malignant Neoplasms",0.015323322096230461,1,7
"Cyclin-dependent kinase 6","Malignant mesothelioma",0.015323322096230461,1,3
"Cyclin-dependent kinase 6","Mammary Neoplasms, Experimental",0.015323322096230461,1,3
"Cyclin-dependent kinase 6","Medullary Neoplasms",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Medulloblastoma",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Medullomyoblastoma",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Melanotic medulloblastoma",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Mesencephalic Neoplasms",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Metastatic melanoma",0.015323322096230461,1,4
"Cyclin-dependent kinase 6","Microcephaly",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Pontine Tumors",0.015323322096230461,1,1
"Cyclin-dependent kinase 6","Precursor Cell Lymphoblastic Leukemia Lymphoma",0.015323322096230461,1,7
"Cyclin-dependent kinase 6","Primary microcephaly",0.015323322096230461,1,2
"Cyclin-dependent kinase 6","Rheumatoid Arthritis",0.015323322096230461,1,7
"Cyclin-dependent kinase 6","liposarcoma",0.015323322096230461,1,1
"DNA-dependent protein kinase","Adenocarcinoma of large intestine",0.3881908264378384,0,11
"DNA-dependent protein kinase","Adenocarcinoma of lung (disorder)",0.3881908264378384,0,9
"DNA-dependent protein kinase","Adenoid Cystic Carcinoma",0.3881908264378384,0,1
"DNA-dependent protein kinase","Chemical and Drug Induced Liver Injury",0.3881908264378384,0,6
"DNA-dependent protein kinase","Chemically-Induced Liver Toxicity",0.3881908264378384,0,6
"DNA-dependent protein kinase","Drug-Induced Acute Liver Injury",0.3881908264378384,0,6
"DNA-dependent protein kinase","Drug-Induced Liver Disease",0.3881908264378384,0,6
"DNA-dependent protein kinase","Fulminant Hepatic Failure with Cerebral Edema",0.3881908264378384,0,2
"DNA-dependent protein kinase","Hepatic Coma",0.3881908264378384,0,2
"DNA-dependent protein kinase","Hepatic Encephalopathy",0.3881908264378384,0,2
"DNA-dependent protein kinase","Hepatic Stupor",0.3881908264378384,0,2
"DNA-dependent protein kinase","Hepatitis, Drug-Induced",0.3881908264378384,0,6
"DNA-dependent protein kinase","Hepatitis, Toxic",0.3881908264378384,0,6
"DNA-dependent protein kinase","IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES",0.3881908264378384,0,1
"DNA-dependent protein kinase","Lung diseases",0.3881908264378384,0,3
"DNA-dependent protein kinase","Malignant neoplasm of prostate",0.3881908264378384,0,6
"DNA-dependent protein kinase","Massive Hepatic Necrosis",0.3881908264378384,0,1
"DNA-dependent protein kinase","Metastatic melanoma",0.3881908264378384,0,4
"DNA-dependent protein kinase","Poisoning",0.3881908264378384,0,1
"DNA-dependent protein kinase","Prostatic Neoplasms",0.3881908264378384,0,6
"DNA-dependent protein kinase","Squamous cell carcinoma",0.3881908264378384,0,5
"DNA-dependent protein kinase","Squamous cell carcinoma of lung",0.3881908264378384,0,6
"Death-associated protein kinase 2","Hepatomegaly",0.010215548064153642,0,2
"Death-associated protein kinase 3","Adenocarcinoma of large intestine",0.012769435080192054,0,11
"Death-associated protein kinase 3","Ovarian Mucinous Adenocarcinoma",0.012769435080192054,0,3
"Delta opioid receptor","Alcoholic Intoxication, Chronic",0.37542139135764635,0,6
"Delta opioid receptor","Aura",0.37542139135764635,0,3
"Delta opioid receptor","Awakening Epilepsy",0.37542139135764635,0,3
"Delta opioid receptor","Cocaine Dependence",0.37542139135764635,0,9
"Delta opioid receptor","Drug Dependence",0.37542139135764635,0,3
"Delta opioid receptor","Drug Use Disorders",0.37542139135764635,0,3
"Delta opioid receptor","Drug Withdrawal Symptoms",0.37542139135764635,0,6
"Delta opioid receptor","Drug abuse",0.37542139135764635,0,3
"Delta opioid receptor","Drug habituation",0.37542139135764635,0,3
"Delta opioid receptor","Epilepsy",0.37542139135764635,0,3
"Delta opioid receptor","Epilepsy, Cryptogenic",0.37542139135764635,0,3
"Delta opioid receptor","Hypotension, Orthostatic",0.37542139135764635,0,2
"Delta opioid receptor","Organic Mental Disorders, Substance-Induced",0.37542139135764635,0,3
"Delta opioid receptor","Prescription Drug Abuse",0.37542139135764635,0,3
"Delta opioid receptor","Substance Dependence",0.37542139135764635,0,3
"Delta opioid receptor","Substance Use Disorders",0.37542139135764635,0,3
"Delta opioid receptor","Substance Withdrawal Syndrome",0.37542139135764635,0,6
"Delta opioid receptor","Substance abuse problem",0.37542139135764635,0,3
"Delta opioid receptor","Substance-Related Disorders",0.37542139135764635,0,3
"Delta opioid receptor","Withdrawal Symptoms",0.37542139135764635,0,6
"Dual specificity mitogen-activated protein kinase kinase 1","Adenocarcinoma of large intestine",0.05873940136888344,0,11
"Dual specificity mitogen-activated protein kinase kinase 1","Adenocarcinoma of lung (disorder)",0.05873940136888344,0,9
"Dual specificity mitogen-activated protein kinase kinase 1","Brain Ischemia",0.05873940136888344,0,4
"Dual specificity mitogen-activated protein kinase kinase 1","CARDIOFACIOCUTANEOUS SYNDROME 3",0.05873940136888344,0,1
"Dual specificity mitogen-activated protein kinase kinase 1","Cardio-facio-cutaneous syndrome",0.05873940136888344,0,1
"Dual specificity mitogen-activated protein kinase kinase 1","Cerebral Ischemia",0.05873940136888344,0,4
"Dual specificity mitogen-activated protein kinase kinase 1","Charcot-Marie-Tooth Disease",0.05873940136888344,0,3
"Dual specificity mitogen-activated protein kinase kinase 1","Costello syndrome (disorder)",0.05873940136888344,0,1
"Dual specificity mitogen-activated protein kinase kinase 1","Cutaneous Melanoma",0.05873940136888344,0,5
"Dual specificity mitogen-activated protein kinase kinase 1","Depressive Disorder, Treatment-Resistant",0.05873940136888344,0,1
"Dual specificity mitogen-activated protein kinase kinase 1","Epileptic encephalopathy",0.05873940136888344,0,4
"Dual specificity mitogen-activated protein kinase kinase 1","Female Pseudo-Turner Syndrome",0.05873940136888344,0,3
"Dual specificity mitogen-activated protein kinase kinase 1","Hairy Cell Leukemia",0.05873940136888344,0,1
"Dual specificity mitogen-activated protein kinase kinase 1","Hydrops Fetalis",0.05873940136888344,0,2
"Dual specificity mitogen-activated protein kinase kinase 1","Hypertrophic Cardiomyopathy",0.05873940136888344,0,2
"Dual specificity mitogen-activated protein kinase kinase 1","Intellectual Disability",0.05873940136888344,0,22
"Dual specificity mitogen-activated protein kinase kinase 1","MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES",0.05873940136888344,0,1
"Dual specificity mitogen-activated protein kinase kinase 1","Major Depressive Disorder",0.05873940136888344,0,6
