"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"homeostatic process","Alpha-1b adrenergic receptor",0.15252387706261025,0,7
"homeostatic process","Alpha-2a adrenergic receptor",0.09780397065251917,0,7
"homeostatic process","Bradykinin B2 receptor",0.045599922008409254,0,7
"homeostatic process","Cannabinoid CB1 receptor",1.0921967526565886,6,7
"homeostatic process","Dopamine D1 receptor",0.17579556139793637,0,7
"homeostatic process","Dopamine D2 receptor",1.1220725636276152,7,7
"immune system process","Bradykinin B2 receptor",0.045599922008409254,0,2
"immune system process","Histamine H1 receptor",0.21604928565363557,2,2
"lipid metabolic process","Adenosine A1 receptor",0.9286659978678105,7,2
"lipid metabolic process","Dopamine D2 receptor",1.1220725636276152,7,2
"membrane organization","Adenosine A1 receptor",0.9286659978678105,7,1
"metabolic process","Adenosine A2a receptor",1.1569800901306044,11,4
"metabolic process","Dopamine D1 receptor",0.17579556139793637,0,4
"metabolic process","Dopamine D2 receptor",1.1220725636276152,7,4
"metabolic process","Serotonin 1b (5-HT1b) receptor",0.09340121956205205,2,4
"multicellular organismal development","Adenosine A1 receptor",0.9286659978678105,7,6
"multicellular organismal development","Adenosine A2a receptor",1.1569800901306044,11,6
"multicellular organismal development","Alpha-1b adrenergic receptor",0.15252387706261025,0,6
"multicellular organismal development","Cannabinoid CB1 receptor",1.0921967526565886,6,6
"multicellular organismal development","Dopamine D1 receptor",0.17579556139793637,0,6
"multicellular organismal development","Dopamine D2 receptor",1.1220725636276152,7,6
"neurological system process","Adenosine A1 receptor",0.9286659978678105,7,7
"neurological system process","Adenosine A2a receptor",1.1569800901306044,11,7
"neurological system process","Alpha-2a adrenergic receptor",0.09780397065251917,0,7
"neurological system process","Cannabinoid CB1 receptor",1.0921967526565886,6,7
"neurological system process","Dopamine D1 receptor",0.17579556139793637,0,7
"neurological system process","Dopamine D2 receptor",1.1220725636276152,7,7
"neurological system process","Histamine H1 receptor",0.21604928565363557,2,7
"nucleocytoplasmic transport","Dopamine D1 receptor",0.17579556139793637,0,1
"pigmentation","Dopamine D2 receptor",1.1220725636276152,7,1
"positive regulation of apoptotic process","Cannabinoid CB1 receptor",1.0921967526565886,6,1
"positive regulation of catalytic activity","Adenosine A1 receptor",0.9286659978678105,7,5
"positive regulation of catalytic activity","Adenosine A2a receptor",1.1569800901306044,11,5
"positive regulation of catalytic activity","Alpha-2a adrenergic receptor",0.09780397065251917,0,5
"positive regulation of catalytic activity","Dopamine D1 receptor",0.17579556139793637,0,5
"positive regulation of catalytic activity","Dopamine D2 receptor",1.1220725636276152,7,5
"protein targeting","Adenosine A1 receptor",0.9286659978678105,7,2
"protein targeting","Dopamine D1 receptor",0.17579556139793637,0,2
"regulation of catalytic activity","Alpha-2a adrenergic receptor",0.09780397065251917,0,4
"regulation of catalytic activity","Cannabinoid CB1 receptor",1.0921967526565886,6,4
"regulation of catalytic activity","Dopamine D1 receptor",0.17579556139793637,0,4
"regulation of catalytic activity","Dopamine D2 receptor",1.1220725636276152,7,4
"regulation of protein localization","Alpha-2a adrenergic receptor",0.09780397065251917,0,3
"regulation of protein localization","Cannabinoid CB1 receptor",1.0921967526565886,6,3
"regulation of protein localization","Dopamine D2 receptor",1.1220725636276152,7,3
"reproduction","Cannabinoid CB1 receptor",1.0921967526565886,6,2
"reproduction","Dopamine D1 receptor",0.17579556139793637,0,2
"response to stress","Adenosine A1 receptor",0.9286659978678105,7,7
"response to stress","Adenosine A2a receptor",1.1569800901306044,11,7
"response to stress","Alpha-2a adrenergic receptor",0.09780397065251917,0,7
"response to stress","Bradykinin B2 receptor",0.045599922008409254,0,7
"response to stress","Dopamine D1 receptor",0.17579556139793637,0,7
"response to stress","Dopamine D2 receptor",1.1220725636276152,7,7
"response to stress","Histamine H1 receptor",0.21604928565363557,2,7
"response to toxic substance","Dopamine D2 receptor",1.1220725636276152,7,2
"response to toxic substance","Serotonin 1d (5-HT1d) receptor",0.10094879285999565,2,2
"signal transduction","Adenosine A1 receptor",0.9286659978678105,7,11
"signal transduction","Adenosine A2a receptor",1.1569800901306044,11,11
"signal transduction","Alpha-1b adrenergic receptor",0.15252387706261025,0,11
"signal transduction","Alpha-2a adrenergic receptor",0.09780397065251917,0,11
"signal transduction","Bradykinin B2 receptor",0.045599922008409254,0,11
"signal transduction","Cannabinoid CB1 receptor",1.0921967526565886,6,11
"signal transduction","Dopamine D1 receptor",0.17579556139793637,0,11
"signal transduction","Dopamine D2 receptor",1.1220725636276152,7,11
"signal transduction","Histamine H1 receptor",0.21604928565363557,2,11
"signal transduction","Serotonin 1b (5-HT1b) receptor",0.09340121956205205,2,11
"signal transduction","Serotonin 1d (5-HT1d) receptor",0.10094879285999565,2,11
"small molecule metabolic process","Adenosine A2a receptor",1.1569800901306044,11,1
"transmembrane transport","Dopamine D2 receptor",1.1220725636276152,7,1
"transport","Alpha-2a adrenergic receptor",0.09780397065251917,0,4
"transport","Bradykinin B2 receptor",0.045599922008409254,0,4
"transport","Dopamine D1 receptor",0.17579556139793637,0,4
"transport","Dopamine D2 receptor",1.1220725636276152,7,4
"vesicle-mediated transport","Adenosine A1 receptor",0.9286659978678105,7,4
"vesicle-mediated transport","Adenosine A2a receptor",1.1569800901306044,11,4
"vesicle-mediated transport","Dopamine D2 receptor",1.1220725636276152,7,4
"vesicle-mediated transport","Serotonin 1b (5-HT1b) receptor",0.09340121956205205,2,4
