"go_pref_name","target_pref_name","Percentage_Bioactivities","No_Drug_Efficacy_Target_Annotations","Target_Connectivity"
"cell cycle","TGF-beta receptor type I",0.0056606799734577,0,7
"cell death","CaM kinase II alpha",0.0012579288829906,0,13
"cell death","Casein kinase II alpha",3.1448222074765E-4,0,13
"cell death","Fibroblast growth factor receptor 2",0.0015724111037382503,0,13
"cell death","Fibroblast growth factor receptor 3",0.0018868933244859001,0,13
"cell death","NF-kappa-B essential modulator",,,13
"cell death","Nerve growth factor receptor Trk-A",0.005346197752710051,0,13
"cell death","Ribosomal protein S6 kinase alpha 3",0.0015724111037382503,0,13
"cell death","Serine/threonine-protein kinase AKT",0.01289377105065365,0,13
"cell death","Serine/threonine-protein kinase RAF",0.00345930442822415,0,13
"cell death","Stem cell growth factor receptor",0.0226427198938308,4,13
"cell death","TGF-beta receptor type I",0.0056606799734577,0,13
"cell death","TGF-beta receptor type II",9.434466622429501E-4,0,13
"cell death","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,13
"cell differentiation","CaM kinase II beta",9.434466622429501E-4,0,25
"cell differentiation","CaM kinase II gamma",6.289644414953E-4,0,25
"cell differentiation","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,25
"cell differentiation","Fibroblast growth factor receptor 1",0.0283033998672885,0,25
"cell differentiation","Fibroblast growth factor receptor 2",0.0015724111037382503,0,25
"cell differentiation","Fibroblast growth factor receptor 3",0.0018868933244859001,0,25
"cell differentiation","Hepatocyte growth factor receptor",6.289644414953E-4,0,25
"cell differentiation","Inhibitor of nuclear factor kappa B kinase alpha subunit",0.0072330910771959515,0,25
"cell differentiation","Insulin receptor",0.004402751090467101,0,25
"cell differentiation","LIM domain kinase 1",6.289644414953E-4,0,25
"cell differentiation","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,25
"cell differentiation","Nerve growth factor receptor Trk-A",0.005346197752710051,0,25
"cell differentiation","Platelet-derived growth factor receptor beta",0.039310277593456254,2,25
"cell differentiation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,25
"cell differentiation","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,25
"cell differentiation","Serine/threonine-protein kinase PCTAIRE-1",0.0025158577659812,0,25
"cell differentiation","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,25
"cell differentiation","Serine/threonine-protein kinase RAF",0.00345930442822415,0,25
"cell differentiation","Stem cell growth factor receptor",0.0226427198938308,4,25
"cell differentiation","TGF-beta receptor type I",0.0056606799734577,0,25
"cell differentiation","TGF-beta receptor type II",9.434466622429501E-4,0,25
"cell differentiation","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,25
"cell differentiation","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,25
"cell differentiation","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,25
"cell differentiation","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,25
"cell division","Fibroblast growth factor receptor 1",0.0283033998672885,0,3
"cell division","Fibroblast growth factor receptor 2",0.0015724111037382503,0,3
"cell division","Stem cell growth factor receptor",0.0226427198938308,4,3
"cell junction organization","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,1
"cell morphogenesis","CaM kinase II beta",9.434466622429501E-4,0,8
"cell morphogenesis","Fibroblast growth factor receptor 2",0.0015724111037382503,0,8
"cell morphogenesis","Hepatocyte growth factor receptor",6.289644414953E-4,0,8
"cell morphogenesis","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,8
"cell morphogenesis","Nerve growth factor receptor Trk-A",0.005346197752710051,0,8
"cell morphogenesis","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,8
"cell morphogenesis","TGF-beta receptor type I",0.0056606799734577,0,8
"cell morphogenesis","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,8
"cell motility","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,7
"cell motility","Fibroblast growth factor receptor 1",0.0283033998672885,0,7
"cell motility","Platelet-derived growth factor receptor beta",0.039310277593456254,2,7
"cell motility","Stem cell growth factor receptor",0.0226427198938308,4,7
"cell motility","TGF-beta receptor type I",0.0056606799734577,0,7
"cell motility","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,7
"cell motility","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,7
"cell proliferation","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,11
"cell proliferation","Fibroblast growth factor receptor 1",0.0283033998672885,0,11
"cell proliferation","Fibroblast growth factor receptor 2",0.0015724111037382503,0,11
"cell proliferation","Fibroblast growth factor receptor 3",0.0018868933244859001,0,11
"cell proliferation","Hepatocyte growth factor receptor",6.289644414953E-4,0,11
"cell proliferation","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,11
"cell proliferation","Platelet-derived growth factor receptor beta",0.039310277593456254,2,11
"cell proliferation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,11
"cell proliferation","Serine/threonine-protein kinase RAF",0.00345930442822415,0,11
"cell proliferation","Stem cell growth factor receptor",0.0226427198938308,4,11
"cell proliferation","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,11
"cell-cell signaling","CaM kinase II gamma",6.289644414953E-4,0,10
"cell-cell signaling","Casein kinase I gamma 1",6.289644414953E-4,0,10
"cell-cell signaling","Fibroblast growth factor receptor 1",0.0283033998672885,0,10
"cell-cell signaling","Fibroblast growth factor receptor 2",0.0015724111037382503,0,10
"cell-cell signaling","Fibroblast growth factor receptor 3",0.0018868933244859001,0,10
"cell-cell signaling","Protein kinase C gamma",0.0257875421013073,0,10
"cell-cell signaling","Serine/threonine-protein kinase AKT",0.01289377105065365,0,10
"cell-cell signaling","Serine/threonine-protein kinase PCTAIRE-1",0.0025158577659812,0,10
"cell-cell signaling","Serine/threonine-protein kinase RAF",0.00345930442822415,0,10
"cell-cell signaling","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,10
"cellular component assembly","Platelet-derived growth factor receptor beta",0.039310277593456254,2,4
"cellular component assembly","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,4
"cellular component assembly","Stem cell growth factor receptor",0.0226427198938308,4,4
"cellular component assembly","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,4
"cellular nitrogen compound metabolic process","Casein kinase II alpha",3.1448222074765E-4,0,5
"cellular nitrogen compound metabolic process","Fibroblast growth factor receptor 1",0.0283033998672885,0,5
"cellular nitrogen compound metabolic process","NF-kappa-B essential modulator",,,5
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,5
"cellular nitrogen compound metabolic process","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,5
"cellular protein modification process","CaM kinase II alpha",0.0012579288829906,0,37
"cellular protein modification process","CaM kinase II beta",9.434466622429501E-4,0,37
"cellular protein modification process","CaM kinase II gamma",6.289644414953E-4,0,37
"cellular protein modification process","Casein kinase I gamma 1",6.289644414953E-4,0,37
"cellular protein modification process","Casein kinase II alpha",3.1448222074765E-4,0,37
"cellular protein modification process","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,37
"cellular protein modification process","Dual-specificity tyrosine-phosphorylation regulated kinase 1A",9.434466622429501E-4,0,37
"cellular protein modification process","Fibroblast growth factor receptor 1",0.0283033998672885,0,37
"cellular protein modification process","Fibroblast growth factor receptor 2",0.0015724111037382503,0,37
"cellular protein modification process","Fibroblast growth factor receptor 3",0.0018868933244859001,0,37
"cellular protein modification process","Hepatocyte growth factor receptor",6.289644414953E-4,0,37
"cellular protein modification process","Inhibitor of nuclear factor kappa B kinase alpha subunit",0.0072330910771959515,0,37
"cellular protein modification process","Insulin receptor",0.004402751090467101,0,37
"cellular protein modification process","Insulin-like growth factor I receptor",0.0015724111037382503,0,37
"cellular protein modification process","LIM domain kinase 1",6.289644414953E-4,0,37
"cellular protein modification process","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,37
"cellular protein modification process","NF-kappa-B essential modulator",,,37
"cellular protein modification process","Nerve growth factor receptor Trk-A",0.005346197752710051,0,37
"cellular protein modification process","Phosphorylase kinase gamma subunit 2",0.0022013755452335504,0,37
"cellular protein modification process","Platelet-derived growth factor receptor beta",0.039310277593456254,2,37
"cellular protein modification process","Protein kinase C gamma",0.0257875421013073,0,37
"cellular protein modification process","Ribosomal protein S6 kinase alpha 3",0.0015724111037382503,0,37
"cellular protein modification process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,37
"cellular protein modification process","Serine/threonine-protein kinase AKT3",0.0025158577659812,0,37
"cellular protein modification process","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,37
"cellular protein modification process","Serine/threonine-protein kinase PCTAIRE-1",0.0025158577659812,0,37
"cellular protein modification process","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,37
"cellular protein modification process","Serine/threonine-protein kinase RAF",0.00345930442822415,0,37
"cellular protein modification process","Stem cell growth factor receptor",0.0226427198938308,4,37
"cellular protein modification process","TGF-beta receptor type I",0.0056606799734577,0,37
"cellular protein modification process","TGF-beta receptor type II",9.434466622429501E-4,0,37
"cellular protein modification process","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,37
"cellular protein modification process","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,37
"cellular protein modification process","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,37
"cellular protein modification process","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,37
"cellular protein modification process","Vascular endothelial growth factor receptor 3",0.00283033998672885,0,37
"cellular protein modification process","c-Jun N-terminal kinase 3",0.008176537739438902,0,37
"circulatory system process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"circulatory system process","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,2
"cytoskeleton organization","LIM domain kinase 1",6.289644414953E-4,0,6
"cytoskeleton organization","Platelet-derived growth factor receptor beta",0.039310277593456254,2,6
"cytoskeleton organization","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,6
"cytoskeleton organization","Serine/threonine-protein kinase RAF",0.00345930442822415,0,6
"cytoskeleton organization","Stem cell growth factor receptor",0.0226427198938308,4,6
"cytoskeleton organization","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,6
"developmental maturation","Fibroblast growth factor receptor 1",0.0283033998672885,0,3
"developmental maturation","Fibroblast growth factor receptor 3",0.0018868933244859001,0,3
"developmental maturation","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,3
"embryo development","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,8
"embryo development","Fibroblast growth factor receptor 1",0.0283033998672885,0,8
"embryo development","Fibroblast growth factor receptor 2",0.0015724111037382503,0,8
"embryo development","Serine/threonine-protein kinase AKT",0.01289377105065365,0,8
"embryo development","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,8
"embryo development","Stem cell growth factor receptor",0.0226427198938308,4,8
"embryo development","TGF-beta receptor type I",0.0056606799734577,0,8
"embryo development","TGF-beta receptor type II",9.434466622429501E-4,0,8
"extracellular matrix organization","TGF-beta receptor type I",0.0056606799734577,0,1
"female pregnancy","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"female pregnancy","TGF-beta receptor type II",9.434466622429501E-4,0,2
"generation of precursor metabolites and energy","Phosphorylase kinase gamma subunit 2",0.0022013755452335504,0,2
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"growth","Fibroblast growth factor receptor 2",0.0015724111037382503,0,3
"growth","Fibroblast growth factor receptor 3",0.0018868933244859001,0,3
"growth","TGF-beta receptor type II",9.434466622429501E-4,0,3
"homeostatic process","Insulin receptor",0.004402751090467101,0,5
"homeostatic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,5
"homeostatic process","Serine/threonine-protein kinase RAF",0.00345930442822415,0,5
"homeostatic process","Stem cell growth factor receptor",0.0226427198938308,4,5
"homeostatic process","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,5
"immune system process","CaM kinase II alpha",0.0012579288829906,0,21
"immune system process","CaM kinase II beta",9.434466622429501E-4,0,21
"immune system process","CaM kinase II gamma",6.289644414953E-4,0,21
"immune system process","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,21
"immune system process","Fibroblast growth factor receptor 2",0.0015724111037382503,0,21
"immune system process","Inhibitor of nuclear factor kappa B kinase alpha subunit",0.0072330910771959515,0,21
"immune system process","Insulin-like growth factor I receptor",0.0015724111037382503,0,21
"immune system process","LIM domain kinase 1",6.289644414953E-4,0,21
"immune system process","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,21
"immune system process","NF-kappa-B essential modulator",,,21
"immune system process","Nerve growth factor receptor Trk-A",0.005346197752710051,0,21
"immune system process","Ribosomal protein S6 kinase alpha 3",0.0015724111037382503,0,21
"immune system process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,21
"immune system process","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,21
"immune system process","Serine/threonine-protein kinase RAF",0.00345930442822415,0,21
"immune system process","Stem cell growth factor receptor",0.0226427198938308,4,21
"immune system process","TGF-beta receptor type I",0.0056606799734577,0,21
"immune system process","TGF-beta receptor type II",9.434466622429501E-4,0,21
"immune system process","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,21
"immune system process","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,21
"immune system process","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,21
"lipid metabolic process","Fibroblast growth factor receptor 1",0.0283033998672885,0,6
"lipid metabolic process","Fibroblast growth factor receptor 2",0.0015724111037382503,0,6
"lipid metabolic process","Fibroblast growth factor receptor 3",0.0018868933244859001,0,6
"lipid metabolic process","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,6
"lipid metabolic process","Platelet-derived growth factor receptor beta",0.039310277593456254,2,6
"lipid metabolic process","Stem cell growth factor receptor",0.0226427198938308,4,6
"locomotion","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,5
"locomotion","Hepatocyte growth factor receptor",6.289644414953E-4,0,5
"locomotion","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,5
"locomotion","Nerve growth factor receptor Trk-A",0.005346197752710051,0,5
"locomotion","Platelet-derived growth factor receptor beta",0.039310277593456254,2,5
"membrane organization","CaM kinase II alpha",0.0012579288829906,0,1
"metabolic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"metabolic process","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,2
"microtubule-based process","Nerve growth factor receptor Trk-A",0.005346197752710051,0,2
"microtubule-based process","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,2
"mitochondrion organization","CaM kinase II alpha",0.0012579288829906,0,4
"mitochondrion organization","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,4
"mitochondrion organization","Serine/threonine-protein kinase AKT",0.01289377105065365,0,4
"mitochondrion organization","Serine/threonine-protein kinase AKT3",0.0025158577659812,0,4
"multicellular organismal development","CaM kinase II beta",9.434466622429501E-4,0,26
"multicellular organismal development","CaM kinase II gamma",6.289644414953E-4,0,26
"multicellular organismal development","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,26
"multicellular organismal development","Dual-specificity tyrosine-phosphorylation regulated kinase 1A",9.434466622429501E-4,0,26
"multicellular organismal development","Fibroblast growth factor receptor 1",0.0283033998672885,0,26
"multicellular organismal development","Fibroblast growth factor receptor 2",0.0015724111037382503,0,26
"multicellular organismal development","Fibroblast growth factor receptor 3",0.0018868933244859001,0,26
"multicellular organismal development","Hepatocyte growth factor receptor",6.289644414953E-4,0,26
"multicellular organismal development","Insulin receptor",0.004402751090467101,0,26
"multicellular organismal development","LIM domain kinase 1",6.289644414953E-4,0,26
"multicellular organismal development","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,26
"multicellular organismal development","Nerve growth factor receptor Trk-A",0.005346197752710051,0,26
"multicellular organismal development","Platelet-derived growth factor receptor beta",0.039310277593456254,2,26
"multicellular organismal development","Protein kinase C gamma",0.0257875421013073,0,26
"multicellular organismal development","Ribosomal protein S6 kinase alpha 3",0.0015724111037382503,0,26
"multicellular organismal development","Serine/threonine-protein kinase AKT",0.01289377105065365,0,26
"multicellular organismal development","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,26
"multicellular organismal development","Serine/threonine-protein kinase PCTAIRE-1",0.0025158577659812,0,26
"multicellular organismal development","Serine/threonine-protein kinase RAF",0.00345930442822415,0,26
"multicellular organismal development","Stem cell growth factor receptor",0.0226427198938308,4,26
"multicellular organismal development","TGF-beta receptor type I",0.0056606799734577,0,26
"multicellular organismal development","TGF-beta receptor type II",9.434466622429501E-4,0,26
"multicellular organismal development","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,26
"multicellular organismal development","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,26
"multicellular organismal development","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,26
"multicellular organismal development","Vascular endothelial growth factor receptor 3",0.00283033998672885,0,26
"negative regulation of endopeptidase activity","Casein kinase II alpha",3.1448222074765E-4,0,4
"negative regulation of endopeptidase activity","Ribosomal protein S6 kinase alpha 3",0.0015724111037382503,0,4
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",0.01289377105065365,0,4
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase RAF",0.00345930442822415,0,4
"neurological system process","Fibroblast growth factor receptor 1",0.0283033998672885,0,4
"neurological system process","Nerve growth factor receptor Trk-A",0.005346197752710051,0,4
"neurological system process","Protein kinase C gamma",0.0257875421013073,0,4
"neurological system process","Stem cell growth factor receptor",0.0226427198938308,4,4
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"nucleocytoplasmic transport","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,2
"phosphorylation","CaM kinase II alpha",0.0012579288829906,0,37
"phosphorylation","CaM kinase II beta",9.434466622429501E-4,0,37
"phosphorylation","CaM kinase II gamma",6.289644414953E-4,0,37
"phosphorylation","Casein kinase I gamma 1",6.289644414953E-4,0,37
"phosphorylation","Casein kinase II alpha",3.1448222074765E-4,0,37
"phosphorylation","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,37
"phosphorylation","Dual-specificity tyrosine-phosphorylation regulated kinase 1A",9.434466622429501E-4,0,37
"phosphorylation","Fibroblast growth factor receptor 1",0.0283033998672885,0,37
"phosphorylation","Fibroblast growth factor receptor 2",0.0015724111037382503,0,37
"phosphorylation","Fibroblast growth factor receptor 3",0.0018868933244859001,0,37
"phosphorylation","Hepatocyte growth factor receptor",6.289644414953E-4,0,37
"phosphorylation","Inhibitor of nuclear factor kappa B kinase alpha subunit",0.0072330910771959515,0,37
"phosphorylation","Insulin receptor",0.004402751090467101,0,37
"phosphorylation","Insulin-like growth factor I receptor",0.0015724111037382503,0,37
"phosphorylation","LIM domain kinase 1",6.289644414953E-4,0,37
"phosphorylation","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,37
"phosphorylation","NF-kappa-B essential modulator",,,37
"phosphorylation","Nerve growth factor receptor Trk-A",0.005346197752710051,0,37
"phosphorylation","Phosphorylase kinase gamma subunit 2",0.0022013755452335504,0,37
"phosphorylation","Platelet-derived growth factor receptor beta",0.039310277593456254,2,37
"phosphorylation","Protein kinase C gamma",0.0257875421013073,0,37
"phosphorylation","Ribosomal protein S6 kinase alpha 3",0.0015724111037382503,0,37
"phosphorylation","Serine/threonine-protein kinase AKT",0.01289377105065365,0,37
"phosphorylation","Serine/threonine-protein kinase AKT3",0.0025158577659812,0,37
"phosphorylation","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,37
"phosphorylation","Serine/threonine-protein kinase PCTAIRE-1",0.0025158577659812,0,37
"phosphorylation","Serine/threonine-protein kinase PLK4",0.0025158577659812,0,37
"phosphorylation","Serine/threonine-protein kinase RAF",0.00345930442822415,0,37
"phosphorylation","Stem cell growth factor receptor",0.0226427198938308,4,37
"phosphorylation","TGF-beta receptor type I",0.0056606799734577,0,37
"phosphorylation","TGF-beta receptor type II",9.434466622429501E-4,0,37
"phosphorylation","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,37
"phosphorylation","Tyrosine-protein kinase BTK",9.434466622429501E-4,0,37
"phosphorylation","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,37
"phosphorylation","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,37
"phosphorylation","Vascular endothelial growth factor receptor 3",0.00283033998672885,0,37
"phosphorylation","c-Jun N-terminal kinase 3",0.008176537739438902,0,37
"pigmentation","Stem cell growth factor receptor",0.0226427198938308,4,1
"plasma membrane organization","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"plasma membrane organization","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,2
"positive regulation of apoptotic process","CaM kinase II alpha",0.0012579288829906,0,4
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",0.01289377105065365,0,4
"positive regulation of apoptotic process","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,4
"positive regulation of apoptotic process","TGF-beta receptor type I",0.0056606799734577,0,4
"positive regulation of catalytic activity","CaM kinase II alpha",0.0012579288829906,0,22
"positive regulation of catalytic activity","CaM kinase II beta",9.434466622429501E-4,0,22
"positive regulation of catalytic activity","CaM kinase II gamma",6.289644414953E-4,0,22
"positive regulation of catalytic activity","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,22
"positive regulation of catalytic activity","Fibroblast growth factor receptor 1",0.0283033998672885,0,22
"positive regulation of catalytic activity","Fibroblast growth factor receptor 2",0.0015724111037382503,0,22
"positive regulation of catalytic activity","Fibroblast growth factor receptor 3",0.0018868933244859001,0,22
"positive regulation of catalytic activity","Insulin receptor",0.004402751090467101,0,22
"positive regulation of catalytic activity","Macrophage colony stimulating factor  receptor",0.0025158577659812,0,22
"positive regulation of catalytic activity","NF-kappa-B essential modulator",,,22
"positive regulation of catalytic activity","Nerve growth factor receptor Trk-A",0.005346197752710051,0,22
"positive regulation of catalytic activity","Platelet-derived growth factor receptor beta",0.039310277593456254,2,22
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",0.01289377105065365,0,22
"positive regulation of catalytic activity","Serine/threonine-protein kinase PAK 3",3.1448222074765E-4,0,22
"positive regulation of catalytic activity","Serine/threonine-protein kinase RAF",0.00345930442822415,0,22
"positive regulation of catalytic activity","Stem cell growth factor receptor",0.0226427198938308,4,22
"positive regulation of catalytic activity","TGF-beta receptor type I",0.0056606799734577,0,22
"positive regulation of catalytic activity","TGF-beta receptor type II",9.434466622429501E-4,0,22
"positive regulation of catalytic activity","TRAF2- and NCK-interacting kinase",0.00283033998672885,0,22
"positive regulation of catalytic activity","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,22
"positive regulation of catalytic activity","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,22
"positive regulation of catalytic activity","c-Jun N-terminal kinase 3",0.008176537739438902,0,22
"protein complex assembly","CaM kinase II gamma",6.289644414953E-4,0,5
"protein complex assembly","Insulin receptor",0.004402751090467101,0,5
"protein complex assembly","Insulin-like growth factor I receptor",0.0015724111037382503,0,5
"protein complex assembly","Serine/threonine-protein kinase RAF",0.00345930442822415,0,5
"protein complex assembly","Tyrosine-protein kinase TIE-2",0.028617882088036152,1,5
"protein folding","Casein kinase II alpha",3.1448222074765E-4,0,1
"protein targeting","Serine/threonine-protein kinase AKT",0.01289377105065365,0,2
"protein targeting","Tyrosine-protein kinase JAK3",3.1448222074765E-4,0,2
"proteolysis","Dual specificity mitogen-activated protein kinase kinase 1",0.0072330910771959515,0,1
"regulation of catalytic activity","Insulin-like growth factor I receptor",0.0015724111037382503,0,3
