"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"regulation of protein localization","Epidermal growth factor receptor erbB1",2185,9
"reproduction","Epidermal growth factor receptor erbB1",2185,9
"response to stress","Epidermal growth factor receptor erbB1",2185,9
"signal transduction","Epidermal growth factor receptor erbB1",2185,9
"anatomical structure development","Fibroblast growth factor receptor 1",539,1
"anatomical structure formation involved in morphogenesis","Fibroblast growth factor receptor 1",539,1
"biosynthetic process","Fibroblast growth factor receptor 1",539,1
"cell differentiation","Fibroblast growth factor receptor 1",539,1
"cell division","Fibroblast growth factor receptor 1",539,1
"cell motility","Fibroblast growth factor receptor 1",539,1
"cell proliferation","Fibroblast growth factor receptor 1",539,1
"cell-cell signaling","Fibroblast growth factor receptor 1",539,1
"cellular nitrogen compound metabolic process","Fibroblast growth factor receptor 1",539,1
"cellular protein modification process","Fibroblast growth factor receptor 1",539,1
"developmental maturation","Fibroblast growth factor receptor 1",539,1
"embryo development","Fibroblast growth factor receptor 1",539,1
"lipid metabolic process","Fibroblast growth factor receptor 1",539,1
"multicellular organismal development","Fibroblast growth factor receptor 1",539,1
"neurological system process","Fibroblast growth factor receptor 1",539,1
"phosphorylation","Fibroblast growth factor receptor 1",539,1
"positive regulation of catalytic activity","Fibroblast growth factor receptor 1",539,1
"signal transduction","Fibroblast growth factor receptor 1",539,1
"anatomical structure development","Fibroblast growth factor receptor 2",240,0
"anatomical structure formation involved in morphogenesis","Fibroblast growth factor receptor 2",240,0
"biosynthetic process","Fibroblast growth factor receptor 2",240,0
"cell death","Fibroblast growth factor receptor 2",240,0
"cell differentiation","Fibroblast growth factor receptor 2",240,0
"cell division","Fibroblast growth factor receptor 2",240,0
"cell morphogenesis","Fibroblast growth factor receptor 2",240,0
"cell proliferation","Fibroblast growth factor receptor 2",240,0
"cell-cell signaling","Fibroblast growth factor receptor 2",240,0
"cellular protein modification process","Fibroblast growth factor receptor 2",240,0
"embryo development","Fibroblast growth factor receptor 2",240,0
"growth","Fibroblast growth factor receptor 2",240,0
"immune system process","Fibroblast growth factor receptor 2",240,0
"lipid metabolic process","Fibroblast growth factor receptor 2",240,0
"multicellular organismal development","Fibroblast growth factor receptor 2",240,0
"phosphorylation","Fibroblast growth factor receptor 2",240,0
"positive regulation of catalytic activity","Fibroblast growth factor receptor 2",240,0
"reproduction","Fibroblast growth factor receptor 2",240,0
"signal transduction","Fibroblast growth factor receptor 2",240,0
"cell differentiation","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"cellular protein modification process","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"cytoskeleton organization","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"immune system process","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"multicellular organismal development","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"phosphorylation","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"plasma membrane organization","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"regulation of catalytic activity","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"response to stress","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"response to toxic substance","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"signal transduction","Inhibitor of nuclear factor kappa B kinase beta subunit",485,1
"cellular protein modification process","Insulin-like growth factor I receptor",1068,2
"immune system process","Insulin-like growth factor I receptor",1068,2
"phosphorylation","Insulin-like growth factor I receptor",1068,2
"protein complex assembly","Insulin-like growth factor I receptor",1068,2
"regulation of catalytic activity","Insulin-like growth factor I receptor",1068,2
"signal transduction","Insulin-like growth factor I receptor",1068,2
"cell differentiation","Macrophage colony stimulating factor  receptor",445,3
"cell junction organization","Macrophage colony stimulating factor  receptor",445,3
"cell morphogenesis","Macrophage colony stimulating factor  receptor",445,3
"cell proliferation","Macrophage colony stimulating factor  receptor",445,3
"cellular protein modification process","Macrophage colony stimulating factor  receptor",445,3
"immune system process","Macrophage colony stimulating factor  receptor",445,3
"lipid metabolic process","Macrophage colony stimulating factor  receptor",445,3
"locomotion","Macrophage colony stimulating factor  receptor",445,3
"multicellular organismal development","Macrophage colony stimulating factor  receptor",445,3
"phosphorylation","Macrophage colony stimulating factor  receptor",445,3
"positive regulation of catalytic activity","Macrophage colony stimulating factor  receptor",445,3
"regulation of protein localization","Macrophage colony stimulating factor  receptor",445,3
"response to stress","Macrophage colony stimulating factor  receptor",445,3
"signal transduction","Macrophage colony stimulating factor  receptor",445,3
"cell death","Mitogen-activated protein kinase kinase kinase 1",12,0
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 1",12,0
"immune system process","Mitogen-activated protein kinase kinase kinase 1",12,0
"phosphorylation","Mitogen-activated protein kinase kinase kinase 1",12,0
"positive regulation of catalytic activity","Mitogen-activated protein kinase kinase kinase 1",12,0
"signal transduction","Mitogen-activated protein kinase kinase kinase 1",12,0
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 13",18,0
"phosphorylation","Mitogen-activated protein kinase kinase kinase 13",18,0
"positive regulation of catalytic activity","Mitogen-activated protein kinase kinase kinase 13",18,0
"response to stress","Mitogen-activated protein kinase kinase kinase 13",18,0
"signal transduction","Mitogen-activated protein kinase kinase kinase 13",18,0
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 6",4,0
"phosphorylation","Mitogen-activated protein kinase kinase kinase 6",4,0
"positive regulation of catalytic activity","Mitogen-activated protein kinase kinase kinase 6",4,0
"response to stress","Mitogen-activated protein kinase kinase kinase 6",4,0
"signal transduction","Mitogen-activated protein kinase kinase kinase 6",4,0
"biosynthetic process","Receptor protein-tyrosine kinase erbB-2",524,4
"cell differentiation","Receptor protein-tyrosine kinase erbB-2",524,4
"cell morphogenesis","Receptor protein-tyrosine kinase erbB-2",524,4
"cell proliferation","Receptor protein-tyrosine kinase erbB-2",524,4
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-2",524,4
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-2",524,4
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-2",524,4
"locomotion","Receptor protein-tyrosine kinase erbB-2",524,4
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-2",524,4
"phosphorylation","Receptor protein-tyrosine kinase erbB-2",524,4
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-2",524,4
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-2",524,4
"response to stress","Receptor protein-tyrosine kinase erbB-2",524,4
"signal transduction","Receptor protein-tyrosine kinase erbB-2",524,4
"anatomical structure development","Receptor protein-tyrosine kinase erbB-4",51,1
"biosynthetic process","Receptor protein-tyrosine kinase erbB-4",51,1
"cell death","Receptor protein-tyrosine kinase erbB-4",51,1
"cell differentiation","Receptor protein-tyrosine kinase erbB-4",51,1
"cell motility","Receptor protein-tyrosine kinase erbB-4",51,1
"cell proliferation","Receptor protein-tyrosine kinase erbB-4",51,1
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-4",51,1
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-4",51,1
"embryo development","Receptor protein-tyrosine kinase erbB-4",51,1
"growth","Receptor protein-tyrosine kinase erbB-4",51,1
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-4",51,1
"mitochondrion organization","Receptor protein-tyrosine kinase erbB-4",51,1
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-4",51,1
"phosphorylation","Receptor protein-tyrosine kinase erbB-4",51,1
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-4",51,1
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-4",51,1
"response to stress","Receptor protein-tyrosine kinase erbB-4",51,1
"signal transduction","Receptor protein-tyrosine kinase erbB-4",51,1
"transport","Receptor protein-tyrosine kinase erbB-4",51,1
"cell death","Receptor tyrosine-protein kinase erbB-3",24,1
"cell differentiation","Receptor tyrosine-protein kinase erbB-3",24,1
"cellular protein modification process","Receptor tyrosine-protein kinase erbB-3",24,1
"lipid metabolic process","Receptor tyrosine-protein kinase erbB-3",24,1
"multicellular organismal development","Receptor tyrosine-protein kinase erbB-3",24,1
"phosphorylation","Receptor tyrosine-protein kinase erbB-3",24,1
"positive regulation of catalytic activity","Receptor tyrosine-protein kinase erbB-3",24,1
"response to stress","Receptor tyrosine-protein kinase erbB-3",24,1
"signal transduction","Receptor tyrosine-protein kinase erbB-3",24,1
"cell cycle","Ribosomal protein S6 kinase alpha 3",210,0
"cell death","Ribosomal protein S6 kinase alpha 3",210,0
"cellular protein modification process","Ribosomal protein S6 kinase alpha 3",210,0
"immune system process","Ribosomal protein S6 kinase alpha 3",210,0
"multicellular organismal development","Ribosomal protein S6 kinase alpha 3",210,0
"negative regulation of endopeptidase activity","Ribosomal protein S6 kinase alpha 3",210,0
"phosphorylation","Ribosomal protein S6 kinase alpha 3",210,0
"response to stress","Ribosomal protein S6 kinase alpha 3",210,0
"signal transduction","Ribosomal protein S6 kinase alpha 3",210,0
"DNA metabolic process","Serine-protein kinase ATM",46,0
"aging","Serine-protein kinase ATM",46,0
"anatomical structure development","Serine-protein kinase ATM",46,0
"anatomical structure formation involved in morphogenesis","Serine-protein kinase ATM",46,0
"biosynthetic process","Serine-protein kinase ATM",46,0
"catabolic process","Serine-protein kinase ATM",46,0
"cell cycle","Serine-protein kinase ATM",46,0
"cell death","Serine-protein kinase ATM",46,0
"cell differentiation","Serine-protein kinase ATM",46,0
"cellular protein modification process","Serine-protein kinase ATM",46,0
"chromosome organization","Serine-protein kinase ATM",46,0
"chromosome segregation","Serine-protein kinase ATM",46,0
"embryo development","Serine-protein kinase ATM",46,0
"homeostatic process","Serine-protein kinase ATM",46,0
"immune system process","Serine-protein kinase ATM",46,0
"lipid metabolic process","Serine-protein kinase ATM",46,0
"multicellular organismal development","Serine-protein kinase ATM",46,0
"nucleobase-containing compound catabolic process","Serine-protein kinase ATM",46,0
"phosphorylation","Serine-protein kinase ATM",46,0
"positive regulation of apoptotic process","Serine-protein kinase ATM",46,0
"reproduction","Serine-protein kinase ATM",46,0
"response to stress","Serine-protein kinase ATM",46,0
"signal transduction","Serine-protein kinase ATM",46,0
"cellular protein modification process","Serine/threonine-protein kinase A-Raf",3,0
"phosphorylation","Serine/threonine-protein kinase A-Raf",3,0
"signal transduction","Serine/threonine-protein kinase A-Raf",3,0
"aging","Serine/threonine-protein kinase AKT",1270,0
"anatomical structure development","Serine/threonine-protein kinase AKT",1270,0
"biosynthetic process","Serine/threonine-protein kinase AKT",1270,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",1270,0
"catabolic process","Serine/threonine-protein kinase AKT",1270,0
"cell death","Serine/threonine-protein kinase AKT",1270,0
"cell differentiation","Serine/threonine-protein kinase AKT",1270,0
"cell proliferation","Serine/threonine-protein kinase AKT",1270,0
"cell-cell signaling","Serine/threonine-protein kinase AKT",1270,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",1270,0
"cellular protein modification process","Serine/threonine-protein kinase AKT",1270,0
"circulatory system process","Serine/threonine-protein kinase AKT",1270,0
"embryo development","Serine/threonine-protein kinase AKT",1270,0
"female pregnancy","Serine/threonine-protein kinase AKT",1270,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",1270,0
"homeostatic process","Serine/threonine-protein kinase AKT",1270,0
"immune system process","Serine/threonine-protein kinase AKT",1270,0
"metabolic process","Serine/threonine-protein kinase AKT",1270,0
"mitochondrion organization","Serine/threonine-protein kinase AKT",1270,0
"multicellular organismal development","Serine/threonine-protein kinase AKT",1270,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",1270,0
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",1270,0
"phosphorylation","Serine/threonine-protein kinase AKT",1270,0
"plasma membrane organization","Serine/threonine-protein kinase AKT",1270,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",1270,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",1270,0
"protein targeting","Serine/threonine-protein kinase AKT",1270,0
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",1270,0
"regulation of protein localization","Serine/threonine-protein kinase AKT",1270,0
"reproduction","Serine/threonine-protein kinase AKT",1270,0
"response to stress","Serine/threonine-protein kinase AKT",1270,0
"signal transduction","Serine/threonine-protein kinase AKT",1270,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT",1270,0
"translation","Serine/threonine-protein kinase AKT",1270,0
"transport","Serine/threonine-protein kinase AKT",1270,0
"biosynthetic process","Serine/threonine-protein kinase AKT2",473,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT2",473,0
"cell death","Serine/threonine-protein kinase AKT2",473,0
"cell differentiation","Serine/threonine-protein kinase AKT2",473,0
"cellular protein modification process","Serine/threonine-protein kinase AKT2",473,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT2",473,0
"multicellular organismal development","Serine/threonine-protein kinase AKT2",473,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT2",473,0
"phosphorylation","Serine/threonine-protein kinase AKT2",473,0
"plasma membrane organization","Serine/threonine-protein kinase AKT2",473,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT2",473,0
"regulation of protein localization","Serine/threonine-protein kinase AKT2",473,0
"response to stress","Serine/threonine-protein kinase AKT2",473,0
"signal transduction","Serine/threonine-protein kinase AKT2",473,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT2",473,0
"transmembrane transport","Serine/threonine-protein kinase AKT2",473,0
"transport","Serine/threonine-protein kinase AKT2",473,0
"catabolic process","Serine/threonine-protein kinase Aurora-A",1316,6
"cell cycle","Serine/threonine-protein kinase Aurora-A",1316,6
"cell differentiation","Serine/threonine-protein kinase Aurora-A",1316,6
"cell division","Serine/threonine-protein kinase Aurora-A",1316,6
"cell morphogenesis","Serine/threonine-protein kinase Aurora-A",1316,6
"cellular protein modification process","Serine/threonine-protein kinase Aurora-A",1316,6
"chromosome organization","Serine/threonine-protein kinase Aurora-A",1316,6
"cytoskeleton organization","Serine/threonine-protein kinase Aurora-A",1316,6
"growth","Serine/threonine-protein kinase Aurora-A",1316,6
"microtubule-based process","Serine/threonine-protein kinase Aurora-A",1316,6
"mitotic nuclear division","Serine/threonine-protein kinase Aurora-A",1316,6
"multicellular organismal development","Serine/threonine-protein kinase Aurora-A",1316,6
"phosphorylation","Serine/threonine-protein kinase Aurora-A",1316,6
"protein complex assembly","Serine/threonine-protein kinase Aurora-A",1316,6
"proteolysis","Serine/threonine-protein kinase Aurora-A",1316,6
"reproduction","Serine/threonine-protein kinase Aurora-A",1316,6
"response to stress","Serine/threonine-protein kinase Aurora-A",1316,6
"signal transduction","Serine/threonine-protein kinase Aurora-A",1316,6
"anatomical structure development","Serine/threonine-protein kinase B-raf",1484,3
"cell adhesion","Serine/threonine-protein kinase B-raf",1484,3
"cell differentiation","Serine/threonine-protein kinase B-raf",1484,3
"cellular protein modification process","Serine/threonine-protein kinase B-raf",1484,3
"cellular response to drug","Serine/threonine-protein kinase B-raf",1484,3
"immune system process","Serine/threonine-protein kinase B-raf",1484,3
"membrane organization","Serine/threonine-protein kinase B-raf",1484,3
"multicellular organismal development","Serine/threonine-protein kinase B-raf",1484,3
"neurological system process","Serine/threonine-protein kinase B-raf",1484,3
"phosphorylation","Serine/threonine-protein kinase B-raf",1484,3
"positive regulation of catalytic activity","Serine/threonine-protein kinase B-raf",1484,3
"protein complex assembly","Serine/threonine-protein kinase B-raf",1484,3
"signal transduction","Serine/threonine-protein kinase B-raf",1484,3
"transport","Serine/threonine-protein kinase B-raf",1484,3
"DNA metabolic process","Serine/threonine-protein kinase Chk1",384,3
"aging","Serine/threonine-protein kinase Chk1",384,3
"biosynthetic process","Serine/threonine-protein kinase Chk1",384,3
"cell cycle","Serine/threonine-protein kinase Chk1",384,3
"cellular protein modification process","Serine/threonine-protein kinase Chk1",384,3
"chromosome organization","Serine/threonine-protein kinase Chk1",384,3
"phosphorylation","Serine/threonine-protein kinase Chk1",384,3
"response to stress","Serine/threonine-protein kinase Chk1",384,3
"DNA metabolic process","Serine/threonine-protein kinase Chk2",75,0
"aging","Serine/threonine-protein kinase Chk2",75,0
"biosynthetic process","Serine/threonine-protein kinase Chk2",75,0
"catabolic process","Serine/threonine-protein kinase Chk2",75,0
"cell cycle","Serine/threonine-protein kinase Chk2",75,0
"cell death","Serine/threonine-protein kinase Chk2",75,0
"cell division","Serine/threonine-protein kinase Chk2",75,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase Chk2",75,0
"cellular protein modification process","Serine/threonine-protein kinase Chk2",75,0
"cellular response to drug","Serine/threonine-protein kinase Chk2",75,0
"cytoskeleton organization","Serine/threonine-protein kinase Chk2",75,0
"microtubule-based process","Serine/threonine-protein kinase Chk2",75,0
"mitotic nuclear division","Serine/threonine-protein kinase Chk2",75,0
"phosphorylation","Serine/threonine-protein kinase Chk2",75,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase Chk2",75,0
"protein complex assembly","Serine/threonine-protein kinase Chk2",75,0
"protein stabilization","Serine/threonine-protein kinase Chk2",75,0
"response to stress","Serine/threonine-protein kinase Chk2",75,0
"signal transduction","Serine/threonine-protein kinase Chk2",75,0
"cell death","Serine/threonine-protein kinase PAK 1",199,0
"cell differentiation","Serine/threonine-protein kinase PAK 1",199,0
"cell morphogenesis","Serine/threonine-protein kinase PAK 1",199,0
"cellular protein modification process","Serine/threonine-protein kinase PAK 1",199,0
"cytoskeleton organization","Serine/threonine-protein kinase PAK 1",199,0
"immune system process","Serine/threonine-protein kinase PAK 1",199,0
"metabolic process","Serine/threonine-protein kinase PAK 1",199,0
"multicellular organismal development","Serine/threonine-protein kinase PAK 1",199,0
"phosphorylation","Serine/threonine-protein kinase PAK 1",199,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase PAK 1",199,0
"response to stress","Serine/threonine-protein kinase PAK 1",199,0
"signal transduction","Serine/threonine-protein kinase PAK 1",199,0
"vesicle-mediated transport","Serine/threonine-protein kinase PAK 1",199,0
"cell cycle","Serine/threonine-protein kinase PIM1",797,0
"cell death","Serine/threonine-protein kinase PIM1",797,0
"cell proliferation","Serine/threonine-protein kinase PIM1",797,0
"cellular protein modification process","Serine/threonine-protein kinase PIM1",797,0
"metabolic process","Serine/threonine-protein kinase PIM1",797,0
"multicellular organismal development","Serine/threonine-protein kinase PIM1",797,0
"phosphorylation","Serine/threonine-protein kinase PIM1",797,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase PIM1",797,0
"signal transduction","Serine/threonine-protein kinase PIM1",797,0
"anatomical structure development","Serine/threonine-protein kinase RAF",294,0
"cell death","Serine/threonine-protein kinase RAF",294,0
"cell differentiation","Serine/threonine-protein kinase RAF",294,0
"cell proliferation","Serine/threonine-protein kinase RAF",294,0
"cell-cell signaling","Serine/threonine-protein kinase RAF",294,0
"cellular protein modification process","Serine/threonine-protein kinase RAF",294,0
"cytoskeleton organization","Serine/threonine-protein kinase RAF",294,0
"homeostatic process","Serine/threonine-protein kinase RAF",294,0
"immune system process","Serine/threonine-protein kinase RAF",294,0
"multicellular organismal development","Serine/threonine-protein kinase RAF",294,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase RAF",294,0
"phosphorylation","Serine/threonine-protein kinase RAF",294,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase RAF",294,0
"protein complex assembly","Serine/threonine-protein kinase RAF",294,0
"response to stress","Serine/threonine-protein kinase RAF",294,0
"signal transduction","Serine/threonine-protein kinase RAF",294,0
"transmembrane transport","Serine/threonine-protein kinase RAF",294,0
"transport","Serine/threonine-protein kinase RAF",294,0
"cellular protein modification process","Serine/threonine-protein kinase SIK3",14,0
"phosphorylation","Serine/threonine-protein kinase SIK3",14,0
