"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"aging","Glycogen synthase kinase-3 beta",1,0
"anatomical structure development","Glycogen synthase kinase-3 beta",1,0
"anatomical structure formation involved in morphogenesis","Glycogen synthase kinase-3 beta",1,0
"carbohydrate metabolic process","Glycogen synthase kinase-3 beta",1,0
"catabolic process","Glycogen synthase kinase-3 beta",1,0
"cell cycle","Glycogen synthase kinase-3 beta",1,0
"cell death","Glycogen synthase kinase-3 beta",1,0
"cell differentiation","Glycogen synthase kinase-3 beta",1,0
"cell morphogenesis","Glycogen synthase kinase-3 beta",1,0
"cell motility","Glycogen synthase kinase-3 beta",1,0
"cell-cell signaling","Glycogen synthase kinase-3 beta",1,0
"cellular nitrogen compound metabolic process","Glycogen synthase kinase-3 beta",1,0
"cellular protein modification process","Glycogen synthase kinase-3 beta",1,0
"generation of precursor metabolites and energy","Glycogen synthase kinase-3 beta",1,0
"membrane organization","Glycogen synthase kinase-3 beta",1,0
"mitochondrion organization","Glycogen synthase kinase-3 beta",1,0
"multicellular organismal development","Glycogen synthase kinase-3 beta",1,0
"nucleocytoplasmic transport","Glycogen synthase kinase-3 beta",1,0
"phosphorylation","Glycogen synthase kinase-3 beta",1,0
"positive regulation of apoptotic process","Glycogen synthase kinase-3 beta",1,0
"positive regulation of catalytic activity","Glycogen synthase kinase-3 beta",1,0
"protein complex assembly","Glycogen synthase kinase-3 beta",1,0
"proteolysis","Glycogen synthase kinase-3 beta",1,0
"regulation of catalytic activity","Glycogen synthase kinase-3 beta",1,0
"regulation of protein localization","Glycogen synthase kinase-3 beta",1,0
"response to stress","Glycogen synthase kinase-3 beta",1,0
"signal transduction","Glycogen synthase kinase-3 beta",1,0
"transport","Glycogen synthase kinase-3 beta",1,0
"anatomical structure development","MAP kinase ERK1",2,0
"anatomical structure formation involved in morphogenesis","MAP kinase ERK1",2,0
"biosynthetic process","MAP kinase ERK1",2,0
"cell cycle","MAP kinase ERK1",2,0
"cell death","MAP kinase ERK1",2,0
"cell differentiation","MAP kinase ERK1",2,0
"cell morphogenesis","MAP kinase ERK1",2,0
"cellular nitrogen compound metabolic process","MAP kinase ERK1",2,0
"cellular protein modification process","MAP kinase ERK1",2,0
"embryo development","MAP kinase ERK1",2,0
"immune system process","MAP kinase ERK1",2,0
"lipid metabolic process","MAP kinase ERK1",2,0
"locomotion","MAP kinase ERK1",2,0
"multicellular organismal development","MAP kinase ERK1",2,0
"neurological system process","MAP kinase ERK1",2,0
"nucleocytoplasmic transport","MAP kinase ERK1",2,0
"phosphorylation","MAP kinase ERK1",2,0
"positive regulation of catalytic activity","MAP kinase ERK1",2,0
"protein complex assembly","MAP kinase ERK1",2,0
"protein targeting","MAP kinase ERK1",2,0
"response to stress","MAP kinase ERK1",2,0
"response to toxic substance","MAP kinase ERK1",2,0
"signal transduction","MAP kinase ERK1",2,0
"small molecule metabolic process","MAP kinase ERK1",2,0
"symbiosis, encompassing mutualism through parasitism","MAP kinase ERK1",2,0
"vesicle-mediated transport","MAP kinase ERK1",2,0
"cell differentiation","Protein kinase C zeta",16,0
"cell morphogenesis","Protein kinase C zeta",16,0
"cell motility","Protein kinase C zeta",16,0
"cellular protein modification process","Protein kinase C zeta",16,0
"cytoskeleton organization","Protein kinase C zeta",16,0
"cytoskeleton-dependent intracellular transport","Protein kinase C zeta",16,0
"growth","Protein kinase C zeta",16,0
"microtubule-based process","Protein kinase C zeta",16,0
"multicellular organismal development","Protein kinase C zeta",16,0
"neurological system process","Protein kinase C zeta",16,0
"phosphorylation","Protein kinase C zeta",16,0
"plasma membrane organization","Protein kinase C zeta",16,0
"positive regulation of catalytic activity","Protein kinase C zeta",16,0
"protein complex assembly","Protein kinase C zeta",16,0
"regulation of catalytic activity","Protein kinase C zeta",16,0
"regulation of protein localization","Protein kinase C zeta",16,0
"response to stress","Protein kinase C zeta",16,0
"signal transduction","Protein kinase C zeta",16,0
"biosynthetic process","Receptor protein-tyrosine kinase erbB-2",33,0
"cell differentiation","Receptor protein-tyrosine kinase erbB-2",33,0
"cell morphogenesis","Receptor protein-tyrosine kinase erbB-2",33,0
"cell proliferation","Receptor protein-tyrosine kinase erbB-2",33,0
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-2",33,0
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-2",33,0
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-2",33,0
"locomotion","Receptor protein-tyrosine kinase erbB-2",33,0
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-2",33,0
"phosphorylation","Receptor protein-tyrosine kinase erbB-2",33,0
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-2",33,0
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-2",33,0
"response to stress","Receptor protein-tyrosine kinase erbB-2",33,0
"signal transduction","Receptor protein-tyrosine kinase erbB-2",33,0
"aging","Serine/threonine-protein kinase AKT",2,0
"anatomical structure development","Serine/threonine-protein kinase AKT",2,0
"biosynthetic process","Serine/threonine-protein kinase AKT",2,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",2,0
"catabolic process","Serine/threonine-protein kinase AKT",2,0
"cell death","Serine/threonine-protein kinase AKT",2,0
"cell differentiation","Serine/threonine-protein kinase AKT",2,0
"cell proliferation","Serine/threonine-protein kinase AKT",2,0
"cell-cell signaling","Serine/threonine-protein kinase AKT",2,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",2,0
"cellular protein modification process","Serine/threonine-protein kinase AKT",2,0
"circulatory system process","Serine/threonine-protein kinase AKT",2,0
"embryo development","Serine/threonine-protein kinase AKT",2,0
"female pregnancy","Serine/threonine-protein kinase AKT",2,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",2,0
"homeostatic process","Serine/threonine-protein kinase AKT",2,0
"immune system process","Serine/threonine-protein kinase AKT",2,0
"metabolic process","Serine/threonine-protein kinase AKT",2,0
"mitochondrion organization","Serine/threonine-protein kinase AKT",2,0
"multicellular organismal development","Serine/threonine-protein kinase AKT",2,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",2,0
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",2,0
"phosphorylation","Serine/threonine-protein kinase AKT",2,0
"plasma membrane organization","Serine/threonine-protein kinase AKT",2,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",2,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",2,0
"protein targeting","Serine/threonine-protein kinase AKT",2,0
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",2,0
"regulation of protein localization","Serine/threonine-protein kinase AKT",2,0
"reproduction","Serine/threonine-protein kinase AKT",2,0
"response to stress","Serine/threonine-protein kinase AKT",2,0
"signal transduction","Serine/threonine-protein kinase AKT",2,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT",2,0
"translation","Serine/threonine-protein kinase AKT",2,0
"transport","Serine/threonine-protein kinase AKT",2,0
