"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"phosphorylation","Glycogen synthase kinase-3 beta",246,1
"positive regulation of apoptotic process","Glycogen synthase kinase-3 beta",246,1
"positive regulation of catalytic activity","Glycogen synthase kinase-3 beta",246,1
"protein complex assembly","Glycogen synthase kinase-3 beta",246,1
"proteolysis","Glycogen synthase kinase-3 beta",246,1
"regulation of catalytic activity","Glycogen synthase kinase-3 beta",246,1
"regulation of protein localization","Glycogen synthase kinase-3 beta",246,1
"response to stress","Glycogen synthase kinase-3 beta",246,1
"signal transduction","Glycogen synthase kinase-3 beta",246,1
"transport","Glycogen synthase kinase-3 beta",246,1
"cell differentiation","Hepatocyte growth factor receptor",100,2
"cell morphogenesis","Hepatocyte growth factor receptor",100,2
"cell proliferation","Hepatocyte growth factor receptor",100,2
"cellular protein modification process","Hepatocyte growth factor receptor",100,2
"locomotion","Hepatocyte growth factor receptor",100,2
"multicellular organismal development","Hepatocyte growth factor receptor",100,2
"phosphorylation","Hepatocyte growth factor receptor",100,2
"signal transduction","Hepatocyte growth factor receptor",100,2
"anatomical structure development","MAP kinase ERK1",38,0
"anatomical structure formation involved in morphogenesis","MAP kinase ERK1",38,0
"biosynthetic process","MAP kinase ERK1",38,0
"cell cycle","MAP kinase ERK1",38,0
"cell death","MAP kinase ERK1",38,0
"cell differentiation","MAP kinase ERK1",38,0
"cell morphogenesis","MAP kinase ERK1",38,0
"cellular nitrogen compound metabolic process","MAP kinase ERK1",38,0
"cellular protein modification process","MAP kinase ERK1",38,0
"embryo development","MAP kinase ERK1",38,0
"immune system process","MAP kinase ERK1",38,0
"lipid metabolic process","MAP kinase ERK1",38,0
"locomotion","MAP kinase ERK1",38,0
"multicellular organismal development","MAP kinase ERK1",38,0
"neurological system process","MAP kinase ERK1",38,0
"nucleocytoplasmic transport","MAP kinase ERK1",38,0
"phosphorylation","MAP kinase ERK1",38,0
"positive regulation of catalytic activity","MAP kinase ERK1",38,0
"protein complex assembly","MAP kinase ERK1",38,0
"protein targeting","MAP kinase ERK1",38,0
"response to stress","MAP kinase ERK1",38,0
"response to toxic substance","MAP kinase ERK1",38,0
"signal transduction","MAP kinase ERK1",38,0
"small molecule metabolic process","MAP kinase ERK1",38,0
"symbiosis, encompassing mutualism through parasitism","MAP kinase ERK1",38,0
"vesicle-mediated transport","MAP kinase ERK1",38,0
"anatomical structure development","MAP kinase ERK2",74,0
"anatomical structure formation involved in morphogenesis","MAP kinase ERK2",74,0
"biosynthetic process","MAP kinase ERK2",74,0
"cell cycle","MAP kinase ERK2",74,0
"cell death","MAP kinase ERK2",74,0
"cell differentiation","MAP kinase ERK2",74,0
"cell morphogenesis","MAP kinase ERK2",74,0
"cell proliferation","MAP kinase ERK2",74,0
"cell-cell signaling","MAP kinase ERK2",74,0
"cellular nitrogen compound metabolic process","MAP kinase ERK2",74,0
"cellular protein modification process","MAP kinase ERK2",74,0
"embryo development","MAP kinase ERK2",74,0
"immune system process","MAP kinase ERK2",74,0
"locomotion","MAP kinase ERK2",74,0
"multicellular organismal development","MAP kinase ERK2",74,0
"neurological system process","MAP kinase ERK2",74,0
"nucleocytoplasmic transport","MAP kinase ERK2",74,0
"phosphorylation","MAP kinase ERK2",74,0
"positive regulation of catalytic activity","MAP kinase ERK2",74,0
"protein targeting","MAP kinase ERK2",74,0
"reproduction","MAP kinase ERK2",74,0
"response to stress","MAP kinase ERK2",74,0
"response to toxic substance","MAP kinase ERK2",74,0
"signal transduction","MAP kinase ERK2",74,0
"small molecule metabolic process","MAP kinase ERK2",74,0
"symbiosis, encompassing mutualism through parasitism","MAP kinase ERK2",74,0
"vesicle-mediated transport","MAP kinase ERK2",74,0
"aging","MAP kinase p38 alpha",736,5
"anatomical structure development","MAP kinase p38 alpha",736,5
"anatomical structure formation involved in morphogenesis","MAP kinase p38 alpha",736,5
"biosynthetic process","MAP kinase p38 alpha",736,5
"carbohydrate metabolic process","MAP kinase p38 alpha",736,5
"cell cycle","MAP kinase p38 alpha",736,5
"cell death","MAP kinase p38 alpha",736,5
"cell differentiation","MAP kinase p38 alpha",736,5
"cell morphogenesis","MAP kinase p38 alpha",736,5
"cellular nitrogen compound metabolic process","MAP kinase p38 alpha",736,5
"cellular protein modification process","MAP kinase p38 alpha",736,5
"growth","MAP kinase p38 alpha",736,5
"immune system process","MAP kinase p38 alpha",736,5
"lipid metabolic process","MAP kinase p38 alpha",736,5
"locomotion","MAP kinase p38 alpha",736,5
"multicellular organismal development","MAP kinase p38 alpha",736,5
"phosphorylation","MAP kinase p38 alpha",736,5
"positive regulation of catalytic activity","MAP kinase p38 alpha",736,5
"regulation of protein localization","MAP kinase p38 alpha",736,5
"reproduction","MAP kinase p38 alpha",736,5
"response to stress","MAP kinase p38 alpha",736,5
"signal transduction","MAP kinase p38 alpha",736,5
"small molecule metabolic process","MAP kinase p38 alpha",736,5
"autophagy","MAP/microtubule affinity-regulating kinase 2",14,0
"catabolic process","MAP/microtubule affinity-regulating kinase 2",14,0
"cell differentiation","MAP/microtubule affinity-regulating kinase 2",14,0
"cell motility","MAP/microtubule affinity-regulating kinase 2",14,0
"cellular protein modification process","MAP/microtubule affinity-regulating kinase 2",14,0
"mitochondrion organization","MAP/microtubule affinity-regulating kinase 2",14,0
"multicellular organismal development","MAP/microtubule affinity-regulating kinase 2",14,0
"phosphorylation","MAP/microtubule affinity-regulating kinase 2",14,0
"positive regulation of catalytic activity","MAP/microtubule affinity-regulating kinase 2",14,0
"signal transduction","MAP/microtubule affinity-regulating kinase 2",14,0
"cell differentiation","NT-3 growth factor receptor",12,0
"cell motility","NT-3 growth factor receptor",12,0
"cellular protein modification process","NT-3 growth factor receptor",12,0
"multicellular organismal development","NT-3 growth factor receptor",12,0
"phosphorylation","NT-3 growth factor receptor",12,0
"positive regulation of apoptotic process","NT-3 growth factor receptor",12,0
"positive regulation of catalytic activity","NT-3 growth factor receptor",12,0
"response to stress","NT-3 growth factor receptor",12,0
"signal transduction","NT-3 growth factor receptor",12,0
"symbiosis, encompassing mutualism through parasitism","NT-3 growth factor receptor",12,0
"aging","Nerve growth factor receptor Trk-A",109,0
"anatomical structure development","Nerve growth factor receptor Trk-A",109,0
"cell death","Nerve growth factor receptor Trk-A",109,0
"cell differentiation","Nerve growth factor receptor Trk-A",109,0
"cell morphogenesis","Nerve growth factor receptor Trk-A",109,0
"cellular protein modification process","Nerve growth factor receptor Trk-A",109,0
"immune system process","Nerve growth factor receptor Trk-A",109,0
"locomotion","Nerve growth factor receptor Trk-A",109,0
"microtubule-based process","Nerve growth factor receptor Trk-A",109,0
"multicellular organismal development","Nerve growth factor receptor Trk-A",109,0
"neurological system process","Nerve growth factor receptor Trk-A",109,0
"phosphorylation","Nerve growth factor receptor Trk-A",109,0
"positive regulation of catalytic activity","Nerve growth factor receptor Trk-A",109,0
"reproduction","Nerve growth factor receptor Trk-A",109,0
"response to stress","Nerve growth factor receptor Trk-A",109,0
"signal transduction","Nerve growth factor receptor Trk-A",109,0
"aging","Neurotrophic tyrosine kinase receptor type 2",15,0
"cell differentiation","Neurotrophic tyrosine kinase receptor type 2",15,0
"cell motility","Neurotrophic tyrosine kinase receptor type 2",15,0
"cellular protein modification process","Neurotrophic tyrosine kinase receptor type 2",15,0
"multicellular organismal development","Neurotrophic tyrosine kinase receptor type 2",15,0
"neurological system process","Neurotrophic tyrosine kinase receptor type 2",15,0
"phosphorylation","Neurotrophic tyrosine kinase receptor type 2",15,0
"regulation of catalytic activity","Neurotrophic tyrosine kinase receptor type 2",15,0
"response to stress","Neurotrophic tyrosine kinase receptor type 2",15,0
"signal transduction","Neurotrophic tyrosine kinase receptor type 2",15,0
"transport","Neurotrophic tyrosine kinase receptor type 2",15,0
"anatomical structure formation involved in morphogenesis","Platelet-derived growth factor receptor beta",165,2
"biosynthetic process","Platelet-derived growth factor receptor beta",165,2
"cell differentiation","Platelet-derived growth factor receptor beta",165,2
"cell motility","Platelet-derived growth factor receptor beta",165,2
"cell proliferation","Platelet-derived growth factor receptor beta",165,2
"cellular component assembly","Platelet-derived growth factor receptor beta",165,2
"cellular protein modification process","Platelet-derived growth factor receptor beta",165,2
"cytoskeleton organization","Platelet-derived growth factor receptor beta",165,2
"lipid metabolic process","Platelet-derived growth factor receptor beta",165,2
"locomotion","Platelet-derived growth factor receptor beta",165,2
"multicellular organismal development","Platelet-derived growth factor receptor beta",165,2
"phosphorylation","Platelet-derived growth factor receptor beta",165,2
"positive regulation of catalytic activity","Platelet-derived growth factor receptor beta",165,2
"response to stress","Platelet-derived growth factor receptor beta",165,2
"response to toxic substance","Platelet-derived growth factor receptor beta",165,2
"signal transduction","Platelet-derived growth factor receptor beta",165,2
"anatomical structure formation involved in morphogenesis","Protein kinase C alpha",174,0
"cell adhesion","Protein kinase C alpha",174,0
"cell cycle","Protein kinase C alpha",174,0
"cell death","Protein kinase C alpha",174,0
"cell junction organization","Protein kinase C alpha",174,0
"cellular component assembly","Protein kinase C alpha",174,0
"cellular protein modification process","Protein kinase C alpha",174,0
"chromosome organization","Protein kinase C alpha",174,0
"membrane organization","Protein kinase C alpha",174,0
"multicellular organismal development","Protein kinase C alpha",174,0
"phosphorylation","Protein kinase C alpha",174,0
"positive regulation of catalytic activity","Protein kinase C alpha",174,0
"regulation of catalytic activity","Protein kinase C alpha",174,0
"regulation of protein localization","Protein kinase C alpha",174,0
"response to stress","Protein kinase C alpha",174,0
"signal transduction","Protein kinase C alpha",174,0
"anatomical structure development","Receptor protein-tyrosine kinase erbB-4",22,0
"biosynthetic process","Receptor protein-tyrosine kinase erbB-4",22,0
"cell death","Receptor protein-tyrosine kinase erbB-4",22,0
"cell differentiation","Receptor protein-tyrosine kinase erbB-4",22,0
"cell motility","Receptor protein-tyrosine kinase erbB-4",22,0
"cell proliferation","Receptor protein-tyrosine kinase erbB-4",22,0
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-4",22,0
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-4",22,0
"embryo development","Receptor protein-tyrosine kinase erbB-4",22,0
"growth","Receptor protein-tyrosine kinase erbB-4",22,0
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-4",22,0
"mitochondrion organization","Receptor protein-tyrosine kinase erbB-4",22,0
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-4",22,0
"phosphorylation","Receptor protein-tyrosine kinase erbB-4",22,0
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-4",22,0
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-4",22,0
"response to stress","Receptor protein-tyrosine kinase erbB-4",22,0
"signal transduction","Receptor protein-tyrosine kinase erbB-4",22,0
"transport","Receptor protein-tyrosine kinase erbB-4",22,0
"DNA metabolic process","Serine-protein kinase ATM",6,0
"aging","Serine-protein kinase ATM",6,0
"anatomical structure development","Serine-protein kinase ATM",6,0
"anatomical structure formation involved in morphogenesis","Serine-protein kinase ATM",6,0
"biosynthetic process","Serine-protein kinase ATM",6,0
"catabolic process","Serine-protein kinase ATM",6,0
"cell cycle","Serine-protein kinase ATM",6,0
"cell death","Serine-protein kinase ATM",6,0
"cell differentiation","Serine-protein kinase ATM",6,0
"cellular protein modification process","Serine-protein kinase ATM",6,0
"chromosome organization","Serine-protein kinase ATM",6,0
"chromosome segregation","Serine-protein kinase ATM",6,0
"embryo development","Serine-protein kinase ATM",6,0
"homeostatic process","Serine-protein kinase ATM",6,0
"immune system process","Serine-protein kinase ATM",6,0
"lipid metabolic process","Serine-protein kinase ATM",6,0
"multicellular organismal development","Serine-protein kinase ATM",6,0
"nucleobase-containing compound catabolic process","Serine-protein kinase ATM",6,0
"phosphorylation","Serine-protein kinase ATM",6,0
"positive regulation of apoptotic process","Serine-protein kinase ATM",6,0
"reproduction","Serine-protein kinase ATM",6,0
"response to stress","Serine-protein kinase ATM",6,0
"signal transduction","Serine-protein kinase ATM",6,0
"aging","Serine/threonine-protein kinase AKT",390,0
"anatomical structure development","Serine/threonine-protein kinase AKT",390,0
"biosynthetic process","Serine/threonine-protein kinase AKT",390,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",390,0
"catabolic process","Serine/threonine-protein kinase AKT",390,0
"cell death","Serine/threonine-protein kinase AKT",390,0
"cell differentiation","Serine/threonine-protein kinase AKT",390,0
"cell proliferation","Serine/threonine-protein kinase AKT",390,0
"cell-cell signaling","Serine/threonine-protein kinase AKT",390,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",390,0
"cellular protein modification process","Serine/threonine-protein kinase AKT",390,0
"circulatory system process","Serine/threonine-protein kinase AKT",390,0
"embryo development","Serine/threonine-protein kinase AKT",390,0
"female pregnancy","Serine/threonine-protein kinase AKT",390,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",390,0
"homeostatic process","Serine/threonine-protein kinase AKT",390,0
"immune system process","Serine/threonine-protein kinase AKT",390,0
"metabolic process","Serine/threonine-protein kinase AKT",390,0
"mitochondrion organization","Serine/threonine-protein kinase AKT",390,0
"multicellular organismal development","Serine/threonine-protein kinase AKT",390,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",390,0
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",390,0
"phosphorylation","Serine/threonine-protein kinase AKT",390,0
"plasma membrane organization","Serine/threonine-protein kinase AKT",390,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",390,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",390,0
"protein targeting","Serine/threonine-protein kinase AKT",390,0
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",390,0
"regulation of protein localization","Serine/threonine-protein kinase AKT",390,0
"reproduction","Serine/threonine-protein kinase AKT",390,0
"response to stress","Serine/threonine-protein kinase AKT",390,0
"signal transduction","Serine/threonine-protein kinase AKT",390,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT",390,0
"translation","Serine/threonine-protein kinase AKT",390,0
"transport","Serine/threonine-protein kinase AKT",390,0
"DNA metabolic process","Serine/threonine-protein kinase Chk1",500,0
"aging","Serine/threonine-protein kinase Chk1",500,0
"biosynthetic process","Serine/threonine-protein kinase Chk1",500,0
"cell cycle","Serine/threonine-protein kinase Chk1",500,0
"cellular protein modification process","Serine/threonine-protein kinase Chk1",500,0
"chromosome organization","Serine/threonine-protein kinase Chk1",500,0
"phosphorylation","Serine/threonine-protein kinase Chk1",500,0
"response to stress","Serine/threonine-protein kinase Chk1",500,0
"cell differentiation","Serine/threonine-protein kinase DCLK1",6,0
"cell morphogenesis","Serine/threonine-protein kinase DCLK1",6,0
"cell motility","Serine/threonine-protein kinase DCLK1",6,0
"cellular protein modification process","Serine/threonine-protein kinase DCLK1",6,0
"growth","Serine/threonine-protein kinase DCLK1",6,0
"multicellular organismal development","Serine/threonine-protein kinase DCLK1",6,0
"phosphorylation","Serine/threonine-protein kinase DCLK1",6,0
"signal transduction","Serine/threonine-protein kinase DCLK1",6,0
"vacuolar transport","Serine/threonine-protein kinase DCLK1",6,0
"cell cycle","Serine/threonine-protein kinase PAK 2",4,0
"cell death","Serine/threonine-protein kinase PAK 2",4,0
"cell differentiation","Serine/threonine-protein kinase PAK 2",4,0
"cellular protein modification process","Serine/threonine-protein kinase PAK 2",4,0
"immune system process","Serine/threonine-protein kinase PAK 2",4,0
"metabolic process","Serine/threonine-protein kinase PAK 2",4,0
"multicellular organismal development","Serine/threonine-protein kinase PAK 2",4,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase PAK 2",4,0
"phosphorylation","Serine/threonine-protein kinase PAK 2",4,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase PAK 2",4,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase PAK 2",4,0
"regulation of catalytic activity","Serine/threonine-protein kinase PAK 2",4,0
"signal transduction","Serine/threonine-protein kinase PAK 2",4,0
"symbiosis, encompassing mutualism through parasitism","Serine/threonine-protein kinase PAK 2",4,0
"cell differentiation","Serine/threonine-protein kinase PCTAIRE-1",20,0
"cell-cell signaling","Serine/threonine-protein kinase PCTAIRE-1",20,0
"cellular protein modification process","Serine/threonine-protein kinase PCTAIRE-1",20,0
"multicellular organismal development","Serine/threonine-protein kinase PCTAIRE-1",20,0
"phosphorylation","Serine/threonine-protein kinase PCTAIRE-1",20,0
"regulation of protein localization","Serine/threonine-protein kinase PCTAIRE-1",20,0
"reproduction","Serine/threonine-protein kinase PCTAIRE-1",20,0
"transport","Serine/threonine-protein kinase PCTAIRE-1",20,0
"vesicle-mediated transport","Serine/threonine-protein kinase PCTAIRE-1",20,0
"autophagy","TRAF2- and NCK-interacting kinase",25,0
"cell differentiation","TRAF2- and NCK-interacting kinase",25,0
"cellular component assembly","TRAF2- and NCK-interacting kinase",25,0
"cellular protein modification process","TRAF2- and NCK-interacting kinase",25,0
"cytoskeleton organization","TRAF2- and NCK-interacting kinase",25,0
"multicellular organismal development","TRAF2- and NCK-interacting kinase",25,0
"phosphorylation","TRAF2- and NCK-interacting kinase",25,0
"plasma membrane organization","TRAF2- and NCK-interacting kinase",25,0
"positive regulation of catalytic activity","TRAF2- and NCK-interacting kinase",25,0
"response to stress","TRAF2- and NCK-interacting kinase",25,0
"signal transduction","TRAF2- and NCK-interacting kinase",25,0
"cell adhesion","Tyrosine-protein kinase FYN",39,0
"cell differentiation","Tyrosine-protein kinase FYN",39,0
"cell morphogenesis","Tyrosine-protein kinase FYN",39,0
"cell motility","Tyrosine-protein kinase FYN",39,0
"cell proliferation","Tyrosine-protein kinase FYN",39,0
"cellular protein modification process","Tyrosine-protein kinase FYN",39,0
"immune system process","Tyrosine-protein kinase FYN",39,0
"lipid metabolic process","Tyrosine-protein kinase FYN",39,0
"locomotion","Tyrosine-protein kinase FYN",39,0
"multicellular organismal development","Tyrosine-protein kinase FYN",39,0
"neurological system process","Tyrosine-protein kinase FYN",39,0
"phosphorylation","Tyrosine-protein kinase FYN",39,0
"positive regulation of catalytic activity","Tyrosine-protein kinase FYN",39,0
"regulation of protein localization","Tyrosine-protein kinase FYN",39,0
"response to stress","Tyrosine-protein kinase FYN",39,0
"signal transduction","Tyrosine-protein kinase FYN",39,0
"symbiosis, encompassing mutualism through parasitism","Tyrosine-protein kinase FYN",39,0
"transport","Tyrosine-protein kinase FYN",39,0
"vesicle-mediated transport","Tyrosine-protein kinase FYN",39,0
"anatomical structure development","Vascular endothelial growth factor receptor 2",1515,3
"anatomical structure formation involved in morphogenesis","Vascular endothelial growth factor receptor 2",1515,3
"cell differentiation","Vascular endothelial growth factor receptor 2",1515,3
"cell motility","Vascular endothelial growth factor receptor 2",1515,3
"cellular protein modification process","Vascular endothelial growth factor receptor 2",1515,3
"embryo development","Vascular endothelial growth factor receptor 2",1515,3
"extracellular matrix organization","Vascular endothelial growth factor receptor 2",1515,3
"immune system process","Vascular endothelial growth factor receptor 2",1515,3
"multicellular organismal development","Vascular endothelial growth factor receptor 2",1515,3
"phosphorylation","Vascular endothelial growth factor receptor 2",1515,3
"signal transduction","Vascular endothelial growth factor receptor 2",1515,3
"symbiosis, encompassing mutualism through parasitism","Vascular endothelial growth factor receptor 2",1515,3
"cellular protein modification process","c-Jun N-terminal kinase 1",293,0
