"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"cell motility","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"cell-cell signaling","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"cellular nitrogen compound metabolic process","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"cellular protein modification process","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"homeostatic process","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"metabolic process","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"mitochondrion organization","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"multicellular organismal development","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"phosphorylation","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"positive regulation of catalytic activity","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"protein complex assembly","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"regulation of catalytic activity","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"regulation of protein localization","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"response to stress","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"signal transduction","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"small molecule metabolic process","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"vesicle-mediated transport","Leucine-rich repeat serine/threonine-protein kinase 2",774,0
"cell differentiation","Macrophage colony stimulating factor  receptor",445,3
"cell junction organization","Macrophage colony stimulating factor  receptor",445,3
"cell morphogenesis","Macrophage colony stimulating factor  receptor",445,3
"cell proliferation","Macrophage colony stimulating factor  receptor",445,3
"cellular protein modification process","Macrophage colony stimulating factor  receptor",445,3
"immune system process","Macrophage colony stimulating factor  receptor",445,3
"lipid metabolic process","Macrophage colony stimulating factor  receptor",445,3
"locomotion","Macrophage colony stimulating factor  receptor",445,3
"multicellular organismal development","Macrophage colony stimulating factor  receptor",445,3
"phosphorylation","Macrophage colony stimulating factor  receptor",445,3
"positive regulation of catalytic activity","Macrophage colony stimulating factor  receptor",445,3
"regulation of protein localization","Macrophage colony stimulating factor  receptor",445,3
"response to stress","Macrophage colony stimulating factor  receptor",445,3
"signal transduction","Macrophage colony stimulating factor  receptor",445,3
"cell death","Mitogen-activated protein kinase kinase kinase 1",12,0
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 1",12,0
"immune system process","Mitogen-activated protein kinase kinase kinase 1",12,0
"phosphorylation","Mitogen-activated protein kinase kinase kinase 1",12,0
"positive regulation of catalytic activity","Mitogen-activated protein kinase kinase kinase 1",12,0
"signal transduction","Mitogen-activated protein kinase kinase kinase 1",12,0
"cellular protein modification process","Mitogen-activated protein kinase kinase kinase 15",8,0
"phosphorylation","Mitogen-activated protein kinase kinase kinase 15",8,0
"positive regulation of catalytic activity","Mitogen-activated protein kinase kinase kinase 15",8,0
"signal transduction","Mitogen-activated protein kinase kinase kinase 15",8,0
"cell death","Myotonin-protein kinase",22,0
"cellular protein modification process","Myotonin-protein kinase",22,0
"homeostatic process","Myotonin-protein kinase",22,0
"membrane organization","Myotonin-protein kinase",22,0
"phosphorylation","Myotonin-protein kinase",22,0
"regulation of catalytic activity","Myotonin-protein kinase",22,0
"signal transduction","Myotonin-protein kinase",22,0
"aging","Nerve growth factor receptor Trk-A",970,1
"anatomical structure development","Nerve growth factor receptor Trk-A",970,1
"cell death","Nerve growth factor receptor Trk-A",970,1
"cell differentiation","Nerve growth factor receptor Trk-A",970,1
"cell morphogenesis","Nerve growth factor receptor Trk-A",970,1
"cellular protein modification process","Nerve growth factor receptor Trk-A",970,1
"immune system process","Nerve growth factor receptor Trk-A",970,1
"locomotion","Nerve growth factor receptor Trk-A",970,1
"microtubule-based process","Nerve growth factor receptor Trk-A",970,1
"multicellular organismal development","Nerve growth factor receptor Trk-A",970,1
"neurological system process","Nerve growth factor receptor Trk-A",970,1
"phosphorylation","Nerve growth factor receptor Trk-A",970,1
"positive regulation of catalytic activity","Nerve growth factor receptor Trk-A",970,1
"reproduction","Nerve growth factor receptor Trk-A",970,1
"response to stress","Nerve growth factor receptor Trk-A",970,1
"signal transduction","Nerve growth factor receptor Trk-A",970,1
"biosynthetic process","Phosphorylase kinase gamma subunit 2",25,0
"carbohydrate metabolic process","Phosphorylase kinase gamma subunit 2",25,0
"catabolic process","Phosphorylase kinase gamma subunit 2",25,0
"cellular protein modification process","Phosphorylase kinase gamma subunit 2",25,0
"generation of precursor metabolites and energy","Phosphorylase kinase gamma subunit 2",25,0
"phosphorylation","Phosphorylase kinase gamma subunit 2",25,0
"anatomical structure formation involved in morphogenesis","Platelet-derived growth factor receptor beta",397,2
"biosynthetic process","Platelet-derived growth factor receptor beta",397,2
"cell differentiation","Platelet-derived growth factor receptor beta",397,2
"cell motility","Platelet-derived growth factor receptor beta",397,2
"cell proliferation","Platelet-derived growth factor receptor beta",397,2
"cellular component assembly","Platelet-derived growth factor receptor beta",397,2
"cellular protein modification process","Platelet-derived growth factor receptor beta",397,2
"cytoskeleton organization","Platelet-derived growth factor receptor beta",397,2
"lipid metabolic process","Platelet-derived growth factor receptor beta",397,2
"locomotion","Platelet-derived growth factor receptor beta",397,2
"multicellular organismal development","Platelet-derived growth factor receptor beta",397,2
"phosphorylation","Platelet-derived growth factor receptor beta",397,2
"positive regulation of catalytic activity","Platelet-derived growth factor receptor beta",397,2
"response to stress","Platelet-derived growth factor receptor beta",397,2
"response to toxic substance","Platelet-derived growth factor receptor beta",397,2
"signal transduction","Platelet-derived growth factor receptor beta",397,2
"cell-cell signaling","Protein kinase C gamma",10,0
"cellular protein modification process","Protein kinase C gamma",10,0
"multicellular organismal development","Protein kinase C gamma",10,0
"neurological system process","Protein kinase C gamma",10,0
"phosphorylation","Protein kinase C gamma",10,0
"response to stress","Protein kinase C gamma",10,0
"signal transduction","Protein kinase C gamma",10,0
"anatomical structure formation involved in morphogenesis","Protein kinase C mu",56,0
"biosynthetic process","Protein kinase C mu",56,0
"cell death","Protein kinase C mu",56,0
"cell differentiation","Protein kinase C mu",56,0
"cell proliferation","Protein kinase C mu",56,0
"cellular protein modification process","Protein kinase C mu",56,0
"immune system process","Protein kinase C mu",56,0
"lipid metabolic process","Protein kinase C mu",56,0
"multicellular organismal development","Protein kinase C mu",56,0
"phosphorylation","Protein kinase C mu",56,0
"positive regulation of catalytic activity","Protein kinase C mu",56,0
"response to stress","Protein kinase C mu",56,0
"signal transduction","Protein kinase C mu",56,0
"vesicle-mediated transport","Protein kinase C mu",56,0
"anatomical structure development","Receptor-interacting serine/threonine-protein kinase 4",18,0
"cellular protein modification process","Receptor-interacting serine/threonine-protein kinase 4",18,0
"phosphorylation","Receptor-interacting serine/threonine-protein kinase 4",18,0
"cell cycle","Ribosomal protein S6 kinase alpha 3",210,0
"cell death","Ribosomal protein S6 kinase alpha 3",210,0
"cellular protein modification process","Ribosomal protein S6 kinase alpha 3",210,0
"immune system process","Ribosomal protein S6 kinase alpha 3",210,0
"multicellular organismal development","Ribosomal protein S6 kinase alpha 3",210,0
"negative regulation of endopeptidase activity","Ribosomal protein S6 kinase alpha 3",210,0
"phosphorylation","Ribosomal protein S6 kinase alpha 3",210,0
"response to stress","Ribosomal protein S6 kinase alpha 3",210,0
"signal transduction","Ribosomal protein S6 kinase alpha 3",210,0
"aging","Serine/threonine-protein kinase AKT",1270,0
"anatomical structure development","Serine/threonine-protein kinase AKT",1270,0
"biosynthetic process","Serine/threonine-protein kinase AKT",1270,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",1270,0
"catabolic process","Serine/threonine-protein kinase AKT",1270,0
"cell death","Serine/threonine-protein kinase AKT",1270,0
"cell differentiation","Serine/threonine-protein kinase AKT",1270,0
"cell proliferation","Serine/threonine-protein kinase AKT",1270,0
"cell-cell signaling","Serine/threonine-protein kinase AKT",1270,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",1270,0
"cellular protein modification process","Serine/threonine-protein kinase AKT",1270,0
"circulatory system process","Serine/threonine-protein kinase AKT",1270,0
"embryo development","Serine/threonine-protein kinase AKT",1270,0
"female pregnancy","Serine/threonine-protein kinase AKT",1270,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",1270,0
"homeostatic process","Serine/threonine-protein kinase AKT",1270,0
"immune system process","Serine/threonine-protein kinase AKT",1270,0
"metabolic process","Serine/threonine-protein kinase AKT",1270,0
"mitochondrion organization","Serine/threonine-protein kinase AKT",1270,0
"multicellular organismal development","Serine/threonine-protein kinase AKT",1270,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",1270,0
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",1270,0
"phosphorylation","Serine/threonine-protein kinase AKT",1270,0
"plasma membrane organization","Serine/threonine-protein kinase AKT",1270,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",1270,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",1270,0
"protein targeting","Serine/threonine-protein kinase AKT",1270,0
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",1270,0
"regulation of protein localization","Serine/threonine-protein kinase AKT",1270,0
"reproduction","Serine/threonine-protein kinase AKT",1270,0
"response to stress","Serine/threonine-protein kinase AKT",1270,0
"signal transduction","Serine/threonine-protein kinase AKT",1270,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT",1270,0
"translation","Serine/threonine-protein kinase AKT",1270,0
"transport","Serine/threonine-protein kinase AKT",1270,0
"cellular protein modification process","Serine/threonine-protein kinase AKT3",79,0
"mitochondrion organization","Serine/threonine-protein kinase AKT3",79,0
"phosphorylation","Serine/threonine-protein kinase AKT3",79,0
"signal transduction","Serine/threonine-protein kinase AKT3",79,0
"anatomical structure development","Serine/threonine-protein kinase B-raf",1484,3
"cell adhesion","Serine/threonine-protein kinase B-raf",1484,3
"cell differentiation","Serine/threonine-protein kinase B-raf",1484,3
"cellular protein modification process","Serine/threonine-protein kinase B-raf",1484,3
"cellular response to drug","Serine/threonine-protein kinase B-raf",1484,3
"immune system process","Serine/threonine-protein kinase B-raf",1484,3
"membrane organization","Serine/threonine-protein kinase B-raf",1484,3
"multicellular organismal development","Serine/threonine-protein kinase B-raf",1484,3
"neurological system process","Serine/threonine-protein kinase B-raf",1484,3
"phosphorylation","Serine/threonine-protein kinase B-raf",1484,3
"positive regulation of catalytic activity","Serine/threonine-protein kinase B-raf",1484,3
"protein complex assembly","Serine/threonine-protein kinase B-raf",1484,3
"signal transduction","Serine/threonine-protein kinase B-raf",1484,3
"transport","Serine/threonine-protein kinase B-raf",1484,3
"anatomical structure formation involved in morphogenesis","Serine/threonine-protein kinase Nek1",18,0
"cell cycle","Serine/threonine-protein kinase Nek1",18,0
"cell division","Serine/threonine-protein kinase Nek1",18,0
"cell morphogenesis","Serine/threonine-protein kinase Nek1",18,0
"cellular component assembly","Serine/threonine-protein kinase Nek1",18,0
"cellular protein modification process","Serine/threonine-protein kinase Nek1",18,0
"mitotic nuclear division","Serine/threonine-protein kinase Nek1",18,0
"phosphorylation","Serine/threonine-protein kinase Nek1",18,0
"signal transduction","Serine/threonine-protein kinase Nek1",18,0
"cell differentiation","Serine/threonine-protein kinase PAK 3",24,0
"cell morphogenesis","Serine/threonine-protein kinase PAK 3",24,0
"cellular protein modification process","Serine/threonine-protein kinase PAK 3",24,0
"immune system process","Serine/threonine-protein kinase PAK 3",24,0
"metabolic process","Serine/threonine-protein kinase PAK 3",24,0
"multicellular organismal development","Serine/threonine-protein kinase PAK 3",24,0
"phosphorylation","Serine/threonine-protein kinase PAK 3",24,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase PAK 3",24,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase PAK 3",24,0
"signal transduction","Serine/threonine-protein kinase PAK 3",24,0
"cell differentiation","Serine/threonine-protein kinase PCTAIRE-1",29,0
"cell-cell signaling","Serine/threonine-protein kinase PCTAIRE-1",29,0
"cellular protein modification process","Serine/threonine-protein kinase PCTAIRE-1",29,0
"multicellular organismal development","Serine/threonine-protein kinase PCTAIRE-1",29,0
"phosphorylation","Serine/threonine-protein kinase PCTAIRE-1",29,0
"regulation of protein localization","Serine/threonine-protein kinase PCTAIRE-1",29,0
"reproduction","Serine/threonine-protein kinase PCTAIRE-1",29,0
"transport","Serine/threonine-protein kinase PCTAIRE-1",29,0
"vesicle-mediated transport","Serine/threonine-protein kinase PCTAIRE-1",29,0
"cell cycle","Serine/threonine-protein kinase PLK4",137,1
"cell differentiation","Serine/threonine-protein kinase PLK4",137,1
"cellular component assembly","Serine/threonine-protein kinase PLK4",137,1
"cellular protein modification process","Serine/threonine-protein kinase PLK4",137,1
"cytoskeleton organization","Serine/threonine-protein kinase PLK4",137,1
"embryo development","Serine/threonine-protein kinase PLK4",137,1
"microtubule-based process","Serine/threonine-protein kinase PLK4",137,1
"phosphorylation","Serine/threonine-protein kinase PLK4",137,1
"reproduction","Serine/threonine-protein kinase PLK4",137,1
"anatomical structure development","Serine/threonine-protein kinase RAF",294,0
"cell death","Serine/threonine-protein kinase RAF",294,0
