"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"cellular protein modification process","Glycogen synthase kinase-3 beta",928,2
"generation of precursor metabolites and energy","Glycogen synthase kinase-3 beta",928,2
"membrane organization","Glycogen synthase kinase-3 beta",928,2
"mitochondrion organization","Glycogen synthase kinase-3 beta",928,2
"multicellular organismal development","Glycogen synthase kinase-3 beta",928,2
"nucleocytoplasmic transport","Glycogen synthase kinase-3 beta",928,2
"phosphorylation","Glycogen synthase kinase-3 beta",928,2
"positive regulation of apoptotic process","Glycogen synthase kinase-3 beta",928,2
"positive regulation of catalytic activity","Glycogen synthase kinase-3 beta",928,2
"protein complex assembly","Glycogen synthase kinase-3 beta",928,2
"proteolysis","Glycogen synthase kinase-3 beta",928,2
"regulation of catalytic activity","Glycogen synthase kinase-3 beta",928,2
"regulation of protein localization","Glycogen synthase kinase-3 beta",928,2
"response to stress","Glycogen synthase kinase-3 beta",928,2
"signal transduction","Glycogen synthase kinase-3 beta",928,2
"transport","Glycogen synthase kinase-3 beta",928,2
"cell differentiation","Hepatocyte growth factor receptor",2414,14
"cell morphogenesis","Hepatocyte growth factor receptor",2414,14
"cell proliferation","Hepatocyte growth factor receptor",2414,14
"cellular protein modification process","Hepatocyte growth factor receptor",2414,14
"locomotion","Hepatocyte growth factor receptor",2414,14
"multicellular organismal development","Hepatocyte growth factor receptor",2414,14
"phosphorylation","Hepatocyte growth factor receptor",2414,14
"signal transduction","Hepatocyte growth factor receptor",2414,14
"anatomical structure development","MAP kinase ERK1",58,1
"anatomical structure formation involved in morphogenesis","MAP kinase ERK1",58,1
"biosynthetic process","MAP kinase ERK1",58,1
"cell cycle","MAP kinase ERK1",58,1
"cell death","MAP kinase ERK1",58,1
"cell differentiation","MAP kinase ERK1",58,1
"cell morphogenesis","MAP kinase ERK1",58,1
"cellular nitrogen compound metabolic process","MAP kinase ERK1",58,1
"cellular protein modification process","MAP kinase ERK1",58,1
"embryo development","MAP kinase ERK1",58,1
"immune system process","MAP kinase ERK1",58,1
"lipid metabolic process","MAP kinase ERK1",58,1
"locomotion","MAP kinase ERK1",58,1
"multicellular organismal development","MAP kinase ERK1",58,1
"neurological system process","MAP kinase ERK1",58,1
"nucleocytoplasmic transport","MAP kinase ERK1",58,1
"phosphorylation","MAP kinase ERK1",58,1
"positive regulation of catalytic activity","MAP kinase ERK1",58,1
"protein complex assembly","MAP kinase ERK1",58,1
"protein targeting","MAP kinase ERK1",58,1
"response to stress","MAP kinase ERK1",58,1
"response to toxic substance","MAP kinase ERK1",58,1
"signal transduction","MAP kinase ERK1",58,1
"small molecule metabolic process","MAP kinase ERK1",58,1
"symbiosis, encompassing mutualism through parasitism","MAP kinase ERK1",58,1
"vesicle-mediated transport","MAP kinase ERK1",58,1
"anatomical structure development","MAP kinase ERK2",1075,1
"anatomical structure formation involved in morphogenesis","MAP kinase ERK2",1075,1
"biosynthetic process","MAP kinase ERK2",1075,1
"cell cycle","MAP kinase ERK2",1075,1
"cell death","MAP kinase ERK2",1075,1
"cell differentiation","MAP kinase ERK2",1075,1
"cell morphogenesis","MAP kinase ERK2",1075,1
"cell proliferation","MAP kinase ERK2",1075,1
"cell-cell signaling","MAP kinase ERK2",1075,1
"cellular nitrogen compound metabolic process","MAP kinase ERK2",1075,1
"cellular protein modification process","MAP kinase ERK2",1075,1
"embryo development","MAP kinase ERK2",1075,1
"immune system process","MAP kinase ERK2",1075,1
"locomotion","MAP kinase ERK2",1075,1
"multicellular organismal development","MAP kinase ERK2",1075,1
"neurological system process","MAP kinase ERK2",1075,1
"nucleocytoplasmic transport","MAP kinase ERK2",1075,1
"phosphorylation","MAP kinase ERK2",1075,1
"positive regulation of catalytic activity","MAP kinase ERK2",1075,1
"protein targeting","MAP kinase ERK2",1075,1
"reproduction","MAP kinase ERK2",1075,1
"response to stress","MAP kinase ERK2",1075,1
"response to toxic substance","MAP kinase ERK2",1075,1
"signal transduction","MAP kinase ERK2",1075,1
"small molecule metabolic process","MAP kinase ERK2",1075,1
"symbiosis, encompassing mutualism through parasitism","MAP kinase ERK2",1075,1
"vesicle-mediated transport","MAP kinase ERK2",1075,1
"aging","MAP kinase p38 alpha",1328,9
"anatomical structure development","MAP kinase p38 alpha",1328,9
"anatomical structure formation involved in morphogenesis","MAP kinase p38 alpha",1328,9
"biosynthetic process","MAP kinase p38 alpha",1328,9
"carbohydrate metabolic process","MAP kinase p38 alpha",1328,9
"cell cycle","MAP kinase p38 alpha",1328,9
"cell death","MAP kinase p38 alpha",1328,9
"cell differentiation","MAP kinase p38 alpha",1328,9
"cell morphogenesis","MAP kinase p38 alpha",1328,9
"cellular nitrogen compound metabolic process","MAP kinase p38 alpha",1328,9
"cellular protein modification process","MAP kinase p38 alpha",1328,9
"growth","MAP kinase p38 alpha",1328,9
"immune system process","MAP kinase p38 alpha",1328,9
"lipid metabolic process","MAP kinase p38 alpha",1328,9
"locomotion","MAP kinase p38 alpha",1328,9
"multicellular organismal development","MAP kinase p38 alpha",1328,9
"phosphorylation","MAP kinase p38 alpha",1328,9
"positive regulation of catalytic activity","MAP kinase p38 alpha",1328,9
"regulation of protein localization","MAP kinase p38 alpha",1328,9
"reproduction","MAP kinase p38 alpha",1328,9
"response to stress","MAP kinase p38 alpha",1328,9
"signal transduction","MAP kinase p38 alpha",1328,9
"small molecule metabolic process","MAP kinase p38 alpha",1328,9
"autophagy","MAP/microtubule affinity-regulating kinase 2",17,0
"catabolic process","MAP/microtubule affinity-regulating kinase 2",17,0
"cell differentiation","MAP/microtubule affinity-regulating kinase 2",17,0
"cell motility","MAP/microtubule affinity-regulating kinase 2",17,0
"cellular protein modification process","MAP/microtubule affinity-regulating kinase 2",17,0
"mitochondrion organization","MAP/microtubule affinity-regulating kinase 2",17,0
"multicellular organismal development","MAP/microtubule affinity-regulating kinase 2",17,0
"phosphorylation","MAP/microtubule affinity-regulating kinase 2",17,0
"positive regulation of catalytic activity","MAP/microtubule affinity-regulating kinase 2",17,0
"signal transduction","MAP/microtubule affinity-regulating kinase 2",17,0
"cell differentiation","NT-3 growth factor receptor",45,1
"cell motility","NT-3 growth factor receptor",45,1
"cellular protein modification process","NT-3 growth factor receptor",45,1
"multicellular organismal development","NT-3 growth factor receptor",45,1
"phosphorylation","NT-3 growth factor receptor",45,1
"positive regulation of apoptotic process","NT-3 growth factor receptor",45,1
"positive regulation of catalytic activity","NT-3 growth factor receptor",45,1
"response to stress","NT-3 growth factor receptor",45,1
"signal transduction","NT-3 growth factor receptor",45,1
"symbiosis, encompassing mutualism through parasitism","NT-3 growth factor receptor",45,1
"aging","Nerve growth factor receptor Trk-A",970,1
"anatomical structure development","Nerve growth factor receptor Trk-A",970,1
"cell death","Nerve growth factor receptor Trk-A",970,1
"cell differentiation","Nerve growth factor receptor Trk-A",970,1
"cell morphogenesis","Nerve growth factor receptor Trk-A",970,1
"cellular protein modification process","Nerve growth factor receptor Trk-A",970,1
"immune system process","Nerve growth factor receptor Trk-A",970,1
"locomotion","Nerve growth factor receptor Trk-A",970,1
"microtubule-based process","Nerve growth factor receptor Trk-A",970,1
"multicellular organismal development","Nerve growth factor receptor Trk-A",970,1
"neurological system process","Nerve growth factor receptor Trk-A",970,1
"phosphorylation","Nerve growth factor receptor Trk-A",970,1
"positive regulation of catalytic activity","Nerve growth factor receptor Trk-A",970,1
"reproduction","Nerve growth factor receptor Trk-A",970,1
"response to stress","Nerve growth factor receptor Trk-A",970,1
"signal transduction","Nerve growth factor receptor Trk-A",970,1
"aging","Neurotrophic tyrosine kinase receptor type 2",60,1
"cell differentiation","Neurotrophic tyrosine kinase receptor type 2",60,1
"cell motility","Neurotrophic tyrosine kinase receptor type 2",60,1
"cellular protein modification process","Neurotrophic tyrosine kinase receptor type 2",60,1
"multicellular organismal development","Neurotrophic tyrosine kinase receptor type 2",60,1
"neurological system process","Neurotrophic tyrosine kinase receptor type 2",60,1
"phosphorylation","Neurotrophic tyrosine kinase receptor type 2",60,1
"regulation of catalytic activity","Neurotrophic tyrosine kinase receptor type 2",60,1
"response to stress","Neurotrophic tyrosine kinase receptor type 2",60,1
"signal transduction","Neurotrophic tyrosine kinase receptor type 2",60,1
"transport","Neurotrophic tyrosine kinase receptor type 2",60,1
"anatomical structure formation involved in morphogenesis","Platelet-derived growth factor receptor beta",397,2
"biosynthetic process","Platelet-derived growth factor receptor beta",397,2
"cell differentiation","Platelet-derived growth factor receptor beta",397,2
"cell motility","Platelet-derived growth factor receptor beta",397,2
"cell proliferation","Platelet-derived growth factor receptor beta",397,2
"cellular component assembly","Platelet-derived growth factor receptor beta",397,2
"cellular protein modification process","Platelet-derived growth factor receptor beta",397,2
"cytoskeleton organization","Platelet-derived growth factor receptor beta",397,2
"lipid metabolic process","Platelet-derived growth factor receptor beta",397,2
"locomotion","Platelet-derived growth factor receptor beta",397,2
"multicellular organismal development","Platelet-derived growth factor receptor beta",397,2
"phosphorylation","Platelet-derived growth factor receptor beta",397,2
"positive regulation of catalytic activity","Platelet-derived growth factor receptor beta",397,2
"response to stress","Platelet-derived growth factor receptor beta",397,2
"response to toxic substance","Platelet-derived growth factor receptor beta",397,2
"signal transduction","Platelet-derived growth factor receptor beta",397,2
"anatomical structure formation involved in morphogenesis","Protein kinase C alpha",99,0
"cell adhesion","Protein kinase C alpha",99,0
"cell cycle","Protein kinase C alpha",99,0
"cell death","Protein kinase C alpha",99,0
"cell junction organization","Protein kinase C alpha",99,0
"cellular component assembly","Protein kinase C alpha",99,0
"cellular protein modification process","Protein kinase C alpha",99,0
"chromosome organization","Protein kinase C alpha",99,0
"membrane organization","Protein kinase C alpha",99,0
"multicellular organismal development","Protein kinase C alpha",99,0
"phosphorylation","Protein kinase C alpha",99,0
"positive regulation of catalytic activity","Protein kinase C alpha",99,0
"regulation of catalytic activity","Protein kinase C alpha",99,0
"regulation of protein localization","Protein kinase C alpha",99,0
"response to stress","Protein kinase C alpha",99,0
"signal transduction","Protein kinase C alpha",99,0
"anatomical structure development","Receptor protein-tyrosine kinase erbB-4",51,1
"biosynthetic process","Receptor protein-tyrosine kinase erbB-4",51,1
"cell death","Receptor protein-tyrosine kinase erbB-4",51,1
"cell differentiation","Receptor protein-tyrosine kinase erbB-4",51,1
"cell motility","Receptor protein-tyrosine kinase erbB-4",51,1
"cell proliferation","Receptor protein-tyrosine kinase erbB-4",51,1
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-4",51,1
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-4",51,1
"embryo development","Receptor protein-tyrosine kinase erbB-4",51,1
"growth","Receptor protein-tyrosine kinase erbB-4",51,1
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-4",51,1
"mitochondrion organization","Receptor protein-tyrosine kinase erbB-4",51,1
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-4",51,1
"phosphorylation","Receptor protein-tyrosine kinase erbB-4",51,1
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-4",51,1
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-4",51,1
"response to stress","Receptor protein-tyrosine kinase erbB-4",51,1
"signal transduction","Receptor protein-tyrosine kinase erbB-4",51,1
"transport","Receptor protein-tyrosine kinase erbB-4",51,1
"cell death","Receptor tyrosine-protein kinase erbB-3",24,1
"cell differentiation","Receptor tyrosine-protein kinase erbB-3",24,1
"cellular protein modification process","Receptor tyrosine-protein kinase erbB-3",24,1
"lipid metabolic process","Receptor tyrosine-protein kinase erbB-3",24,1
"multicellular organismal development","Receptor tyrosine-protein kinase erbB-3",24,1
"phosphorylation","Receptor tyrosine-protein kinase erbB-3",24,1
"positive regulation of catalytic activity","Receptor tyrosine-protein kinase erbB-3",24,1
"response to stress","Receptor tyrosine-protein kinase erbB-3",24,1
"signal transduction","Receptor tyrosine-protein kinase erbB-3",24,1
"DNA metabolic process","Serine-protein kinase ATM",46,0
"aging","Serine-protein kinase ATM",46,0
"anatomical structure development","Serine-protein kinase ATM",46,0
"anatomical structure formation involved in morphogenesis","Serine-protein kinase ATM",46,0
"biosynthetic process","Serine-protein kinase ATM",46,0
"catabolic process","Serine-protein kinase ATM",46,0
"cell cycle","Serine-protein kinase ATM",46,0
"cell death","Serine-protein kinase ATM",46,0
"cell differentiation","Serine-protein kinase ATM",46,0
"cellular protein modification process","Serine-protein kinase ATM",46,0
"chromosome organization","Serine-protein kinase ATM",46,0
"chromosome segregation","Serine-protein kinase ATM",46,0
"embryo development","Serine-protein kinase ATM",46,0
"homeostatic process","Serine-protein kinase ATM",46,0
"immune system process","Serine-protein kinase ATM",46,0
"lipid metabolic process","Serine-protein kinase ATM",46,0
"multicellular organismal development","Serine-protein kinase ATM",46,0
"nucleobase-containing compound catabolic process","Serine-protein kinase ATM",46,0
"phosphorylation","Serine-protein kinase ATM",46,0
"positive regulation of apoptotic process","Serine-protein kinase ATM",46,0
"reproduction","Serine-protein kinase ATM",46,0
"response to stress","Serine-protein kinase ATM",46,0
"signal transduction","Serine-protein kinase ATM",46,0
"aging","Serine/threonine-protein kinase AKT",1270,0
"anatomical structure development","Serine/threonine-protein kinase AKT",1270,0
"biosynthetic process","Serine/threonine-protein kinase AKT",1270,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",1270,0
"catabolic process","Serine/threonine-protein kinase AKT",1270,0
"cell death","Serine/threonine-protein kinase AKT",1270,0
"cell differentiation","Serine/threonine-protein kinase AKT",1270,0
"cell proliferation","Serine/threonine-protein kinase AKT",1270,0
"cell-cell signaling","Serine/threonine-protein kinase AKT",1270,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",1270,0
"cellular protein modification process","Serine/threonine-protein kinase AKT",1270,0
"circulatory system process","Serine/threonine-protein kinase AKT",1270,0
"embryo development","Serine/threonine-protein kinase AKT",1270,0
"female pregnancy","Serine/threonine-protein kinase AKT",1270,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",1270,0
"homeostatic process","Serine/threonine-protein kinase AKT",1270,0
"immune system process","Serine/threonine-protein kinase AKT",1270,0
"metabolic process","Serine/threonine-protein kinase AKT",1270,0
"mitochondrion organization","Serine/threonine-protein kinase AKT",1270,0
"multicellular organismal development","Serine/threonine-protein kinase AKT",1270,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",1270,0
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",1270,0
"phosphorylation","Serine/threonine-protein kinase AKT",1270,0
"plasma membrane organization","Serine/threonine-protein kinase AKT",1270,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",1270,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",1270,0
"protein targeting","Serine/threonine-protein kinase AKT",1270,0
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",1270,0
"regulation of protein localization","Serine/threonine-protein kinase AKT",1270,0
"reproduction","Serine/threonine-protein kinase AKT",1270,0
"response to stress","Serine/threonine-protein kinase AKT",1270,0
"signal transduction","Serine/threonine-protein kinase AKT",1270,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT",1270,0
"translation","Serine/threonine-protein kinase AKT",1270,0
"transport","Serine/threonine-protein kinase AKT",1270,0
"DNA metabolic process","Serine/threonine-protein kinase Chk1",384,3
"aging","Serine/threonine-protein kinase Chk1",384,3
"biosynthetic process","Serine/threonine-protein kinase Chk1",384,3
"cell cycle","Serine/threonine-protein kinase Chk1",384,3
"cellular protein modification process","Serine/threonine-protein kinase Chk1",384,3
"chromosome organization","Serine/threonine-protein kinase Chk1",384,3
"phosphorylation","Serine/threonine-protein kinase Chk1",384,3
"response to stress","Serine/threonine-protein kinase Chk1",384,3
"cell differentiation","Serine/threonine-protein kinase DCLK1",17,0
"cell morphogenesis","Serine/threonine-protein kinase DCLK1",17,0
"cell motility","Serine/threonine-protein kinase DCLK1",17,0
"cellular protein modification process","Serine/threonine-protein kinase DCLK1",17,0
"growth","Serine/threonine-protein kinase DCLK1",17,0
"multicellular organismal development","Serine/threonine-protein kinase DCLK1",17,0
"phosphorylation","Serine/threonine-protein kinase DCLK1",17,0
"signal transduction","Serine/threonine-protein kinase DCLK1",17,0
"vacuolar transport","Serine/threonine-protein kinase DCLK1",17,0
"cellular protein modification process","Serine/threonine-protein kinase OSR1",12,0
"phosphorylation","Serine/threonine-protein kinase OSR1",12,0
"response to stress","Serine/threonine-protein kinase OSR1",12,0
"signal transduction","Serine/threonine-protein kinase OSR1",12,0
"cell cycle","Serine/threonine-protein kinase PAK 2",36,0
"cell death","Serine/threonine-protein kinase PAK 2",36,0
"cell differentiation","Serine/threonine-protein kinase PAK 2",36,0
"cellular protein modification process","Serine/threonine-protein kinase PAK 2",36,0
"immune system process","Serine/threonine-protein kinase PAK 2",36,0
"metabolic process","Serine/threonine-protein kinase PAK 2",36,0
"multicellular organismal development","Serine/threonine-protein kinase PAK 2",36,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase PAK 2",36,0
"phosphorylation","Serine/threonine-protein kinase PAK 2",36,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase PAK 2",36,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase PAK 2",36,0
"regulation of catalytic activity","Serine/threonine-protein kinase PAK 2",36,0
"signal transduction","Serine/threonine-protein kinase PAK 2",36,0
"symbiosis, encompassing mutualism through parasitism","Serine/threonine-protein kinase PAK 2",36,0
"cell differentiation","Serine/threonine-protein kinase PCTAIRE-1",29,0
"cell-cell signaling","Serine/threonine-protein kinase PCTAIRE-1",29,0
"cellular protein modification process","Serine/threonine-protein kinase PCTAIRE-1",29,0
"multicellular organismal development","Serine/threonine-protein kinase PCTAIRE-1",29,0
"phosphorylation","Serine/threonine-protein kinase PCTAIRE-1",29,0
"regulation of protein localization","Serine/threonine-protein kinase PCTAIRE-1",29,0
"reproduction","Serine/threonine-protein kinase PCTAIRE-1",29,0
"transport","Serine/threonine-protein kinase PCTAIRE-1",29,0
"vesicle-mediated transport","Serine/threonine-protein kinase PCTAIRE-1",29,0
"cellular protein modification process","Serine/threonine-protein kinase WNK3",1,0
"phosphorylation","Serine/threonine-protein kinase WNK3",1,0
"regulation of protein localization","Serine/threonine-protein kinase WNK3",1,0
"signal transduction","Serine/threonine-protein kinase WNK3",1,0
"autophagy","TRAF2- and NCK-interacting kinase",65,0
"cell differentiation","TRAF2- and NCK-interacting kinase",65,0
"cellular component assembly","TRAF2- and NCK-interacting kinase",65,0
"cellular protein modification process","TRAF2- and NCK-interacting kinase",65,0
"cytoskeleton organization","TRAF2- and NCK-interacting kinase",65,0
"multicellular organismal development","TRAF2- and NCK-interacting kinase",65,0
"phosphorylation","TRAF2- and NCK-interacting kinase",65,0
"plasma membrane organization","TRAF2- and NCK-interacting kinase",65,0
"positive regulation of catalytic activity","TRAF2- and NCK-interacting kinase",65,0
"response to stress","TRAF2- and NCK-interacting kinase",65,0
"signal transduction","TRAF2- and NCK-interacting kinase",65,0
"cell adhesion","Tyrosine-protein kinase FYN",84,0
