"go_pref_name","target_pref_name","No_Bioactivities","No_Drug_Efficacy_Target_Annotations"
"immune system process","MAP kinase ERK1",38,0
"lipid metabolic process","MAP kinase ERK1",38,0
"locomotion","MAP kinase ERK1",38,0
"multicellular organismal development","MAP kinase ERK1",38,0
"neurological system process","MAP kinase ERK1",38,0
"nucleocytoplasmic transport","MAP kinase ERK1",38,0
"phosphorylation","MAP kinase ERK1",38,0
"positive regulation of catalytic activity","MAP kinase ERK1",38,0
"protein complex assembly","MAP kinase ERK1",38,0
"protein targeting","MAP kinase ERK1",38,0
"response to stress","MAP kinase ERK1",38,0
"response to toxic substance","MAP kinase ERK1",38,0
"signal transduction","MAP kinase ERK1",38,0
"small molecule metabolic process","MAP kinase ERK1",38,0
"symbiosis, encompassing mutualism through parasitism","MAP kinase ERK1",38,0
"vesicle-mediated transport","MAP kinase ERK1",38,0
"cell differentiation","Protein kinase C zeta",7,0
"cell morphogenesis","Protein kinase C zeta",7,0
"cell motility","Protein kinase C zeta",7,0
"cellular protein modification process","Protein kinase C zeta",7,0
"cytoskeleton organization","Protein kinase C zeta",7,0
"cytoskeleton-dependent intracellular transport","Protein kinase C zeta",7,0
"growth","Protein kinase C zeta",7,0
"microtubule-based process","Protein kinase C zeta",7,0
"multicellular organismal development","Protein kinase C zeta",7,0
"neurological system process","Protein kinase C zeta",7,0
"phosphorylation","Protein kinase C zeta",7,0
"plasma membrane organization","Protein kinase C zeta",7,0
"positive regulation of catalytic activity","Protein kinase C zeta",7,0
"protein complex assembly","Protein kinase C zeta",7,0
"regulation of catalytic activity","Protein kinase C zeta",7,0
"regulation of protein localization","Protein kinase C zeta",7,0
"response to stress","Protein kinase C zeta",7,0
"signal transduction","Protein kinase C zeta",7,0
"biosynthetic process","Receptor protein-tyrosine kinase erbB-2",436,2
"cell differentiation","Receptor protein-tyrosine kinase erbB-2",436,2
"cell morphogenesis","Receptor protein-tyrosine kinase erbB-2",436,2
"cell proliferation","Receptor protein-tyrosine kinase erbB-2",436,2
"cellular nitrogen compound metabolic process","Receptor protein-tyrosine kinase erbB-2",436,2
"cellular protein modification process","Receptor protein-tyrosine kinase erbB-2",436,2
"lipid metabolic process","Receptor protein-tyrosine kinase erbB-2",436,2
"locomotion","Receptor protein-tyrosine kinase erbB-2",436,2
"multicellular organismal development","Receptor protein-tyrosine kinase erbB-2",436,2
"phosphorylation","Receptor protein-tyrosine kinase erbB-2",436,2
"positive regulation of catalytic activity","Receptor protein-tyrosine kinase erbB-2",436,2
"regulation of protein localization","Receptor protein-tyrosine kinase erbB-2",436,2
"response to stress","Receptor protein-tyrosine kinase erbB-2",436,2
"signal transduction","Receptor protein-tyrosine kinase erbB-2",436,2
"DNA metabolic process","Serine-protein kinase ATM",6,0
"aging","Serine-protein kinase ATM",6,0
"anatomical structure development","Serine-protein kinase ATM",6,0
"anatomical structure formation involved in morphogenesis","Serine-protein kinase ATM",6,0
"biosynthetic process","Serine-protein kinase ATM",6,0
"catabolic process","Serine-protein kinase ATM",6,0
"cell cycle","Serine-protein kinase ATM",6,0
"cell death","Serine-protein kinase ATM",6,0
"cell differentiation","Serine-protein kinase ATM",6,0
"cellular protein modification process","Serine-protein kinase ATM",6,0
"chromosome organization","Serine-protein kinase ATM",6,0
"chromosome segregation","Serine-protein kinase ATM",6,0
"embryo development","Serine-protein kinase ATM",6,0
"homeostatic process","Serine-protein kinase ATM",6,0
"immune system process","Serine-protein kinase ATM",6,0
"lipid metabolic process","Serine-protein kinase ATM",6,0
"multicellular organismal development","Serine-protein kinase ATM",6,0
"nucleobase-containing compound catabolic process","Serine-protein kinase ATM",6,0
"phosphorylation","Serine-protein kinase ATM",6,0
"positive regulation of apoptotic process","Serine-protein kinase ATM",6,0
"reproduction","Serine-protein kinase ATM",6,0
"response to stress","Serine-protein kinase ATM",6,0
"signal transduction","Serine-protein kinase ATM",6,0
"aging","Serine/threonine-protein kinase AKT",390,0
"anatomical structure development","Serine/threonine-protein kinase AKT",390,0
"biosynthetic process","Serine/threonine-protein kinase AKT",390,0
"carbohydrate metabolic process","Serine/threonine-protein kinase AKT",390,0
"catabolic process","Serine/threonine-protein kinase AKT",390,0
"cell death","Serine/threonine-protein kinase AKT",390,0
"cell differentiation","Serine/threonine-protein kinase AKT",390,0
"cell proliferation","Serine/threonine-protein kinase AKT",390,0
"cell-cell signaling","Serine/threonine-protein kinase AKT",390,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase AKT",390,0
"cellular protein modification process","Serine/threonine-protein kinase AKT",390,0
"circulatory system process","Serine/threonine-protein kinase AKT",390,0
"embryo development","Serine/threonine-protein kinase AKT",390,0
"female pregnancy","Serine/threonine-protein kinase AKT",390,0
"generation of precursor metabolites and energy","Serine/threonine-protein kinase AKT",390,0
"homeostatic process","Serine/threonine-protein kinase AKT",390,0
"immune system process","Serine/threonine-protein kinase AKT",390,0
"metabolic process","Serine/threonine-protein kinase AKT",390,0
"mitochondrion organization","Serine/threonine-protein kinase AKT",390,0
"multicellular organismal development","Serine/threonine-protein kinase AKT",390,0
"negative regulation of endopeptidase activity","Serine/threonine-protein kinase AKT",390,0
"nucleocytoplasmic transport","Serine/threonine-protein kinase AKT",390,0
"phosphorylation","Serine/threonine-protein kinase AKT",390,0
"plasma membrane organization","Serine/threonine-protein kinase AKT",390,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase AKT",390,0
"positive regulation of catalytic activity","Serine/threonine-protein kinase AKT",390,0
"protein targeting","Serine/threonine-protein kinase AKT",390,0
"regulation of catalytic activity","Serine/threonine-protein kinase AKT",390,0
"regulation of protein localization","Serine/threonine-protein kinase AKT",390,0
"reproduction","Serine/threonine-protein kinase AKT",390,0
"response to stress","Serine/threonine-protein kinase AKT",390,0
"signal transduction","Serine/threonine-protein kinase AKT",390,0
"small molecule metabolic process","Serine/threonine-protein kinase AKT",390,0
"translation","Serine/threonine-protein kinase AKT",390,0
"transport","Serine/threonine-protein kinase AKT",390,0
"catabolic process","Serine/threonine-protein kinase Aurora-A",109,1
"cell cycle","Serine/threonine-protein kinase Aurora-A",109,1
"cell differentiation","Serine/threonine-protein kinase Aurora-A",109,1
"cell division","Serine/threonine-protein kinase Aurora-A",109,1
"cell morphogenesis","Serine/threonine-protein kinase Aurora-A",109,1
"cellular protein modification process","Serine/threonine-protein kinase Aurora-A",109,1
"chromosome organization","Serine/threonine-protein kinase Aurora-A",109,1
"cytoskeleton organization","Serine/threonine-protein kinase Aurora-A",109,1
"growth","Serine/threonine-protein kinase Aurora-A",109,1
"microtubule-based process","Serine/threonine-protein kinase Aurora-A",109,1
"mitotic nuclear division","Serine/threonine-protein kinase Aurora-A",109,1
"multicellular organismal development","Serine/threonine-protein kinase Aurora-A",109,1
"phosphorylation","Serine/threonine-protein kinase Aurora-A",109,1
"protein complex assembly","Serine/threonine-protein kinase Aurora-A",109,1
"proteolysis","Serine/threonine-protein kinase Aurora-A",109,1
"reproduction","Serine/threonine-protein kinase Aurora-A",109,1
"response to stress","Serine/threonine-protein kinase Aurora-A",109,1
"signal transduction","Serine/threonine-protein kinase Aurora-A",109,1
"anatomical structure development","Serine/threonine-protein kinase B-raf",132,1
"cell adhesion","Serine/threonine-protein kinase B-raf",132,1
"cell differentiation","Serine/threonine-protein kinase B-raf",132,1
"cellular protein modification process","Serine/threonine-protein kinase B-raf",132,1
"cellular response to drug","Serine/threonine-protein kinase B-raf",132,1
"immune system process","Serine/threonine-protein kinase B-raf",132,1
"membrane organization","Serine/threonine-protein kinase B-raf",132,1
"multicellular organismal development","Serine/threonine-protein kinase B-raf",132,1
"neurological system process","Serine/threonine-protein kinase B-raf",132,1
"phosphorylation","Serine/threonine-protein kinase B-raf",132,1
"positive regulation of catalytic activity","Serine/threonine-protein kinase B-raf",132,1
"protein complex assembly","Serine/threonine-protein kinase B-raf",132,1
"signal transduction","Serine/threonine-protein kinase B-raf",132,1
"transport","Serine/threonine-protein kinase B-raf",132,1
"DNA metabolic process","Serine/threonine-protein kinase Chk2",64,0
"aging","Serine/threonine-protein kinase Chk2",64,0
"biosynthetic process","Serine/threonine-protein kinase Chk2",64,0
"catabolic process","Serine/threonine-protein kinase Chk2",64,0
"cell cycle","Serine/threonine-protein kinase Chk2",64,0
"cell death","Serine/threonine-protein kinase Chk2",64,0
"cell division","Serine/threonine-protein kinase Chk2",64,0
"cellular nitrogen compound metabolic process","Serine/threonine-protein kinase Chk2",64,0
"cellular protein modification process","Serine/threonine-protein kinase Chk2",64,0
"cellular response to drug","Serine/threonine-protein kinase Chk2",64,0
"cytoskeleton organization","Serine/threonine-protein kinase Chk2",64,0
"microtubule-based process","Serine/threonine-protein kinase Chk2",64,0
"mitotic nuclear division","Serine/threonine-protein kinase Chk2",64,0
"phosphorylation","Serine/threonine-protein kinase Chk2",64,0
"positive regulation of apoptotic process","Serine/threonine-protein kinase Chk2",64,0
"protein complex assembly","Serine/threonine-protein kinase Chk2",64,0
"protein stabilization","Serine/threonine-protein kinase Chk2",64,0
"response to stress","Serine/threonine-protein kinase Chk2",64,0
"signal transduction","Serine/threonine-protein kinase Chk2",64,0
"cell adhesion","Serine/threonine-protein kinase PAK6",5,0
"cell death","Serine/threonine-protein kinase PAK6",5,0
"cellular protein modification process","Serine/threonine-protein kinase PAK6",5,0
"cytoskeleton organization","Serine/threonine-protein kinase PAK6",5,0
"phosphorylation","Serine/threonine-protein kinase PAK6",5,0
"signal transduction","Serine/threonine-protein kinase PAK6",5,0
"aging","TGF-beta receptor type II",20,0
"anatomical structure development","TGF-beta receptor type II",20,0
"anatomical structure formation involved in morphogenesis","TGF-beta receptor type II",20,0
"cell death","TGF-beta receptor type II",20,0
"cell differentiation","TGF-beta receptor type II",20,0
"cellular protein modification process","TGF-beta receptor type II",20,0
"embryo development","TGF-beta receptor type II",20,0
"female pregnancy","TGF-beta receptor type II",20,0
"growth","TGF-beta receptor type II",20,0
"immune system process","TGF-beta receptor type II",20,0
"multicellular organismal development","TGF-beta receptor type II",20,0
"phosphorylation","TGF-beta receptor type II",20,0
"positive regulation of catalytic activity","TGF-beta receptor type II",20,0
"response to stress","TGF-beta receptor type II",20,0
"signal transduction","TGF-beta receptor type II",20,0
"vesicle-mediated transport","TGF-beta receptor type II",20,0
"cell differentiation","Tyrosine-protein kinase JAK1",6,0
"cell motility","Tyrosine-protein kinase JAK1",6,0
"cellular protein modification process","Tyrosine-protein kinase JAK1",6,0
"immune system process","Tyrosine-protein kinase JAK1",6,0
"phosphorylation","Tyrosine-protein kinase JAK1",6,0
"positive regulation of catalytic activity","Tyrosine-protein kinase JAK1",6,0
"response to antibiotic","Tyrosine-protein kinase JAK1",6,0
"response to stress","Tyrosine-protein kinase JAK1",6,0
"signal transduction","Tyrosine-protein kinase JAK1",6,0
"anatomical structure development","Tyrosine-protein kinase JAK2",46,0
"cell death","Tyrosine-protein kinase JAK2",46,0
"cell differentiation","Tyrosine-protein kinase JAK2",46,0
"cell motility","Tyrosine-protein kinase JAK2",46,0
"cellular protein modification process","Tyrosine-protein kinase JAK2",46,0
"chromosome organization","Tyrosine-protein kinase JAK2",46,0
"cytoskeleton organization","Tyrosine-protein kinase JAK2",46,0
"homeostatic process","Tyrosine-protein kinase JAK2",46,0
"immune system process","Tyrosine-protein kinase JAK2",46,0
"multicellular organismal development","Tyrosine-protein kinase JAK2",46,0
"nucleocytoplasmic transport","Tyrosine-protein kinase JAK2",46,0
"phosphorylation","Tyrosine-protein kinase JAK2",46,0
"positive regulation of apoptotic process","Tyrosine-protein kinase JAK2",46,0
"positive regulation of catalytic activity","Tyrosine-protein kinase JAK2",46,0
"protein complex assembly","Tyrosine-protein kinase JAK2",46,0
"protein targeting","Tyrosine-protein kinase JAK2",46,0
"regulation of protein localization","Tyrosine-protein kinase JAK2",46,0
"response to antibiotic","Tyrosine-protein kinase JAK2",46,0
"response to stress","Tyrosine-protein kinase JAK2",46,0
"signal transduction","Tyrosine-protein kinase JAK2",46,0
"zymogen activation","Tyrosine-protein kinase JAK2",46,0
"anatomical structure formation involved in morphogenesis","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"cellular protein modification process","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"embryo development","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"homeostatic process","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"immune system process","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"metabolic process","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"phosphorylation","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"positive regulation of catalytic activity","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"response to stress","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
"signal transduction","cAMP-dependent protein kinase beta-1 catalytic subunit",5,0
