"target_pref_name","target_chembl_id","publication_year","target_tid","go_pref_name","compound_count","PMID_count","disease_efficacy_count"
"Voltage-gated potassium channel subunit Kv1.3","CHEMBL4633",2005,10553,"protein complex assembly",40,1,0
"Voltage-gated potassium channel subunit Kv1.3","CHEMBL4633",2010,10553,"protein complex assembly",96,2,0
"Voltage-gated T-type calcium channel alpha-1I subunit","CHEMBL5558",2008,100101,"transport",1,1,0
"Voltage-gated T-type calcium channel alpha-1I subunit","CHEMBL5558",2008,100101,"transmembrane transport",1,1,0
"Voltage-gated T-type calcium channel alpha-1I subunit","CHEMBL5558",2008,100101,"signal transduction",1,1,0
"Voltage-gated T-type calcium channel alpha-1I subunit","CHEMBL5558",2008,100101,"neurological system process",1,1,0
"Voltage-gated T-type calcium channel alpha-1I subunit","CHEMBL5558",2008,100101,"cell motility",1,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"transport",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"transport",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"transport",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"transport",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"transmembrane transport",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"transmembrane transport",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"transmembrane transport",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"transmembrane transport",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"small molecule metabolic process",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"small molecule metabolic process",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"small molecule metabolic process",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"small molecule metabolic process",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"multicellular organismal development",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"multicellular organismal development",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"multicellular organismal development",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"multicellular organismal development",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"lipid metabolic process",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"lipid metabolic process",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"lipid metabolic process",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"lipid metabolic process",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"cell differentiation",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"cell differentiation",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"cell differentiation",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"cell differentiation",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"biosynthetic process",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"biosynthetic process",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"biosynthetic process",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"biosynthetic process",23,2,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2008,4,"anatomical structure formation involved in morphogenesis",8,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2010,4,"anatomical structure formation involved in morphogenesis",44,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2013,4,"anatomical structure formation involved in morphogenesis",20,1,0
"Voltage-gated T-type calcium channel alpha-1H subunit","CHEMBL1859",2015,4,"anatomical structure formation involved in morphogenesis",23,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2004,100100,"transport",10,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2005,100100,"transport",12,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2006,100100,"transport",15,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2007,100100,"transport",70,6,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2008,100100,"transport",14,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2010,100100,"transport",42,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2011,100100,"transport",31,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2013,100100,"transport",24,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2014,100100,"transport",10,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2015,100100,"transport",6,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2004,100100,"transmembrane transport",10,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2005,100100,"transmembrane transport",12,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2006,100100,"transmembrane transport",15,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2007,100100,"transmembrane transport",70,6,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2008,100100,"transmembrane transport",14,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2010,100100,"transmembrane transport",42,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2011,100100,"transmembrane transport",31,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2013,100100,"transmembrane transport",24,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2014,100100,"transmembrane transport",10,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2015,100100,"transmembrane transport",6,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2004,100100,"cell-cell signaling",10,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2005,100100,"cell-cell signaling",12,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2006,100100,"cell-cell signaling",15,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2007,100100,"cell-cell signaling",70,6,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2008,100100,"cell-cell signaling",14,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2010,100100,"cell-cell signaling",42,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2011,100100,"cell-cell signaling",31,1,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2013,100100,"cell-cell signaling",24,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2014,100100,"cell-cell signaling",10,2,0
"Voltage-gated T-type calcium channel alpha-1G subunit","CHEMBL4641",2015,100100,"cell-cell signaling",6,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1998,10511,"transport",11,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1999,10511,"transport",108,7,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2000,10511,"transport",2,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2001,10511,"transport",17,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2002,10511,"transport",30,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2006,10511,"transport",27,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2007,10511,"transport",39,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2012,10511,"transport",25,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2013,10511,"transport",45,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2015,10511,"transport",5,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1998,10511,"transmembrane transport",11,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1999,10511,"transmembrane transport",108,7,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2000,10511,"transmembrane transport",2,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2001,10511,"transmembrane transport",17,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2002,10511,"transmembrane transport",30,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2006,10511,"transmembrane transport",27,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2007,10511,"transmembrane transport",39,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2012,10511,"transmembrane transport",25,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2013,10511,"transmembrane transport",45,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2015,10511,"transmembrane transport",5,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1998,10511,"response to stress",11,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1999,10511,"response to stress",108,7,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2000,10511,"response to stress",2,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2001,10511,"response to stress",17,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2002,10511,"response to stress",30,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2006,10511,"response to stress",27,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2007,10511,"response to stress",39,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2012,10511,"response to stress",25,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2013,10511,"response to stress",45,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2015,10511,"response to stress",5,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1998,10511,"circulatory system process",11,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1999,10511,"circulatory system process",108,7,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2000,10511,"circulatory system process",2,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2001,10511,"circulatory system process",17,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2002,10511,"circulatory system process",30,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2006,10511,"circulatory system process",27,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2007,10511,"circulatory system process",39,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2012,10511,"circulatory system process",25,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2013,10511,"circulatory system process",45,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2015,10511,"circulatory system process",5,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1998,10511,"cell-cell signaling",11,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",1999,10511,"cell-cell signaling",108,7,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2000,10511,"cell-cell signaling",2,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2001,10511,"cell-cell signaling",17,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2002,10511,"cell-cell signaling",30,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2006,10511,"cell-cell signaling",27,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2007,10511,"cell-cell signaling",39,1,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2012,10511,"cell-cell signaling",25,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2013,10511,"cell-cell signaling",45,2,0
"Voltage-gated N-type calcium channel alpha-1B subunit","CHEMBL4478",2015,10511,"cell-cell signaling",5,1,0
"Voltage-gated L-type calcium channel alpha-1D subunit","CHEMBL4138",2014,11158,"transport",23,1,0
"Voltage-gated L-type calcium channel alpha-1D subunit","CHEMBL4138",2014,11158,"transmembrane transport",23,1,0
"Voltage-gated L-type calcium channel alpha-1D subunit","CHEMBL4138",2014,11158,"signal transduction",23,1,0
"Voltage-gated L-type calcium channel alpha-1D subunit","CHEMBL4138",2014,11158,"regulation of protein localization",23,1,0
"Voltage-gated L-type calcium channel alpha-1D subunit","CHEMBL4138",2014,11158,"neurological system process",23,1,0
"Voltage-gated L-type calcium channel alpha-1D subunit","CHEMBL4138",2014,11158,"cell-cell signaling",23,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"transport",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"transport",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"transport",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"transport",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"transport",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"transport",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"transport",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"transmembrane transport",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"transmembrane transport",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"transmembrane transport",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"transmembrane transport",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"transmembrane transport",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"transmembrane transport",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"transmembrane transport",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"signal transduction",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"signal transduction",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"signal transduction",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"signal transduction",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"signal transduction",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"signal transduction",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"signal transduction",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"regulation of protein localization",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"regulation of protein localization",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"regulation of protein localization",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"regulation of protein localization",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"regulation of protein localization",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"regulation of protein localization",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"regulation of protein localization",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"multicellular organismal development",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"multicellular organismal development",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"multicellular organismal development",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"multicellular organismal development",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"multicellular organismal development",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"multicellular organismal development",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"multicellular organismal development",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"immune system process",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"immune system process",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"immune system process",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"immune system process",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"immune system process",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"immune system process",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"immune system process",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"homeostatic process",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"homeostatic process",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"homeostatic process",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"homeostatic process",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"homeostatic process",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"homeostatic process",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"homeostatic process",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"embryo development",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"embryo development",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"embryo development",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"embryo development",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"embryo development",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"embryo development",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"embryo development",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"circulatory system process",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"circulatory system process",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"circulatory system process",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"circulatory system process",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"circulatory system process",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"circulatory system process",18,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2016,169,"circulatory system process",3,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2007,169,"cell-cell signaling",2,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2008,169,"cell-cell signaling",1,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2012,169,"cell-cell signaling",16,1,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2013,169,"cell-cell signaling",3,2,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2014,169,"cell-cell signaling",7,4,0
"Voltage-gated L-type calcium channel alpha-1C subunit","CHEMBL1940",2015,169,"cell-cell signaling",18,1,0
