"target_pref_name","target_chembl_id","publication_year","target_tid","go_pref_name","compound_count","PMID_count","disease_efficacy_count"
"cGMP-dependent protein kinase 2","CHEMBL2896",2008,11018,"plasma membrane organization",3,1,0
"cGMP-dependent protein kinase 2","CHEMBL2896",2011,11018,"plasma membrane organization",13,1,0
"cGMP-dependent protein kinase 2","CHEMBL2896",2008,11018,"phosphorylation",3,1,0
"cGMP-dependent protein kinase 2","CHEMBL2896",2011,11018,"phosphorylation",13,1,0
"cGMP-dependent protein kinase 2","CHEMBL2896",2008,11018,"cellular protein modification process",3,1,0
"cGMP-dependent protein kinase 2","CHEMBL2896",2011,11018,"cellular protein modification process",13,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"signal transduction",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"signal transduction",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"signal transduction",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"response to stress",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"response to stress",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"response to stress",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"regulation of catalytic activity",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"regulation of catalytic activity",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"regulation of catalytic activity",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"phosphorylation",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"phosphorylation",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"phosphorylation",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"multicellular organismal development",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"multicellular organismal development",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"multicellular organismal development",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"mitochondrion organization",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"mitochondrion organization",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"mitochondrion organization",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"metabolic process",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"metabolic process",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"metabolic process",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"cytoskeleton organization",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"cytoskeleton organization",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"cytoskeleton organization",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"circulatory system process",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"circulatory system process",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"circulatory system process",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"cellular protein modification process",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"cellular protein modification process",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"cellular protein modification process",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"cell motility",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"cell motility",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"cell motility",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"cell differentiation",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"cell differentiation",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"cell differentiation",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"catabolic process",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"catabolic process",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"catabolic process",1,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2008,11019,"autophagy",3,2,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2011,11019,"autophagy",10,1,0
"cGMP-dependent protein kinase 1 beta","CHEMBL4273",2016,11019,"autophagy",1,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"signal transduction",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"signal transduction",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"response to stress",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"response to stress",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"positive regulation of catalytic activity",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"positive regulation of catalytic activity",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"phosphorylation",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"phosphorylation",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"metabolic process",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"metabolic process",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"immune system process",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"immune system process",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"homeostatic process",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"homeostatic process",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"embryo development",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"embryo development",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"cellular protein modification process",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"cellular protein modification process",10,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2008,10207,"anatomical structure formation involved in morphogenesis",5,1,0
"cAMP-dependent protein kinase beta-1 catalytic subunit","CHEMBL2918",2011,10207,"anatomical structure formation involved in morphogenesis",10,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"signal transduction",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"signal transduction",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"signal transduction",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"signal transduction",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"signal transduction",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"signal transduction",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"response to stress",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"response to stress",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"response to stress",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"response to stress",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"response to stress",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"response to stress",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"reproduction",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"reproduction",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"reproduction",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"reproduction",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"reproduction",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"reproduction",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"regulation of protein localization",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"regulation of protein localization",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"regulation of protein localization",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"regulation of protein localization",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"regulation of protein localization",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"regulation of protein localization",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"positive regulation of catalytic activity",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"positive regulation of catalytic activity",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"positive regulation of catalytic activity",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"positive regulation of catalytic activity",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"positive regulation of catalytic activity",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"positive regulation of catalytic activity",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"phosphorylation",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"phosphorylation",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"phosphorylation",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"phosphorylation",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"phosphorylation",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"phosphorylation",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"metabolic process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"metabolic process",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"metabolic process",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"metabolic process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"metabolic process",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"metabolic process",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"mRNA processing",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"mRNA processing",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"mRNA processing",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"mRNA processing",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"mRNA processing",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"mRNA processing",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"immune system process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"immune system process",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"immune system process",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"immune system process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"immune system process",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"immune system process",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"homeostatic process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"homeostatic process",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"homeostatic process",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"homeostatic process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"homeostatic process",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"homeostatic process",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"embryo development",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"embryo development",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"embryo development",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"embryo development",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"embryo development",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"embryo development",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"developmental maturation",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"developmental maturation",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"developmental maturation",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"developmental maturation",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"developmental maturation",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"developmental maturation",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"cellular protein modification process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"cellular protein modification process",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"cellular protein modification process",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"cellular protein modification process",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"cellular protein modification process",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"cellular protein modification process",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"cell differentiation",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"cell differentiation",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"cell differentiation",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"cell differentiation",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"cell differentiation",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"cell differentiation",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"cell cycle",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"cell cycle",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"cell cycle",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"cell cycle",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"cell cycle",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"cell cycle",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"anatomical structure formation involved in morphogenesis",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"anatomical structure formation involved in morphogenesis",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"anatomical structure formation involved in morphogenesis",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"anatomical structure formation involved in morphogenesis",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"anatomical structure formation involved in morphogenesis",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"anatomical structure formation involved in morphogenesis",2,2,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2007,11969,"anatomical structure development",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2008,11969,"anatomical structure development",6,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2011,11969,"anatomical structure development",12,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2014,11969,"anatomical structure development",1,1,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2015,11969,"anatomical structure development",27,3,0
"cAMP-dependent protein kinase alpha-catalytic subunit","CHEMBL4101",2016,11969,"anatomical structure development",2,2,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2004,11408,"signal transduction",1,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2005,11408,"signal transduction",25,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2006,11408,"signal transduction",34,5,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2007,11408,"signal transduction",41,6,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2008,11408,"signal transduction",13,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2009,11408,"signal transduction",17,2,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2011,11408,"signal transduction",32,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2012,11408,"signal transduction",41,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2013,11408,"signal transduction",60,4,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2014,11408,"signal transduction",57,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2015,11408,"signal transduction",102,9,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2016,11408,"signal transduction",1,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2004,11408,"response to stress",1,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2005,11408,"response to stress",25,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2006,11408,"response to stress",34,5,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2007,11408,"response to stress",41,6,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2008,11408,"response to stress",13,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2009,11408,"response to stress",17,2,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2011,11408,"response to stress",32,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2012,11408,"response to stress",41,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2013,11408,"response to stress",60,4,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2014,11408,"response to stress",57,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2015,11408,"response to stress",102,9,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2016,11408,"response to stress",1,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2004,11408,"positive regulation of catalytic activity",1,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2005,11408,"positive regulation of catalytic activity",25,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2006,11408,"positive regulation of catalytic activity",34,5,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2007,11408,"positive regulation of catalytic activity",41,6,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2008,11408,"positive regulation of catalytic activity",13,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2009,11408,"positive regulation of catalytic activity",17,2,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2011,11408,"positive regulation of catalytic activity",32,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2012,11408,"positive regulation of catalytic activity",41,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2013,11408,"positive regulation of catalytic activity",60,4,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2014,11408,"positive regulation of catalytic activity",57,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2015,11408,"positive regulation of catalytic activity",102,9,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2016,11408,"positive regulation of catalytic activity",1,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2004,11408,"phosphorylation",1,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2005,11408,"phosphorylation",25,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2006,11408,"phosphorylation",34,5,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2007,11408,"phosphorylation",41,6,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2008,11408,"phosphorylation",13,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2009,11408,"phosphorylation",17,2,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2011,11408,"phosphorylation",32,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2012,11408,"phosphorylation",41,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2013,11408,"phosphorylation",60,4,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2014,11408,"phosphorylation",57,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2015,11408,"phosphorylation",102,9,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2016,11408,"phosphorylation",1,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2004,11408,"cellular protein modification process",1,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2005,11408,"cellular protein modification process",25,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2006,11408,"cellular protein modification process",34,5,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2007,11408,"cellular protein modification process",41,6,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2008,11408,"cellular protein modification process",13,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2009,11408,"cellular protein modification process",17,2,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2011,11408,"cellular protein modification process",32,1,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2012,11408,"cellular protein modification process",41,0,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2013,11408,"cellular protein modification process",60,4,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2014,11408,"cellular protein modification process",57,3,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2015,11408,"cellular protein modification process",102,9,0
"c-Jun N-terminal kinase 3","CHEMBL2637",2016,11408,"cellular protein modification process",1,0,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2000,11407,"zymogen activation",1,1,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2004,11407,"zymogen activation",5,2,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2005,11407,"zymogen activation",10,2,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2006,11407,"zymogen activation",105,8,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2007,11407,"zymogen activation",8,5,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2008,11407,"zymogen activation",5,1,0
"c-Jun N-terminal kinase 2","CHEMBL4179",2009,11407,"zymogen activation",2,1,0
